# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/9676  : Gitaarband uiteinde materiaal
gid://shopify/TaxonomyAttribute/9677  : Kenmerken gitaarband
gid://shopify/TaxonomyAttribute/9678  : Gitaarsnaar coating
gid://shopify/TaxonomyAttribute/9679  : Gitaarsnaar dikte type
gid://shopify/TaxonomyAttribute/9680  : Gitaarsnarenset dikte categorie
gid://shopify/TaxonomyAttribute/9681  : Gitaarsnaar wikkeling type
gid://shopify/TaxonomyAttribute/9682  : Gitaar stemmechaniek knop vorm
gid://shopify/TaxonomyAttribute/9683  : Gitaar stemmechaniek configuratie
gid://shopify/TaxonomyAttribute/9684  : Montagestijl gitaarstemmechaniek
gid://shopify/TaxonomyAttribute/9685  : Gitaar stemmechaniek as type
gid://shopify/TaxonomyAttribute/9686  : Stijl gitaarstemmechaniek
gid://shopify/TaxonomyAttribute/9687  : Gom conditie
gid://shopify/TaxonomyAttribute/9688  : Type vuurwapenmechanisme
gid://shopify/TaxonomyAttribute/9689  : Vuurwapen operationele status
gid://shopify/TaxonomyAttribute/9690  : Vuurwapen type
gid://shopify/TaxonomyAttribute/6709  : Kruisvoering
gid://shopify/TaxonomyAttribute/2098  : Gootfittingtype
gid://shopify/TaxonomyAttribute/3112  : Stijl dakgoot
gid://shopify/TaxonomyAttribute/7557  : Gymnastiek discipline
gid://shopify/TaxonomyAttribute/5590  : Ondersteunde HDMI-versie
gid://shopify/TaxonomyAttribute/1959  : HDR-formaat
gid://shopify/TaxonomyAttribute/5059  : HIV-testgeneratie
gid://shopify/TaxonomyAttribute/8443  : HVAC-regelingsfuncties
gid://shopify/TaxonomyAttribute/2137  : Bedieningstype HVAC
gid://shopify/TaxonomyAttribute/2898  : Materiaal habitat
gid://shopify/TaxonomyAttribute/5157  : Haarverzorgingseffect
gid://shopify/TaxonomyAttribute/1645  : Haarverzorgingsafwerking
gid://shopify/TaxonomyAttribute/3346  : Haarverzorgingsartikelen inbegrepen
gid://shopify/TaxonomyAttribute/1647  : Haarverzorgingstechnologie
gid://shopify/TaxonomyAttribute/3332  : Haarkleuren
gid://shopify/TaxonomyAttribute/5161  : Haarkleurformulering
gid://shopify/TaxonomyAttribute/5165  : Vezelmateriaal haarcorrector
gid://shopify/TaxonomyAttribute/5156  : Type haardrogermotor
gid://shopify/TaxonomyAttribute/5164  : Type verwijderde haarverf
gid://shopify/TaxonomyAttribute/6710  : Haarextensie textuur
gid://shopify/TaxonomyAttribute/1643  : Haaruitvalstype
gid://shopify/TaxonomyAttribute/6711  : Haarnetje stijl
gid://shopify/TaxonomyAttribute/5159  : Haarolie-toepassing
gid://shopify/TaxonomyAttribute/5158  : Haarolie-effect
gid://shopify/TaxonomyAttribute/6712  : Kwaliteitsklasse haar
gid://shopify/TaxonomyAttribute/3347  : Type haarschaar
gid://shopify/TaxonomyAttribute/5150  : Haarstylingvoordelen
gid://shopify/TaxonomyAttribute/3348  : Haarstyling inbegrepen
gid://shopify/TaxonomyAttribute/3135  : Kenmerken haarstyling apparaat
gid://shopify/TaxonomyAttribute/5160  : Haarhandelingseffect
gid://shopify/TaxonomyAttribute/1199  : Haartype
gid://shopify/TaxonomyAttribute/7558  : Halster stijl
gid://shopify/TaxonomyAttribute/2920  : Materiaal hamerkop
gid://shopify/TaxonomyAttribute/7559  : Hangmat stijl
gid://shopify/TaxonomyAttribute/6713  : Hand- en voetbedekking
gid://shopify/TaxonomyAttribute/9691  : Configuratie handbekkenset
gid://shopify/TaxonomyAttribute/9692  : Handtrommel vel materiaal
gid://shopify/TaxonomyAttribute/5951  : Type accessoire handdroger
gid://shopify/TaxonomyAttribute/7560  : Handtrainer stijl
gid://shopify/TaxonomyAttribute/8401  : Handbeschermer verstevigingsrug materiaal
gid://shopify/TaxonomyAttribute/8402  : Handbeschermer bedekking stijl
gid://shopify/TaxonomyAttribute/8403  : Handbeschermer bevestiging type
gid://shopify/TaxonomyAttribute/8404  : Configuratie handbeschermerset
gid://shopify/TaxonomyAttribute/7561  : Handbeschermer stijl
gid://shopify/TaxonomyAttribute/8405  : Handbeschermer weersbescherming
gid://shopify/TaxonomyAttribute/7562  : Handpaddle band type
gid://shopify/TaxonomyAttribute/9693  : Handpercussiehouder bevestigingsmechanisme
gid://shopify/TaxonomyAttribute/9694  : Handpercussie montage/gebruik
gid://shopify/TaxonomyAttribute/9695  : Handpercussie toonhoogte type
gid://shopify/TaxonomyAttribute/9696  : Handpercussie speel methode
gid://shopify/TaxonomyAttribute/9697  : Handpercussie set configuratie
gid://shopify/TaxonomyAttribute/9698  : Handpercussie maatklasse
gid://shopify/TaxonomyAttribute/1208  : Handzijde
gid://shopify/TaxonomyAttribute/5241  : Handzeep functies
gid://shopify/TaxonomyAttribute/7563  : Ondersteuningsniveau handschoen
gid://shopify/TaxonomyAttribute/7564  : Ondersteuningsmaat handschoen
gid://shopify/TaxonomyAttribute/3183  : Type handwarmer
gid://shopify/TaxonomyAttribute/9699  : Handnaainaald punt type
gid://shopify/TaxonomyAttribute/7565  : Handbaltype
gid://shopify/TaxonomyAttribute/7566  : Handbal speeloppervlak
gid://shopify/TaxonomyAttribute/7567  : Handbal doel type
gid://shopify/TaxonomyAttribute/8406  : Handrem activering type
gid://shopify/TaxonomyAttribute/8407  : Handrem oriëntatie
gid://shopify/TaxonomyAttribute/2581  : Type handboeienslot
gid://shopify/TaxonomyAttribute/9700  : Handvuurwapen greep materiaal
gid://shopify/TaxonomyAttribute/7568  : Handgreepconstructie
gid://shopify/TaxonomyAttribute/5952  : Type steelverbinding
gid://shopify/TaxonomyAttribute/2194  : Handgreepontwerp
gid://shopify/TaxonomyAttribute/9701  : Handgreep ergonomie
gid://shopify/TaxonomyAttribute/7569  : Handgreepmateriaal
gid://shopify/TaxonomyAttribute/5953  : Handgreepstijl
gid://shopify/TaxonomyAttribute/1669  : Handgreeptextuur
gid://shopify/TaxonomyAttribute/7570  : Type handgreep
gid://shopify/TaxonomyAttribute/5954  : Verstelbare handgreeplengte
gid://shopify/TaxonomyAttribute/1295  : Greepmateriaal
gid://shopify/TaxonomyAttribute/5955  : Handgreepplaatsing
gid://shopify/TaxonomyAttribute/7571  : Handgreep vorm
gid://shopify/TaxonomyAttribute/5070  : Handvatstijl
gid://shopify/TaxonomyAttribute/1597  : Handgreeptype
gid://shopify/TaxonomyAttribute/7572  : Stuur ontwerp
gid://shopify/TaxonomyAttribute/7573  : Stuur type
gid://shopify/TaxonomyAttribute/5956  : Leuningconfiguratie
gid://shopify/TaxonomyAttribute/1849  : Handsettype
gid://shopify/TaxonomyAttribute/9702  : Handschuif boring type
gid://shopify/TaxonomyAttribute/6714  : Handmode manchet stijl
gid://shopify/TaxonomyAttribute/3003  : Kenmerken handmode
gid://shopify/TaxonomyAttribute/7574  : Handmode isolatie materiaal
gid://shopify/TaxonomyAttribute/2780  : Materaal handmode
gid://shopify/TaxonomyAttribute/7575  : Handschoenmaat
gid://shopify/TaxonomyAttribute/3255  : Type handmode
gid://shopify/TaxonomyAttribute/7576  : Deltavlieger ontwerp
gid://shopify/TaxonomyAttribute/7577  : Hanger schroefdraad maat
gid://shopify/TaxonomyAttribute/5957  : Type ophangbevestiging
gid://shopify/TaxonomyAttribute/1530  : Hangstoelontwerp
gid://shopify/TaxonomyAttribute/6916  : Ophangmethode
gid://shopify/TaxonomyAttribute/5639  : Type haptische feedback
gid://shopify/TaxonomyAttribute/1459  : Cidervariant
gid://shopify/TaxonomyAttribute/3086  : Kenmerken harde schijf
gid://shopify/TaxonomyAttribute/3314  : Vormfactor harde schijf
gid://shopify/TaxonomyAttribute/3315  : Installatie harde schijf
gid://shopify/TaxonomyAttribute/2634  : Veiligheidshelmklasse
gid://shopify/TaxonomyAttribute/5958  : Winterhardheidszone
gid://shopify/TaxonomyAttribute/2255  : Hardheid
gid://shopify/TaxonomyAttribute/5031  : Hardheidsschaal (potloodschaal)
gid://shopify/TaxonomyAttribute/8408  : Hardtop afwerking type
gid://shopify/TaxonomyAttribute/8409  : Hardtop schaal materiaal
gid://shopify/TaxonomyAttribute/8410  : Hardtop raam configuratie
gid://shopify/TaxonomyAttribute/2081  : Afwerking bouwmaterialen
gid://shopify/TaxonomyAttribute/2790  : Materiaal hardware
gid://shopify/TaxonomyAttribute/2132  : Type montage bouwmateriaal
gid://shopify/TaxonomyAttribute/2094  : Kwaliteit looftimmerhout
gid://shopify/TaxonomyAttribute/9703  : Kammateriaal harmonica
gid://shopify/TaxonomyAttribute/9704  : Mondharmonica dekplaat afwerking
gid://shopify/TaxonomyAttribute/9705  : Afdekmateriaal harmonica
gid://shopify/TaxonomyAttribute/9706  : Afwerking harmonica
gid://shopify/TaxonomyAttribute/9707  : Bij harmonica inbegrepen accessoires
gid://shopify/TaxonomyAttribute/9708  : Mondharmonica notenbereik
gid://shopify/TaxonomyAttribute/9709  : Mondharmonica tongplaat materiaal
gid://shopify/TaxonomyAttribute/9710  : Mondharmonica systeem/type
gid://shopify/TaxonomyAttribute/9711  : Stemsysteem harmonica
gid://shopify/TaxonomyAttribute/1269  : Sluitingstype harnas
gid://shopify/TaxonomyAttribute/7578  : Harnas schaal type
gid://shopify/TaxonomyAttribute/7579  : Harnas stijl
gid://shopify/TaxonomyAttribute/7580  : Type harnas
gid://shopify/TaxonomyAttribute/9712  : Type harpmechanisme
gid://shopify/TaxonomyAttribute/9713  : Harp afwerking
gid://shopify/TaxonomyAttribute/9714  : Bij harp inbegrepen accessoires
gid://shopify/TaxonomyAttribute/2481  : Formaat harp
gid://shopify/TaxonomyAttribute/7797  : Oogst methode
gid://shopify/TaxonomyAttribute/7798  : Oogst stadium
gid://shopify/TaxonomyAttribute/9715  : Hoed stijl
gid://shopify/TaxonomyAttribute/2093  : Geschikte locatie luik
gid://shopify/TaxonomyAttribute/8411  : Gevarensignaal modus
gid://shopify/TaxonomyAttribute/5959  : Gedetecteerde gevaren
gid://shopify/TaxonomyAttribute/2636  : Gaspakontwerp
gid://shopify/TaxonomyAttribute/7581  : Kop configuratie
gid://shopify/TaxonomyAttribute/9716  : Kop materiaal
gid://shopify/TaxonomyAttribute/7582  : Kop beweging type
gid://shopify/TaxonomyAttribute/9717  : Velzijde
gid://shopify/TaxonomyAttribute/7583  : Kop gewicht stijl
gid://shopify/TaxonomyAttribute/6715  : Hoofdband versiering
gid://shopify/TaxonomyAttribute/6917  : Hoofdbord stijl
gid://shopify/TaxonomyAttribute/7584  : Hoofdbescherming band configuratie
gid://shopify/TaxonomyAttribute/9718  : Fluitkop kroon stijl
gid://shopify/TaxonomyAttribute/2485  : Koppelstuksnede
gid://shopify/TaxonomyAttribute/9719  : Kopstuk stemtoon standaard
gid://shopify/TaxonomyAttribute/8412  : Hemelbekleding productvorm
gid://shopify/TaxonomyAttribute/5426  : Hoofdtelefoonkussenvorm
gid://shopify/TaxonomyAttribute/5448  : Hoofdtelefoon driver technologie
gid://shopify/TaxonomyAttribute/1807  : Oortelefoonaansluitingstype
gid://shopify/TaxonomyAttribute/1814  : Oortelefoonstijl
gid://shopify/TaxonomyAttribute/8413  : Hoofdsteun bevestiging bevestigingsmethode
gid://shopify/TaxonomyAttribute/8414  : Hoofdsteun voorziening
gid://shopify/TaxonomyAttribute/5009  : Type hoofdtelefoonaansluiting
gid://shopify/TaxonomyAttribute/7585  : Balhoofd standaard
gid://shopify/TaxonomyAttribute/7586  : Hoofdstel stijl
gid://shopify/TaxonomyAttribute/3004  : Kenmerken hoofdmode
gid://shopify/TaxonomyAttribute/6716  : Hoofdbedekking beoogd gebruik
gid://shopify/TaxonomyAttribute/5518  : Gehoorapparaat compatibiliteit
gid://shopify/TaxonomyAttribute/5046  : Gehoorapparaat oorkant
gid://shopify/TaxonomyAttribute/3124  : Kenmerken hoortoestel
gid://shopify/TaxonomyAttribute/2828  : Materiaal hoortoestel
gid://shopify/TaxonomyAttribute/7587  : Hoorversterker stijl
gid://shopify/TaxonomyAttribute/5047  : Gehoorverliesniveau
gid://shopify/TaxonomyAttribute/5312  : Gehoorbeschermingsklasse
gid://shopify/TaxonomyAttribute/7588  : Hartslagmeetmethode
gid://shopify/TaxonomyAttribute/7589  : Hartslag detectietechnologie
gid://shopify/TaxonomyAttribute/7590  : Hartslagsensor plaatsing
gid://shopify/TaxonomyAttribute/1654  : Warmtefunctie
gid://shopify/TaxonomyAttribute/1485  : Warmteniveau
gid://shopify/TaxonomyAttribute/6717  : Warmtebehoud technologie
gid://shopify/TaxonomyAttribute/1649  : Warmte-instellingen
gid://shopify/TaxonomyAttribute/2825  : Warmtebron
gid://shopify/TaxonomyAttribute/5121  : Type warmtetherapie
gid://shopify/TaxonomyAttribute/8415  : Verwarmd glas kenmerk
gid://shopify/TaxonomyAttribute/8416  : Verwarmingsregeling bedieningsmethode
gid://shopify/TaxonomyAttribute/8417  : Verwarmingsregeling elektrische connector type
gid://shopify/TaxonomyAttribute/1499  : Verwarmingsinstructies
gid://shopify/TaxonomyAttribute/1772  : Verwarmingsmethode
gid://shopify/TaxonomyAttribute/5122  : Ontwerp verwarmingskussen
gid://shopify/TaxonomyAttribute/5120  : Verwarmingskussenkenmerken
gid://shopify/TaxonomyAttribute/1773  : Verwarmsnelheid
gid://shopify/TaxonomyAttribute/5960  : Verwarmingsfasen
gid://shopify/TaxonomyAttribute/7799  : Verwarmingstechnologie
gid://shopify/TaxonomyAttribute/128   : Hielhoogtetype
gid://shopify/TaxonomyAttribute/6718  : Hak vorm
gid://shopify/TaxonomyAttribute/3267  : Type hakschoen
gid://shopify/TaxonomyAttribute/2404  : Hoogteaanpassing
gid://shopify/TaxonomyAttribute/5060  : Helicobacter pylori detectiemethode
gid://shopify/TaxonomyAttribute/8418  : Helikopter missietype
gid://shopify/TaxonomyAttribute/8419  : Helikopter rotor configuratie
gid://shopify/TaxonomyAttribute/7591  : Type helmaccessoire
gid://shopify/TaxonomyAttribute/8420  : Helm audio connector type
gid://shopify/TaxonomyAttribute/8421  : Helm communicatiesysteem voorbereiding
gid://shopify/TaxonomyAttribute/7592  : Type helmconstructie
gid://shopify/TaxonomyAttribute/8422  : Helm pasvorm (hoofdvorm)
gid://shopify/TaxonomyAttribute/8423  : Helm binnenvoering type
gid://shopify/TaxonomyAttribute/7593  : Binnenvoering helm
gid://shopify/TaxonomyAttribute/8424  : Helm retentie sluiting type
gid://shopify/TaxonomyAttribute/7594  : Helm veiligheidscertificering
gid://shopify/TaxonomyAttribute/8425  : Certificeringsnorm helmveiligheid
gid://shopify/TaxonomyAttribute/2639  : Helmschaduwontwerp
gid://shopify/TaxonomyAttribute/8426  : Buitenmateriaal helm
gid://shopify/TaxonomyAttribute/8427  : Helm maat systeem
gid://shopify/TaxonomyAttribute/8428  : Helm zonnevizier type
gid://shopify/TaxonomyAttribute/8429  : Helm voertuig pasvorm
gid://shopify/TaxonomyAttribute/8430  : Helm ventilatie verstelbaarheid
gid://shopify/TaxonomyAttribute/8431  : Helm ventilatie configuratie
gid://shopify/TaxonomyAttribute/8433  : Helm vizier (schild) optische kenmerken
gid://shopify/TaxonomyAttribute/8432  : Helm vizier/klep verstelbaarheid
gid://shopify/TaxonomyAttribute/8434  : Helm vizier/schild type
gid://shopify/TaxonomyAttribute/6719  : Zoomstijl
gid://shopify/TaxonomyAttribute/6430  : Halfrond compatibiliteit
gid://shopify/TaxonomyAttribute/6720  : Zoom stijl
gid://shopify/TaxonomyAttribute/7800  : Kruideninfusie functie
gid://shopify/TaxonomyAttribute/5133  : Gezondheidsdoel kruidensupplement
gid://shopify/TaxonomyAttribute/8435  : Zeskant maat
gid://shopify/TaxonomyAttribute/9720  : Hi-hat paar type
gid://shopify/TaxonomyAttribute/9721  : Geluidskarakter hi-hat
gid://shopify/TaxonomyAttribute/6721  : Hoge-zichtbaarheidsklasse
gid://shopify/TaxonomyAttribute/7595  : Highback stijl
gid://shopify/TaxonomyAttribute/8436  : Trekhaakkogel diameter
gid://shopify/TaxonomyAttribute/8437  : Trekhaakkogel montagestijl
gid://shopify/TaxonomyAttribute/2717  : Trekhaakklasse
gid://shopify/TaxonomyAttribute/1274  : Trekhaaktype
gid://shopify/TaxonomyAttribute/6431  : Hobby horse handvat type
gid://shopify/TaxonomyAttribute/6432  : Hobby horse geluidskenmerken
gid://shopify/TaxonomyAttribute/2852  : Hockeyuitrusting inbegrepen
gid://shopify/TaxonomyAttribute/7596  : Hockeydoel type
gid://shopify/TaxonomyAttribute/7597  : Hockey-maatcategorie
gid://shopify/TaxonomyAttribute/7598  : Hockey maatsegment
gid://shopify/TaxonomyAttribute/1646  : Vasthoudniveau
gid://shopify/TaxonomyAttribute/7599  : Gripoppervlakstructuur
gid://shopify/TaxonomyAttribute/5484  : Gat plateringstype
gid://shopify/TaxonomyAttribute/5961  : Kenmerken van huisalarm
gid://shopify/TaxonomyAttribute/9722  : Woondecoratie naaipatroon projecttype
gid://shopify/TaxonomyAttribute/8438  : Homologatie / regelset
gid://shopify/TaxonomyAttribute/7801  : Honing vorm
gid://shopify/TaxonomyAttribute/7802  : Honingverwerkingsmethode
gid://shopify/TaxonomyAttribute/7803  : Honing variëteit
gid://shopify/TaxonomyAttribute/7600  : Capuchonconfiguratie
gid://shopify/TaxonomyAttribute/6722  : Capuchonontwerp
gid://shopify/TaxonomyAttribute/6723  : Capuchonstijl
gid://shopify/TaxonomyAttribute/6724  : Capuchon type
gid://shopify/TaxonomyAttribute/9727  : Klittenband formaat
gid://shopify/TaxonomyAttribute/9728  : Klittenbandzijde
gid://shopify/TaxonomyAttribute/9723  : Haak en oog maat (haaknummer)
gid://shopify/TaxonomyAttribute/9724  : Klittenbandsluiting belastbaarheidsklasse
gid://shopify/TaxonomyAttribute/9726  : Zijde van klittenbandsluiting
gid://shopify/TaxonomyAttribute/7601  : Coating/afwerking haak
gid://shopify/TaxonomyAttribute/7602  : Haak configuratie
gid://shopify/TaxonomyAttribute/2130  : Ontwerp haak
gid://shopify/TaxonomyAttribute/7603  : Haakoogstijl
gid://shopify/TaxonomyAttribute/7604  : Type haakoog
gid://shopify/TaxonomyAttribute/2352  : Ontwerp haakgreep
gid://shopify/TaxonomyAttribute/7605  : Haak materiaal
gid://shopify/TaxonomyAttribute/9729  : Haak organizer stijl
gid://shopify/TaxonomyAttribute/7606  : Aantal haakpunten
gid://shopify/TaxonomyAttribute/7607  : Haak punt type
gid://shopify/TaxonomyAttribute/7608  : Haak schacht lengte
gid://shopify/TaxonomyAttribute/2353  : Haakgrootte
gid://shopify/TaxonomyAttribute/5962  : Haakstijl
gid://shopify/TaxonomyAttribute/2731  : Haaktype
gid://shopify/TaxonomyAttribute/9725  : Klittenbandsluiting formaat
gid://shopify/TaxonomyAttribute/9730  : Haak-en-oog bevestigingsmethode
gid://shopify/TaxonomyAttribute/1288  : Hoepelvorm
gid://shopify/TaxonomyAttribute/7609  : Hop-up type
gid://shopify/TaxonomyAttribute/10582 : Paardendeken type
gid://shopify/TaxonomyAttribute/10583 : Type paardenborstel
gid://shopify/TaxonomyAttribute/10584 : Paardenverzorging doel
gid://shopify/TaxonomyAttribute/1286  : Paardencategorie
gid://shopify/TaxonomyAttribute/10585 : Paardenvoer levensfase
gid://shopify/TaxonomyAttribute/10586 : Paardenborstel type
gid://shopify/TaxonomyAttribute/2879  : Accessoires voor paardenverzorging inbegrepen
gid://shopify/TaxonomyAttribute/10587 : Paardenbeen bescherming type
gid://shopify/TaxonomyAttribute/9731  : Paardenmodel ras
gid://shopify/TaxonomyAttribute/2919  : Materiaal tuinslang
gid://shopify/TaxonomyAttribute/6725  : Kousen teen stijl
gid://shopify/TaxonomyAttribute/1919  : Hostinterface
gid://shopify/TaxonomyAttribute/8439  : Heteluchtballon mand type
gid://shopify/TaxonomyAttribute/8440  : Brandertype heteluchtballon
gid://shopify/TaxonomyAttribute/8441  : Heteluchtballon envelop materiaal
gid://shopify/TaxonomyAttribute/9732  : Hotfix applicatiegereedschap
gid://shopify/TaxonomyAttribute/10588 : Naafas type
gid://shopify/TaxonomyAttribute/10589 : Naafmotor type
gid://shopify/TaxonomyAttribute/3317  : Opslagmogelijkheden hub/switch
gid://shopify/TaxonomyAttribute/6433  : Hoelahoep constructie type
gid://shopify/TaxonomyAttribute/6434  : Hoelahoep kenmerken
gid://shopify/TaxonomyAttribute/10590 : Romp ontwerp
gid://shopify/TaxonomyAttribute/8442  : Romp type
gid://shopify/TaxonomyAttribute/5084  : Bevochtigingssysteem
gid://shopify/TaxonomyAttribute/3289  : Ontwerp luchtbevochtiger
gid://shopify/TaxonomyAttribute/5963  : Kenmerken van luchtbevochtiger
gid://shopify/TaxonomyAttribute/6297  : Type luchtbevochtigerfilter
gid://shopify/TaxonomyAttribute/9733  : Luchtbevochtiger navulmedium type
gid://shopify/TaxonomyAttribute/9734  : Luchtbevochtiger navulmethode
gid://shopify/TaxonomyAttribute/9735  : Bevochtigingsmedium
gid://shopify/TaxonomyAttribute/1450  : Vochtigheidscontrole
gid://shopify/TaxonomyAttribute/3297  : Methode voor vochtigheidsregeling
gid://shopify/TaxonomyAttribute/5964  : Type humidor-accessoire
gid://shopify/TaxonomyAttribute/7804  : Hummus basis ingrediënt
gid://shopify/TaxonomyAttribute/3391  : Ontwerp camouflagehutten
gid://shopify/TaxonomyAttribute/10591 : Jachtlokroep type
gid://shopify/TaxonomyAttribute/10592 : Jachthondenhalsband functie
gid://shopify/TaxonomyAttribute/2870  : Ontwerp jacht-/overlevingsmes
gid://shopify/TaxonomyAttribute/8444  : Hybride aandrijflijn configuratie
gid://shopify/TaxonomyAttribute/8445  : Hybride systeem type
gid://shopify/TaxonomyAttribute/8446  : Hybride vrachtwagen cabine type
gid://shopify/TaxonomyAttribute/10593 : Drinkzak kenmerken
gid://shopify/TaxonomyAttribute/10594 : Hydratatieriemfuncties
gid://shopify/TaxonomyAttribute/10595 : Drinkblaas compatibiliteit
gid://shopify/TaxonomyAttribute/10596 : Drinkslang mondstuk stijl
gid://shopify/TaxonomyAttribute/10597 : Drinkrugzak stijl
gid://shopify/TaxonomyAttribute/10598 : Drinksysteem isolatie
gid://shopify/TaxonomyAttribute/10599 : Drinkventiel type
gid://shopify/TaxonomyAttribute/10600 : Hydraulische vloeistof type
gid://shopify/TaxonomyAttribute/7805  : Hydrogeneringsniveau
gid://shopify/TaxonomyAttribute/8447  : Hydrofobiciteitsniveau
gid://shopify/TaxonomyAttribute/5965  : Hydrofonisch voedingssysteem
gid://shopify/TaxonomyAttribute/5966  : Type hygrometer
gid://shopify/TaxonomyAttribute/5967  : Meegeleverde accessoires voor ijsemmer
gid://shopify/TaxonomyAttribute/5968  : Isolatie van ijsemmer
gid://shopify/TaxonomyAttribute/7806  : IJs formaat
gid://shopify/TaxonomyAttribute/5969  : Inbegrepen accessoires voor ijsmachine
gid://shopify/TaxonomyAttribute/1565  : Type ijspak
gid://shopify/TaxonomyAttribute/5970  : IJsvormen
gid://shopify/TaxonomyAttribute/10601 : Schaatsenslijper type
gid://shopify/TaxonomyAttribute/10602 : IJs temperatuurgeschiktheid
gid://shopify/TaxonomyAttribute/7807  : Icing sugar variant
gid://shopify/TaxonomyAttribute/2664  : Pictogramtype
gid://shopify/TaxonomyAttribute/5528  : Vereiste voor identiteitsverificatie
gid://shopify/TaxonomyAttribute/8448  : Bobineconfiguratie
gid://shopify/TaxonomyAttribute/8449  : Ontstekingskabel nalevingsnorm
gid://shopify/TaxonomyAttribute/8450  : Ontstekingskabel isolatiemateriaal
gid://shopify/TaxonomyAttribute/8451  : Ontstekingskabel set type
gid://shopify/TaxonomyAttribute/8452  : Ontstekingskabel aansluitklem type
gid://shopify/TaxonomyAttribute/2169  : Ontbrandingssysteem
gid://shopify/TaxonomyAttribute/2620  : Verlichtingstechniek
gid://shopify/TaxonomyAttribute/10603 : Verlichting type
gid://shopify/TaxonomyAttribute/2020  : Ondersteunde afbeeldingsformaten
gid://shopify/TaxonomyAttribute/1999  : Beeldsensorgrootte
gid://shopify/TaxonomyAttribute/8453  : Installatietype startonderbreker
gid://shopify/TaxonomyAttribute/2718  : Startonderbrekertype
gid://shopify/TaxonomyAttribute/8454  : Startonderbreker ontgrendelingsmethode
gid://shopify/TaxonomyAttribute/10604 : Impactbescherming certificeringen
gid://shopify/TaxonomyAttribute/8455  : Impactbeschermingsniveau
gid://shopify/TaxonomyAttribute/10605 : Impactbescherming beoordeling
gid://shopify/TaxonomyAttribute/6435  : Impactoppervlakmateriaal
gid://shopify/TaxonomyAttribute/9736  : Wierookbasis materiaal
gid://shopify/TaxonomyAttribute/2282  : Wierookgeur
gid://shopify/TaxonomyAttribute/5971  : Stijl van wierookhouder
gid://shopify/TaxonomyAttribute/3270  : Wierook kit inbegrepen
gid://shopify/TaxonomyAttribute/9737  : Wierook maken methode
gid://shopify/TaxonomyAttribute/9738  : Wierookgereedschap type
gid://shopify/TaxonomyAttribute/2283  : Wierooktype
gid://shopify/TaxonomyAttribute/10606 : Hellingsverstelling type
gid://shopify/TaxonomyAttribute/6436  : Inbegrepen accessoires
gid://shopify/TaxonomyAttribute/9739  : Inbegrepen type koffer
gid://shopify/TaxonomyAttribute/9740  : Meegeleverde onderdelen
gid://shopify/TaxonomyAttribute/9741  : Meegeleverde sluiting onderdelen
gid://shopify/TaxonomyAttribute/10607 : Meegeleverd drinkreservoir type
gid://shopify/TaxonomyAttribute/9742  : Meegeleverde items (houtblaasinstrument)
gid://shopify/TaxonomyAttribute/9743  : Meegeleverde materialen
gid://shopify/TaxonomyAttribute/8456  : Meegeleverde montageaccessoires
gid://shopify/TaxonomyAttribute/6918  : Meegeleverd pomp type
gid://shopify/TaxonomyAttribute/9744  : Meegeleverd schraapinstrument type
gid://shopify/TaxonomyAttribute/5050  : Type incontinentiepad
gid://shopify/TaxonomyAttribute/10608 : Indicator ontwerp
gid://shopify/TaxonomyAttribute/10609 : Indicator gevolgde functies
gid://shopify/TaxonomyAttribute/6437  : Binnen-/buitengebruik
gid://shopify/TaxonomyAttribute/5493  : Inductantie tolerantie
gid://shopify/TaxonomyAttribute/2651  : Industrie-focus
gid://shopify/TaxonomyAttribute/1715  : Leeftijdsgroep peuter
gid://shopify/TaxonomyAttribute/9745  : Meegeleverde opblaasdecoratie items
gid://shopify/TaxonomyAttribute/9746  : Opblaasdecoratie type
gid://shopify/TaxonomyAttribute/6438  : Opblaasbaar vlot/drijver kenmerken
gid://shopify/TaxonomyAttribute/3385  : Methode opblazen
gid://shopify/TaxonomyAttribute/8457  : Meegeleverde oppompmethode
gid://shopify/TaxonomyAttribute/10610 : Geïnfuseerde geur
gid://shopify/TaxonomyAttribute/5972  : Infusertype
gid://shopify/TaxonomyAttribute/9747  : Ingrediënt basis type
gid://shopify/TaxonomyAttribute/1569  : Ingrediëntcategorie
gid://shopify/TaxonomyAttribute/2449  : Herkomst ingrediënt
gid://shopify/TaxonomyAttribute/9748  : Ingrediënt fysieke vorm
gid://shopify/TaxonomyAttribute/7808  : Verwerkingsmethode ingrediënt
gid://shopify/TaxonomyAttribute/1385  : Ingrediënten
gid://shopify/TaxonomyAttribute/5010  : Bescherming tegen binnendringen (IP)-classificatie
gid://shopify/TaxonomyAttribute/2347  : Inkttoepassingstechniek
gid://shopify/TaxonomyAttribute/6439  : Meegeleverde inktkleuren
gid://shopify/TaxonomyAttribute/2301  : Inktvorm
gid://shopify/TaxonomyAttribute/9749  : Inktkussen toepassingsmethode
gid://shopify/TaxonomyAttribute/9750  : Inktkussenpermanentie
gid://shopify/TaxonomyAttribute/9751  : Inktkussen maat
gid://shopify/TaxonomyAttribute/9752  : Inktkussen speciale effecten
gid://shopify/TaxonomyAttribute/9753  : Inkt permanentie
