# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/hg-3-66-2         : Casa y jardín > Decoración > Rellenos para jarrones y decoraciones para mesas > Rellenos de jarrones
gid://shopify/TaxonomyCategory/hg-3-67           : Casa y jardín > Decoración > Floreros
gid://shopify/TaxonomyCategory/hg-3-68           : Casa y jardín > Decoración > Papel pintado
gid://shopify/TaxonomyCategory/hg-3-69           : Casa y jardín > Decoración > Veletas y decoración de tejados
gid://shopify/TaxonomyCategory/hg-3-69-1         : Casa y jardín > Decoración > Veletas y decoración de tejados > Decoraciones de techo
gid://shopify/TaxonomyCategory/hg-3-69-2         : Casa y jardín > Decoración > Veletas y decoración de tejados > Veletas
gid://shopify/TaxonomyCategory/hg-3-70           : Casa y jardín > Decoración > Carillones de viento
gid://shopify/TaxonomyCategory/hg-3-71           : Casa y jardín > Decoración > Molinillos de viento
gid://shopify/TaxonomyCategory/hg-3-71-1         : Casa y jardín > Decoración > Molinillos de viento > Hilanderos de viento
gid://shopify/TaxonomyCategory/hg-3-71-2         : Casa y jardín > Decoración > Molinillos de viento > Ruedas de viento
gid://shopify/TaxonomyCategory/hg-3-72           : Casa y jardín > Decoración > Imanes para ventanas
gid://shopify/TaxonomyCategory/hg-3-73           : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas
gid://shopify/TaxonomyCategory/hg-3-73-1         : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Anillas para cortinas y visillos
gid://shopify/TaxonomyCategory/hg-3-73-2         : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Barras para cortinas y visillos
gid://shopify/TaxonomyCategory/hg-3-73-3         : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Borlas y alzapaños
gid://shopify/TaxonomyCategory/hg-3-73-3-1       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Borlas y alzapaños > Retenciones de cortina
gid://shopify/TaxonomyCategory/hg-3-73-3-2       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Borlas y alzapaños > Borlas de cortina
gid://shopify/TaxonomyCategory/hg-3-73-4         : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas
gid://shopify/TaxonomyCategory/hg-3-73-4-1       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas > Soportes de ventana
gid://shopify/TaxonomyCategory/hg-3-73-4-2       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas > Remates de ventana
gid://shopify/TaxonomyCategory/hg-3-73-4-3       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas > Ganchos para ventanas
gid://shopify/TaxonomyCategory/hg-3-73-4-4       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas > Anillos de ventana
gid://shopify/TaxonomyCategory/hg-3-73-4-5       : Casa y jardín > Decoración > Accesorios de elementos decorativos para ventanas > Piezas de repuesto para cortinas y persianas > Varillas de ventana
gid://shopify/TaxonomyCategory/hg-3-74           : Casa y jardín > Decoración > Tratamientos de la ventana
gid://shopify/TaxonomyCategory/hg-3-74-1         : Casa y jardín > Decoración > Tratamientos de la ventana > Cortinas y visillos
gid://shopify/TaxonomyCategory/hg-3-74-1-1       : Casa y jardín > Decoración > Tratamientos de la ventana > Cortinas y visillos > Cortinas
gid://shopify/TaxonomyCategory/hg-3-74-1-2       : Casa y jardín > Decoración > Tratamientos de la ventana > Cortinas y visillos > Visillos
gid://shopify/TaxonomyCategory/hg-3-74-2         : Casa y jardín > Decoración > Tratamientos de la ventana > Vitrales
gid://shopify/TaxonomyCategory/hg-3-74-3         : Casa y jardín > Decoración > Tratamientos de la ventana > Persianas y estores
gid://shopify/TaxonomyCategory/hg-3-74-3-1       : Casa y jardín > Decoración > Tratamientos de la ventana > Persianas y estores > Persianas
gid://shopify/TaxonomyCategory/hg-3-74-3-2       : Casa y jardín > Decoración > Tratamientos de la ventana > Persianas y estores > Estores
gid://shopify/TaxonomyCategory/hg-3-74-4         : Casa y jardín > Decoración > Tratamientos de la ventana > Láminas para ventana
gid://shopify/TaxonomyCategory/hg-3-74-5         : Casa y jardín > Decoración > Tratamientos de la ventana > Mosquiteras para ventanas
gid://shopify/TaxonomyCategory/hg-3-74-6         : Casa y jardín > Decoración > Tratamientos de la ventana > Cenefas y cornisas
gid://shopify/TaxonomyCategory/hg-3-74-6-1       : Casa y jardín > Decoración > Tratamientos de la ventana > Cenefas y cornisas > Cornisas
gid://shopify/TaxonomyCategory/hg-3-74-6-2       : Casa y jardín > Decoración > Tratamientos de la ventana > Cenefas y cornisas > Cenefas
gid://shopify/TaxonomyCategory/hg-3-75           : Casa y jardín > Decoración > Globos terráqueos
gid://shopify/TaxonomyCategory/hg-3-75-1         : Casa y jardín > Decoración > Globos terráqueos > Globos antiguos
gid://shopify/TaxonomyCategory/hg-3-75-2         : Casa y jardín > Decoración > Globos terráqueos > Globos de escritorio
gid://shopify/TaxonomyCategory/hg-3-75-3         : Casa y jardín > Decoración > Globos terráqueos > Globos de piso
gid://shopify/TaxonomyCategory/hg-3-75-5         : Casa y jardín > Decoración > Globos terráqueos > Globos infantiles
gid://shopify/TaxonomyCategory/hg-3-76           : Casa y jardín > Decoración > Coronas y guirnaldas
gid://shopify/TaxonomyCategory/hg-3-76-1         : Casa y jardín > Decoración > Coronas y guirnaldas > Guirnaldas
gid://shopify/TaxonomyCategory/hg-3-76-2         : Casa y jardín > Decoración > Coronas y guirnaldas > Coronas
gid://shopify/TaxonomyCategory/hg-4              : Casa y jardín > Preparación en caso de emergencias
gid://shopify/TaxonomyCategory/hg-4-1            : Casa y jardín > Preparación en caso de emergencias > Alarmas para terremotos
gid://shopify/TaxonomyCategory/hg-4-2            : Casa y jardín > Preparación en caso de emergencias > Mantas de emergencia
gid://shopify/TaxonomyCategory/hg-4-3            : Casa y jardín > Preparación en caso de emergencias > Kits de comida para emergencias
gid://shopify/TaxonomyCategory/hg-4-4            : Casa y jardín > Preparación en caso de emergencias > Kits y herramientas de emergencia
gid://shopify/TaxonomyCategory/hg-4-5            : Casa y jardín > Preparación en caso de emergencias > Fijaciones para muebles
gid://shopify/TaxonomyCategory/hg-5              : Casa y jardín > Accesorios para hornos de leña y chimeneas
gid://shopify/TaxonomyCategory/hg-5-1            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Fuelles
gid://shopify/TaxonomyCategory/hg-5-2            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Rejillas para chimeneas y estufas de leña
gid://shopify/TaxonomyCategory/hg-5-3            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Morillos para chimeneas
gid://shopify/TaxonomyCategory/hg-5-4            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Reflectores para chimeneas
gid://shopify/TaxonomyCategory/hg-5-5            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Pantallas para chimeneas
gid://shopify/TaxonomyCategory/hg-5-6            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Herramientas para chimeneas
gid://shopify/TaxonomyCategory/hg-5-7            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Leña y combustible
gid://shopify/TaxonomyCategory/hg-5-7-1          : Casa y jardín > Accesorios para hornos de leña y chimeneas > Leña y combustible > Leña
gid://shopify/TaxonomyCategory/hg-5-8            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Bases de suelo para hornos de leña y chimeneas
gid://shopify/TaxonomyCategory/hg-5-9            : Casa y jardín > Accesorios para hornos de leña y chimeneas > Accesorios para bolsas y soportes de leña
gid://shopify/TaxonomyCategory/hg-5-9-1          : Casa y jardín > Accesorios para hornos de leña y chimeneas > Accesorios para bolsas y soportes de leña > Estantes ajustables
gid://shopify/TaxonomyCategory/hg-5-9-2          : Casa y jardín > Accesorios para hornos de leña y chimeneas > Accesorios para bolsas y soportes de leña > Paredes traseras
gid://shopify/TaxonomyCategory/hg-5-9-3          : Casa y jardín > Accesorios para hornos de leña y chimeneas > Accesorios para bolsas y soportes de leña > Cubiertas de base
gid://shopify/TaxonomyCategory/hg-5-10           : Casa y jardín > Accesorios para hornos de leña y chimeneas > Bolsas y soportes de leña
gid://shopify/TaxonomyCategory/hg-5-10-1         : Casa y jardín > Accesorios para hornos de leña y chimeneas > Bolsas y soportes de leña > Carros de leña
gid://shopify/TaxonomyCategory/hg-5-10-2         : Casa y jardín > Accesorios para hornos de leña y chimeneas > Bolsas y soportes de leña > Porta leña
gid://shopify/TaxonomyCategory/hg-5-11           : Casa y jardín > Accesorios para hornos de leña y chimeneas > Ventiladores para chimeneas de leña
gid://shopify/TaxonomyCategory/hg-6              : Casa y jardín > Chimeneas
gid://shopify/TaxonomyCategory/hg-6-1            : Casa y jardín > Chimeneas > Chimeneas interiores
gid://shopify/TaxonomyCategory/hg-6-2            : Casa y jardín > Chimeneas > Chimeneas al aire libre
gid://shopify/TaxonomyCategory/hg-7              : Casa y jardín > Protección contra inundaciones, gases e incendios
gid://shopify/TaxonomyCategory/hg-7-1            : Casa y jardín > Protección contra inundaciones, gases e incendios > Paneles de control de alarmas antincendios
gid://shopify/TaxonomyCategory/hg-7-2            : Casa y jardín > Protección contra inundaciones, gases e incendios > Alarmas contra incendios
gid://shopify/TaxonomyCategory/hg-7-3            : Casa y jardín > Protección contra inundaciones, gases e incendios > Armarios y cajas para extintores
gid://shopify/TaxonomyCategory/hg-7-4            : Casa y jardín > Protección contra inundaciones, gases e incendios > Extintores
gid://shopify/TaxonomyCategory/hg-7-5            : Casa y jardín > Protección contra inundaciones, gases e incendios > Aspersores contra incendios
gid://shopify/TaxonomyCategory/hg-7-6            : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de calor
gid://shopify/TaxonomyCategory/hg-7-7            : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de humos y monóxido de carbono
gid://shopify/TaxonomyCategory/hg-7-7-1          : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de humos y monóxido de carbono > Detectores de monóxido de carbono
gid://shopify/TaxonomyCategory/hg-7-7-2          : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de humos y monóxido de carbono > Detectores de humo
gid://shopify/TaxonomyCategory/hg-7-8            : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de fugas
gid://shopify/TaxonomyCategory/hg-7-8-1          : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de fugas > Sistemas de sensores y alertas
gid://shopify/TaxonomyCategory/hg-7-8-2          : Casa y jardín > Protección contra inundaciones, gases e incendios > Detectores de fugas > Detectores de fugas térmicas
gid://shopify/TaxonomyCategory/hg-8              : Casa y jardín > Accesorios para electrodomésticos
gid://shopify/TaxonomyCategory/hg-8-1            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para el aire acondicionado
gid://shopify/TaxonomyCategory/hg-8-1-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para el aire acondicionado > Cubiertas para aire acondicionado
gid://shopify/TaxonomyCategory/hg-8-1-2          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para el aire acondicionado > Filtros de aire acondicionado
gid://shopify/TaxonomyCategory/hg-8-2            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para purificadores de aire
gid://shopify/TaxonomyCategory/hg-8-2-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para purificadores de aire > Filtros purificadores de aire
gid://shopify/TaxonomyCategory/hg-8-3            : Casa y jardín > Accesorios para electrodomésticos > Accesorios deshumificadores
gid://shopify/TaxonomyCategory/hg-8-3-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios deshumificadores > Filtros deshumidificadores
gid://shopify/TaxonomyCategory/hg-8-3-3          : Casa y jardín > Accesorios para electrodomésticos > Accesorios deshumificadores > Recambios deshumidificadores
gid://shopify/TaxonomyCategory/hg-8-4            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para ventiladores
gid://shopify/TaxonomyCategory/hg-8-4-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para ventiladores > Kits de sistemas de iluminación
gid://shopify/TaxonomyCategory/hg-8-5            : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras
gid://shopify/TaxonomyCategory/hg-8-5-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Alfombras deslizables
gid://shopify/TaxonomyCategory/hg-8-5-3          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Varitas de extensión
gid://shopify/TaxonomyCategory/hg-8-5-4          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Paños de limpieza de suelos
gid://shopify/TaxonomyCategory/hg-8-5-5          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Herramientas para limpiar la lechada
gid://shopify/TaxonomyCategory/hg-8-5-6          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Accesorios para escobilla de goma
gid://shopify/TaxonomyCategory/hg-8-5-8          : Casa y jardín > Accesorios para electrodomésticos > Accesorios de limpiadores de vapor y de alfombras > Boquillas de vapor
gid://shopify/TaxonomyCategory/hg-8-6            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores
gid://shopify/TaxonomyCategory/hg-8-6-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Filtros para hornos y calentadores
gid://shopify/TaxonomyCategory/hg-8-6-2          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Kits de fijación de hornos y calentadores
gid://shopify/TaxonomyCategory/hg-8-6-3          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Mangueras para hornos y calentadores
gid://shopify/TaxonomyCategory/hg-8-6-4          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Curvas de gestión del penacho
gid://shopify/TaxonomyCategory/hg-8-6-5          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Extensiones de gestión de penachos
gid://shopify/TaxonomyCategory/hg-8-6-6          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Kits de gestión de penachos
gid://shopify/TaxonomyCategory/hg-8-6-7          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calderas y calentadores > Termopares
gid://shopify/TaxonomyCategory/hg-8-7            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para radiadores de calefacción
gid://shopify/TaxonomyCategory/hg-8-7-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para radiadores de calefacción > Reflectores para radiadores de calefacción
gid://shopify/TaxonomyCategory/hg-8-7-1-1        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para radiadores de calefacción > Reflectores para radiadores de calefacción > Paneles para radiadores de calefacción
gid://shopify/TaxonomyCategory/hg-8-7-1-2        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para radiadores de calefacción > Reflectores para radiadores de calefacción > Rollos para radiadores de calefacción
gid://shopify/TaxonomyCategory/hg-8-7-1-3        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para radiadores de calefacción > Reflectores para radiadores de calefacción > Placas para radiadores de calefacción
gid://shopify/TaxonomyCategory/hg-8-8            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para humidificadores
gid://shopify/TaxonomyCategory/hg-8-8-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para humidificadores > Filtros de humidificadores
gid://shopify/TaxonomyCategory/hg-8-9            : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería
gid://shopify/TaxonomyCategory/hg-8-9-1          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios de vaporizadores para ropa
gid://shopify/TaxonomyCategory/hg-8-9-1-1        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios de vaporizadores para ropa > Soportes para cables
gid://shopify/TaxonomyCategory/hg-8-9-1-2        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios de vaporizadores para ropa > Carros vaporizadores para ropa
gid://shopify/TaxonomyCategory/hg-8-9-1-4        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios de vaporizadores para ropa > Bolsas de almacenamiento
gid://shopify/TaxonomyCategory/hg-8-9-2          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para plancha
gid://shopify/TaxonomyCategory/hg-8-9-2-1        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para plancha > Limpiadores de planchas
gid://shopify/TaxonomyCategory/hg-8-9-2-2        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para plancha > Paños de malla para planchar
gid://shopify/TaxonomyCategory/hg-8-9-2-3        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para plancha > Botellas de agua pulverizadas
gid://shopify/TaxonomyCategory/hg-8-9-3          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para prensas de planchado a vapor
gid://shopify/TaxonomyCategory/hg-8-9-4          : Casa y jardín > Accesorios para electrodomésticos > Accesorios para electrodomésticos de lavandería > Accesorios para lavadoras y secadoras
gid://shopify/TaxonomyCategory/hg-8-10           : Casa y jardín > Accesorios para electrodomésticos > Accesorios para estufas de exteriores
gid://shopify/TaxonomyCategory/hg-8-10-1         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para estufas de exteriores > Fundas de estufas de exteriores
gid://shopify/TaxonomyCategory/hg-8-11           : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras
gid://shopify/TaxonomyCategory/hg-8-11-2         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Kits de accesorios
gid://shopify/TaxonomyCategory/hg-8-11-4         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Juegos de cuidado de animales
gid://shopify/TaxonomyCategory/hg-8-11-5         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Agentes antialérgicos
gid://shopify/TaxonomyCategory/hg-8-11-6         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Separadores de cenizas
gid://shopify/TaxonomyCategory/hg-8-11-9         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Kits de limpieza de automóviles
gid://shopify/TaxonomyCategory/hg-8-11-11        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Bases de carga
gid://shopify/TaxonomyCategory/hg-8-11-12        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Módulos de cabezal de limpieza
gid://shopify/TaxonomyCategory/hg-8-11-17        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Herramientas para hendiduras
gid://shopify/TaxonomyCategory/hg-8-11-21        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Bolsas para el polvo
gid://shopify/TaxonomyCategory/hg-8-11-22        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Contenedores de polvo
gid://shopify/TaxonomyCategory/hg-8-11-25        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Bayetas para el polvo
gid://shopify/TaxonomyCategory/hg-8-11-26        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Mangueras de extensión
gid://shopify/TaxonomyCategory/hg-8-11-28        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Rejillas filtrantes
gid://shopify/TaxonomyCategory/hg-8-11-29        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Filtros
gid://shopify/TaxonomyCategory/hg-8-11-44        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Cartuchos perfumados
gid://shopify/TaxonomyCategory/hg-8-11-47        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Kits de inicio
gid://shopify/TaxonomyCategory/hg-8-11-48        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Cubiertas del cabezal de succión
gid://shopify/TaxonomyCategory/hg-8-11-49        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Tubos telescópicos
gid://shopify/TaxonomyCategory/hg-8-11-51        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Codos de tubo
gid://shopify/TaxonomyCategory/hg-8-11-52        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Clips para tubos
gid://shopify/TaxonomyCategory/hg-8-11-62        : Casa y jardín > Accesorios para electrodomésticos > Accesorios para aspiradoras > Kits de reemplazo de ruedas
gid://shopify/TaxonomyCategory/hg-8-12           : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua
gid://shopify/TaxonomyCategory/hg-8-12-1         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Varillas de ánodo
gid://shopify/TaxonomyCategory/hg-8-12-2         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Cilindros para agua caliente
gid://shopify/TaxonomyCategory/hg-8-12-3         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Elementos de calentador
gid://shopify/TaxonomyCategory/hg-8-12-4         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Depósitos de expansión para calentadores de agua
gid://shopify/TaxonomyCategory/hg-8-12-5         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Bandeja para calentador
gid://shopify/TaxonomyCategory/hg-8-12-6         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Chimeneas para calentador
gid://shopify/TaxonomyCategory/hg-8-12-7         : Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Rejillas de ventilación para calentador
gid://shopify/TaxonomyCategory/hg-9              : Casa y jardín > Electrodomésticos
gid://shopify/TaxonomyCategory/hg-9-1            : Casa y jardín > Electrodomésticos > Control del clima
gid://shopify/TaxonomyCategory/hg-9-1-1          : Casa y jardín > Electrodomésticos > Control del clima > Sistemas de aire acondicionado
gid://shopify/TaxonomyCategory/hg-9-1-2          : Casa y jardín > Electrodomésticos > Control del clima > Purificadores de aire
gid://shopify/TaxonomyCategory/hg-9-1-3          : Casa y jardín > Electrodomésticos > Control del clima > Deshumidificadores
gid://shopify/TaxonomyCategory/hg-9-1-4          : Casa y jardín > Electrodomésticos > Control del clima > Calentadores de conductos
gid://shopify/TaxonomyCategory/hg-9-1-5          : Casa y jardín > Electrodomésticos > Control del clima > Enfriadores por evaporación
gid://shopify/TaxonomyCategory/hg-9-1-5-3        : Casa y jardín > Electrodomésticos > Control del clima > Enfriadores por evaporación > Enfriadores por evaporación portátiles
gid://shopify/TaxonomyCategory/hg-9-1-5-5        : Casa y jardín > Electrodomésticos > Control del clima > Enfriadores por evaporación > Enfriadores por evaporación montados en ventana
gid://shopify/TaxonomyCategory/hg-9-1-6          : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores
gid://shopify/TaxonomyCategory/hg-9-1-6-1        : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores > Ventiladores de techo
gid://shopify/TaxonomyCategory/hg-9-1-6-2        : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores > Ventiladores de pie y de sobremesa
gid://shopify/TaxonomyCategory/hg-9-1-6-3        : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores > Atomizadores y ventiladores de mano eléctricos
gid://shopify/TaxonomyCategory/hg-9-1-6-4        : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores > Ventiladores extractores
gid://shopify/TaxonomyCategory/hg-9-1-6-5        : Casa y jardín > Electrodomésticos > Control del clima > Ventiladores > Ventiladores de pared
gid://shopify/TaxonomyCategory/hg-9-1-7          : Casa y jardín > Electrodomésticos > Control del clima > Calderas
gid://shopify/TaxonomyCategory/hg-9-1-7-1        : Casa y jardín > Electrodomésticos > Control del clima > Calderas > Calderas
gid://shopify/TaxonomyCategory/hg-9-1-7-2        : Casa y jardín > Electrodomésticos > Control del clima > Calderas > Hornos
gid://shopify/TaxonomyCategory/hg-9-1-8          : Casa y jardín > Electrodomésticos > Control del clima > Radiadores
gid://shopify/TaxonomyCategory/hg-9-1-9          : Casa y jardín > Electrodomésticos > Control del clima > Humidificadores
gid://shopify/TaxonomyCategory/hg-9-1-10         : Casa y jardín > Electrodomésticos > Control del clima > Sistemas de vaporización exteriores
gid://shopify/TaxonomyCategory/hg-9-1-11         : Casa y jardín > Electrodomésticos > Control del clima > Estufas para terrazas
gid://shopify/TaxonomyCategory/hg-9-1-12         : Casa y jardín > Electrodomésticos > Control del clima > Calentadores de ambiente
gid://shopify/TaxonomyCategory/hg-9-2            : Casa y jardín > Electrodomésticos > Secadoras de suelos y alfombras
gid://shopify/TaxonomyCategory/hg-9-3            : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos
gid://shopify/TaxonomyCategory/hg-9-3-1          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras
gid://shopify/TaxonomyCategory/hg-9-3-1-1        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores para alfombras en bote
gid://shopify/TaxonomyCategory/hg-9-3-1-2        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Extractores de alfombras
gid://shopify/TaxonomyCategory/hg-9-3-1-3        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores de alfombras en seco
gid://shopify/TaxonomyCategory/hg-9-3-1-4        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores de alfombras de doble depósito
gid://shopify/TaxonomyCategory/hg-9-3-1-5        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores de alfombras portátiles
gid://shopify/TaxonomyCategory/hg-9-3-1-6        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores de alfombras a vapor
gid://shopify/TaxonomyCategory/hg-9-3-1-7        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Lavadoras de alfombras > Limpiadores de alfombras verticales
gid://shopify/TaxonomyCategory/hg-9-3-2          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras
gid://shopify/TaxonomyCategory/hg-9-3-2-1        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras > Vaporizadores de alfombras con recipiente
gid://shopify/TaxonomyCategory/hg-9-3-2-2        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras > Vaporizadores de alfombras de mano
gid://shopify/TaxonomyCategory/hg-9-3-2-3        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras > Limpiadores a vapor multiusos
gid://shopify/TaxonomyCategory/hg-9-3-2-4        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras > Vaporizadores de alfombras profesionales
