# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/hg-3-74           : Casa e jardim > Decoração > Manutenção de janelas
gid://shopify/TaxonomyCategory/hg-3-74-1         : Casa e jardim > Decoração > Manutenção de janelas > Persianas e cortinas
gid://shopify/TaxonomyCategory/hg-3-74-1-1       : Casa e jardim > Decoração > Manutenção de janelas > Persianas e cortinas > Cortina
gid://shopify/TaxonomyCategory/hg-3-74-1-2       : Casa e jardim > Decoração > Manutenção de janelas > Persianas e cortinas > Cortinas
gid://shopify/TaxonomyCategory/hg-3-74-2         : Casa e jardim > Decoração > Manutenção de janelas > Painéis de vitrais
gid://shopify/TaxonomyCategory/hg-3-74-3         : Casa e jardim > Decoração > Manutenção de janelas > Persianas
gid://shopify/TaxonomyCategory/hg-3-74-3-1       : Casa e jardim > Decoração > Manutenção de janelas > Persianas > Veneziana
gid://shopify/TaxonomyCategory/hg-3-74-3-2       : Casa e jardim > Decoração > Manutenção de janelas > Persianas > Persiana
gid://shopify/TaxonomyCategory/hg-3-74-4         : Casa e jardim > Decoração > Manutenção de janelas > Películas para janelas
gid://shopify/TaxonomyCategory/hg-3-74-5         : Casa e jardim > Decoração > Manutenção de janelas > Telas para janelas
gid://shopify/TaxonomyCategory/hg-3-74-6         : Casa e jardim > Decoração > Manutenção de janelas > Cortinados
gid://shopify/TaxonomyCategory/hg-3-74-6-1       : Casa e jardim > Decoração > Manutenção de janelas > Cortinados > Cornijas
gid://shopify/TaxonomyCategory/hg-3-74-6-2       : Casa e jardim > Decoração > Manutenção de janelas > Cortinados > Sancas
gid://shopify/TaxonomyCategory/hg-3-75           : Casa e jardim > Decoração > Globos terrestres
gid://shopify/TaxonomyCategory/hg-3-75-1         : Casa e jardim > Decoração > Globos terrestres > Globos antigos
gid://shopify/TaxonomyCategory/hg-3-75-2         : Casa e jardim > Decoração > Globos terrestres > Globos de mesa
gid://shopify/TaxonomyCategory/hg-3-75-3         : Casa e jardim > Decoração > Globos terrestres > Globos de piso
gid://shopify/TaxonomyCategory/hg-3-75-5         : Casa e jardim > Decoração > Globos terrestres > Globos infantis
gid://shopify/TaxonomyCategory/hg-3-76           : Casa e jardim > Decoração > Coroas de flores e grinaldas
gid://shopify/TaxonomyCategory/hg-3-76-1         : Casa e jardim > Decoração > Coroas de flores e grinaldas > Guirlandas
gid://shopify/TaxonomyCategory/hg-3-76-2         : Casa e jardim > Decoração > Coroas de flores e grinaldas > Grinaldas
gid://shopify/TaxonomyCategory/hg-4              : Casa e jardim > Preparação para emergências
gid://shopify/TaxonomyCategory/hg-4-1            : Casa e jardim > Preparação para emergências > Alarmes de terremoto
gid://shopify/TaxonomyCategory/hg-4-2            : Casa e jardim > Preparação para emergências > Cobertores térmicos
gid://shopify/TaxonomyCategory/hg-4-3            : Casa e jardim > Preparação para emergências > Kits de alimentação de emergência
gid://shopify/TaxonomyCategory/hg-4-4            : Casa e jardim > Preparação para emergências > Ferramentas de emergência e kits de primeiros socorros
gid://shopify/TaxonomyCategory/hg-4-5            : Casa e jardim > Preparação para emergências > Buchas para móveis
gid://shopify/TaxonomyCategory/hg-5              : Casa e jardim > Acessórios para lareira e fogão à lenha
gid://shopify/TaxonomyCategory/hg-5-1            : Casa e jardim > Acessórios para lareira e fogão à lenha > Foles
gid://shopify/TaxonomyCategory/hg-5-2            : Casa e jardim > Acessórios para lareira e fogão à lenha > Redes para lareiras e fornos a lenha
gid://shopify/TaxonomyCategory/hg-5-3            : Casa e jardim > Acessórios para lareira e fogão à lenha > Grades para lareira
gid://shopify/TaxonomyCategory/hg-5-4            : Casa e jardim > Acessórios para lareira e fogão à lenha > Refletores de lareira
gid://shopify/TaxonomyCategory/hg-5-5            : Casa e jardim > Acessórios para lareira e fogão à lenha > Telas para lareira
gid://shopify/TaxonomyCategory/hg-5-6            : Casa e jardim > Acessórios para lareira e fogão à lenha > Ferramentas para lareira
gid://shopify/TaxonomyCategory/hg-5-7            : Casa e jardim > Acessórios para lareira e fogão à lenha > Lenha e combustível
gid://shopify/TaxonomyCategory/hg-5-7-1          : Casa e jardim > Acessórios para lareira e fogão à lenha > Lenha e combustível > Lenha
gid://shopify/TaxonomyCategory/hg-5-8            : Casa e jardim > Acessórios para lareira e fogão à lenha > Assoalhos de lareira
gid://shopify/TaxonomyCategory/hg-5-9            : Casa e jardim > Acessórios para lareira e fogão à lenha > Acessórios para prateleiras de lenha e madeira
gid://shopify/TaxonomyCategory/hg-5-9-1          : Casa e jardim > Acessórios para lareira e fogão à lenha > Acessórios para prateleiras de lenha e madeira > Prateleiras ajustáveis
gid://shopify/TaxonomyCategory/hg-5-9-2          : Casa e jardim > Acessórios para lareira e fogão à lenha > Acessórios para prateleiras de lenha e madeira > Paredes traseiras
gid://shopify/TaxonomyCategory/hg-5-9-3          : Casa e jardim > Acessórios para lareira e fogão à lenha > Acessórios para prateleiras de lenha e madeira > Capas de base
gid://shopify/TaxonomyCategory/hg-5-10           : Casa e jardim > Acessórios para lareira e fogão à lenha > Prateleiras para lenha e madeira
gid://shopify/TaxonomyCategory/hg-5-10-1         : Casa e jardim > Acessórios para lareira e fogão à lenha > Prateleiras para lenha e madeira > Carrinhos de lenha
gid://shopify/TaxonomyCategory/hg-5-10-2         : Casa e jardim > Acessórios para lareira e fogão à lenha > Prateleiras para lenha e madeira > Porta-lenhas
gid://shopify/TaxonomyCategory/hg-5-11           : Casa e jardim > Acessórios para lareira e fogão à lenha > Ventiladores e sopradores para lareiras
gid://shopify/TaxonomyCategory/hg-6              : Casa e jardim > Lareiras
gid://shopify/TaxonomyCategory/hg-6-1            : Casa e jardim > Lareiras > Lareiras internas
gid://shopify/TaxonomyCategory/hg-6-2            : Casa e jardim > Lareiras > Lareiras externas
gid://shopify/TaxonomyCategory/hg-7              : Casa e jardim > Segurança contra incêndio, enchentes e gás
gid://shopify/TaxonomyCategory/hg-7-1            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Painel de controle de alarme para incêndio
gid://shopify/TaxonomyCategory/hg-7-2            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Alarmes de incêndio
gid://shopify/TaxonomyCategory/hg-7-3            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Armários e acessórios para extintores de incêndio
gid://shopify/TaxonomyCategory/hg-7-4            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Extintores de incêndio
gid://shopify/TaxonomyCategory/hg-7-5            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Rociador automático contra incendios
gid://shopify/TaxonomyCategory/hg-7-6            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de calor
gid://shopify/TaxonomyCategory/hg-7-7            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de fumaça e monóxido de carbono
gid://shopify/TaxonomyCategory/hg-7-7-1          : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de fumaça e monóxido de carbono > Detectores de monóxido de carbono
gid://shopify/TaxonomyCategory/hg-7-7-2          : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de fumaça e monóxido de carbono > Detectores de fumaça
gid://shopify/TaxonomyCategory/hg-7-8            : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de vazamentos
gid://shopify/TaxonomyCategory/hg-7-8-1          : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de vazamentos > Sistemas de sensores e alertas
gid://shopify/TaxonomyCategory/hg-7-8-2          : Casa e jardim > Segurança contra incêndio, enchentes e gás > Detectores de vazamentos > Detectores de vazamento térmico
gid://shopify/TaxonomyCategory/hg-8              : Casa e jardim > Acessórios para eletrodomésticos
gid://shopify/TaxonomyCategory/hg-8-1            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para ar condicionado
gid://shopify/TaxonomyCategory/hg-8-1-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para ar condicionado > Protetores de ar-condicionado
gid://shopify/TaxonomyCategory/hg-8-1-2          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para ar condicionado > Filtros de ar condicionado
gid://shopify/TaxonomyCategory/hg-8-2            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para purificadores de ar
gid://shopify/TaxonomyCategory/hg-8-2-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para purificadores de ar > Filtros de purificadores de ar
gid://shopify/TaxonomyCategory/hg-8-3            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para desumidificadores
gid://shopify/TaxonomyCategory/hg-8-3-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para desumidificadores > Filtros desumidificadores
gid://shopify/TaxonomyCategory/hg-8-3-3          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para desumidificadores > Recargas de desumidificador
gid://shopify/TaxonomyCategory/hg-8-4            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para ventilador
gid://shopify/TaxonomyCategory/hg-8-4-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para ventilador > Kits de sistema de iluminação
gid://shopify/TaxonomyCategory/hg-8-5            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor
gid://shopify/TaxonomyCategory/hg-8-5-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Bocal para carpete
gid://shopify/TaxonomyCategory/hg-8-5-3          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Hastes de extensão
gid://shopify/TaxonomyCategory/hg-8-5-4          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Almofadas para limpeza de piso
gid://shopify/TaxonomyCategory/hg-8-5-5          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Ferramentas de limpeza de argamassa
gid://shopify/TaxonomyCategory/hg-8-5-6          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Acessórios de rodo
gid://shopify/TaxonomyCategory/hg-8-5-8          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para carpetes e limpadores a vapor > Bicos de vapor
gid://shopify/TaxonomyCategory/hg-8-6            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras
gid://shopify/TaxonomyCategory/hg-8-6-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Filtros para fornalhas e caldeiras
gid://shopify/TaxonomyCategory/hg-8-6-2          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Kits de fixação para fornalhas e caldeiras
gid://shopify/TaxonomyCategory/hg-8-6-3          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Mangueiras para fornalhas e caldeiras
gid://shopify/TaxonomyCategory/hg-8-6-4          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Curvas de gerenciamento de fumaça
gid://shopify/TaxonomyCategory/hg-8-6-5          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Extensões de gerenciamento de fumaça
gid://shopify/TaxonomyCategory/hg-8-6-6          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Kits de gerenciamento de fumaça
gid://shopify/TaxonomyCategory/hg-8-6-7          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para fornalhas e caldeiras > Termopares
gid://shopify/TaxonomyCategory/hg-8-7            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores
gid://shopify/TaxonomyCategory/hg-8-7-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores > Refletores para aquecedores
gid://shopify/TaxonomyCategory/hg-8-7-1-1        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores > Refletores para aquecedores > Painéis de radiador para aquecimento
gid://shopify/TaxonomyCategory/hg-8-7-1-2        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores > Refletores para aquecedores > Rolos de radiador para aquecimento
gid://shopify/TaxonomyCategory/hg-8-7-1-3        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores > Refletores para aquecedores > Folhas de radiador para aquecimento
gid://shopify/TaxonomyCategory/hg-8-8            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios de umidificadores
gid://shopify/TaxonomyCategory/hg-8-8-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios de umidificadores > Filtros de umidificadores
gid://shopify/TaxonomyCategory/hg-8-9            : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia
gid://shopify/TaxonomyCategory/hg-8-9-1          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para vaporizador de roupas
gid://shopify/TaxonomyCategory/hg-8-9-1-1        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para vaporizador de roupas > Porta-cabos
gid://shopify/TaxonomyCategory/hg-8-9-1-2        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para vaporizador de roupas > Carrinho vaporizador de roupas
gid://shopify/TaxonomyCategory/hg-8-9-1-4        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para vaporizador de roupas > Bolsas de armazenamento
gid://shopify/TaxonomyCategory/hg-8-9-2          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para passar roupa
gid://shopify/TaxonomyCategory/hg-8-9-2-1        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para passar roupa > Limpadores de ferro de passar
gid://shopify/TaxonomyCategory/hg-8-9-2-2        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para passar roupa > Panos de malha para passar roupa
gid://shopify/TaxonomyCategory/hg-8-9-2-3        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para passar roupa > Garrafas de spray de água
gid://shopify/TaxonomyCategory/hg-8-9-3          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para prensa a vapor
gid://shopify/TaxonomyCategory/hg-8-9-4          : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aparelhos de lavanderia > Acessórios para lavadoras e secadoras de roupas
gid://shopify/TaxonomyCategory/hg-8-10           : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de terraços
gid://shopify/TaxonomyCategory/hg-8-10-1         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de terraços > Capas para aquecedores de terraços
gid://shopify/TaxonomyCategory/hg-8-11           : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores
gid://shopify/TaxonomyCategory/hg-8-11-2         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Kits de acessórios
gid://shopify/TaxonomyCategory/hg-8-11-4         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Conjuntos de cuidados com animais
gid://shopify/TaxonomyCategory/hg-8-11-5         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Agentes antialérgicos
gid://shopify/TaxonomyCategory/hg-8-11-6         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Separadores de cinzas
gid://shopify/TaxonomyCategory/hg-8-11-9         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Kits de limpeza de automóveis
gid://shopify/TaxonomyCategory/hg-8-11-11        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Bases de carregamento
gid://shopify/TaxonomyCategory/hg-8-11-12        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Módulos de cabeça de limpeza
gid://shopify/TaxonomyCategory/hg-8-11-17        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Ferramentas para fendas
gid://shopify/TaxonomyCategory/hg-8-11-21        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Sacos de pó
gid://shopify/TaxonomyCategory/hg-8-11-22        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Recipientes para pó
gid://shopify/TaxonomyCategory/hg-8-11-25        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Almofadas para tirar o pó
gid://shopify/TaxonomyCategory/hg-8-11-26        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Mangueiras de extensão
gid://shopify/TaxonomyCategory/hg-8-11-28        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Grades de filtro
gid://shopify/TaxonomyCategory/hg-8-11-29        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Filtros
gid://shopify/TaxonomyCategory/hg-8-11-44        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Cartuchos perfumados
gid://shopify/TaxonomyCategory/hg-8-11-47        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Kits iniciais
gid://shopify/TaxonomyCategory/hg-8-11-48        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Tampas da cabeça de sucção
gid://shopify/TaxonomyCategory/hg-8-11-49        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Tubos telescópicos
gid://shopify/TaxonomyCategory/hg-8-11-51        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Curvas de tubo
gid://shopify/TaxonomyCategory/hg-8-11-52        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Prendedores de tubo
gid://shopify/TaxonomyCategory/hg-8-11-62        : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aspiradores > Kits de substituição de rodas
gid://shopify/TaxonomyCategory/hg-8-12           : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água
gid://shopify/TaxonomyCategory/hg-8-12-1         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Hastes de eletrodo positivo para aquecedores
gid://shopify/TaxonomyCategory/hg-8-12-2         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Cilindros de água quente
gid://shopify/TaxonomyCategory/hg-8-12-3         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Elementos para aquecedores
gid://shopify/TaxonomyCategory/hg-8-12-4         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Tanques de expansão do aquecedor de água
gid://shopify/TaxonomyCategory/hg-8-12-5         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Bandejas para aquecedores
gid://shopify/TaxonomyCategory/hg-8-12-6         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Chaminés para aquecedores
gid://shopify/TaxonomyCategory/hg-8-12-7         : Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Respiros para aquecedores
gid://shopify/TaxonomyCategory/hg-9              : Casa e jardim > Eletrodomésticos
gid://shopify/TaxonomyCategory/hg-9-1            : Casa e jardim > Eletrodomésticos > Controle climático
gid://shopify/TaxonomyCategory/hg-9-1-1          : Casa e jardim > Eletrodomésticos > Controle climático > Aparelhos de ar condicionado
gid://shopify/TaxonomyCategory/hg-9-1-2          : Casa e jardim > Eletrodomésticos > Controle climático > Purificadores de ar
gid://shopify/TaxonomyCategory/hg-9-1-3          : Casa e jardim > Eletrodomésticos > Controle climático > Desumidificadores
gid://shopify/TaxonomyCategory/hg-9-1-4          : Casa e jardim > Eletrodomésticos > Controle climático > Aquecedores de duto
gid://shopify/TaxonomyCategory/hg-9-1-5          : Casa e jardim > Eletrodomésticos > Controle climático > Climatizadores evaporativos
gid://shopify/TaxonomyCategory/hg-9-1-5-3        : Casa e jardim > Eletrodomésticos > Controle climático > Climatizadores evaporativos > Climatizadores evaporativos portáteis
gid://shopify/TaxonomyCategory/hg-9-1-5-5        : Casa e jardim > Eletrodomésticos > Controle climático > Climatizadores evaporativos > Climatizadores evaporativos montados em janela
gid://shopify/TaxonomyCategory/hg-9-1-6          : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores
gid://shopify/TaxonomyCategory/hg-9-1-6-1        : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores > Ventiladores de teto
gid://shopify/TaxonomyCategory/hg-9-1-6-2        : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores > Ventiladores de mesa e pedestal
gid://shopify/TaxonomyCategory/hg-9-1-6-3        : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores > Ventilador de mão
gid://shopify/TaxonomyCategory/hg-9-1-6-4        : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores > Exaustores
gid://shopify/TaxonomyCategory/hg-9-1-6-5        : Casa e jardim > Eletrodomésticos > Controle climático > Ventiladores > Ventiladores de parede
gid://shopify/TaxonomyCategory/hg-9-1-7          : Casa e jardim > Eletrodomésticos > Controle climático > Fornalhas e caldeiras
gid://shopify/TaxonomyCategory/hg-9-1-7-1        : Casa e jardim > Eletrodomésticos > Controle climático > Fornalhas e caldeiras > Caldeiras
gid://shopify/TaxonomyCategory/hg-9-1-7-2        : Casa e jardim > Eletrodomésticos > Controle climático > Fornalhas e caldeiras > Fornalhas
gid://shopify/TaxonomyCategory/hg-9-1-8          : Casa e jardim > Eletrodomésticos > Controle climático > Radiadores para aquecimento
gid://shopify/TaxonomyCategory/hg-9-1-9          : Casa e jardim > Eletrodomésticos > Controle climático > Umidificadores
gid://shopify/TaxonomyCategory/hg-9-1-10         : Casa e jardim > Eletrodomésticos > Controle climático > Sistemas de umidificação ao ar livre
gid://shopify/TaxonomyCategory/hg-9-1-11         : Casa e jardim > Eletrodomésticos > Controle climático > Aquecedores de terraço
gid://shopify/TaxonomyCategory/hg-9-1-12         : Casa e jardim > Eletrodomésticos > Controle climático > Aquecedores portáteis
gid://shopify/TaxonomyCategory/hg-9-2            : Casa e jardim > Eletrodomésticos > Secadores de piso e carpete
gid://shopify/TaxonomyCategory/hg-9-3            : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor
gid://shopify/TaxonomyCategory/hg-9-3-1          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes
gid://shopify/TaxonomyCategory/hg-9-3-1-1        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes com recipiente
gid://shopify/TaxonomyCategory/hg-9-3-1-2        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Extratores de carpete
gid://shopify/TaxonomyCategory/hg-9-3-1-3        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes a seco
gid://shopify/TaxonomyCategory/hg-9-3-1-4        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes com tanque duplo
gid://shopify/TaxonomyCategory/hg-9-3-1-5        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes portáteis
gid://shopify/TaxonomyCategory/hg-9-3-1-6        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes a vapor
gid://shopify/TaxonomyCategory/hg-9-3-1-7        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores de carpetes > Limpadores de carpetes verticais
gid://shopify/TaxonomyCategory/hg-9-3-2          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes
gid://shopify/TaxonomyCategory/hg-9-3-2-1        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes > Vaporizadores para carpetes com recipiente
gid://shopify/TaxonomyCategory/hg-9-3-2-2        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes > Vaporizadores para carpetes portáteis
gid://shopify/TaxonomyCategory/hg-9-3-2-3        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes > Vaporizadores a vapor multiuso
gid://shopify/TaxonomyCategory/hg-9-3-2-4        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes > Vaporizadores para carpetes profissionais
gid://shopify/TaxonomyCategory/hg-9-3-2-5        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Vaporizadores para carpetes > Vaporizadores para carpetes verticais
gid://shopify/TaxonomyCategory/hg-9-3-3          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores para piso de madeira
gid://shopify/TaxonomyCategory/hg-9-3-4          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão
gid://shopify/TaxonomyCategory/hg-9-3-4-1        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão compactos
gid://shopify/TaxonomyCategory/hg-9-3-4-2        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão sem fio
gid://shopify/TaxonomyCategory/hg-9-3-4-3        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão de azulejos e rejunte
gid://shopify/TaxonomyCategory/hg-9-3-4-5        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão motorizados
gid://shopify/TaxonomyCategory/hg-9-3-4-6        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão giratórias
gid://shopify/TaxonomyCategory/hg-9-3-4-7        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Esfregões de chão > Esfregões de chão manuais
gid://shopify/TaxonomyCategory/hg-9-3-5          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor portáteis
gid://shopify/TaxonomyCategory/hg-9-3-6          : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor
gid://shopify/TaxonomyCategory/hg-9-3-6-1        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor 2 em 1
gid://shopify/TaxonomyCategory/hg-9-3-6-2        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor cilíndricas
gid://shopify/TaxonomyCategory/hg-9-3-6-3        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor portáteis
gid://shopify/TaxonomyCategory/hg-9-3-6-4        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor multi-superfícies
gid://shopify/TaxonomyCategory/hg-9-3-6-5        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor verticais
gid://shopify/TaxonomyCategory/hg-9-3-6-6        : Casa e jardim > Eletrodomésticos > Limpadores de carpete a vapor > Limpadores a vapor > Esfregões a vapor a vácuo
gid://shopify/TaxonomyCategory/hg-9-4            : Casa e jardim > Eletrodomésticos > Polidores de piso
gid://shopify/TaxonomyCategory/hg-9-4-1          : Casa e jardim > Eletrodomésticos > Polidores de piso > Lustradores de piso
gid://shopify/TaxonomyCategory/hg-9-4-2          : Casa e jardim > Eletrodomésticos > Polidores de piso > Polidor de piso
gid://shopify/TaxonomyCategory/hg-9-5            : Casa e jardim > Eletrodomésticos > Secadores de futons
