# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/sg-1-2-14         => 3671                                            
gid://shopify/TaxonomyCategory/sg-1-3            => 1081                                            
gid://shopify/TaxonomyCategory/sg-1-3-1          => 4676                                            
gid://shopify/TaxonomyCategory/sg-1-3-1-1        => 4089                                            
gid://shopify/TaxonomyCategory/sg-1-3-1-2        => 7251                                            
gid://shopify/TaxonomyCategory/sg-1-3-1-3        => 4050                                            
gid://shopify/TaxonomyCategory/sg-1-3-1-4        => 3829                                            
gid://shopify/TaxonomyCategory/sg-1-3-1-5        => 4192                                            
gid://shopify/TaxonomyCategory/sg-1-3-2          => 1082                                            
gid://shopify/TaxonomyCategory/sg-1-3-3          => 499751                                          
gid://shopify/TaxonomyCategory/sg-1-3-3-1        => 499751                                          
gid://shopify/TaxonomyCategory/sg-1-3-3-2        => 499751                                          
gid://shopify/TaxonomyCategory/sg-1-3-3-3        => 499751                                          
gid://shopify/TaxonomyCategory/sg-1-3-3-4        => 499751                                          
gid://shopify/TaxonomyCategory/sg-1-3-4          => 1083                                            
gid://shopify/TaxonomyCategory/sg-1-4            => 499719                                          
gid://shopify/TaxonomyCategory/sg-1-4-1          => 4008                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-1        => 499725                                          
gid://shopify/TaxonomyCategory/sg-1-4-1-2        => 499723                                          
gid://shopify/TaxonomyCategory/sg-1-4-1-3        => 499722                                          
gid://shopify/TaxonomyCategory/sg-1-4-1-4        => 3235                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-4-1      => 3235                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-4-2      => 3235                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-4-3      => 3235                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-4-4      => 3235                                            
gid://shopify/TaxonomyCategory/sg-1-4-1-5        => 499726                                          
gid://shopify/TaxonomyCategory/sg-1-4-1-6        => 499724                                          
gid://shopify/TaxonomyCategory/sg-1-4-2          => 499720                                          
gid://shopify/TaxonomyCategory/sg-1-4-2-1        => 499769                                          
gid://shopify/TaxonomyCategory/sg-1-4-2-2        => 7116                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-3        => 7129                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-3-1      => 7129                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-3-2      => 7129                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-3-3      => 7129                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4        => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-1      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-2      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-3      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-4      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-5      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-6      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-7      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-8      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-4-9      => 3297                                            
gid://shopify/TaxonomyCategory/sg-1-4-2-5        => 499721                                          
gid://shopify/TaxonomyCategory/sg-1-4-3          => 3411                                            
gid://shopify/TaxonomyCategory/sg-1-4-3-1        => 3411                                            
gid://shopify/TaxonomyCategory/sg-1-4-3-2        => 3411                                            
gid://shopify/TaxonomyCategory/sg-1-4-3-3        => 3411                                            
gid://shopify/TaxonomyCategory/sg-1-4-4          => 3652                                            
gid://shopify/TaxonomyCategory/sg-1-4-5          => 3717                                            
gid://shopify/TaxonomyCategory/sg-1-4-6          => 4282                                            
gid://shopify/TaxonomyCategory/sg-1-4-6-1        => 4282                                            
gid://shopify/TaxonomyCategory/sg-1-4-6-2        => 4282                                            
gid://shopify/TaxonomyCategory/sg-1-4-6-3        => 4282                                            
gid://shopify/TaxonomyCategory/sg-1-4-6-4        => 4282                                            
gid://shopify/TaxonomyCategory/sg-1-5            => 6734                                            
gid://shopify/TaxonomyCategory/sg-1-5-1          => 6734                                            
gid://shopify/TaxonomyCategory/sg-1-5-2          => 6734                                            
gid://shopify/TaxonomyCategory/sg-1-5-3          => 6734                                            
gid://shopify/TaxonomyCategory/sg-1-6            => 3354                                            
gid://shopify/TaxonomyCategory/sg-1-6-1          => 3953                                            
gid://shopify/TaxonomyCategory/sg-1-7            => 6739                                            
gid://shopify/TaxonomyCategory/sg-1-7-1          => 499729                                          
gid://shopify/TaxonomyCategory/sg-1-7-2          => 505813                                          
gid://shopify/TaxonomyCategory/sg-1-7-2-1        => 505813                                          
gid://shopify/TaxonomyCategory/sg-1-7-2-2        => 505813                                          
gid://shopify/TaxonomyCategory/sg-1-7-2-3        => 505813                                          
gid://shopify/TaxonomyCategory/sg-1-7-3          => 499732                                          
gid://shopify/TaxonomyCategory/sg-1-7-3-1        => 499732                                          
gid://shopify/TaxonomyCategory/sg-1-7-3-2        => 499732                                          
gid://shopify/TaxonomyCategory/sg-1-7-4          => 6731                                            
gid://shopify/TaxonomyCategory/sg-1-7-4-1        => 6731                                            
gid://shopify/TaxonomyCategory/sg-1-7-4-2        => 6731                                            
gid://shopify/TaxonomyCategory/sg-1-7-4-3        => 6731                                            
gid://shopify/TaxonomyCategory/sg-1-7-5          => 6729                                            
gid://shopify/TaxonomyCategory/sg-1-7-5-1        => 6729                                            
gid://shopify/TaxonomyCategory/sg-1-7-5-2        => 6729                                            
gid://shopify/TaxonomyCategory/sg-1-7-6          => 499731                                          
gid://shopify/TaxonomyCategory/sg-1-7-7          => 499733                                          
gid://shopify/TaxonomyCategory/sg-1-7-7-1        => 499733                                          
gid://shopify/TaxonomyCategory/sg-1-7-7-2        => 499733                                          
gid://shopify/TaxonomyCategory/sg-1-7-8          => 499727                                          
gid://shopify/TaxonomyCategory/sg-1-7-9          => 8505                                            
gid://shopify/TaxonomyCategory/sg-1-7-9-1        => 8505                                            
gid://shopify/TaxonomyCategory/sg-1-7-9-2        => 8505                                            
gid://shopify/TaxonomyCategory/sg-1-7-10         => 6730                                            
gid://shopify/TaxonomyCategory/sg-1-7-10-1       => 6730                                            
gid://shopify/TaxonomyCategory/sg-1-7-10-2       => 6730                                            
gid://shopify/TaxonomyCategory/sg-1-7-10-3       => 6730                                            
gid://shopify/TaxonomyCategory/sg-1-7-11         => 499730                                          
gid://shopify/TaxonomyCategory/sg-1-8            => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-1          => 3870                                            
gid://shopify/TaxonomyCategory/sg-1-8-2          => 499737                                          
gid://shopify/TaxonomyCategory/sg-1-8-2-1        => 499738                                          
gid://shopify/TaxonomyCategory/sg-1-8-3          => 3815                                            
gid://shopify/TaxonomyCategory/sg-1-8-4          => 499735                                          
gid://shopify/TaxonomyCategory/sg-1-8-5          => 499736                                          
gid://shopify/TaxonomyCategory/sg-1-8-5-1        => 3339                                            
gid://shopify/TaxonomyCategory/sg-1-8-5-2        => 3543                                            
gid://shopify/TaxonomyCategory/sg-1-8-5-3        => 499739                                          
gid://shopify/TaxonomyCategory/sg-1-8-6          => 499734                                          
gid://shopify/TaxonomyCategory/sg-1-8-7          => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-1        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-2        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-3        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-4        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-5        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-6        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-7        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-8        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-8-7-9        => 1087                                            
gid://shopify/TaxonomyCategory/sg-1-9            => 989                                             
gid://shopify/TaxonomyCategory/sg-1-9-1          => 3269                                            
gid://shopify/TaxonomyCategory/sg-1-10           => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-1         => 3261                                            
gid://shopify/TaxonomyCategory/sg-1-10-1-1       => 3261                                            
gid://shopify/TaxonomyCategory/sg-1-10-1-2       => 3366                                            
gid://shopify/TaxonomyCategory/sg-1-10-1-3       => 499740                                          
gid://shopify/TaxonomyCategory/sg-1-10-1-4       => 3707                                            
gid://shopify/TaxonomyCategory/sg-1-10-1-5       => 3261                                            
gid://shopify/TaxonomyCategory/sg-1-10-2         => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3         => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-1       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-2       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-3       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-4       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-5       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-6       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-7       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-3-8       => 1006                                            
gid://shopify/TaxonomyCategory/sg-1-10-4         => 3622                                            
gid://shopify/TaxonomyCategory/sg-1-10-4-1       => 3622                                            
gid://shopify/TaxonomyCategory/sg-1-10-4-2       => 3622                                            
gid://shopify/TaxonomyCategory/sg-1-10-4-3       => 3622                                            
gid://shopify/TaxonomyCategory/sg-1-10-4-4       => 3622                                            
gid://shopify/TaxonomyCategory/sg-1-11           => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-1         => 499744                                          
gid://shopify/TaxonomyCategory/sg-1-11-1-1       => 499745                                          
gid://shopify/TaxonomyCategory/sg-1-11-1-2       => 499746                                          
gid://shopify/TaxonomyCategory/sg-1-11-1-3       => 499747                                          
gid://shopify/TaxonomyCategory/sg-1-11-1-4       => 502970                                          
gid://shopify/TaxonomyCategory/sg-1-11-2         => 1089                                            
gid://shopify/TaxonomyCategory/sg-1-11-3         => 3001                                            
gid://shopify/TaxonomyCategory/sg-1-11-4         => 1092                                            
gid://shopify/TaxonomyCategory/sg-1-11-5         => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-5-1       => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-5-2       => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-5-3       => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-5-4       => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-5-5       => 499741                                          
gid://shopify/TaxonomyCategory/sg-1-11-6         => 3536                                            
gid://shopify/TaxonomyCategory/sg-1-11-7         => 499742                                          
gid://shopify/TaxonomyCategory/sg-1-11-8         => 3970                                            
gid://shopify/TaxonomyCategory/sg-1-11-9         => 3336                                            
gid://shopify/TaxonomyCategory/sg-1-11-9-1       => 3785                                            
gid://shopify/TaxonomyCategory/sg-1-11-9-2       => 3418                                            
gid://shopify/TaxonomyCategory/sg-1-11-9-3       => 3423                                            
gid://shopify/TaxonomyCategory/sg-1-11-10        => 3817                                            
gid://shopify/TaxonomyCategory/sg-1-11-11        => 3204                                            
gid://shopify/TaxonomyCategory/sg-1-11-11-1      => 3204                                            
gid://shopify/TaxonomyCategory/sg-1-11-11-2      => 3204                                            
gid://shopify/TaxonomyCategory/sg-1-12           => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1         => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-1       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-2       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-3       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-4       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-5       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-6       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-7       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-8       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-9       => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-10      => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-11      => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-1-12      => 499915                                          
gid://shopify/TaxonomyCategory/sg-1-12-2         => 6077                                            
gid://shopify/TaxonomyCategory/sg-1-12-2-1       => 6077                                            
gid://shopify/TaxonomyCategory/sg-1-12-2-2       => 6077                                            
gid://shopify/TaxonomyCategory/sg-1-12-3         => 6074                                            
gid://shopify/TaxonomyCategory/sg-1-12-4         => 1105                                            
gid://shopify/TaxonomyCategory/sg-1-12-4-1       => 499756                                          
gid://shopify/TaxonomyCategory/sg-1-12-4-2       => 6078                                            
gid://shopify/TaxonomyCategory/sg-1-12-4-3       => 499890                                          
gid://shopify/TaxonomyCategory/sg-1-12-4-4       => 6080                                            
gid://shopify/TaxonomyCategory/sg-1-12-4-5       => 3615                                            
gid://shopify/TaxonomyCategory/sg-1-12-4-6       => 499755                                          
gid://shopify/TaxonomyCategory/sg-1-12-4-7       => 499757                                          
gid://shopify/TaxonomyCategory/sg-1-12-4-8       => 499975                                          
gid://shopify/TaxonomyCategory/sg-1-12-5         => 6857                                            
gid://shopify/TaxonomyCategory/sg-1-12-6         => 7012                                            
gid://shopify/TaxonomyCategory/sg-1-12-6-1       => 7012                                            
gid://shopify/TaxonomyCategory/sg-1-12-6-2       => 7012                                            
gid://shopify/TaxonomyCategory/sg-1-12-6-3       => 7012                                            
gid://shopify/TaxonomyCategory/sg-1-12-6-4       => 7012                                            
gid://shopify/TaxonomyCategory/sg-1-12-7         => 7011                                            
gid://shopify/TaxonomyCategory/sg-1-12-7-1       => 6852                                            
gid://shopify/TaxonomyCategory/sg-1-12-7-2       => 6942                                            
gid://shopify/TaxonomyCategory/sg-1-12-8         => 6076                                            
gid://shopify/TaxonomyCategory/sg-1-12-9         => 3791                                            
gid://shopify/TaxonomyCategory/sg-1-12-9-1       => 6708                                            
gid://shopify/TaxonomyCategory/sg-1-12-9-2       => 7000                                            
gid://shopify/TaxonomyCategory/sg-1-12-9-3       => 3623                                            
gid://shopify/TaxonomyCategory/sg-1-12-9-4       => 4019                                            
gid://shopify/TaxonomyCategory/sg-1-12-9-5       => 3241                                            
gid://shopify/TaxonomyCategory/sg-1-12-10        => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-1      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-2      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-3      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-4      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-5      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-12-10-6      => 1057                                            
gid://shopify/TaxonomyCategory/sg-1-13           => 499799                                          
gid://shopify/TaxonomyCategory/sg-1-13-1         => 8222                                            
gid://shopify/TaxonomyCategory/sg-1-13-2         => 499800                                          
gid://shopify/TaxonomyCategory/sg-1-13-3         => 7397                                            
gid://shopify/TaxonomyCategory/sg-1-13-3-1       => 7397                                            
gid://shopify/TaxonomyCategory/sg-1-13-3-2       => 7397                                            
gid://shopify/TaxonomyCategory/sg-1-13-3-3       => 7397                                            
gid://shopify/TaxonomyCategory/sg-1-13-4         => 7433                                            
gid://shopify/TaxonomyCategory/sg-1-13-4-1       => 7435                                            
gid://shopify/TaxonomyCategory/sg-1-13-5         => 7434                                            
gid://shopify/TaxonomyCategory/sg-1-13-6         => 499903                                          
gid://shopify/TaxonomyCategory/sg-1-13-6-1       => 499903                                          
gid://shopify/TaxonomyCategory/sg-1-13-6-2       => 499903                                          
gid://shopify/TaxonomyCategory/sg-1-13-6-3       => 499903                                          
gid://shopify/TaxonomyCategory/sg-1-13-7         => 499799                                          
gid://shopify/TaxonomyCategory/sg-1-13-8         => 3971                                            
gid://shopify/TaxonomyCategory/sg-1-13-9         => 499803                                          
gid://shopify/TaxonomyCategory/sg-1-13-10        => 8077                                            
gid://shopify/TaxonomyCategory/sg-1-13-11        => 499802                                          
gid://shopify/TaxonomyCategory/sg-1-13-12        => 8319                                            
gid://shopify/TaxonomyCategory/sg-1-13-13        => 3877                                            
gid://shopify/TaxonomyCategory/sg-1-13-14        => 499801                                          
gid://shopify/TaxonomyCategory/sg-1-13-15        => 6344                                            
gid://shopify/TaxonomyCategory/sg-1-13-15-1      => 6344                                            
gid://shopify/TaxonomyCategory/sg-1-13-15-2      => 6344                                            
gid://shopify/TaxonomyCategory/sg-1-13-16        => 499799                                          
gid://shopify/TaxonomyCategory/sg-1-14           => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-1         => 503763                                          
gid://shopify/TaxonomyCategory/sg-1-14-2         => 3808                                            
gid://shopify/TaxonomyCategory/sg-1-14-2-1       => 499781                                          
gid://shopify/TaxonomyCategory/sg-1-14-3         => 3774                                            
gid://shopify/TaxonomyCategory/sg-1-14-4         => 3123                                            
gid://shopify/TaxonomyCategory/sg-1-14-5         => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-1       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-2       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-3       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-4       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-5       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-6       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-5-7       => 1000                                            
gid://shopify/TaxonomyCategory/sg-1-14-6         => 3182                                            
gid://shopify/TaxonomyCategory/sg-1-15           => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-1         => 503753                                          
gid://shopify/TaxonomyCategory/sg-1-15-2         => 3119                                            
gid://shopify/TaxonomyCategory/sg-1-15-3         => 499783                                          
gid://shopify/TaxonomyCategory/sg-1-15-4         => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-1       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-2       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-3       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-4       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-5       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-6       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-7       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-4-8       => 503752                                          
gid://shopify/TaxonomyCategory/sg-1-15-5         => 3714                                            
gid://shopify/TaxonomyCategory/sg-1-15-6         => 4002                                            
gid://shopify/TaxonomyCategory/sg-1-16           => 7156                                            
gid://shopify/TaxonomyCategory/sg-1-16-1         => 7158                                            
gid://shopify/TaxonomyCategory/sg-1-16-2         => 7157                                            
gid://shopify/TaxonomyCategory/sg-1-16-3         => 7156                                            
gid://shopify/TaxonomyCategory/sg-1-16-3-1       => 7156                                            
gid://shopify/TaxonomyCategory/sg-1-16-3-2       => 7156                                            
gid://shopify/TaxonomyCategory/sg-1-16-3-3       => 7156                                            
gid://shopify/TaxonomyCategory/sg-1-17           => 1110                                            
gid://shopify/TaxonomyCategory/sg-1-17-1         => 3761                                            
gid://shopify/TaxonomyCategory/sg-1-17-2         => 3487                                            
gid://shopify/TaxonomyCategory/sg-1-17-3         => 3881                                            
gid://shopify/TaxonomyCategory/sg-1-17-4         => 499782                                          
gid://shopify/TaxonomyCategory/sg-1-17-4-1       => 3077                                            
gid://shopify/TaxonomyCategory/sg-1-17-5         => 3983                                            
gid://shopify/TaxonomyCategory/sg-1-17-5-1       => 3983                                            
gid://shopify/TaxonomyCategory/sg-1-17-5-2       => 3983                                            
gid://shopify/TaxonomyCategory/sg-1-18           => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-1         => 1112                                            
gid://shopify/TaxonomyCategory/sg-1-18-2         => 3973                                            
gid://shopify/TaxonomyCategory/sg-1-18-3         => 3141                                            
gid://shopify/TaxonomyCategory/sg-1-18-4         => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-1       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-2       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-3       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-4       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-5       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-4-6       => 6055                                            
gid://shopify/TaxonomyCategory/sg-1-18-5         => 1113                                            
gid://shopify/TaxonomyCategory/sg-1-18-6         => 499784                                          
gid://shopify/TaxonomyCategory/sg-1-18-6-1       => 1114                                            
gid://shopify/TaxonomyCategory/sg-1-18-6-1-1     => 1114                                            
gid://shopify/TaxonomyCategory/sg-1-18-6-1-2     => 1114                                            
gid://shopify/TaxonomyCategory/sg-1-18-7         => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-1       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-2       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-3       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-4       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-5       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-18-7-6       => 1111                                            
gid://shopify/TaxonomyCategory/sg-1-19           => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-1         => 499785                                          
gid://shopify/TaxonomyCategory/sg-1-19-2         => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-1       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-2       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-3       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-4       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-5       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-6       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-19-2-7       => 1047                                            
gid://shopify/TaxonomyCategory/sg-1-20           => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-1         => 3105                                            
gid://shopify/TaxonomyCategory/sg-1-20-2         => 3985                                            
gid://shopify/TaxonomyCategory/sg-1-20-3         => 3565                                            
gid://shopify/TaxonomyCategory/sg-1-20-4         => 3113                                            
gid://shopify/TaxonomyCategory/sg-1-20-5         => 3961                                            
gid://shopify/TaxonomyCategory/sg-1-20-6         => 3658                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-1       => 3352                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-2       => 3638                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-3       => 3403                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-3-1     => 3403                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-3-2     => 3403                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-3-3     => 3403                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-4       => 3295                                            
gid://shopify/TaxonomyCategory/sg-1-20-6-5       => 3922                                            
gid://shopify/TaxonomyCategory/sg-1-20-7         => 3906                                            
gid://shopify/TaxonomyCategory/sg-1-20-8         => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-1       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-2       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-3       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-4       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-5       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-20-8-6       => 1065                                            
gid://shopify/TaxonomyCategory/sg-1-21           => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-1         => 3478                                            
gid://shopify/TaxonomyCategory/sg-1-21-2         => 3445                                            
gid://shopify/TaxonomyCategory/sg-1-21-3         => 3864                                            
gid://shopify/TaxonomyCategory/sg-1-21-4         => 3389                                            
gid://shopify/TaxonomyCategory/sg-1-21-5         => 3987                                            
gid://shopify/TaxonomyCategory/sg-1-21-6         => 3878                                            
gid://shopify/TaxonomyCategory/sg-1-21-7         => 3770                                            
gid://shopify/TaxonomyCategory/sg-1-21-8         => 3997                                            
gid://shopify/TaxonomyCategory/sg-1-21-9         => 3880                                            
gid://shopify/TaxonomyCategory/sg-1-21-10        => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-10-1      => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-10-2      => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-10-3      => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-10-4      => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-11        => 3149                                            
gid://shopify/TaxonomyCategory/sg-1-21-12        => 1060                                            
gid://shopify/TaxonomyCategory/sg-1-21-13        => 499786                                          
gid://shopify/TaxonomyCategory/sg-1-21-14        => 4020                                            
gid://shopify/TaxonomyCategory/sg-1-22           => 1115                                            
gid://shopify/TaxonomyCategory/sg-1-22-1         => 1117                                            
gid://shopify/TaxonomyCategory/sg-1-22-2         => 499788                                          
gid://shopify/TaxonomyCategory/sg-1-22-2-1       => 499789                                          
gid://shopify/TaxonomyCategory/sg-1-22-3         => 499787                                          
gid://shopify/TaxonomyCategory/sg-1-22-3-1       => 499787                                          
gid://shopify/TaxonomyCategory/sg-1-22-3-2       => 499787                                          
gid://shopify/TaxonomyCategory/sg-1-22-4         => 1116                                            
gid://shopify/TaxonomyCategory/sg-1-23           => 499861                                          
gid://shopify/TaxonomyCategory/sg-1-23-1         => 499861                                          
gid://shopify/TaxonomyCategory/sg-1-23-2         => 499861                                          
gid://shopify/TaxonomyCategory/sg-1-23-3         => 499861                                          
gid://shopify/TaxonomyCategory/sg-1-24           => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-1         => 3794                                            
gid://shopify/TaxonomyCategory/sg-1-24-2         => 3575                                            
gid://shopify/TaxonomyCategory/sg-1-24-3         => 3678                                            
gid://shopify/TaxonomyCategory/sg-1-24-4         => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-1       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-2       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-3       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-4       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-5       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-6       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-7       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-8       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-24-4-9       => 1145                                            
gid://shopify/TaxonomyCategory/sg-1-25           => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-1         => 3057                                            
gid://shopify/TaxonomyCategory/sg-1-25-1-1       => 499791                                          
gid://shopify/TaxonomyCategory/sg-1-25-1-2       => 499790                                          
gid://shopify/TaxonomyCategory/sg-1-25-2         => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-1       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-2       => 1068                                            
