# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/9960  : Kapacitet för oboefodral
gid://shopify/TaxonomyAttribute/9961  : Bärkonfiguration för oboefodral
gid://shopify/TaxonomyAttribute/9962  : Design av oboefodral
gid://shopify/TaxonomyAttribute/9963  : Invändig passform för oboefodral
gid://shopify/TaxonomyAttribute/2489  : Nyckelsystem på oboe
gid://shopify/TaxonomyAttribute/9964  : Oboe-klaviaturplätering
gid://shopify/TaxonomyAttribute/9965  : Stoppning i oboerem
gid://shopify/TaxonomyAttribute/9966  : Typ av rengöringspinne för oboe
gid://shopify/TaxonomyAttribute/6460  : Material för observationsfönstret
gid://shopify/TaxonomyAttribute/9967  : Tillbehör som medföljer okarina
gid://shopify/TaxonomyAttribute/9968  : Antal kammare för okarina
gid://shopify/TaxonomyAttribute/9969  : Fingersättningssystem för okarina
gid://shopify/TaxonomyAttribute/9970  : Ocarina – typ av finish
gid://shopify/TaxonomyAttribute/2490  : Ocarinastil
gid://shopify/TaxonomyAttribute/1627  : Tillfälle
gid://shopify/TaxonomyAttribute/1203  : Typ av tillfälle
gid://shopify/TaxonomyAttribute/8550  : Stöd för passagerarklassificeringssensor
gid://shopify/TaxonomyAttribute/9971  : Munspelsskalets material
gid://shopify/TaxonomyAttribute/9972  : Oktavstämningssystem för munspel
gid://shopify/TaxonomyAttribute/9973  : Monteringssystemtyp för octoban
gid://shopify/TaxonomyAttribute/8551  : Funktioner för luktkontroll
gid://shopify/TaxonomyAttribute/5323  : Luktborttagarens användningsområde
gid://shopify/TaxonomyAttribute/3158  : Detaljer för kontorsvagnar
gid://shopify/TaxonomyAttribute/6943  : Medföljande möbeldelar för kontor
gid://shopify/TaxonomyAttribute/2924  : Kontorsvaror - material
gid://shopify/TaxonomyAttribute/2922  : Kontorsmaterial - material
gid://shopify/TaxonomyAttribute/8552  : Typ av oljekylarkärna
gid://shopify/TaxonomyAttribute/8553  : Monteringsstil för oljekylare
gid://shopify/TaxonomyAttribute/8554  : Typ av oljestickekomponent
gid://shopify/TaxonomyAttribute/8555  : Mätmarkeringar på oljesticka
gid://shopify/TaxonomyAttribute/8556  : Monteringstyp för oljesticksrör
gid://shopify/TaxonomyAttribute/6304  : Design av oljedispenserns pip
gid://shopify/TaxonomyAttribute/8557  : Drivtyp för oljeavtappningspluggens huvud
gid://shopify/TaxonomyAttribute/8558  : Magnettyp för oljeavtappningsplugg
gid://shopify/TaxonomyAttribute/5294  : Oljeutvinningsmetod
gid://shopify/TaxonomyAttribute/8559  : Typ av oljepåfyllningslock
gid://shopify/TaxonomyAttribute/8560  : Fästtyp för oljepåfyllningslock
gid://shopify/TaxonomyAttribute/8561  : Monteringsläge för oljepåfyllningslock
gid://shopify/TaxonomyAttribute/8562  : Typ av låsning för oljepåfyllningslock
gid://shopify/TaxonomyAttribute/8563  : Typ av tjudring för oljelock
gid://shopify/TaxonomyAttribute/8564  : Ventilationstyp för oljepåfyllningslock
gid://shopify/TaxonomyAttribute/8565  : Oljefilterstil
gid://shopify/TaxonomyAttribute/8566  : Oljetrågsbaffel-/vindskyddsfunktioner
gid://shopify/TaxonomyAttribute/8567  : Ytbehandling/beläggning för oljetråg
gid://shopify/TaxonomyAttribute/8568  : Funktionstyp för oljetryckssensor
gid://shopify/TaxonomyAttribute/8569  : Oljetryckssensorns signalutgångstyp
gid://shopify/TaxonomyAttribute/7858  : Bearbetningsmetod för olja
gid://shopify/TaxonomyAttribute/8570  : Drivmetod för oljepump
gid://shopify/TaxonomyAttribute/8571  : Typ av montering för oljepump
gid://shopify/TaxonomyAttribute/8572  : Gängstandard för anslutning i oljesystem
gid://shopify/TaxonomyAttribute/1440  : Oljetyp
gid://shopify/TaxonomyAttribute/9974  : Oljeviskositetsgrad
gid://shopify/TaxonomyAttribute/7859  : Okrasort
gid://shopify/TaxonomyAttribute/9975  : Olfaktoriska hobbymaterial
gid://shopify/TaxonomyAttribute/9976  : Innehåll i doftkonstsats
gid://shopify/TaxonomyAttribute/3422  : Olfaktoriska familjen
gid://shopify/TaxonomyAttribute/7860  : Olivsort
gid://shopify/TaxonomyAttribute/3248  : Stil på onepiece
gid://shopify/TaxonomyAttribute/7861  : Löksort
gid://shopify/TaxonomyAttribute/6770  : Opacitetsnivå
gid://shopify/TaxonomyAttribute/2626  : Utförande av öppet-/stängt-skylt
gid://shopify/TaxonomyAttribute/1728  : Öppningsriktning
gid://shopify/TaxonomyAttribute/1729  : Öppningsmekanism
gid://shopify/TaxonomyAttribute/2587  : Driftläge
gid://shopify/TaxonomyAttribute/9977  : Driftläge
gid://shopify/TaxonomyAttribute/1859  : Operativsystem
gid://shopify/TaxonomyAttribute/8573  : Driftspänning
gid://shopify/TaxonomyAttribute/5595  : Funktionsmekanism
gid://shopify/TaxonomyAttribute/1373  : Driftmetod
gid://shopify/TaxonomyAttribute/5593  : Optisk skivregistrerbarhet
gid://shopify/TaxonomyAttribute/5660  : Optisk enhetsformfaktor
gid://shopify/TaxonomyAttribute/5659  : Optisk enhetsladdningsmekanism
gid://shopify/TaxonomyAttribute/1877  : Typ av optisk enhet
gid://shopify/TaxonomyAttribute/1695  : Design på glasögonbåge
gid://shopify/TaxonomyAttribute/6461  : Funktioner hos optiska leksaker
gid://shopify/TaxonomyAttribute/2022  : Optisk zoom
gid://shopify/TaxonomyAttribute/5170  : Munvårdsfunktion
gid://shopify/TaxonomyAttribute/5187  : Inkluderade munvårdsprodukter
gid://shopify/TaxonomyAttribute/9978  : Orkestersträngs kärnmaterial
gid://shopify/TaxonomyAttribute/9979  : Typ av strängände för orkestersträng
gid://shopify/TaxonomyAttribute/9980  : Strängar för orkesterstränginstrument som ingår
gid://shopify/TaxonomyAttribute/9981  : Typ av beslag/del för orkesterstränginstrument
gid://shopify/TaxonomyAttribute/9982  : Typ av dämpare för orkesterstränginstrument
gid://shopify/TaxonomyAttribute/9983  : Orkesterstränginstrument – delens position
gid://shopify/TaxonomyAttribute/9984  : Material för strängar till orkesterstränginstrument
gid://shopify/TaxonomyAttribute/12756 : Ekologisk certifiering
gid://shopify/TaxonomyAttribute/6043  : Organizeranvändning
gid://shopify/TaxonomyAttribute/2727  : Typ av arrangör
gid://shopify/TaxonomyAttribute/9985  : Organza-finish / glans
gid://shopify/TaxonomyAttribute/9986  : Organzabandets genomskinlighetsnivå
gid://shopify/TaxonomyAttribute/9987  : Genomskinlighetsgrad för organza
gid://shopify/TaxonomyAttribute/1383  : Orientering
gid://shopify/TaxonomyAttribute/9988  : Origamipapper – form
gid://shopify/TaxonomyAttribute/9989  : Origamipapper – ensidigt/dubbelsidigt
gid://shopify/TaxonomyAttribute/6044  : Typ av ornamentkrok
gid://shopify/TaxonomyAttribute/5327  : Ortosens täckningslängd
gid://shopify/TaxonomyAttribute/6045  : Oscillationsläge
gid://shopify/TaxonomyAttribute/6046  : Typ av oscillation
gid://shopify/TaxonomyAttribute/9990  : Strutsfjäderdel
gid://shopify/TaxonomyAttribute/8574  : Typ av axel för utombordsmotor
gid://shopify/TaxonomyAttribute/8575  : Typ av styrning för utombordsmotor
gid://shopify/TaxonomyAttribute/2975  : Detaljer för utomhusutrustning
gid://shopify/TaxonomyAttribute/3321  : Utomhusmöbelsartiklar som ingår
gid://shopify/TaxonomyAttribute/6047  : Typ av grillgaller för utomhusgrill
gid://shopify/TaxonomyAttribute/1432  : Tillbehör till utomhusström ingår
gid://shopify/TaxonomyAttribute/6944  : Funktionalitet för utomhusbord
gid://shopify/TaxonomyAttribute/1264  : Utomhuspromenad
gid://shopify/TaxonomyAttribute/2998  : Detaljer för ytterkläder
gid://shopify/TaxonomyAttribute/6771  : Typ av ytterkläders längd
gid://shopify/TaxonomyAttribute/6772  : Ingående ytterplagg
gid://shopify/TaxonomyAttribute/6462  : Mekanism för fastsättning av outfit
gid://shopify/TaxonomyAttribute/6773  : Ingående delar i outfit
gid://shopify/TaxonomyAttribute/8576  : Gängtyp för utlopp
gid://shopify/TaxonomyAttribute/1931  : Typ av uttag
gid://shopify/TaxonomyAttribute/5541  : Typ av utgångsanslutning
gid://shopify/TaxonomyAttribute/9991  : Utgångstyp (instrument)
gid://shopify/TaxonomyAttribute/2434  : Utgångsnivå
gid://shopify/TaxonomyAttribute/5542  : Utgångssignalgränssnitt
gid://shopify/TaxonomyAttribute/8577  : Utgångssignaltyp
gid://shopify/TaxonomyAttribute/5547  : Utgångsvideogränssnitt
gid://shopify/TaxonomyAttribute/1835  : Utgångsvågform
gid://shopify/TaxonomyAttribute/10745 : Märkningstyp för yttersula
gid://shopify/TaxonomyAttribute/6774  : Yttersulamaterial
gid://shopify/TaxonomyAttribute/10746 : Typ av sulklackar
gid://shopify/TaxonomyAttribute/1403  : Ugnstillbehör ingår
gid://shopify/TaxonomyAttribute/6945  : Ugnshuskonfiguration
gid://shopify/TaxonomyAttribute/9992  : Formulering för ugnsbakad lera
gid://shopify/TaxonomyAttribute/5570  : Stöd för överklockningsprofil
gid://shopify/TaxonomyAttribute/8578  : Installationsmetod för takfäste
gid://shopify/TaxonomyAttribute/8579  : Överdimensionerings- eller underdimensioneringsgrad
gid://shopify/TaxonomyAttribute/5082  : Syrgascylinderns utloppsstandard
gid://shopify/TaxonomyAttribute/6048  : Typ av syreindikator
gid://shopify/TaxonomyAttribute/1593  : Ventiltyp för syrgastank
gid://shopify/TaxonomyAttribute/10747 : Metod för applicering av P-Tex
gid://shopify/TaxonomyAttribute/10748 : P-Tex-form
gid://shopify/TaxonomyAttribute/5287  : PA-klassificering
gid://shopify/TaxonomyAttribute/5538  : PBX-systemtyp
gid://shopify/TaxonomyAttribute/5495  : PCB-ytfinish
gid://shopify/TaxonomyAttribute/3311  : Typ av PCB
gid://shopify/TaxonomyAttribute/5624  : PCIe-bandkonfiguration
gid://shopify/TaxonomyAttribute/2674  : PEGI-klassning
gid://shopify/TaxonomyAttribute/4051  : PH-värde
gid://shopify/TaxonomyAttribute/1941  : Pstn-anslutningsalternativ
gid://shopify/TaxonomyAttribute/1723  : Design på napp/bitring
gid://shopify/TaxonomyAttribute/6775  : Packbarhet
gid://shopify/TaxonomyAttribute/1456  : Förpackningstyp
gid://shopify/TaxonomyAttribute/9993  : Förpackningsformat
gid://shopify/TaxonomyAttribute/7862  : Förpackningsmaterial
gid://shopify/TaxonomyAttribute/6463  : Typ av förpackning
gid://shopify/TaxonomyAttribute/2272  : Förpackningsmaterial ingår
gid://shopify/TaxonomyAttribute/7863  : Packningsmedium
gid://shopify/TaxonomyAttribute/6049  : Rengöring av dynor
gid://shopify/TaxonomyAttribute/10749 : Medföljande delar för dyna
gid://shopify/TaxonomyAttribute/9994  : Ytterligare kontroller för pad-kontroller
gid://shopify/TaxonomyAttribute/9995  : Prestandafunktioner för pad-kontroller
gid://shopify/TaxonomyAttribute/10750 : Täckningsområde för dynan
gid://shopify/TaxonomyAttribute/2608  : Visningsprofil för block
gid://shopify/TaxonomyAttribute/10751 : Material eller teknik för dynan
gid://shopify/TaxonomyAttribute/10752 : Dynans typ av montering eller fästanordning
gid://shopify/TaxonomyAttribute/9996  : Typ av dynskydd
gid://shopify/TaxonomyAttribute/10753 : Form på dyna
gid://shopify/TaxonomyAttribute/10754 : Skaltyp för dyna
gid://shopify/TaxonomyAttribute/10755 : Typ av dyna
gid://shopify/TaxonomyAttribute/5315  : Bindans tjocklek
gid://shopify/TaxonomyAttribute/1608  : Typ av applikator
gid://shopify/TaxonomyAttribute/5317  : Bindans vingestil
gid://shopify/TaxonomyAttribute/10756 : Dämpningslager
gid://shopify/TaxonomyAttribute/9997  : Vadderingsnivå
gid://shopify/TaxonomyAttribute/10757 : Vadderingsmaterial
gid://shopify/TaxonomyAttribute/6464  : Fästtyp för paddelboll
gid://shopify/TaxonomyAttribute/2891  : Paddelutrustning som ingår
gid://shopify/TaxonomyAttribute/10758 : Typ av paddelsäkring
gid://shopify/TaxonomyAttribute/6465  : Form på paddel
gid://shopify/TaxonomyAttribute/3383  : Paddel/åra - material
gid://shopify/TaxonomyAttribute/10759 : Avsedd användning av paddelbräda
gid://shopify/TaxonomyAttribute/2232  : Sidlayout
gid://shopify/TaxonomyAttribute/5515  : Personsökarapplikation
gid://shopify/TaxonomyAttribute/5200  : Smärtlindrande teknik
gid://shopify/TaxonomyAttribute/8580  : Metod för färgapplicering
gid://shopify/TaxonomyAttribute/2207  : Penseldesign
gid://shopify/TaxonomyAttribute/2712  : Färgfinish
gid://shopify/TaxonomyAttribute/9998  : Appliceringsmetod för målningsmedium
gid://shopify/TaxonomyAttribute/9999  : Avsedd effekt för målningsmedium
gid://shopify/TaxonomyAttribute/2306  : Typ av målningsmedium
gid://shopify/TaxonomyAttribute/2298  : Färgtyp
gid://shopify/TaxonomyAttribute/6466  : Yttyp för målning efter nummer
gid://shopify/TaxonomyAttribute/8581  : Färgtåliga borst
gid://shopify/TaxonomyAttribute/2952  : Färg-/Färgämnesform
gid://shopify/TaxonomyAttribute/10000 : Målningsbar yta
gid://shopify/TaxonomyAttribute/10760 : Paintballkaliber
gid://shopify/TaxonomyAttribute/10761 : Paintballmatningssystem
gid://shopify/TaxonomyAttribute/10762 : Fyllnadsfärg för paintball
gid://shopify/TaxonomyAttribute/10763 : Typ av fyllning för paintball
gid://shopify/TaxonomyAttribute/10764 : Kvalitetsgrad för paintball
gid://shopify/TaxonomyAttribute/10765 : Täckningsgrad för paintballmask
gid://shopify/TaxonomyAttribute/10766 : Typ av ventil för paintballtank
gid://shopify/TaxonomyAttribute/2889  : Paintball/airsoft-utrustning som ingår
gid://shopify/TaxonomyAttribute/2929  : Målarduk - material
gid://shopify/TaxonomyAttribute/3428  : Målningsmaterial
gid://shopify/TaxonomyAttribute/10001 : Grunderingstyp för målningsyta
gid://shopify/TaxonomyAttribute/1810  : Parkopplingsmetod
gid://shopify/TaxonomyAttribute/2343  : Palettdesign
gid://shopify/TaxonomyAttribute/10002 : Palettknivbladets kantprofil
gid://shopify/TaxonomyAttribute/10003 : Palettknivens flexibilitet
gid://shopify/TaxonomyAttribute/2342  : Palettknivform
gid://shopify/TaxonomyAttribute/10004 : Palettens ytfinish
gid://shopify/TaxonomyAttribute/10767 : Nivå av handflate-dämpning
gid://shopify/TaxonomyAttribute/10768 : Typ av handflate-dämpning
gid://shopify/TaxonomyAttribute/10005 : Blandningsgrad för palmvax
gid://shopify/TaxonomyAttribute/10006 : Palmvaxform
gid://shopify/TaxonomyAttribute/6050  : Pannbottentyp
gid://shopify/TaxonomyAttribute/10007 : Standard för stämning av panflöjt
gid://shopify/TaxonomyAttribute/6051  : Typ av perforering av panna
gid://shopify/TaxonomyAttribute/1890  : Panelspecifikation
gid://shopify/TaxonomyAttribute/1891  : Panelavslutning
gid://shopify/TaxonomyAttribute/5215  : Paneltransparens
gid://shopify/TaxonomyAttribute/10769 : Utformning av sidoväska
gid://shopify/TaxonomyAttribute/10770 : Infästningssystem för sidoväska
gid://shopify/TaxonomyAttribute/6776  : Typ av byxmanschett
gid://shopify/TaxonomyAttribute/6777  : Typ av benkonvertering för byxor
gid://shopify/TaxonomyAttribute/1178  : Typ av byxlängd
gid://shopify/TaxonomyAttribute/5318  : Trosskyddsstil
gid://shopify/TaxonomyAttribute/6778  : Grenstil för strumpbyxor
gid://shopify/TaxonomyAttribute/3251  : Stil på strumpbyxa
gid://shopify/TaxonomyAttribute/7864  : Papayasort
gid://shopify/TaxonomyAttribute/6468  : Innehåll i pappers- och magnetdockeset
gid://shopify/TaxonomyAttribute/6467  : Format för pappers- och magnetdocka
gid://shopify/TaxonomyAttribute/10008 : Pappers färgfamilj
gid://shopify/TaxonomyAttribute/2290  : Pappersfinish
gid://shopify/TaxonomyAttribute/2291  : Pappersformat
gid://shopify/TaxonomyAttribute/6469  : Pappersopacitet
gid://shopify/TaxonomyAttribute/2234  : Pappersstorlek
gid://shopify/TaxonomyAttribute/2292  : Papperstextur
gid://shopify/TaxonomyAttribute/2240  : Papperstyp
gid://shopify/TaxonomyAttribute/2263  : Brevpressutförande
gid://shopify/TaxonomyAttribute/2308  : Papier-maché-form
gid://shopify/TaxonomyAttribute/1301  : Fallskärmshoppningsaktivitet
gid://shopify/TaxonomyAttribute/10771 : Certifieringsklass för paraglider
gid://shopify/TaxonomyAttribute/1844  : Stöd för parallell bearbetningsteknik
gid://shopify/TaxonomyAttribute/10772 : Kontrollerade parasittyper
gid://shopify/TaxonomyAttribute/6052  : Parasollöppningsmekanism
gid://shopify/TaxonomyAttribute/6053  : Beläggning på bakplåtspapper
gid://shopify/TaxonomyAttribute/3200  : Detaljer för parkeringskamera
gid://shopify/TaxonomyAttribute/8582  : Monteringsplats för backkamera
gid://shopify/TaxonomyAttribute/8583  : Nattvisionsteknik för parkeringskamera
gid://shopify/TaxonomyAttribute/8584  : Parkeringskamerans orientering
gid://shopify/TaxonomyAttribute/8585  : Parkeringssensorns ytbehandling
gid://shopify/TaxonomyAttribute/8586  : Typ av parkeringssensor
gid://shopify/TaxonomyAttribute/2627  : Parkeringsskyltsdesign
gid://shopify/TaxonomyAttribute/7865  : Persiljerotsort
gid://shopify/TaxonomyAttribute/7866  : Palsternackasort
gid://shopify/TaxonomyAttribute/8587  : Delens skick
gid://shopify/TaxonomyAttribute/10773 : Delplacering
gid://shopify/TaxonomyAttribute/10009 : Strängar som täcks av partiell capo
gid://shopify/TaxonomyAttribute/6054  : Partikelstorleksklass
gid://shopify/TaxonomyAttribute/6779  : Avbrytningsstil
gid://shopify/TaxonomyAttribute/10010 : Typ av festgåva
gid://shopify/TaxonomyAttribute/10011 : Format för partyspel
gid://shopify/TaxonomyAttribute/10012 : Typ av munstycke för partytuta
gid://shopify/TaxonomyAttribute/10013 : Stil för partyhorn
gid://shopify/TaxonomyAttribute/5034  : Passens giltighetstid
gid://shopify/TaxonomyAttribute/1832  : Passband
gid://shopify/TaxonomyAttribute/10014 : Personbilstyp
gid://shopify/TaxonomyAttribute/7867  : Passionsfruktsort
gid://shopify/TaxonomyAttribute/7868  : Konsistens på pastasås
gid://shopify/TaxonomyAttribute/7869  : Pastasåsvariant
gid://shopify/TaxonomyAttribute/1412  : Pastaform
gid://shopify/TaxonomyAttribute/1498  : Pastatyp
gid://shopify/TaxonomyAttribute/7870  : Skorpans tillstånd
gid://shopify/TaxonomyAttribute/7871  : Typ av pajskal
gid://shopify/TaxonomyAttribute/7872  : Typ av bakverksfyllning
gid://shopify/TaxonomyAttribute/10774 : Metod för lappens vidhäftning
gid://shopify/TaxonomyAttribute/10015 : Material på baksida av tygmärke
gid://shopify/TaxonomyAttribute/10016 : Typ av fästning för tygmärke
gid://shopify/TaxonomyAttribute/10017 : Tygmärkets basväv
gid://shopify/TaxonomyAttribute/10018 : Kantfinish för lapp
gid://shopify/TaxonomyAttribute/10019 : Område för lappplacering
gid://shopify/TaxonomyAttribute/5093  : Knäskålsöppningsdesign
gid://shopify/TaxonomyAttribute/10775 : Kapacitet för borttagning av patogener
gid://shopify/TaxonomyAttribute/6055  : Säkerhetsfunktioner för uteplatsvärmare
gid://shopify/TaxonomyAttribute/3     : Mönster
gid://shopify/TaxonomyAttribute/2357  : Mönsterfördelningsformat
gid://shopify/TaxonomyAttribute/6056  : Typ av mönsterpassning
gid://shopify/TaxonomyAttribute/10020 : Storlekssystem för mönster
gid://shopify/TaxonomyAttribute/5334  : Betalningsmekanismtyp
gid://shopify/TaxonomyAttribute/10776 : Skärmtyp
gid://shopify/TaxonomyAttribute/7873  : Päronsort
gid://shopify/TaxonomyAttribute/10021 : Grad för pärlglans
gid://shopify/TaxonomyAttribute/10022 : Pärlmatchningsnivå
gid://shopify/TaxonomyAttribute/10023 : Pärlform
gid://shopify/TaxonomyAttribute/10024 : Pärlytans skick
gid://shopify/TaxonomyAttribute/10025 : Pärlbehandling
gid://shopify/TaxonomyAttribute/10026 : Pärltyp
gid://shopify/TaxonomyAttribute/7874  : Röknivå (torv)
gid://shopify/TaxonomyAttribute/10777 : Kompatibilitet mellan pedal och skoklossystem
gid://shopify/TaxonomyAttribute/10778 : Pedalkonfiguration
gid://shopify/TaxonomyAttribute/8588  : Typ av pedalmontering
gid://shopify/TaxonomyAttribute/2422  : Pedalpolaritet
gid://shopify/TaxonomyAttribute/8589  : Pedalsetets komponenter
gid://shopify/TaxonomyAttribute/10779 : Material på pedalaxeln
gid://shopify/TaxonomyAttribute/10780 : Gängstorlek för pedalspindel
gid://shopify/TaxonomyAttribute/10781 : Pedaltyp
gid://shopify/TaxonomyAttribute/10782 : Typ av tillbehör för pellets
gid://shopify/TaxonomyAttribute/10783 : Pelletskvalitet
gid://shopify/TaxonomyAttribute/10784 : Bläckfärg för penna
gid://shopify/TaxonomyAttribute/2257  : Typ av penna
gid://shopify/TaxonomyAttribute/2967  : Design på penna/filtpenna
gid://shopify/TaxonomyAttribute/3162  : Detaljer för penna/blyertspenna
gid://shopify/TaxonomyAttribute/10785 : Ingående tillbehör till straffkort
gid://shopify/TaxonomyAttribute/10786 : Färger som ingår på straffkort
gid://shopify/TaxonomyAttribute/10787 : Kastavstånd för straffflagga
gid://shopify/TaxonomyAttribute/3371  : Design på pennvässare
gid://shopify/TaxonomyAttribute/2258  : Typ av blyertspenna
gid://shopify/TaxonomyAttribute/10027 : Säkerhetsfunktioner för hängsmyckesskärare
gid://shopify/TaxonomyAttribute/10028 : Bärmetod för hängsmyckesskärare
gid://shopify/TaxonomyAttribute/6057  : Pendelkompatibilitet
gid://shopify/TaxonomyAttribute/7875  : Pepparsort
gid://shopify/TaxonomyAttribute/6305  : Design av sittpinne
gid://shopify/TaxonomyAttribute/6306  : Sittpinnens yta
gid://shopify/TaxonomyAttribute/10029 : Typ av fodral för slagverk
gid://shopify/TaxonomyAttribute/6470  : Slagverksinstrument som medföljer
gid://shopify/TaxonomyAttribute/10030 : Handtagsgreppstil för slagverksklubba
gid://shopify/TaxonomyAttribute/10031 : Konstruktion av slagverksklubbans huvud
gid://shopify/TaxonomyAttribute/2432  : Utförande av slagverksstativ
gid://shopify/TaxonomyAttribute/2429  : Form av slagverksspets
gid://shopify/TaxonomyAttribute/2652  : Prestandamätningar
gid://shopify/TaxonomyAttribute/10032 : Bärartyp för parfymbas
gid://shopify/TaxonomyAttribute/10033 : Avsett användningsområde för parfymbas
gid://shopify/TaxonomyAttribute/10034 : Bärare/lösningsmedel för parfymingrediens
gid://shopify/TaxonomyAttribute/10035 : Form på parfymingrediens
gid://shopify/TaxonomyAttribute/10036 : Typ av parfymingrediens
gid://shopify/TaxonomyAttribute/10037 : Anmärkning om användning av parfymingredienser
gid://shopify/TaxonomyAttribute/10038 : Parfymingredienser
gid://shopify/TaxonomyAttribute/3419  : Instrument för parfymeri ingår
gid://shopify/TaxonomyAttribute/10039 : Notposition i parfym
gid://shopify/TaxonomyAttribute/1671  : Peroxidhalt
gid://shopify/TaxonomyAttribute/7876  : Persimonsort
gid://shopify/TaxonomyAttribute/3217  : Typ av vattenskoter
gid://shopify/TaxonomyAttribute/2504  : Personlig design
gid://shopify/TaxonomyAttribute/1719  : Anpassningsalternativ
gid://shopify/TaxonomyAttribute/8590  : Typ av personanpassning
gid://shopify/TaxonomyAttribute/1418  : Skadedjursbekämpningsmetod
gid://shopify/TaxonomyAttribute/2984  : Detaljer för husdjurskläder/-bäddar
gid://shopify/TaxonomyAttribute/2986  : Detaljer för tillbehör för kontroll av husdjur
gid://shopify/TaxonomyAttribute/3238  : Kostpreferenser för husdjur
gid://shopify/TaxonomyAttribute/1700  : Kostbehov för husdjur
gid://shopify/TaxonomyAttribute/1701  : Smak på husdjursfoder
gid://shopify/TaxonomyAttribute/3222  : Form för djurfoder
gid://shopify/TaxonomyAttribute/3223  : Kosttillskott för husdjur
gid://shopify/TaxonomyAttribute/3230  : Design på hårtork för husdjur
gid://shopify/TaxonomyAttribute/3231  : Hastighetsinställningar för hårtork för husdjur
gid://shopify/TaxonomyAttribute/3234  : Design på medicinsk krage för husdjur
gid://shopify/TaxonomyAttribute/3235  : Typ av sjukvårdsartiklar för husdjur
gid://shopify/TaxonomyAttribute/1711  : Tillbehör för djurvakt ingår
gid://shopify/TaxonomyAttribute/3232  : Typ av kloverktyg för husdjur
gid://shopify/TaxonomyAttribute/6058  : Djursäkerhet
gid://shopify/TaxonomyAttribute/3237  : Typ av spray/medel för husdjur
gid://shopify/TaxonomyAttribute/1698  : Formulär för husdjursprodukter
gid://shopify/TaxonomyAttribute/3229  : Design på husdjurstermometer
gid://shopify/TaxonomyAttribute/6059  : Djurgiftighet
gid://shopify/TaxonomyAttribute/3236  : Typ av hundtränare
gid://shopify/TaxonomyAttribute/1704  : Konsistens på husdjursgodis
gid://shopify/TaxonomyAttribute/3224  : Typ av hundgodis
gid://shopify/TaxonomyAttribute/2557  : Fastyp
gid://shopify/TaxonomyAttribute/5532  : Telefonkamerans position
gid://shopify/TaxonomyAttribute/5018  : Leveransformat för telefonkort
gid://shopify/TaxonomyAttribute/5525  : Telefonskalets täckning
gid://shopify/TaxonomyAttribute/5019  : Tillbehör för objektivkit ingår
gid://shopify/TaxonomyAttribute/6471  : Fokus på fonik
gid://shopify/TaxonomyAttribute/2023  : Fotoeffekttyp
gid://shopify/TaxonomyAttribute/2043  : Fotografisk kemisk form
gid://shopify/TaxonomyAttribute/2044  : Fotografisk pappersstorlek
gid://shopify/TaxonomyAttribute/2045  : Fotografisk papperstyp
gid://shopify/TaxonomyAttribute/7877  : Physalissort
gid://shopify/TaxonomyAttribute/3025  : Tilläggsfunktioner för piano
gid://shopify/TaxonomyAttribute/2474  : Pianopedaler
gid://shopify/TaxonomyAttribute/2475  : Pianostorlek
gid://shopify/TaxonomyAttribute/10043 : Piccola – klaffsystem
gid://shopify/TaxonomyAttribute/10044 : Funktioner för piccolans klaffsystem
gid://shopify/TaxonomyAttribute/2440  : Plektrumutförande
gid://shopify/TaxonomyAttribute/10045 : Grepphjälpmedel för plektrum
gid://shopify/TaxonomyAttribute/10788 : Konstruktionstyp för pickleball
gid://shopify/TaxonomyAttribute/7878  : Betningsmetod
gid://shopify/TaxonomyAttribute/10046 : Pickup- och förförstärkarkonfiguration
gid://shopify/TaxonomyAttribute/10047 : Utformning av pickup
gid://shopify/TaxonomyAttribute/10048 : Material för pickup-lock
gid://shopify/TaxonomyAttribute/10049 : Typ av pickupskydd
gid://shopify/TaxonomyAttribute/3290  : Design på pickup
gid://shopify/TaxonomyAttribute/2435  : Pickupmonteringstyp
gid://shopify/TaxonomyAttribute/2437  : Plats för pickup
gid://shopify/TaxonomyAttribute/10050 : Strängavstånd för pickup
gid://shopify/TaxonomyAttribute/2436  : Pickuptyp
gid://shopify/TaxonomyAttribute/7879  : Typ av pajdeg
gid://shopify/TaxonomyAttribute/6061  : Kantstil på pajform
gid://shopify/TaxonomyAttribute/10789 : Antalskonfiguration
gid://shopify/TaxonomyAttribute/2553  : Grisfoderstadium
gid://shopify/TaxonomyAttribute/1327  : Luggtyp
gid://shopify/TaxonomyAttribute/5079  : Dosettens schema
gid://shopify/TaxonomyAttribute/10051 : Kuddeform – storlek
gid://shopify/TaxonomyAttribute/1785  : Kuddform
gid://shopify/TaxonomyAttribute/8591  : Kommunikationsintegrering för pilothjälm
gid://shopify/TaxonomyAttribute/8592  : Konfiguration av pilothjälmsvisir
gid://shopify/TaxonomyAttribute/10052 : Typ av fästning för nål
gid://shopify/TaxonomyAttribute/6780  : Typ av nålfäste
gid://shopify/TaxonomyAttribute/10053 : Nålkudde – typ av fäste
gid://shopify/TaxonomyAttribute/10054 : Egenskaper för nålkudde
gid://shopify/TaxonomyAttribute/10055 : Anpassningsmetod för nålens framsida
