# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/hg-2-7            : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokeroiden lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-2-7-2          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokeroiden lisätarvikkeet > Avainlukot
gid://shopify/TaxonomyCategory/hg-2-7-3          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokeroiden lisätarvikkeet > Näppäimistöt
gid://shopify/TaxonomyCategory/hg-2-7-4          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokeroiden lisätarvikkeet > Avaimet
gid://shopify/TaxonomyCategory/hg-2-7-5          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokeroiden lisätarvikkeet > RFID-suojat
gid://shopify/TaxonomyCategory/hg-2-8            : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokerot
gid://shopify/TaxonomyCategory/hg-2-8-1          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokerot > Palonkestävät tallelokerot
gid://shopify/TaxonomyCategory/hg-2-8-2          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokerot > Lattiatallelokerot
gid://shopify/TaxonomyCategory/hg-2-8-3          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokerot > Asetallelokerot
gid://shopify/TaxonomyCategory/hg-2-8-4          : Koti ja puutarha > Yritysten ja kodin turvallisuus > Tallelokerot > Seinätallelokerot
gid://shopify/TaxonomyCategory/hg-2-9            : Koti ja puutarha > Yritysten ja kodin turvallisuus > Turvajärjestelmäanturit
gid://shopify/TaxonomyCategory/hg-3              : Koti ja puutarha > Koristeet
gid://shopify/TaxonomyCategory/hg-3-1            : Koti ja puutarha > Koristeet > Osoitekyltit
gid://shopify/TaxonomyCategory/hg-3-2            : Koti ja puutarha > Koristeet > Keinokukat
gid://shopify/TaxonomyCategory/hg-3-2-1          : Koti ja puutarha > Koristeet > Keinokukat > Kukkivat keinokasvit
gid://shopify/TaxonomyCategory/hg-3-2-2          : Koti ja puutarha > Koristeet > Keinokukat > Kukattomat Keinokasvit
gid://shopify/TaxonomyCategory/hg-3-2-3          : Koti ja puutarha > Koristeet > Keinokukat > Keinopensaat
gid://shopify/TaxonomyCategory/hg-3-2-4          : Koti ja puutarha > Koristeet > Keinokukat > Keinopuut
gid://shopify/TaxonomyCategory/hg-3-3            : Koti ja puutarha > Koristeet > Tekoruoka
gid://shopify/TaxonomyCategory/hg-3-4            : Koti ja puutarha > Koristeet > Taide
gid://shopify/TaxonomyCategory/hg-3-4-1          : Koti ja puutarha > Koristeet > Taide > Seinäkankaat
gid://shopify/TaxonomyCategory/hg-3-4-2          : Koti ja puutarha > Koristeet > Taide > Julisteet, tulosteet ja kuvataide
gid://shopify/TaxonomyCategory/hg-3-4-2-4        : Koti ja puutarha > Koristeet > Taide > Julisteet, tulosteet ja kuvataide > Maalaukset
gid://shopify/TaxonomyCategory/hg-3-4-2-1        : Koti ja puutarha > Koristeet > Taide > Julisteet, tulosteet ja kuvataide > Julisteet
gid://shopify/TaxonomyCategory/hg-3-4-2-2        : Koti ja puutarha > Koristeet > Taide > Julisteet, tulosteet ja kuvataide > Tulosteet
gid://shopify/TaxonomyCategory/hg-3-4-2-3        : Koti ja puutarha > Koristeet > Taide > Julisteet, tulosteet ja kuvataide > Visuaalinen taide
gid://shopify/TaxonomyCategory/hg-3-4-3          : Koti ja puutarha > Koristeet > Taide > Veistokset ja patsaat
gid://shopify/TaxonomyCategory/hg-3-5            : Koti ja puutarha > Koristeet > Selkätyynyt
gid://shopify/TaxonomyCategory/hg-3-6            : Koti ja puutarha > Koristeet > Korit
gid://shopify/TaxonomyCategory/hg-3-7            : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet
gid://shopify/TaxonomyCategory/hg-3-7-1          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Muurahaiskeot
gid://shopify/TaxonomyCategory/hg-3-7-3          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Ruokinta-automaattien koukut
gid://shopify/TaxonomyCategory/hg-3-7-4          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Ruokinta-automaattien pylväät
gid://shopify/TaxonomyCategory/hg-3-7-5          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Nektaria sisältävät ruokinta-automaatit
gid://shopify/TaxonomyCategory/hg-3-7-6          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Siemenalustat
gid://shopify/TaxonomyCategory/hg-3-7-7          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Oravien estolaitteet
gid://shopify/TaxonomyCategory/hg-3-7-8          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Talihäkit
gid://shopify/TaxonomyCategory/hg-3-7-9          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaattien tarvikkeet > Sääsuojat
gid://shopify/TaxonomyCategory/hg-3-8            : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaatit
gid://shopify/TaxonomyCategory/hg-3-8-1          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaatit > Lintujen ruokinta-automaatit
gid://shopify/TaxonomyCategory/hg-3-8-2          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaatit > Perhosten ruokinta-automaatit
gid://shopify/TaxonomyCategory/hg-3-8-3          : Koti ja puutarha > Koristeet > Lintujen ja eläinten ruokinta-automaatit > Oravien ruokinta-automaatit
gid://shopify/TaxonomyCategory/hg-3-9            : Koti ja puutarha > Koristeet > Linnunpönttöjen ja eläinten pönttöjen tarvikkeet
gid://shopify/TaxonomyCategory/hg-3-9-6          : Koti ja puutarha > Koristeet > Linnunpönttöjen ja eläinten pönttöjen tarvikkeet > Orret
gid://shopify/TaxonomyCategory/hg-3-9-7          : Koti ja puutarha > Koristeet > Linnunpönttöjen ja eläinten pönttöjen tarvikkeet > Petoeläinsuojat
gid://shopify/TaxonomyCategory/hg-3-9-8          : Koti ja puutarha > Koristeet > Linnunpönttöjen ja eläinten pönttöjen tarvikkeet > Koripesät
gid://shopify/TaxonomyCategory/hg-3-10           : Koti ja puutarha > Koristeet > Linnunpöntöt ja eläinten pöntöt
gid://shopify/TaxonomyCategory/hg-3-10-1         : Koti ja puutarha > Koristeet > Linnunpöntöt ja eläinten pöntöt > Lepakkopöntöt
gid://shopify/TaxonomyCategory/hg-3-10-2         : Koti ja puutarha > Koristeet > Linnunpöntöt ja eläinten pöntöt > Linnunpöntöt
gid://shopify/TaxonomyCategory/hg-3-10-3         : Koti ja puutarha > Koristeet > Linnunpöntöt ja eläinten pöntöt > Perhospöntöt
gid://shopify/TaxonomyCategory/hg-3-11           : Koti ja puutarha > Koristeet > Lintuammeet
gid://shopify/TaxonomyCategory/hg-3-12           : Koti ja puutarha > Koristeet > Kirjatuet
gid://shopify/TaxonomyCategory/hg-3-13           : Koti ja puutarha > Koristeet > Pahvihahmot
gid://shopify/TaxonomyCategory/hg-3-14           : Koti ja puutarha > Koristeet > Tuoli- ja sohvapehmusteiden suojat
gid://shopify/TaxonomyCategory/hg-3-15           : Koti ja puutarha > Koristeet > Tuoli- ja sohvapehmusteet
gid://shopify/TaxonomyCategory/hg-3-16           : Koti ja puutarha > Koristeet > Kellojen osat
gid://shopify/TaxonomyCategory/hg-3-16-1         : Koti ja puutarha > Koristeet > Kellojen osat > Kellon etupaneelit
gid://shopify/TaxonomyCategory/hg-3-16-2         : Koti ja puutarha > Koristeet > Kellojen osat > Kellontaulut
gid://shopify/TaxonomyCategory/hg-3-16-3         : Koti ja puutarha > Koristeet > Kellojen osat > Kellon viisarit
gid://shopify/TaxonomyCategory/hg-3-16-4         : Koti ja puutarha > Koristeet > Kellojen osat > Kellon lisäosat
gid://shopify/TaxonomyCategory/hg-3-16-5         : Koti ja puutarha > Koristeet > Kellojen osat > Kellon liikkuvat osat
gid://shopify/TaxonomyCategory/hg-3-17           : Koti ja puutarha > Koristeet > Kellot
gid://shopify/TaxonomyCategory/hg-3-17-1         : Koti ja puutarha > Koristeet > Kellot > Herätyskellot
gid://shopify/TaxonomyCategory/hg-3-17-2         : Koti ja puutarha > Koristeet > Kellot > Pöytä- ja hyllykellot
gid://shopify/TaxonomyCategory/hg-3-17-2-1       : Koti ja puutarha > Koristeet > Kellot > Pöytä- ja hyllykellot > Pöytäkellot
gid://shopify/TaxonomyCategory/hg-3-17-2-2       : Koti ja puutarha > Koristeet > Kellot > Pöytä- ja hyllykellot > Hyllykellot
gid://shopify/TaxonomyCategory/hg-3-17-3         : Koti ja puutarha > Koristeet > Kellot > Lattia- ja kaappikellot
gid://shopify/TaxonomyCategory/hg-3-17-3-1       : Koti ja puutarha > Koristeet > Kellot > Lattia- ja kaappikellot > Lattiakellot
gid://shopify/TaxonomyCategory/hg-3-17-3-2       : Koti ja puutarha > Koristeet > Kellot > Lattia- ja kaappikellot > Kaappikellot
gid://shopify/TaxonomyCategory/hg-3-17-4         : Koti ja puutarha > Koristeet > Kellot > Seinäkellot
gid://shopify/TaxonomyCategory/hg-3-18           : Koti ja puutarha > Koristeet > Naulakot
gid://shopify/TaxonomyCategory/hg-3-19           : Koti ja puutarha > Koristeet > Koristekellot
gid://shopify/TaxonomyCategory/hg-3-20           : Koti ja puutarha > Koristeet > Koristepullot
gid://shopify/TaxonomyCategory/hg-3-21           : Koti ja puutarha > Koristeet > Koristekulhot
gid://shopify/TaxonomyCategory/hg-3-22           : Koti ja puutarha > Koristeet > Koristepurkit
gid://shopify/TaxonomyCategory/hg-3-23           : Koti ja puutarha > Koristeet > Koristelaatat
gid://shopify/TaxonomyCategory/hg-3-24           : Koti ja puutarha > Koristeet > Koristelautaset
gid://shopify/TaxonomyCategory/hg-3-25           : Koti ja puutarha > Koristeet > Koristetarjottimet
gid://shopify/TaxonomyCategory/hg-3-26           : Koti ja puutarha > Koristeet > Ovimatot
gid://shopify/TaxonomyCategory/hg-3-27           : Koti ja puutarha > Koristeet > Unisiepparit
gid://shopify/TaxonomyCategory/hg-3-28           : Koti ja puutarha > Koristeet > Kuivatut kukat
gid://shopify/TaxonomyCategory/hg-3-29           : Koti ja puutarha > Koristeet > Ekosfäärit
gid://shopify/TaxonomyCategory/hg-3-30           : Koti ja puutarha > Koristeet > Koristehahmot
gid://shopify/TaxonomyCategory/hg-3-31           : Koti ja puutarha > Koristeet > Koristekärjet
gid://shopify/TaxonomyCategory/hg-3-32           : Koti ja puutarha > Koristeet > Lippujen ja viirien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-3-32-1         : Koti ja puutarha > Koristeet > Lippujen ja viirien lisätarvikkeet > Lipputankovalaisimet
gid://shopify/TaxonomyCategory/hg-3-32-2         : Koti ja puutarha > Koristeet > Lippujen ja viirien lisätarvikkeet > Lipputangon asennusvälineet ja setit
gid://shopify/TaxonomyCategory/hg-3-32-3         : Koti ja puutarha > Koristeet > Lippujen ja viirien lisätarvikkeet > Lipputangot
gid://shopify/TaxonomyCategory/hg-3-33           : Koti ja puutarha > Koristeet > Liput ja viirit
gid://shopify/TaxonomyCategory/hg-3-34           : Koti ja puutarha > Koristeet > LED-kynttilät
gid://shopify/TaxonomyCategory/hg-3-35           : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet
gid://shopify/TaxonomyCategory/hg-3-35-1         : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet > Suihkulähteiden ja lampien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-3-35-2         : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet > Lähteet ja vesiputoukset
gid://shopify/TaxonomyCategory/hg-3-35-2-1       : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet > Lähteet ja vesiputoukset > Vesilähteet
gid://shopify/TaxonomyCategory/hg-3-35-2-3       : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet > Lähteet ja vesiputoukset > Vesiputoukset
gid://shopify/TaxonomyCategory/hg-3-35-3         : Koti ja puutarha > Koristeet > Suihkulähteet ja lammet > Lammet
gid://shopify/TaxonomyCategory/hg-3-36           : Koti ja puutarha > Koristeet > Pihakivet ja kivetys
gid://shopify/TaxonomyCategory/hg-3-36-1         : Koti ja puutarha > Koristeet > Pihakivet ja kivetys > Pihakivet
gid://shopify/TaxonomyCategory/hg-3-36-2         : Koti ja puutarha > Koristeet > Pihakivet ja kivetys > Kivetys
gid://shopify/TaxonomyCategory/hg-3-37           : Koti ja puutarha > Koristeet > Kasvutaulukot
gid://shopify/TaxonomyCategory/hg-3-38           : Koti ja puutarha > Koristeet > Sisustustarrat
gid://shopify/TaxonomyCategory/hg-3-39           : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet
gid://shopify/TaxonomyCategory/hg-3-39-1         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Kynttilä- ja öljylämmittimet
gid://shopify/TaxonomyCategory/hg-3-39-2         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Kynttilänjalat
gid://shopify/TaxonomyCategory/hg-3-39-3         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Kynttilän tukahduttajat
gid://shopify/TaxonomyCategory/hg-3-39-5         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Tuoksujen levittimet
gid://shopify/TaxonomyCategory/hg-3-39-5-1       : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Tuoksujen levittimet > Sähköiset levittimet
gid://shopify/TaxonomyCategory/hg-3-39-5-2       : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Tuoksujen levittimet > Kytkettävät levittimet
gid://shopify/TaxonomyCategory/hg-3-39-5-3       : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Tuoksujen levittimet > Ultraäänilevittimet
gid://shopify/TaxonomyCategory/hg-3-39-4         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Suitsukepidikkeet
gid://shopify/TaxonomyCategory/hg-3-39-6         : Koti ja puutarha > Koristeet > Kodin tuoksutarvikkeet > Tuoksutikut
gid://shopify/TaxonomyCategory/hg-3-40           : Koti ja puutarha > Koristeet > Kodin tuoksut
gid://shopify/TaxonomyCategory/hg-3-40-1         : Koti ja puutarha > Koristeet > Kodin tuoksut > Ilmanraikastimet
gid://shopify/TaxonomyCategory/hg-3-40-2         : Koti ja puutarha > Koristeet > Kodin tuoksut > Kynttilät
gid://shopify/TaxonomyCategory/hg-3-40-3         : Koti ja puutarha > Koristeet > Kodin tuoksut > Tuoksuöljy
gid://shopify/TaxonomyCategory/hg-3-40-4         : Koti ja puutarha > Koristeet > Kodin tuoksut > Suitsukkeet
gid://shopify/TaxonomyCategory/hg-3-40-5         : Koti ja puutarha > Koristeet > Kodin tuoksut > Potpourri
gid://shopify/TaxonomyCategory/hg-3-40-7         : Koti ja puutarha > Koristeet > Kodin tuoksut > Tuoksujen tikkulevittimet
gid://shopify/TaxonomyCategory/hg-3-40-6         : Koti ja puutarha > Koristeet > Kodin tuoksut > Vahakakut
gid://shopify/TaxonomyCategory/hg-3-41           : Koti ja puutarha > Koristeet > Tiimalasit
gid://shopify/TaxonomyCategory/hg-3-42           : Koti ja puutarha > Koristeet > Talonumerot ja -kirjaimet
gid://shopify/TaxonomyCategory/hg-3-43           : Koti ja puutarha > Koristeet > Pihakoristeet ja puutarhapatsaat
gid://shopify/TaxonomyCategory/hg-3-43-1         : Koti ja puutarha > Koristeet > Pihakoristeet ja puutarhapatsaat > Puutarhapatsaat
gid://shopify/TaxonomyCategory/hg-3-43-2         : Koti ja puutarha > Koristeet > Pihakoristeet ja puutarhapatsaat > Pihakoristeet
gid://shopify/TaxonomyCategory/hg-3-44           : Koti ja puutarha > Koristeet > Postinjakeluhuone
gid://shopify/TaxonomyCategory/hg-3-45           : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-3-45-1         : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet > Postilaatikon kannet
gid://shopify/TaxonomyCategory/hg-3-45-2         : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet > Postilaatikon luukut
gid://shopify/TaxonomyCategory/hg-3-45-3         : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet > Postilaatikon liput
gid://shopify/TaxonomyCategory/hg-3-45-4         : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet > Postilaatikon pylväät
gid://shopify/TaxonomyCategory/hg-3-45-5         : Koti ja puutarha > Koristeet > Postilaatikon lisätarvikkeet > Postilaatikon varaovet
gid://shopify/TaxonomyCategory/hg-3-46           : Koti ja puutarha > Koristeet > Postilaatikot
gid://shopify/TaxonomyCategory/hg-3-47           : Koti ja puutarha > Koristeet > Peilit
gid://shopify/TaxonomyCategory/hg-3-48           : Koti ja puutarha > Koristeet > Soittorasiat
gid://shopify/TaxonomyCategory/hg-3-49           : Koti ja puutarha > Koristeet > Lautasliinarenkaat
gid://shopify/TaxonomyCategory/hg-3-50           : Koti ja puutarha > Koristeet > Koristekyltit
gid://shopify/TaxonomyCategory/hg-3-51           : Koti ja puutarha > Koristeet > Lattiatyynyt
gid://shopify/TaxonomyCategory/hg-3-52           : Koti ja puutarha > Koristeet > Kehykset
gid://shopify/TaxonomyCategory/hg-3-53           : Koti ja puutarha > Koristeet > Säästöpossut ja rahapurkit
gid://shopify/TaxonomyCategory/hg-3-53-1         : Koti ja puutarha > Koristeet > Säästöpossut ja rahapurkit > Rahapurkit
gid://shopify/TaxonomyCategory/hg-3-53-2         : Koti ja puutarha > Koristeet > Säästöpossut ja rahapurkit > Säästöpossut
gid://shopify/TaxonomyCategory/hg-3-54           : Koti ja puutarha > Koristeet > Sadevesiketjut
gid://shopify/TaxonomyCategory/hg-3-55           : Koti ja puutarha > Koristeet > Sadevesimittarit
gid://shopify/TaxonomyCategory/hg-3-56           : Koti ja puutarha > Koristeet > Jääkaappimagneetit
gid://shopify/TaxonomyCategory/hg-3-57           : Koti ja puutarha > Koristeet > Matot
gid://shopify/TaxonomyCategory/hg-3-58           : Koti ja puutarha > Koristeet > Juhlakoristeet
gid://shopify/TaxonomyCategory/hg-3-58-1         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukalenterit
gid://shopify/TaxonomyCategory/hg-3-58-2         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukuusen jalan verhoilu
gid://shopify/TaxonomyCategory/hg-3-58-3         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukuusen jalat
gid://shopify/TaxonomyCategory/hg-3-58-4         : Koti ja puutarha > Koristeet > Juhlakoristeet > Pääsiäismunien koristelusetit
gid://shopify/TaxonomyCategory/hg-3-58-5         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukoristetelineet
gid://shopify/TaxonomyCategory/hg-3-58-6         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukoristekoukut
gid://shopify/TaxonomyCategory/hg-3-58-7         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukoristeet
gid://shopify/TaxonomyCategory/hg-3-58-8         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulusukan ripustimet
gid://shopify/TaxonomyCategory/hg-3-58-9         : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulusukat
gid://shopify/TaxonomyCategory/hg-3-58-10        : Koti ja puutarha > Koristeet > Juhlakoristeet > Perinteiset japanilaiset nuket
gid://shopify/TaxonomyCategory/hg-3-58-11        : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukuvaelmakoristeet
gid://shopify/TaxonomyCategory/hg-3-58-12        : Koti ja puutarha > Koristeet > Juhlakoristeet > Joulukyläkoristeet ja -tarvikkeet
gid://shopify/TaxonomyCategory/hg-3-59           : Koti ja puutarha > Koristeet > Vitriinitaulut
gid://shopify/TaxonomyCategory/hg-3-60           : Koti ja puutarha > Koristeet > Huonekalujen suojapeitteet
gid://shopify/TaxonomyCategory/hg-3-61           : Koti ja puutarha > Koristeet > Lumisadepallot
gid://shopify/TaxonomyCategory/hg-3-62           : Koti ja puutarha > Koristeet > Ikkunakoristeet
gid://shopify/TaxonomyCategory/hg-3-63           : Koti ja puutarha > Koristeet > Aurinkokellot
gid://shopify/TaxonomyCategory/hg-3-64           : Koti ja puutarha > Koristeet > Koristetyynyt
gid://shopify/TaxonomyCategory/hg-3-65           : Koti ja puutarha > Koristeet > Arkut
gid://shopify/TaxonomyCategory/hg-3-66           : Koti ja puutarha > Koristeet > Maljakon koristetäytteet ja pöytäkoristeet
gid://shopify/TaxonomyCategory/hg-3-66-1         : Koti ja puutarha > Koristeet > Maljakon koristetäytteet ja pöytäkoristeet > Pöytäkoristeet
gid://shopify/TaxonomyCategory/hg-3-66-2         : Koti ja puutarha > Koristeet > Maljakon koristetäytteet ja pöytäkoristeet > Maljakon koristetäytteet
gid://shopify/TaxonomyCategory/hg-3-67           : Koti ja puutarha > Koristeet > Maljakot
gid://shopify/TaxonomyCategory/hg-3-68           : Koti ja puutarha > Koristeet > Tapetti
gid://shopify/TaxonomyCategory/hg-3-69           : Koti ja puutarha > Koristeet > Tuuliviirit ja kattokoristeet
gid://shopify/TaxonomyCategory/hg-3-69-1         : Koti ja puutarha > Koristeet > Tuuliviirit ja kattokoristeet > Kattokoristeet
gid://shopify/TaxonomyCategory/hg-3-69-2         : Koti ja puutarha > Koristeet > Tuuliviirit ja kattokoristeet > Tuuliviirit
gid://shopify/TaxonomyCategory/hg-3-70           : Koti ja puutarha > Koristeet > Tuulikellot
gid://shopify/TaxonomyCategory/hg-3-71           : Koti ja puutarha > Koristeet > Tuulimyllyt ja -hyrrät
gid://shopify/TaxonomyCategory/hg-3-71-1         : Koti ja puutarha > Koristeet > Tuulimyllyt ja -hyrrät > Hyrrät
gid://shopify/TaxonomyCategory/hg-3-71-2         : Koti ja puutarha > Koristeet > Tuulimyllyt ja -hyrrät > Tuulimyllyt
gid://shopify/TaxonomyCategory/hg-3-72           : Koti ja puutarha > Koristeet > Ikkunamagneetit
gid://shopify/TaxonomyCategory/hg-3-73           : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-3-73-1         : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Verhorenkaat
gid://shopify/TaxonomyCategory/hg-3-73-2         : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Verhotangot
gid://shopify/TaxonomyCategory/hg-3-73-3         : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Verhopidikkeet ja tasselit
gid://shopify/TaxonomyCategory/hg-3-73-3-1       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Verhopidikkeet ja tasselit > Verhopidikkeet
gid://shopify/TaxonomyCategory/hg-3-73-3-2       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Verhopidikkeet ja tasselit > Tasselit
gid://shopify/TaxonomyCategory/hg-3-73-4         : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat
gid://shopify/TaxonomyCategory/hg-3-73-4-1       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat > Ikkunakiinnikkeet
gid://shopify/TaxonomyCategory/hg-3-73-4-2       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat > Ikkunan koristeholkit
gid://shopify/TaxonomyCategory/hg-3-73-4-3       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat > Ikkunan koukut
gid://shopify/TaxonomyCategory/hg-3-73-4-4       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat > Ikkunan renkaat
gid://shopify/TaxonomyCategory/hg-3-73-4-5       : Koti ja puutarha > Koristeet > Ikkunan näkösuojien lisätarvikkeet > Ikkunan näkösuojien varaosat > Ikkunatangot
gid://shopify/TaxonomyCategory/hg-3-74           : Koti ja puutarha > Koristeet > Ikkunan näkösuojat
gid://shopify/TaxonomyCategory/hg-3-74-1         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Verhot
gid://shopify/TaxonomyCategory/hg-3-74-1-1       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Verhot > Verhot
gid://shopify/TaxonomyCategory/hg-3-74-1-2       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Verhot > Verhot
gid://shopify/TaxonomyCategory/hg-3-74-2         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Lasimaalauspaneelit
gid://shopify/TaxonomyCategory/hg-3-74-3         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Sälekaihtimet ja rullaverhot
gid://shopify/TaxonomyCategory/hg-3-74-3-1       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Sälekaihtimet ja rullaverhot > Sälekaihtimet
gid://shopify/TaxonomyCategory/hg-3-74-3-2       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Sälekaihtimet ja rullaverhot > Rullaverhot
gid://shopify/TaxonomyCategory/hg-3-74-4         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Ikkunakalvot
gid://shopify/TaxonomyCategory/hg-3-74-5         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Ikkunasuojat
gid://shopify/TaxonomyCategory/hg-3-74-6         : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Ikkunakapat ja -korniisit
gid://shopify/TaxonomyCategory/hg-3-74-6-1       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Ikkunakapat ja -korniisit > Korniisit
gid://shopify/TaxonomyCategory/hg-3-74-6-2       : Koti ja puutarha > Koristeet > Ikkunan näkösuojat > Ikkunakapat ja -korniisit > Ikkunakapat
gid://shopify/TaxonomyCategory/hg-3-75           : Koti ja puutarha > Koristeet > Maapallot
gid://shopify/TaxonomyCategory/hg-3-75-1         : Koti ja puutarha > Koristeet > Maapallot > Antiikkipallot
gid://shopify/TaxonomyCategory/hg-3-75-2         : Koti ja puutarha > Koristeet > Maapallot > Pöytäpallot
gid://shopify/TaxonomyCategory/hg-3-75-3         : Koti ja puutarha > Koristeet > Maapallot > Lattiapallot
gid://shopify/TaxonomyCategory/hg-3-75-5         : Koti ja puutarha > Koristeet > Maapallot > Lasten maapallot
gid://shopify/TaxonomyCategory/hg-3-76           : Koti ja puutarha > Koristeet > Köynnökset ja seppeleet
gid://shopify/TaxonomyCategory/hg-3-76-1         : Koti ja puutarha > Koristeet > Köynnökset ja seppeleet > Seppeleet
gid://shopify/TaxonomyCategory/hg-3-76-2         : Koti ja puutarha > Koristeet > Köynnökset ja seppeleet > Köynnökset
gid://shopify/TaxonomyCategory/hg-4              : Koti ja puutarha > Hätätilanteisiin varautuminen
gid://shopify/TaxonomyCategory/hg-4-1            : Koti ja puutarha > Hätätilanteisiin varautuminen > Maanjäristysvaroittimet
gid://shopify/TaxonomyCategory/hg-4-2            : Koti ja puutarha > Hätätilanteisiin varautuminen > Hätäpeitteet
