# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 動物/寵物補給品
gid://shopify/TaxonomyCategory/hg-11-6-2-7-16    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 傾倒盒
gid://shopify/TaxonomyCategory/hg-11-6-2-7-20    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 墊圈
gid://shopify/TaxonomyCategory/hg-11-6-2-7-21    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 手把
gid://shopify/TaxonomyCategory/hg-11-6-2-7-23    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 旋鈕
gid://shopify/TaxonomyCategory/hg-11-6-2-7-24    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 蓋子
gid://shopify/TaxonomyCategory/hg-11-6-2-7-28    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 奶泡組
gid://shopify/TaxonomyCategory/hg-11-6-2-7-29    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 牛奶軟管
gid://shopify/TaxonomyCategory/hg-11-6-2-7-32    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 橡膠腳墊
gid://shopify/TaxonomyCategory/hg-11-6-2-7-33    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 滑動底座
gid://shopify/TaxonomyCategory/hg-11-6-2-7-34    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 防濺罩
gid://shopify/TaxonomyCategory/hg-11-6-2-7-35    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 噴嘴蓋
gid://shopify/TaxonomyCategory/hg-11-6-2-7-38    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 水容器
gid://shopify/TaxonomyCategory/hg-11-6-2-7-39    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濃縮咖啡機替換零件 > 水噴口
gid://shopify/TaxonomyCategory/hg-11-6-2-8       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 咖啡機用濾水器
gid://shopify/TaxonomyCategory/hg-11-6-2-9       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 拉花鋼杯
gid://shopify/TaxonomyCategory/hg-11-6-2-10      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 咖啡機/義式咖啡機配件 > 濾器把手
gid://shopify/TaxonomyCategory/hg-11-6-3         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件
gid://shopify/TaxonomyCategory/hg-11-6-3-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 爐灶清潔工具包
gid://shopify/TaxonomyCategory/hg-11-6-3-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 爐灶保護罩
gid://shopify/TaxonomyCategory/hg-11-6-3-3       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 烤箱手套
gid://shopify/TaxonomyCategory/hg-11-6-3-4       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 烤箱內襯
gid://shopify/TaxonomyCategory/hg-11-6-3-5       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 爐具架
gid://shopify/TaxonomyCategory/hg-11-6-3-6       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爐具/烤箱/爐灶配件 > 抽油煙機濾紙
gid://shopify/TaxonomyCategory/hg-11-6-4         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 棉花糖機配件
gid://shopify/TaxonomyCategory/hg-11-6-4-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 棉花糖機配件 > 棉花糖袋
gid://shopify/TaxonomyCategory/hg-11-6-4-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 棉花糖機配件 > 棉花糖筒
gid://shopify/TaxonomyCategory/hg-11-6-4-5       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 棉花糖機配件 > 絮狀棉花糖
gid://shopify/TaxonomyCategory/hg-11-6-5         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 油炸機配件
gid://shopify/TaxonomyCategory/hg-11-6-5-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 油炸機配件 > 油炸籃
gid://shopify/TaxonomyCategory/hg-11-6-5-4       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 油炸機配件 > 油炸鍋蓋
gid://shopify/TaxonomyCategory/hg-11-6-6         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 洗碗機零/件/配件
gid://shopify/TaxonomyCategory/hg-11-6-6-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 洗碗機零/件/配件 > 洗碗機配件
gid://shopify/TaxonomyCategory/hg-11-6-6-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 洗碗機零/件/配件 > 洗碗機零件
gid://shopify/TaxonomyCategory/hg-11-6-7         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電熱水壺配件
gid://shopify/TaxonomyCategory/hg-11-6-7-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電熱水壺配件 > 電熱水壺底座
gid://shopify/TaxonomyCategory/hg-11-6-7-3       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電熱水壺配件 > 電熱水壺蓋
gid://shopify/TaxonomyCategory/hg-11-6-7-4       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電熱水壺配件 > 電熱水壺濾芯
gid://shopify/TaxonomyCategory/hg-11-6-8         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電燒烤盤/電炒鍋配件
gid://shopify/TaxonomyCategory/hg-11-6-8-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電燒烤盤/電炒鍋配件 > 玻璃蓋
gid://shopify/TaxonomyCategory/hg-11-6-8-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電燒烤盤/電炒鍋配件 > 噴油器
gid://shopify/TaxonomyCategory/hg-11-6-8-3       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 電燒烤盤/電炒鍋配件 > 蒸架
gid://shopify/TaxonomyCategory/hg-11-6-9         : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件
gid://shopify/TaxonomyCategory/hg-11-6-9-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 酒精膏
gid://shopify/TaxonomyCategory/hg-11-6-9-1-1     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 酒精膏 > 雙芯加熱燃罐
gid://shopify/TaxonomyCategory/hg-11-6-9-1-2     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 酒精膏 > 壁爐燃罐
gid://shopify/TaxonomyCategory/hg-11-6-9-1-3     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 酒精膏 > 火鍋燃罐
gid://shopify/TaxonomyCategory/hg-11-6-9-1-5     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 酒精膏 > 加熱燃罐
gid://shopify/TaxonomyCategory/hg-11-6-9-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 瑞士火鍋叉
gid://shopify/TaxonomyCategory/hg-11-6-9-3       : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 瑞士火鍋組配件 > 瑞士火鍋鍋架
gid://shopify/TaxonomyCategory/hg-11-6-10        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 乾果機配件
gid://shopify/TaxonomyCategory/hg-11-6-10-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 乾果機配件 > 食物乾燥機烘培紙
gid://shopify/TaxonomyCategory/hg-11-6-10-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 乾果機配件 > 乾果機托盤
gid://shopify/TaxonomyCategory/hg-11-6-11        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件
gid://shopify/TaxonomyCategory/hg-11-6-11-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 安裝配件組
gid://shopify/TaxonomyCategory/hg-11-6-11-9      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 電線存放托盤
gid://shopify/TaxonomyCategory/hg-11-6-11-11     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 切割片
gid://shopify/TaxonomyCategory/hg-11-6-11-12     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 雙頭攪拌器套組
gid://shopify/TaxonomyCategory/hg-11-6-11-13     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 麵團鉤
gid://shopify/TaxonomyCategory/hg-11-6-11-14     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 麵團刮刀
gid://shopify/TaxonomyCategory/hg-11-6-11-15     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 鼓式刨絲器套組
gid://shopify/TaxonomyCategory/hg-11-6-11-16     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 乳化攪拌片
gid://shopify/TaxonomyCategory/hg-11-6-11-20     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 壓式果汁機配件
gid://shopify/TaxonomyCategory/hg-11-6-11-21     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 搓粒機葉片
gid://shopify/TaxonomyCategory/hg-11-6-11-22     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 研磨機安裝配件
gid://shopify/TaxonomyCategory/hg-11-6-11-23     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 隔熱板
gid://shopify/TaxonomyCategory/hg-11-6-11-26     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 捏麵工具
gid://shopify/TaxonomyCategory/hg-11-6-11-29     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 絞肉機配件
gid://shopify/TaxonomyCategory/hg-11-6-11-33     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 麵條成型機配件
gid://shopify/TaxonomyCategory/hg-11-6-11-34     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 食物削皮刀
gid://shopify/TaxonomyCategory/hg-11-6-11-35     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 切絲器
gid://shopify/TaxonomyCategory/hg-11-6-11-41     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 防濺罩
gid://shopify/TaxonomyCategory/hg-11-6-11-46     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 過濾器配件
gid://shopify/TaxonomyCategory/hg-11-6-11-52     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 食物處理機相關配件 > 切菜機配件
gid://shopify/TaxonomyCategory/hg-11-6-12        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱/冷凍櫃配件
gid://shopify/TaxonomyCategory/hg-11-6-12-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱/冷凍櫃配件 > 冰櫃門墊片
gid://shopify/TaxonomyCategory/hg-11-6-12-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱/冷凍櫃配件 > 冰櫃門把手
gid://shopify/TaxonomyCategory/hg-11-6-12-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱/冷凍櫃配件 > 冰櫃架
gid://shopify/TaxonomyCategory/hg-11-6-12-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱/冷凍櫃配件 > 冰櫃溫度計
gid://shopify/TaxonomyCategory/hg-11-6-13        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 廢棄物處理相關配件
gid://shopify/TaxonomyCategory/hg-11-6-13-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 廢棄物處理相關配件 > 塞子
gid://shopify/TaxonomyCategory/hg-11-6-14        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰淇淋機配件
gid://shopify/TaxonomyCategory/hg-11-6-14-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰淇淋機配件 > 冰淇淋機專用碗
gid://shopify/TaxonomyCategory/hg-11-6-15        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 剉冰機/刨冰機配件
gid://shopify/TaxonomyCategory/hg-11-6-15-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 剉冰機/刨冰機配件 > 製冰容器
gid://shopify/TaxonomyCategory/hg-11-6-15-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 剉冰機/刨冰機配件 > 製冰模
gid://shopify/TaxonomyCategory/hg-11-6-16        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製冰機配件
gid://shopify/TaxonomyCategory/hg-11-6-16-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製冰機配件 > 製冰機勺
gid://shopify/TaxonomyCategory/hg-11-6-17        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 果汁機配件
gid://shopify/TaxonomyCategory/hg-11-6-17-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 果汁機配件 > 果汁集裝皿
gid://shopify/TaxonomyCategory/hg-11-6-17-8      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 果汁機配件 > 排渣收集盒
gid://shopify/TaxonomyCategory/hg-11-6-17-10     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 果汁機配件 > 榨汁器
gid://shopify/TaxonomyCategory/hg-11-6-18        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 微波爐配件
gid://shopify/TaxonomyCategory/hg-11-6-18-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 微波爐配件 > 烘焙托盤
gid://shopify/TaxonomyCategory/hg-11-6-18-8      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 微波爐配件 > 防濺蓋
gid://shopify/TaxonomyCategory/hg-11-6-18-9      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 微波爐配件 > 解凍板
gid://shopify/TaxonomyCategory/hg-11-6-18-11     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 微波爐配件 > 微波爐轉盤
gid://shopify/TaxonomyCategory/hg-11-6-19        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具
gid://shopify/TaxonomyCategory/hg-11-6-19-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 烤肉煤球
gid://shopify/TaxonomyCategory/hg-11-6-19-1-1    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 烤肉煤球 > 備長炭
gid://shopify/TaxonomyCategory/hg-11-6-19-1-2    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 烤肉煤球 > 烤肉用木炭
gid://shopify/TaxonomyCategory/hg-11-6-19-1-3    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 烤肉煤球 > 塊狀木炭
gid://shopify/TaxonomyCategory/hg-11-6-19-1-4    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 烤肉煤球 > 竹炭
gid://shopify/TaxonomyCategory/hg-11-6-19-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 炭烤爐煙囪
gid://shopify/TaxonomyCategory/hg-11-6-19-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉車
gid://shopify/TaxonomyCategory/hg-11-6-19-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤架保護套
gid://shopify/TaxonomyCategory/hg-11-6-19-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉架/盤
gid://shopify/TaxonomyCategory/hg-11-6-19-5-1    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉架/盤 > 戶外烤肉架
gid://shopify/TaxonomyCategory/hg-11-6-19-5-2    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉架/盤 > 戶外烤肉盤
gid://shopify/TaxonomyCategory/hg-11-6-19-6      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 室外烤肉爐替換零件
gid://shopify/TaxonomyCategory/hg-11-6-19-6-1    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 室外烤肉爐替換零件 > 烤肉火爐
gid://shopify/TaxonomyCategory/hg-11-6-19-6-2    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 室外烤肉爐替換零件 > 烤架
gid://shopify/TaxonomyCategory/hg-11-6-19-6-3    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 室外烤肉爐替換零件 > 烤肉爐點火器
gid://shopify/TaxonomyCategory/hg-11-6-19-6-4    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 室外烤肉爐替換零件 > 烤肉爐溫度計
gid://shopify/TaxonomyCategory/hg-11-6-19-7      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉叉/網
gid://shopify/TaxonomyCategory/hg-11-6-19-7-1    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉叉/網 > 戶外烤肉網
gid://shopify/TaxonomyCategory/hg-11-6-19-7-2    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉叉/網 > 戶外烤肉叉
gid://shopify/TaxonomyCategory/hg-11-6-19-8      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 戶外烤肉用木板
gid://shopify/TaxonomyCategory/hg-11-6-19-9      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 煙燻木屑
gid://shopify/TaxonomyCategory/hg-11-6-19-9-1    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 煙燻木屑 > 煙燻用木屑
gid://shopify/TaxonomyCategory/hg-11-6-19-9-2    : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 戶外烤肉器具 > 煙燻木屑 > 煙燻木粒
gid://shopify/TaxonomyCategory/hg-11-6-20        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製麵機配件
gid://shopify/TaxonomyCategory/hg-11-6-20-7      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製麵機配件 > 混合槳片
gid://shopify/TaxonomyCategory/hg-11-6-20-8      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製麵機配件 > 麵條乾燥架
gid://shopify/TaxonomyCategory/hg-11-6-20-10     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製麵機配件 > 塑形配件
gid://shopify/TaxonomyCategory/hg-11-6-20-13     : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 製麵機配件 > 擠壓棒
gid://shopify/TaxonomyCategory/hg-11-6-21        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爆米花機配件
gid://shopify/TaxonomyCategory/hg-11-6-21-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爆米花機配件 > 爆米花袋
gid://shopify/TaxonomyCategory/hg-11-6-21-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爆米花機配件 > 爆米花仁
gid://shopify/TaxonomyCategory/hg-11-6-21-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 爆米花機配件 > 爆米花調味料
gid://shopify/TaxonomyCategory/hg-11-6-22        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 卡式爐配件
gid://shopify/TaxonomyCategory/hg-11-6-22-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 卡式爐配件 > 防火墊
gid://shopify/TaxonomyCategory/hg-11-6-22-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 卡式爐配件 > 火種
gid://shopify/TaxonomyCategory/hg-11-6-22-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 卡式爐配件 > 爐灶底座
gid://shopify/TaxonomyCategory/hg-11-6-22-7      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 卡式爐配件 > 防風板
gid://shopify/TaxonomyCategory/hg-11-6-23        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 排油煙機配件
gid://shopify/TaxonomyCategory/hg-11-6-23-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 排油煙機配件 > 過濾器
gid://shopify/TaxonomyCategory/hg-11-6-23-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 排油煙機配件 > 油杯
gid://shopify/TaxonomyCategory/hg-11-6-23-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 排油煙機配件 > 通風口
gid://shopify/TaxonomyCategory/hg-11-6-24        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱配件
gid://shopify/TaxonomyCategory/hg-11-6-24-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱配件 > 冰箱溫度計
gid://shopify/TaxonomyCategory/hg-11-6-24-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冰箱配件 > 層架
gid://shopify/TaxonomyCategory/hg-11-6-25        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 氣泡水機配件
gid://shopify/TaxonomyCategory/hg-11-6-25-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 氣泡水機配件 > 瓶子
gid://shopify/TaxonomyCategory/hg-11-6-25-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 氣泡水機配件 > 充氣瓶
gid://shopify/TaxonomyCategory/hg-11-6-25-7      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 氣泡水機配件 > 糖漿
gid://shopify/TaxonomyCategory/hg-11-6-26        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 保溫餐台配件
gid://shopify/TaxonomyCategory/hg-11-6-26-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 保溫餐台配件 > 保溫餐爐蓋
gid://shopify/TaxonomyCategory/hg-11-6-26-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 保溫餐台配件 > 保溫餐爐
gid://shopify/TaxonomyCategory/hg-11-6-27        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 烤麵包機配件
gid://shopify/TaxonomyCategory/hg-11-6-27-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 烤麵包機配件 > 烤麵包機蓋
gid://shopify/TaxonomyCategory/hg-11-6-27-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 烤麵包機配件 > 烤麵包機麵包屑托盤
gid://shopify/TaxonomyCategory/hg-11-6-27-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 烤麵包機配件 > 烤麵包機架
gid://shopify/TaxonomyCategory/hg-11-6-27-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 烤麵包機配件 > 烤麵包機夾子
gid://shopify/TaxonomyCategory/hg-11-6-28        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 真空包裝機配件
gid://shopify/TaxonomyCategory/hg-11-6-28-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 真空包裝機配件 > 真空壓縮袋
gid://shopify/TaxonomyCategory/hg-11-6-29        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 鬆餅機配件
gid://shopify/TaxonomyCategory/hg-11-6-29-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 鬆餅機配件 > 可麗餅盤
gid://shopify/TaxonomyCategory/hg-11-6-29-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 鬆餅機配件 > 三明治盤
gid://shopify/TaxonomyCategory/hg-11-6-29-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 鬆餅機配件 > 鬆餅盤
gid://shopify/TaxonomyCategory/hg-11-6-30        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 水冷卻器配件
gid://shopify/TaxonomyCategory/hg-11-6-30-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 水冷卻器配件 > 水冷卻器水桶
gid://shopify/TaxonomyCategory/hg-11-6-31        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 冷藏酒櫃配件
gid://shopify/TaxonomyCategory/hg-11-6-32        : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 優格機配件
gid://shopify/TaxonomyCategory/hg-11-6-32-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 優格機配件 > 調味品
gid://shopify/TaxonomyCategory/hg-11-6-32-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器配件 > 優格機配件 > 壺
gid://shopify/TaxonomyCategory/hg-11-7           : 居家和庭園 > 廚房與餐廳 > 廚房電器
gid://shopify/TaxonomyCategory/hg-11-7-53        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 氣炸鍋
gid://shopify/TaxonomyCategory/hg-11-7-1         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 飲料加熱器
gid://shopify/TaxonomyCategory/hg-11-7-2         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 製麵包機
gid://shopify/TaxonomyCategory/hg-11-7-3         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 巧克力調溫機器
gid://shopify/TaxonomyCategory/hg-11-7-4         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機
gid://shopify/TaxonomyCategory/hg-11-7-4-1       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 滴漏式咖啡機
