# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/8423  : 頭盔內襯類型
gid://shopify/TaxonomyAttribute/7593  : 安全帽內襯材質
gid://shopify/TaxonomyAttribute/8424  : 頭盔固定扣合類型
gid://shopify/TaxonomyAttribute/7594  : 頭盔安全認證
gid://shopify/TaxonomyAttribute/8425  : 安全帽安全認證標準
gid://shopify/TaxonomyAttribute/2639  : 頭盔燈罩設計
gid://shopify/TaxonomyAttribute/8426  : 安全帽外殼材質
gid://shopify/TaxonomyAttribute/8427  : 頭盔尺寸系統
gid://shopify/TaxonomyAttribute/8428  : 頭盔遮陽鏡類型
gid://shopify/TaxonomyAttribute/8429  : 頭盔適用車輛
gid://shopify/TaxonomyAttribute/8430  : 頭盔通風可調性
gid://shopify/TaxonomyAttribute/8431  : 頭盔通風配置
gid://shopify/TaxonomyAttribute/8433  : 頭盔面罩 (護目鏡) 光學特色
gid://shopify/TaxonomyAttribute/8432  : 頭盔面罩/帽簷可調性
gid://shopify/TaxonomyAttribute/8434  : 頭盔面罩/護目鏡類型
gid://shopify/TaxonomyAttribute/6719  : 下襬樣式
gid://shopify/TaxonomyAttribute/6430  : 半球相容性
gid://shopify/TaxonomyAttribute/6720  : 下襬樣式
gid://shopify/TaxonomyAttribute/7800  : 草本浸泡飲功能
gid://shopify/TaxonomyAttribute/5133  : 草本補充品健康目標
gid://shopify/TaxonomyAttribute/8435  : 六角尺寸
gid://shopify/TaxonomyAttribute/9720  : Hi-hat 鈸組類型
gid://shopify/TaxonomyAttribute/9721  : 踏鈸聲音特性
gid://shopify/TaxonomyAttribute/6721  : 高能見度等級
gid://shopify/TaxonomyAttribute/7595  : 高背板樣式
gid://shopify/TaxonomyAttribute/8436  : 拖車球直徑
gid://shopify/TaxonomyAttribute/8437  : 拖車球安裝樣式
gid://shopify/TaxonomyAttribute/2717  : 掛鉤類別
gid://shopify/TaxonomyAttribute/1274  : 車鉤類型
gid://shopify/TaxonomyAttribute/6431  : 玩具馬把手類型
gid://shopify/TaxonomyAttribute/6432  : 玩具馬聲音功能特色
gid://shopify/TaxonomyAttribute/2852  : 包括曲棍球裝備
gid://shopify/TaxonomyAttribute/7596  : 曲棍球球門類型
gid://shopify/TaxonomyAttribute/7597  : 曲棍球尺寸分類
gid://shopify/TaxonomyAttribute/7598  : 曲棍球尺寸分群
gid://shopify/TaxonomyAttribute/1646  : 支撐等級
gid://shopify/TaxonomyAttribute/7599  : 握點表面紋理
gid://shopify/TaxonomyAttribute/5484  : 孔鍍層類型
gid://shopify/TaxonomyAttribute/5961  : 居家警報功能
gid://shopify/TaxonomyAttribute/9722  : 家居裝飾縫紉紙樣專案類型
gid://shopify/TaxonomyAttribute/8438  : 認證/規則集
gid://shopify/TaxonomyAttribute/7801  : 蜂蜜形式
gid://shopify/TaxonomyAttribute/7802  : 蜂蜜加工方式
gid://shopify/TaxonomyAttribute/7803  : 蜂蜜品種
gid://shopify/TaxonomyAttribute/7600  : 帽兜配置
gid://shopify/TaxonomyAttribute/6722  : 帽兜設計
gid://shopify/TaxonomyAttribute/6723  : 兜帽樣式
gid://shopify/TaxonomyAttribute/6724  : 兜帽類型
gid://shopify/TaxonomyAttribute/9727  : 魔鬼氈形式
gid://shopify/TaxonomyAttribute/9728  : 魔鬼氈面
gid://shopify/TaxonomyAttribute/9723  : 鉤眼扣尺寸 (鉤號)
gid://shopify/TaxonomyAttribute/9724  : 魔鬼氈扣件耐用等級
gid://shopify/TaxonomyAttribute/9726  : 魔鬼氈面
gid://shopify/TaxonomyAttribute/7601  : 鉤子塗層/表面處理
gid://shopify/TaxonomyAttribute/7602  : 鉤子配置
gid://shopify/TaxonomyAttribute/2130  : 掛鉤設計
gid://shopify/TaxonomyAttribute/7603  : 鉤眼扣樣式
gid://shopify/TaxonomyAttribute/7604  : 鉤眼扣類型
gid://shopify/TaxonomyAttribute/2352  : 鉤形抓握設計
gid://shopify/TaxonomyAttribute/7605  : 鉤子材質
gid://shopify/TaxonomyAttribute/9729  : 鉤子收納器樣式
gid://shopify/TaxonomyAttribute/7606  : 鉤尖配置
gid://shopify/TaxonomyAttribute/7607  : 鉤尖類型
gid://shopify/TaxonomyAttribute/7608  : 鉤柄長度
gid://shopify/TaxonomyAttribute/2353  : 鉤子尺寸
gid://shopify/TaxonomyAttribute/5962  : 掛鉤樣式
gid://shopify/TaxonomyAttribute/2731  : 鉤子類型
gid://shopify/TaxonomyAttribute/9725  : 魔鬼氈扣件形式
gid://shopify/TaxonomyAttribute/9730  : 鉤眼扣固定方式
gid://shopify/TaxonomyAttribute/1288  : 環形
gid://shopify/TaxonomyAttribute/7609  : Hop-up 類型
gid://shopify/TaxonomyAttribute/10582 : 馬毯類型
gid://shopify/TaxonomyAttribute/10583 : 馬刷類型
gid://shopify/TaxonomyAttribute/10584 : 馬匹護理用途
gid://shopify/TaxonomyAttribute/1286  : 馬匹類別
gid://shopify/TaxonomyAttribute/10585 : 馬飼料適用階段
gid://shopify/TaxonomyAttribute/10586 : 馬匹梳理工具類型
gid://shopify/TaxonomyAttribute/2879  : 包括馬梳配件
gid://shopify/TaxonomyAttribute/10587 : 馬腿防護類型
gid://shopify/TaxonomyAttribute/9731  : 馬模型品種
gid://shopify/TaxonomyAttribute/2919  : 軟管材質
gid://shopify/TaxonomyAttribute/6725  : 襪類腳趾樣式
gid://shopify/TaxonomyAttribute/1919  : 主機介面
gid://shopify/TaxonomyAttribute/8439  : 熱氣球吊籃類型
gid://shopify/TaxonomyAttribute/8440  : 熱氣球燃燒器類型
gid://shopify/TaxonomyAttribute/8441  : 熱氣球球囊材質
gid://shopify/TaxonomyAttribute/9732  : 熱燙工具
gid://shopify/TaxonomyAttribute/10588 : 花鼓軸類型
gid://shopify/TaxonomyAttribute/10589 : 輪轂馬達類型
gid://shopify/TaxonomyAttribute/3317  : 集線器/交換器儲存設備選項
gid://shopify/TaxonomyAttribute/6433  : 呼拉圈結構類型
gid://shopify/TaxonomyAttribute/6434  : 呼拉圈功能特色
gid://shopify/TaxonomyAttribute/10590 : 船體設計
gid://shopify/TaxonomyAttribute/8442  : 船體類型
gid://shopify/TaxonomyAttribute/5084  : 加濕系統
gid://shopify/TaxonomyAttribute/3289  : 加濕器設計
gid://shopify/TaxonomyAttribute/5963  : 加濕器功能
gid://shopify/TaxonomyAttribute/6297  : 加濕器濾網類型
gid://shopify/TaxonomyAttribute/9733  : 加濕器補充介質類型
gid://shopify/TaxonomyAttribute/9734  : 加濕器補充方式
gid://shopify/TaxonomyAttribute/9735  : 加濕介質
gid://shopify/TaxonomyAttribute/1450  : 濕度控制
gid://shopify/TaxonomyAttribute/3297  : 濕度控制方式
gid://shopify/TaxonomyAttribute/5964  : 雪茄保濕盒配件類型
gid://shopify/TaxonomyAttribute/7804  : 鷹嘴豆泥基底食材
gid://shopify/TaxonomyAttribute/3391  : 偽裝布
gid://shopify/TaxonomyAttribute/10591 : 狩獵誘鳴器類型
gid://shopify/TaxonomyAttribute/10592 : 獵犬項圈功能
gid://shopify/TaxonomyAttribute/2870  : 狩獵/野外求生刀設計
gid://shopify/TaxonomyAttribute/8444  : 混合動力傳動系統配置
gid://shopify/TaxonomyAttribute/8445  : 混合動力系統類型
gid://shopify/TaxonomyAttribute/8446  : 混合動力卡車駕駛室類型
gid://shopify/TaxonomyAttribute/10593 : 水袋功能特色
gid://shopify/TaxonomyAttribute/10594 : 水壺腰包功能
gid://shopify/TaxonomyAttribute/10595 : 水袋相容性
gid://shopify/TaxonomyAttribute/10596 : 飲水吸嘴樣式
gid://shopify/TaxonomyAttribute/10597 : 水袋背包款式
gid://shopify/TaxonomyAttribute/10598 : 飲水系統保溫
gid://shopify/TaxonomyAttribute/10599 : 飲水閥類型
gid://shopify/TaxonomyAttribute/10600 : 液壓油類型
gid://shopify/TaxonomyAttribute/7805  : 氫化程度
gid://shopify/TaxonomyAttribute/8447  : 疏水性等級
gid://shopify/TaxonomyAttribute/5965  : 水耕營養液系統
gid://shopify/TaxonomyAttribute/5966  : 濕度計類型
gid://shopify/TaxonomyAttribute/5967  : 冰桶包含配件
gid://shopify/TaxonomyAttribute/5968  : 冰桶隔熱
gid://shopify/TaxonomyAttribute/7806  : 冰淇淋形式
gid://shopify/TaxonomyAttribute/5969  : 包含冰淇淋機配件
gid://shopify/TaxonomyAttribute/1565  : 冰袋類型
gid://shopify/TaxonomyAttribute/5970  : 冰塊形狀
gid://shopify/TaxonomyAttribute/10601 : 冰鞋磨刀器類型
gid://shopify/TaxonomyAttribute/10602 : 冰溫適用性
gid://shopify/TaxonomyAttribute/7807  : 糖粉種類
gid://shopify/TaxonomyAttribute/2664  : 圖示類型
gid://shopify/TaxonomyAttribute/5528  : 身分驗證要求
gid://shopify/TaxonomyAttribute/8448  : 點火線圈配置
gid://shopify/TaxonomyAttribute/8449  : 點火線合規標準
gid://shopify/TaxonomyAttribute/8450  : 點火線絕緣材質
gid://shopify/TaxonomyAttribute/8451  : 點火線組類型
gid://shopify/TaxonomyAttribute/8452  : 點火線端子類型
gid://shopify/TaxonomyAttribute/2169  : 引擎點火系統
gid://shopify/TaxonomyAttribute/2620  : 照明技術
gid://shopify/TaxonomyAttribute/10603 : 照明類型
gid://shopify/TaxonomyAttribute/2020  : 支援的圖像格式
gid://shopify/TaxonomyAttribute/1999  : 圖像感測器尺寸
gid://shopify/TaxonomyAttribute/8453  : 汽車防盜器安裝類型
gid://shopify/TaxonomyAttribute/2718  : 汽車防盜器類型
gid://shopify/TaxonomyAttribute/8454  : 防盜裝置解鎖方式
gid://shopify/TaxonomyAttribute/10604 : 衝擊防護認證
gid://shopify/TaxonomyAttribute/8455  : 衝擊防護等級
gid://shopify/TaxonomyAttribute/10605 : 衝擊防護等級
gid://shopify/TaxonomyAttribute/6435  : 衝擊表面材質
gid://shopify/TaxonomyAttribute/9736  : 薰香基底材質
gid://shopify/TaxonomyAttribute/2282  : 香燭香氣
gid://shopify/TaxonomyAttribute/5971  : 線香座風格
gid://shopify/TaxonomyAttribute/3270  : 包括薰香組品項
gid://shopify/TaxonomyAttribute/9737  : 製香方式
gid://shopify/TaxonomyAttribute/9738  : 製香工具類型
gid://shopify/TaxonomyAttribute/2283  : 香型
gid://shopify/TaxonomyAttribute/10606 : 坡度調整類型
gid://shopify/TaxonomyAttribute/6436  : 包含配件
gid://shopify/TaxonomyAttribute/9739  : 包含保護殼類型
gid://shopify/TaxonomyAttribute/9740  : 隨附組件
gid://shopify/TaxonomyAttribute/9741  : 隨附扣件組件
gid://shopify/TaxonomyAttribute/10607 : 隨附飲水容器類型
gid://shopify/TaxonomyAttribute/9742  : 隨附品項 (木管樂器)
gid://shopify/TaxonomyAttribute/9743  : 隨附材料
gid://shopify/TaxonomyAttribute/8456  : 隨附安裝配件
gid://shopify/TaxonomyAttribute/6918  : 隨附幫浦類型
gid://shopify/TaxonomyAttribute/9744  : 隨附刮奏工具類型
gid://shopify/TaxonomyAttribute/5050  : 失禁護墊類型
gid://shopify/TaxonomyAttribute/10608 : 指示器設計
gid://shopify/TaxonomyAttribute/10609 : 指示器追蹤項目
gid://shopify/TaxonomyAttribute/6437  : 室內/室外使用
gid://shopify/TaxonomyAttribute/5493  : 電感公差
gid://shopify/TaxonomyAttribute/2651  : 產業聚焦
gid://shopify/TaxonomyAttribute/1715  : 嬰兒年齡層
gid://shopify/TaxonomyAttribute/9745  : 充氣裝飾隨附品項
gid://shopify/TaxonomyAttribute/9746  : 充氣裝飾類型
gid://shopify/TaxonomyAttribute/6438  : 充氣筏/浮具功能特色
gid://shopify/TaxonomyAttribute/3385  : 充氣方法
gid://shopify/TaxonomyAttribute/8457  : 隨附充氣方式
gid://shopify/TaxonomyAttribute/10610 : 浸漬香味
gid://shopify/TaxonomyAttribute/5972  : 濾茶器類型
gid://shopify/TaxonomyAttribute/9747  : 基底原料類型
gid://shopify/TaxonomyAttribute/1569  : 成分類別
gid://shopify/TaxonomyAttribute/2449  : 成分來源
gid://shopify/TaxonomyAttribute/9748  : 原料實體形式
gid://shopify/TaxonomyAttribute/7808  : 成分加工方式
gid://shopify/TaxonomyAttribute/1385  : 成分
gid://shopify/TaxonomyAttribute/5010  : 防護等級 (IP)
gid://shopify/TaxonomyAttribute/2347  : 油墨應用技術
gid://shopify/TaxonomyAttribute/6439  : 隨附墨水顏色
gid://shopify/TaxonomyAttribute/2301  : 墨水形態
gid://shopify/TaxonomyAttribute/9749  : 印台使用方式
gid://shopify/TaxonomyAttribute/9750  : 印台持久性
gid://shopify/TaxonomyAttribute/9751  : 印台尺寸
gid://shopify/TaxonomyAttribute/9752  : 印台特殊效果
gid://shopify/TaxonomyAttribute/9753  : 墨水永久性
gid://shopify/TaxonomyAttribute/9754  : 墨水使用前準備
gid://shopify/TaxonomyAttribute/2305  : 墨水類型
gid://shopify/TaxonomyAttribute/10611 : 直排輪煞車類型
gid://shopify/TaxonomyAttribute/1310  : 直排輪風格
gid://shopify/TaxonomyAttribute/5973  : 內鍋塗層
gid://shopify/TaxonomyAttribute/10612 : 內帳配置
gid://shopify/TaxonomyAttribute/6919  : 床墊彈簧線圈類型
gid://shopify/TaxonomyAttribute/5540  : 輸入連接類型
gid://shopify/TaxonomyAttribute/9755  : 輸入連接器類型
gid://shopify/TaxonomyAttribute/5543  : 輸入訊號介面
gid://shopify/TaxonomyAttribute/10613 : 輸入端氣嘴類型
gid://shopify/TaxonomyAttribute/5546  : 輸入視訊介面
gid://shopify/TaxonomyAttribute/2419  : 輸入/輸出埠
gid://shopify/TaxonomyAttribute/10614 : 殺蟲劑處理
gid://shopify/TaxonomyAttribute/6726  : 鞋墊覆蓋區域
gid://shopify/TaxonomyAttribute/6727  : 插入長度類型
gid://shopify/TaxonomyAttribute/9756  : 內頁訊息類型
gid://shopify/TaxonomyAttribute/6728  : 鞋墊固定方式
gid://shopify/TaxonomyAttribute/5325  : 鞋墊長度類型
gid://shopify/TaxonomyAttribute/6729  : 鞋墊材質
gid://shopify/TaxonomyAttribute/5575  : 隨附的安裝配件
gid://shopify/TaxonomyAttribute/8458  : 安裝加工程度
gid://shopify/TaxonomyAttribute/8459  : 安裝位置
gid://shopify/TaxonomyAttribute/8460  : 安裝方式
gid://shopify/TaxonomyAttribute/5530  : 隨附的安裝工具
gid://shopify/TaxonomyAttribute/7809  : 即溶咖啡形式
gid://shopify/TaxonomyAttribute/10615 : 腳背覆蓋範圍
gid://shopify/TaxonomyAttribute/9757  : 說明書格式
gid://shopify/TaxonomyAttribute/1899  : 指令集架構
gid://shopify/TaxonomyAttribute/2933  : 樂器配件材質
gid://shopify/TaxonomyAttribute/9758  : 樂器清潔通條形式
gid://shopify/TaxonomyAttribute/1908  : 樂器控制器類型
gid://shopify/TaxonomyAttribute/9759  : 樂器尺寸測量對象
gid://shopify/TaxonomyAttribute/9760  : 樂器電子系統類型
gid://shopify/TaxonomyAttribute/9761  : 樂器調性
gid://shopify/TaxonomyAttribute/9762  : 樂器等級
gid://shopify/TaxonomyAttribute/2940  : 樂器材質
gid://shopify/TaxonomyAttribute/2936  : 樂器零件材質
gid://shopify/TaxonomyAttribute/9763  : 樂器零件安裝方式
gid://shopify/TaxonomyAttribute/9764  : 隨附樂器零件
gid://shopify/TaxonomyAttribute/9765  : 樂器演奏方式
gid://shopify/TaxonomyAttribute/9766  : 樂器尺寸級別
gid://shopify/TaxonomyAttribute/2937  : 樂器弦材質
gid://shopify/TaxonomyAttribute/3285  : 樂器支架類型
gid://shopify/TaxonomyAttribute/2776  : 樂器/配件飾面
gid://shopify/TaxonomyAttribute/5974  : 保溫能力
gid://shopify/TaxonomyAttribute/6730  : 絕緣填充材質
gid://shopify/TaxonomyAttribute/2913  : 絕緣材料
gid://shopify/TaxonomyAttribute/5975  : 保溫狀態
gid://shopify/TaxonomyAttribute/5976  : 保溫技術
gid://shopify/TaxonomyAttribute/5977  : 保溫類型
gid://shopify/TaxonomyAttribute/5349  : 整合式 LED 照明
gid://shopify/TaxonomyAttribute/6731  : 內建底部類型
gid://shopify/TaxonomyAttribute/6920  : 內建充電選項
gid://shopify/TaxonomyAttribute/6921  : 整合家具功能
gid://shopify/TaxonomyAttribute/8461  : 內建鎖具
gid://shopify/TaxonomyAttribute/6922  : 內建電源選項
gid://shopify/TaxonomyAttribute/5380  : 整合電源/充電選項
gid://shopify/TaxonomyAttribute/5011  : 內建支架類型
gid://shopify/TaxonomyAttribute/10616 : 內建收納功能
gid://shopify/TaxonomyAttribute/10617 : 內建工具功能
gid://shopify/TaxonomyAttribute/2063  : 預期應用
gid://shopify/TaxonomyAttribute/5978  : 適用飲料類型
gid://shopify/TaxonomyAttribute/10618 : 適用板型
gid://shopify/TaxonomyAttribute/7810  : 適用食用方式
gid://shopify/TaxonomyAttribute/9767  : 適用手作類型
gid://shopify/TaxonomyAttribute/7811  : 適用烹飪用途
gid://shopify/TaxonomyAttribute/5127  : 預期效果
gid://shopify/TaxonomyAttribute/10619 : 適用車把樣式
gid://shopify/TaxonomyAttribute/5147  : 預期珠寶類型
gid://shopify/TaxonomyAttribute/10620 : 適用場上角色
gid://shopify/TaxonomyAttribute/10621 : 適用場地表面
gid://shopify/TaxonomyAttribute/8462  : 適用修補位置
gid://shopify/TaxonomyAttribute/8463  : 適用座椅位置
gid://shopify/TaxonomyAttribute/9768  : 適用縫紉用途
gid://shopify/TaxonomyAttribute/5049  : 預期表面
gid://shopify/TaxonomyAttribute/9769  : 適用技法
gid://shopify/TaxonomyAttribute/8464  : 適用用途
gid://shopify/TaxonomyAttribute/9770  : 適用用途 (刷毛布料)
gid://shopify/TaxonomyAttribute/8465  : 適用使用者
gid://shopify/TaxonomyAttribute/9771  : 適用紗線形態
gid://shopify/TaxonomyAttribute/6440  : 互動模式
gid://shopify/TaxonomyAttribute/6441  : 互動效果
gid://shopify/TaxonomyAttribute/5514  : 對講機通訊類型
gid://shopify/TaxonomyAttribute/5513  : 對講機佈線類型
gid://shopify/TaxonomyAttribute/2466  : 介面類型
gid://shopify/TaxonomyAttribute/9772  : 襯布適用範圍
gid://shopify/TaxonomyAttribute/9773  : 襯布色系
gid://shopify/TaxonomyAttribute/9774  : 襯布銷售形式
gid://shopify/TaxonomyAttribute/9775  : 襯布硬挺度
gid://shopify/TaxonomyAttribute/5146  : 內襯材料
gid://shopify/TaxonomyAttribute/8466  : 內部襯墊類型
gid://shopify/TaxonomyAttribute/8467  : 內部畜欄配置
gid://shopify/TaxonomyAttribute/5206  : 內部紋理
gid://shopify/TaxonomyAttribute/1874  : 支援的內部驅動器外形規格
gid://shopify/TaxonomyAttribute/5979  : 內隔膜類型
gid://shopify/TaxonomyAttribute/5468  : 網路收音機外型規格
gid://shopify/TaxonomyAttribute/3000  : 貼身衣物特點
gid://shopify/TaxonomyAttribute/2689  : 逆變器類型
gid://shopify/TaxonomyAttribute/2518  : 邀請函個人化設計
gid://shopify/TaxonomyAttribute/9776  : 邀請卡印刷範圍
gid://shopify/TaxonomyAttribute/7812  : 加碘程度
gid://shopify/TaxonomyAttribute/9777  : 虹彩光澤程度
gid://shopify/TaxonomyAttribute/9778  : 愛爾蘭戰笛套組配置
gid://shopify/TaxonomyAttribute/5980  : 熨斗清潔劑用途
gid://shopify/TaxonomyAttribute/9779  : 熨燙貼布套用方式
gid://shopify/TaxonomyAttribute/5981  : 燙衣板外型規格
gid://shopify/TaxonomyAttribute/5982  : 燙衣墊形狀
gid://shopify/TaxonomyAttribute/6923  : 熨燙中心功能
gid://shopify/TaxonomyAttribute/3142  : 熨燙功能
gid://shopify/TaxonomyAttribute/2680  : 品項狀況
gid://shopify/TaxonomyAttribute/2948  : 物品材質
gid://shopify/TaxonomyAttribute/2493  : 品項樣式
gid://shopify/TaxonomyAttribute/1237  : J 杯型
gid://shopify/TaxonomyAttribute/6732  : 西裝外套排扣樣式
gid://shopify/TaxonomyAttribute/6733  : 外套開衩樣式
gid://shopify/TaxonomyAttribute/7813  : 果醬與果凍稠度
gid://shopify/TaxonomyAttribute/6298  : 罐身形狀
gid://shopify/TaxonomyAttribute/5210  : 下顎前移可調性
gid://shopify/TaxonomyAttribute/10622 : 鉗口形狀
gid://shopify/TaxonomyAttribute/7814  : 肉乾形式
gid://shopify/TaxonomyAttribute/9780  : 球衣款式
gid://shopify/TaxonomyAttribute/9781  : 包含口簧琴配件
gid://shopify/TaxonomyAttribute/9782  : 口簧琴框架樣式
gid://shopify/TaxonomyAttribute/9783  : 口簧琴簧舌形狀
gid://shopify/TaxonomyAttribute/5141  : 包含的珠寶清潔配件
gid://shopify/TaxonomyAttribute/5142  : 珠寶清潔目的
gid://shopify/TaxonomyAttribute/3275  : 首飾用零組件類型
gid://shopify/TaxonomyAttribute/2781  : 首飾材質
gid://shopify/TaxonomyAttribute/6734  : 包含珠寶件數
gid://shopify/TaxonomyAttribute/2313  : 珠寶首飾項目類型
gid://shopify/TaxonomyAttribute/2285  : 珠寶飾品組類型
gid://shopify/TaxonomyAttribute/5145  : 珠寶蒸汽清潔器特點
gid://shopify/TaxonomyAttribute/60    : 珠寶類型
gid://shopify/TaxonomyAttribute/6442  : 拼圖片形狀
gid://shopify/TaxonomyAttribute/6735  : 運動護襠設計特色
gid://shopify/TaxonomyAttribute/3172  : 接頭連接
gid://shopify/TaxonomyAttribute/3173  : 接合面類型
gid://shopify/TaxonomyAttribute/1242  : 接頭樣式
gid://shopify/TaxonomyAttribute/5033  : 旅程類型
gid://shopify/TaxonomyAttribute/5336  : 搖桿安裝形式
gid://shopify/TaxonomyAttribute/5642  : 搖桿感測器技術
gid://shopify/TaxonomyAttribute/9784  : 雜耍棒結構類型
gid://shopify/TaxonomyAttribute/9785  : 雜耍棒核心材質
gid://shopify/TaxonomyAttribute/9786  : 雜耍道具套組數量
gid://shopify/TaxonomyAttribute/9787  : 雜耍環邊緣樣式
gid://shopify/TaxonomyAttribute/7815  : 果汁形式
gid://shopify/TaxonomyAttribute/7816  : 果汁加工方式
gid://shopify/TaxonomyAttribute/5983  : 榨汁機類型
gid://shopify/TaxonomyAttribute/3382  : 跳繩設計
gid://shopify/TaxonomyAttribute/6443  : 跳繩樣式
gid://shopify/TaxonomyAttribute/2765  : 跳面材質
gid://shopify/TaxonomyAttribute/7817  : 羽衣甘藍品種
gid://shopify/TaxonomyAttribute/6444  : 萬花筒觀看類型
gid://shopify/TaxonomyAttribute/1824  : 卡拉 OK 模式
gid://shopify/TaxonomyAttribute/10623 : 皮艇結構類型
gid://shopify/TaxonomyAttribute/10624 : 獨木舟設計類型
gid://shopify/TaxonomyAttribute/10625 : 獨木舟船體設計
gid://shopify/TaxonomyAttribute/10626 : 皮艇收納袋類型
gid://shopify/TaxonomyAttribute/10627 : 獨木舟樣式
gid://shopify/TaxonomyAttribute/8468  : 龍骨類型
gid://shopify/TaxonomyAttribute/2112  : 煤油應用
gid://shopify/TaxonomyAttribute/10628 : 壺鈴樣式
gid://shopify/TaxonomyAttribute/6736  : 鑰匙固定機制
gid://shopify/TaxonomyAttribute/5984  : 鑰匙齒型類型
gid://shopify/TaxonomyAttribute/2138  : 鑰匙用途
gid://shopify/TaxonomyAttribute/10629 : 解鎖時鑰匙可否拔出
gid://shopify/TaxonomyAttribute/2473  : 鍵盤功能
gid://shopify/TaxonomyAttribute/9788  : 鍵盤擴大機輸入
gid://shopify/TaxonomyAttribute/9789  : 鍵盤擴大機輸出類型
gid://shopify/TaxonomyAttribute/5649  : 鍵盤組件類型
gid://shopify/TaxonomyAttribute/5644  : 鍵盤背光類型
gid://shopify/TaxonomyAttribute/9790  : 鍵盤琴箱提把類型
gid://shopify/TaxonomyAttribute/9791  : 鍵盤琴箱內部襯墊類型
gid://shopify/TaxonomyAttribute/9792  : 鍵盤琴箱防護等級
gid://shopify/TaxonomyAttribute/9793  : 鍵盤保護殼輪子類型
gid://shopify/TaxonomyAttribute/1909  : 鍵盤格式
gid://shopify/TaxonomyAttribute/3291  : 鍵盤按鍵類型
gid://shopify/TaxonomyAttribute/1911  : 鍵盤版面配置
gid://shopify/TaxonomyAttribute/5645  : 鍵盤安裝形式
gid://shopify/TaxonomyAttribute/9794  : 鍵盤踏板接頭類型
gid://shopify/TaxonomyAttribute/1914  : 鍵盤連接埠類型
gid://shopify/TaxonomyAttribute/9795  : 鍵盤供電類型
gid://shopify/TaxonomyAttribute/3082  : 鍵盤專用功能
gid://shopify/TaxonomyAttribute/9796  : 鍵盤架層數類型
gid://shopify/TaxonomyAttribute/9797  : 鍵盤架層數
gid://shopify/TaxonomyAttribute/1912  : 鍵盤機械開關類型
gid://shopify/TaxonomyAttribute/1879  : 鍵盤類型
gid://shopify/TaxonomyAttribute/5631  : 鍵帽標籤印刷方法
gid://shopify/TaxonomyAttribute/5646  : 鍵帽材料
gid://shopify/TaxonomyAttribute/5630  : 鍵帽輪廓
gid://shopify/TaxonomyAttribute/9798  : 鑰匙圈連接件類型
gid://shopify/TaxonomyAttribute/9799  : 鑰匙圈款式
gid://shopify/TaxonomyAttribute/1335  : 鍵盤樣式
gid://shopify/TaxonomyAttribute/5393  : 梯形校正類型
gid://shopify/TaxonomyAttribute/9800  : 按鍵機構表面處理
gid://shopify/TaxonomyAttribute/10630 : 彎曲點
gid://shopify/TaxonomyAttribute/10631 : 踢蹬區抓地系統
gid://shopify/TaxonomyAttribute/10632 : 踢水板功能
gid://shopify/TaxonomyAttribute/10633 : 踢水板握把樣式
gid://shopify/TaxonomyAttribute/10634 : 腳架安裝位置
gid://shopify/TaxonomyAttribute/10635 : 腳架類型
gid://shopify/TaxonomyAttribute/8469  : 護腰帶支撐等級
gid://shopify/TaxonomyAttribute/5038  : 窯爐特點
gid://shopify/TaxonomyAttribute/9801  : 窯燒氣氛
gid://shopify/TaxonomyAttribute/9802  : 窯爐加熱元件類型
gid://shopify/TaxonomyAttribute/5039  : 窯爐裝載方式
gid://shopify/TaxonomyAttribute/10636 : 主銷設計
gid://shopify/TaxonomyAttribute/10637 : 主銷方向
gid://shopify/TaxonomyAttribute/8470  : 包含套件組件
gid://shopify/TaxonomyAttribute/2383  : 套件結構類型
gid://shopify/TaxonomyAttribute/9803  : 套件形式
gid://shopify/TaxonomyAttribute/9804  : 套件隨附品項
gid://shopify/TaxonomyAttribute/9805  : 套件收納袋/收納盒類型
gid://shopify/TaxonomyAttribute/6445  : 套件隨附工具
gid://shopify/TaxonomyAttribute/5985  : 廚房格局
gid://shopify/TaxonomyAttribute/5986  : 包含廚房織品項目
gid://shopify/TaxonomyAttribute/1411  : 包括廚房用具
gid://shopify/TaxonomyAttribute/3320  : 包括廚房/飯廳家具品項
gid://shopify/TaxonomyAttribute/10638 : 風箏充氣系統
gid://shopify/TaxonomyAttribute/10639 : 風箏線配置
gid://shopify/TaxonomyAttribute/10640 : 風箏類型
gid://shopify/TaxonomyAttribute/10641 : 風箏板袋款式
gid://shopify/TaxonomyAttribute/1253  : 風箏衝浪風格
gid://shopify/TaxonomyAttribute/7818  : 奇異果品種
gid://shopify/TaxonomyAttribute/5092  : 膝蓋護具款式
gid://shopify/TaxonomyAttribute/6737  : 護膝口袋類型
gid://shopify/TaxonomyAttribute/10642 : 護膝樣式
gid://shopify/TaxonomyAttribute/10643 : 護膝設計
gid://shopify/TaxonomyAttribute/10644 : 膝板結構
gid://shopify/TaxonomyAttribute/10645 : 滑水跪板綁帶類型
gid://shopify/TaxonomyAttribute/9806  : 刀具鎖定機制
gid://shopify/TaxonomyAttribute/10646 : 刀具鎖定機制
gid://shopify/TaxonomyAttribute/10647 : 刀具開啟機制
gid://shopify/TaxonomyAttribute/9807  : 刀具系統
gid://shopify/TaxonomyAttribute/1263  : 刀型
