# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/fb-2-10-8-19      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Βολβοί μάραθου
gid://shopify/TaxonomyCategory/fb-2-10-8-20      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Βλαστοί φτέρης
gid://shopify/TaxonomyCategory/fb-2-10-8-21      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Γκάι τσόι
gid://shopify/TaxonomyCategory/fb-2-10-8-22      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Γκάι λαν
gid://shopify/TaxonomyCategory/fb-2-10-8-23      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Σκόρδο
gid://shopify/TaxonomyCategory/fb-2-10-8-24      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζα τζίντζερ
gid://shopify/TaxonomyCategory/fb-2-10-8-25      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζα γκο
gid://shopify/TaxonomyCategory/fb-2-10-8-26      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά
gid://shopify/TaxonomyCategory/fb-2-10-8-26-1    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Ρόκα
gid://shopify/TaxonomyCategory/fb-2-10-8-26-2    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Φύλλα παντζαριού
gid://shopify/TaxonomyCategory/fb-2-10-8-26-3    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Μποκ Τσόι
gid://shopify/TaxonomyCategory/fb-2-10-8-26-4    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Σέσκουλα
gid://shopify/TaxonomyCategory/fb-2-10-8-26-5    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Ραδίκια
gid://shopify/TaxonomyCategory/fb-2-10-8-26-6    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Τσόι σαμ
gid://shopify/TaxonomyCategory/fb-2-10-8-26-7    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Λαχανίδα
gid://shopify/TaxonomyCategory/fb-2-10-8-26-8    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Μαρούλι
gid://shopify/TaxonomyCategory/fb-2-10-8-26-9    : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Ον τσόι
gid://shopify/TaxonomyCategory/fb-2-10-8-26-10   : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Μείγματα σαλάτας
gid://shopify/TaxonomyCategory/fb-2-10-8-26-11   : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Σπανάκι
gid://shopify/TaxonomyCategory/fb-2-10-8-26-12   : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσινα λαχανικά > Γιου τσόι
gid://shopify/TaxonomyCategory/fb-2-10-8-27      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζα ραπανιού
gid://shopify/TaxonomyCategory/fb-2-10-8-28      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Τζικάμα
gid://shopify/TaxonomyCategory/fb-2-10-8-29      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Κολράμπι
gid://shopify/TaxonomyCategory/fb-2-10-8-30      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πράσα
gid://shopify/TaxonomyCategory/fb-2-10-8-31      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζες λωτού
gid://shopify/TaxonomyCategory/fb-2-10-8-32      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Μαλάγκα
gid://shopify/TaxonomyCategory/fb-2-10-8-33      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Μανιτάρια
gid://shopify/TaxonomyCategory/fb-2-10-8-34      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Μπάμιες
gid://shopify/TaxonomyCategory/fb-2-10-8-35      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Κρεμμύδια
gid://shopify/TaxonomyCategory/fb-2-10-8-36      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζες μαϊντανού
gid://shopify/TaxonomyCategory/fb-2-10-8-37      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Παστινάκι
gid://shopify/TaxonomyCategory/fb-2-10-8-38      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Αρακάς
gid://shopify/TaxonomyCategory/fb-2-10-8-39      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πιπεριές
gid://shopify/TaxonomyCategory/fb-2-10-8-40      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Πατάτες
gid://shopify/TaxonomyCategory/fb-2-10-8-41      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ραπανάκια
gid://shopify/TaxonomyCategory/fb-2-10-8-42      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ραβέντι
gid://shopify/TaxonomyCategory/fb-2-10-8-43      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Κρεμμύδια εσαλότ
gid://shopify/TaxonomyCategory/fb-2-10-8-44      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Βλαστοί
gid://shopify/TaxonomyCategory/fb-2-10-8-45      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Κολοκύθια διαφόρων ποικιλιών
gid://shopify/TaxonomyCategory/fb-2-10-8-46      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ζαχαροκάλαμο
gid://shopify/TaxonomyCategory/fb-2-10-8-47      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Σάντσοουκ
gid://shopify/TaxonomyCategory/fb-2-10-8-48      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Γλυκοπατάτες
gid://shopify/TaxonomyCategory/fb-2-10-8-49      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ταμαρίλο
gid://shopify/TaxonomyCategory/fb-2-10-8-50      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζα τάρο
gid://shopify/TaxonomyCategory/fb-2-10-8-51      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ντομάτες
gid://shopify/TaxonomyCategory/fb-2-10-8-52      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Γογγύλια & γουλιά
gid://shopify/TaxonomyCategory/fb-2-10-8-53      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Μείγματα λαχανικών
gid://shopify/TaxonomyCategory/fb-2-10-8-54      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Κινέζικα νεροκάστανα
gid://shopify/TaxonomyCategory/fb-2-10-8-55      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Νεροκάρδαμο
gid://shopify/TaxonomyCategory/fb-2-10-8-56      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Σιταρόχορτο
gid://shopify/TaxonomyCategory/fb-2-10-8-57      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Γιαμ
gid://shopify/TaxonomyCategory/fb-2-10-8-58      : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Φρέσκα & κατεψυγμένα λαχανικά > Ρίζα γιούκα
gid://shopify/TaxonomyCategory/fb-2-10-9         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Φρούτα & λαχανικά > Σάλτσες φρούτων
gid://shopify/TaxonomyCategory/fb-2-11           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού
gid://shopify/TaxonomyCategory/fb-2-11-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Αμάρανθος
gid://shopify/TaxonomyCategory/fb-2-11-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Κριθάρι
gid://shopify/TaxonomyCategory/fb-2-11-3         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Φαγόπυρο
gid://shopify/TaxonomyCategory/fb-2-11-4         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Δημητριακά & γκρανόλα
gid://shopify/TaxonomyCategory/fb-2-11-5         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Κουσκούς
gid://shopify/TaxonomyCategory/fb-2-11-6         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Κεχρί
gid://shopify/TaxonomyCategory/fb-2-11-7         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Βρώμη, χοντροαλεσμένη βρώμη & ζεστά δημητριακά
gid://shopify/TaxonomyCategory/fb-2-11-8         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Κινόα
gid://shopify/TaxonomyCategory/fb-2-11-9         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Ρύζι
gid://shopify/TaxonomyCategory/fb-2-11-10        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Σίκαλη
gid://shopify/TaxonomyCategory/fb-2-11-11        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Δημητριακά, ρύζι & δημητριακά πρωινού > Σιτάρι
gid://shopify/TaxonomyCategory/fb-2-12           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά
gid://shopify/TaxonomyCategory/fb-2-12-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Αυγά
gid://shopify/TaxonomyCategory/fb-2-12-1-1       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Αυγά > Ασπράδια αυγών
gid://shopify/TaxonomyCategory/fb-2-12-1-2       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Αυγά > Υγρά & κατεψυγμένα αυγά
gid://shopify/TaxonomyCategory/fb-2-12-1-3       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Αυγά > Έτοιμα αυγά
gid://shopify/TaxonomyCategory/fb-2-12-1-4       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Αυγά > Ολόκληρα αυγά
gid://shopify/TaxonomyCategory/fb-2-12-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας
gid://shopify/TaxonomyCategory/fb-2-12-2-1       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Κονσερβοποιημένα κρέατα
gid://shopify/TaxonomyCategory/fb-2-12-2-2       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα
gid://shopify/TaxonomyCategory/fb-2-12-2-2-1     : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Βοδινό κρέας
gid://shopify/TaxonomyCategory/fb-2-12-2-2-2     : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Κρέας κυνηγιού
gid://shopify/TaxonomyCategory/fb-2-12-2-2-3     : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Αρνάκι
gid://shopify/TaxonomyCategory/fb-2-12-2-2-4     : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Χοιρινό
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5     : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Πουλερικά
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-1   : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Πουλερικά > Κοτόπουλο
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-2   : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Φρέσκα & κατεψυγμένα Κρέατα > Πουλερικά > Γαλοπούλα
gid://shopify/TaxonomyCategory/fb-2-12-2-3       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Κρέας > Μεσημεριανό & αλλαντικά
gid://shopify/TaxonomyCategory/fb-2-12-3         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Θαλασσινά
gid://shopify/TaxonomyCategory/fb-2-12-3-1       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Θαλασσινά > Κονσερβοποιημένα θαλασσινά
gid://shopify/TaxonomyCategory/fb-2-12-3-2       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Κρέας, θαλασσινά & αυγά > Θαλασσινά > Φρέσκα & κατεψυγμένα θαλασσινά
gid://shopify/TaxonomyCategory/fb-2-13           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Ξηροί καρποί & σπόροι
gid://shopify/TaxonomyCategory/fb-2-14           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Ζυμαρικά & νουντλς
gid://shopify/TaxonomyCategory/fb-2-15           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Έτοιμα φαγητά
gid://shopify/TaxonomyCategory/fb-2-15-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Έτοιμα φαγητά > Ορεκτικά & συνοδευτικά πιάτα
gid://shopify/TaxonomyCategory/fb-2-15-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Έτοιμα φαγητά > Έτοιμα γεύματα & ορεκτικά
gid://shopify/TaxonomyCategory/fb-2-16           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Καρυκεύματα & μπαχαρικά
gid://shopify/TaxonomyCategory/fb-2-16-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Καρυκεύματα & μπαχαρικά > Βότανα & μπαχαρικά
gid://shopify/TaxonomyCategory/fb-2-16-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Καρυκεύματα & μπαχαρικά > MSG
gid://shopify/TaxonomyCategory/fb-2-16-3         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Καρυκεύματα & μπαχαρικά > Πιπέρι
gid://shopify/TaxonomyCategory/fb-2-16-4         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Καρυκεύματα & μπαχαρικά > Αλάτι
gid://shopify/TaxonomyCategory/fb-2-17           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ
gid://shopify/TaxonomyCategory/fb-2-17-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Κριτσίνια
gid://shopify/TaxonomyCategory/fb-2-17-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Μπάρες δημητριακών & γκρανόλα
gid://shopify/TaxonomyCategory/fb-2-17-2-1       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Μπάρες δημητριακών & γκρανόλα > Μπάρες δημητριακών
gid://shopify/TaxonomyCategory/fb-2-17-2-2       : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Μπάρες δημητριακών & γκρανόλα > Μπάρες γκρανόλα
gid://shopify/TaxonomyCategory/fb-2-17-3         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Τραγανά τυράκια
gid://shopify/TaxonomyCategory/fb-2-17-4         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Τσιπς
gid://shopify/TaxonomyCategory/fb-2-17-5         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Κρακεράκια
gid://shopify/TaxonomyCategory/fb-2-17-6         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Κρουτόν
gid://shopify/TaxonomyCategory/fb-2-17-7         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Σνακ με φρούτα
gid://shopify/TaxonomyCategory/fb-2-17-8         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Αποξηραμένα κρέατα
gid://shopify/TaxonomyCategory/fb-2-17-9         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Ποπ κορν
gid://shopify/TaxonomyCategory/fb-2-17-10        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Xοιρινές πέτσες
gid://shopify/TaxonomyCategory/fb-2-17-11        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Πρέτσελ
gid://shopify/TaxonomyCategory/fb-2-17-12        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Σνακ πουτίγκας & ζελατίνης
gid://shopify/TaxonomyCategory/fb-2-17-13        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Ρυζογκοφρέτες
gid://shopify/TaxonomyCategory/fb-2-17-14        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Επικαλύψεις (τόπιγκ) σαλάτας
gid://shopify/TaxonomyCategory/fb-2-17-15        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Σουσαμένια κριτσίνια
gid://shopify/TaxonomyCategory/fb-2-17-16        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Κέικ σνακ
gid://shopify/TaxonomyCategory/fb-2-17-17        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Κολλώδεις ρυζογκοφρέτες
gid://shopify/TaxonomyCategory/fb-2-17-18        : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τροφές σνακ > Ανάμικτοι ξηροί καρποί και αποξηραμένα φρούτα
gid://shopify/TaxonomyCategory/fb-2-18           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Σούπες & ζωμοί
gid://shopify/TaxonomyCategory/fb-2-19           : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα
gid://shopify/TaxonomyCategory/fb-2-19-1         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα > Εναλλακτικά προϊόντα τυριού
gid://shopify/TaxonomyCategory/fb-2-19-2         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα > Εναλλακτικά προϊόντα κρέατος
gid://shopify/TaxonomyCategory/fb-2-19-3         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα > Σέιταν
gid://shopify/TaxonomyCategory/fb-2-19-4         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα > Τέμπε
gid://shopify/TaxonomyCategory/fb-2-19-5         : Τρόφιμα, ποτά & προϊόντα καπνού > Είδη διατροφής > Τόφου, προϊόντα σόγιας & χορτοφαγικά προϊόντα > Τόφου
gid://shopify/TaxonomyCategory/fb-3              : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού
gid://shopify/TaxonomyCategory/fb-3-2            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Μασώμενος καπνός
gid://shopify/TaxonomyCategory/fb-3-3            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Τσιγάρα
gid://shopify/TaxonomyCategory/fb-3-4            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Πούρα
gid://shopify/TaxonomyCategory/fb-3-5            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Χύμα καπνός
gid://shopify/TaxonomyCategory/fb-3-8            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Χαρτάκια στριφτού
gid://shopify/TaxonomyCategory/fb-3-6            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Πίπες καπνίσματος
gid://shopify/TaxonomyCategory/fb-3-7            : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Ατμοποιητές & ηλεκτρονικά τσιγάρα
gid://shopify/TaxonomyCategory/fb-3-7-1          : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Ατμοποιητές & ηλεκτρονικά τσιγάρα > Υγρό αναπλήρωσης (E-Liquid)
gid://shopify/TaxonomyCategory/fb-3-7-2          : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Ατμοποιητές & ηλεκτρονικά τσιγάρα > Ηλεκτρονικά τσιγάρα
gid://shopify/TaxonomyCategory/fb-3-7-3          : Τρόφιμα, ποτά & προϊόντα καπνού > Προϊόντα Καπνού > Ατμοποιητές & ηλεκτρονικά τσιγάρα > Ατμοποιητές
gid://shopify/TaxonomyCategory/fr                : Έπιπλα
