# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/el-12-3-9         : Eletrónica > Ligação em rede > Cubos e interruptores > Interruptores não geridos
gid://shopify/TaxonomyCategory/el-12-4           : Eletrónica > Ligação em rede > Acessórios de modem
gid://shopify/TaxonomyCategory/el-12-5           : Eletrónica > Ligação em rede > Modems
gid://shopify/TaxonomyCategory/el-12-6           : Eletrónica > Ligação em rede > Cartões de rede e adaptadores
gid://shopify/TaxonomyCategory/el-12-7           : Eletrónica > Ligação em rede > Segurança de rede e dispositivos firewall
gid://shopify/TaxonomyCategory/el-12-8           : Eletrónica > Ligação em rede > Adaptadores de alimentação via internet POE
gid://shopify/TaxonomyCategory/el-12-9           : Eletrónica > Ligação em rede > Servidores de impressão
gid://shopify/TaxonomyCategory/el-12-10          : Eletrónica > Ligação em rede > Repetidores e transcetores
gid://shopify/TaxonomyCategory/el-13             : Eletrónica > Impressão, cópia, digitalização e fax
gid://shopify/TaxonomyCategory/el-13-1           : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D
gid://shopify/TaxonomyCategory/el-13-1-1         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Estojos de transporte para impressora 3D
gid://shopify/TaxonomyCategory/el-13-1-2         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Kits de limpeza para impressora 3D
gid://shopify/TaxonomyCategory/el-13-1-3         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Placa de construção
gid://shopify/TaxonomyCategory/el-13-1-4         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Extrusoras
gid://shopify/TaxonomyCategory/el-13-1-5         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Filamentos
gid://shopify/TaxonomyCategory/el-13-1-6         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Bocais
gid://shopify/TaxonomyCategory/el-13-1-7         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora 3D > Base de impressão
gid://shopify/TaxonomyCategory/el-13-2           : Eletrónica > Impressão, cópia, digitalização e fax > Impressoras 3D
gid://shopify/TaxonomyCategory/el-13-3           : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax
gid://shopify/TaxonomyCategory/el-13-3-1         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora
gid://shopify/TaxonomyCategory/el-13-3-1-1       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Tambores de impressora e kits de tambor
gid://shopify/TaxonomyCategory/el-13-3-1-2       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Filtros de impressora
gid://shopify/TaxonomyCategory/el-13-3-1-2-1     : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Filtros de impressora > Filtros de impressora de ar
gid://shopify/TaxonomyCategory/el-13-3-1-2-2     : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Filtros de impressora > Filtros de impressora de vapor
gid://shopify/TaxonomyCategory/el-13-3-1-2-3     : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Filtros de impressora > Filtros de impressora de ozono
gid://shopify/TaxonomyCategory/el-13-3-1-2-4     : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Filtros de impressora > Filtros de impressora de toner
gid://shopify/TaxonomyCategory/el-13-3-1-3       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Kits de manutenção de impressora
gid://shopify/TaxonomyCategory/el-13-3-1-4       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Fitas de impressora
gid://shopify/TaxonomyCategory/el-13-3-1-5       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Cabeças de impressora
gid://shopify/TaxonomyCategory/el-13-3-1-6       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Recargas de cartuchos de tinta e toner
gid://shopify/TaxonomyCategory/el-13-3-1-7       : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Consumíveis de impressora > Cartuchos de tinta e toner
gid://shopify/TaxonomyCategory/el-13-3-2         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Duplexadores de impressora
gid://shopify/TaxonomyCategory/el-13-3-3         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Memória de impressora
gid://shopify/TaxonomyCategory/el-13-3-4         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Suportes de impressora
gid://shopify/TaxonomyCategory/el-13-3-5         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Estojos de transporte para impressoras, fotocopiadoras e faxes
gid://shopify/TaxonomyCategory/el-13-3-6         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Kits de limpeza para impressoras, fotocopiadoras e faxes
gid://shopify/TaxonomyCategory/el-13-3-7         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de impressora, copiadora e fax > Peças sobressalentes de impressora, copiadora e fax
gid://shopify/TaxonomyCategory/el-13-4           : Eletrónica > Impressão, cópia, digitalização e fax > Impressoras, copiadoras e fax
gid://shopify/TaxonomyCategory/el-13-5           : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de leitor
gid://shopify/TaxonomyCategory/el-13-5-1         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de leitor > Estojos de transporte para scanners
gid://shopify/TaxonomyCategory/el-13-5-2         : Eletrónica > Impressão, cópia, digitalização e fax > Acessórios de leitor > Kits de limpeza para scanners
gid://shopify/TaxonomyCategory/el-13-6           : Eletrónica > Impressão, cópia, digitalização e fax > Leitores
gid://shopify/TaxonomyCategory/el-13-6-1         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners de tambor
gid://shopify/TaxonomyCategory/el-13-6-2         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners de filme
gid://shopify/TaxonomyCategory/el-13-6-3         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners de base plana
gid://shopify/TaxonomyCategory/el-13-6-4         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners de fotos
gid://shopify/TaxonomyCategory/el-13-6-5         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners portáteis
gid://shopify/TaxonomyCategory/el-13-6-6         : Eletrónica > Impressão, cópia, digitalização e fax > Leitores > Scanners de alimentação de folhas
gid://shopify/TaxonomyCategory/el-14             : Eletrónica > Detetores de radar
gid://shopify/TaxonomyCategory/el-15             : Eletrónica > Radares de velocidade
gid://shopify/TaxonomyCategory/el-16             : Eletrónica > Dispositivos de recolha de portagens
gid://shopify/TaxonomyCategory/el-17             : Eletrónica > Vídeo
gid://shopify/TaxonomyCategory/el-17-1           : Eletrónica > Vídeo > Monitores de computador
gid://shopify/TaxonomyCategory/el-17-2           : Eletrónica > Vídeo > Projetores
gid://shopify/TaxonomyCategory/el-17-2-1         : Eletrónica > Vídeo > Projetores > Projetores multimédia
gid://shopify/TaxonomyCategory/el-17-2-2         : Eletrónica > Vídeo > Projetores > Projetores suspensos
gid://shopify/TaxonomyCategory/el-17-2-3         : Eletrónica > Vídeo > Projetores > Projetores de diapositivos
gid://shopify/TaxonomyCategory/el-17-3           : Eletrónica > Vídeo > TV por cabo e satélite
gid://shopify/TaxonomyCategory/el-17-3-1         : Eletrónica > Vídeo > TV por cabo e satélite > Recetores de TV por cabo
gid://shopify/TaxonomyCategory/el-17-3-2         : Eletrónica > Vídeo > TV por cabo e satélite > Recetores por satélite
gid://shopify/TaxonomyCategory/el-17-4           : Eletrónica > Vídeo > Televisões
gid://shopify/TaxonomyCategory/el-17-5           : Eletrónica > Vídeo > Acessórios vídeo
gid://shopify/TaxonomyCategory/el-17-5-1         : Eletrónica > Vídeo > Acessórios vídeo > Óculos 3D
gid://shopify/TaxonomyCategory/el-17-5-2         : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de monitor de computador
gid://shopify/TaxonomyCategory/el-17-5-2-1       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de monitor de computador > Calibradores de cor
gid://shopify/TaxonomyCategory/el-17-5-3         : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor
gid://shopify/TaxonomyCategory/el-17-5-3-1       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor > Projeção e saias de tripé
gid://shopify/TaxonomyCategory/el-17-5-3-2       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor > Apoios de ecrã de projeção
gid://shopify/TaxonomyCategory/el-17-5-3-3       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor > Ecrãs de projeção
gid://shopify/TaxonomyCategory/el-17-5-3-4       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor > Suportes de projetor
gid://shopify/TaxonomyCategory/el-17-5-3-5       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios de projetor > Lâmpadas de substituição de projetor
gid://shopify/TaxonomyCategory/el-17-5-4         : Eletrónica > Vídeo > Acessórios vídeo > Rebobinadores
gid://shopify/TaxonomyCategory/el-17-5-5         : Eletrónica > Vídeo > Acessórios vídeo > Acessórios e peças de televisão
gid://shopify/TaxonomyCategory/el-17-5-5-1       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios e peças de televisão > Suportes de monitor e TV
gid://shopify/TaxonomyCategory/el-17-5-5-2       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios e peças de televisão > Caixas de conversor de TV
gid://shopify/TaxonomyCategory/el-17-5-5-3       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios e peças de televisão > Lâmpadas de substituição de TV
gid://shopify/TaxonomyCategory/el-17-5-5-4       : Eletrónica > Vídeo > Acessórios vídeo > Acessórios e peças de televisão > Altifalantes de substituição de TV
gid://shopify/TaxonomyCategory/el-17-6           : Eletrónica > Vídeo > Equipamento de produção e de edição de vídeo
gid://shopify/TaxonomyCategory/el-17-7           : Eletrónica > Vídeo > Multiplexadores de vídeo
gid://shopify/TaxonomyCategory/el-17-8           : Eletrónica > Vídeo > Leitores e gravadores de vídeo
gid://shopify/TaxonomyCategory/el-17-8-2         : Eletrónica > Vídeo > Leitores e gravadores de vídeo > Leitores de DVD e Blu-ray
gid://shopify/TaxonomyCategory/el-17-8-3         : Eletrónica > Vídeo > Leitores e gravadores de vídeo > Gravadores de DVD e Blu-ray
gid://shopify/TaxonomyCategory/el-17-8-1         : Eletrónica > Vídeo > Leitores e gravadores de vídeo > Gravadores de vídeo digital
gid://shopify/TaxonomyCategory/el-17-8-4         : Eletrónica > Vídeo > Leitores e gravadores de vídeo > Leitores multimédia de transmissão e domésticos
gid://shopify/TaxonomyCategory/el-17-8-5         : Eletrónica > Vídeo > Leitores e gravadores de vídeo > VCR
gid://shopify/TaxonomyCategory/el-17-9           : Eletrónica > Vídeo > Servidores vídeo
gid://shopify/TaxonomyCategory/el-17-10          : Eletrónica > Vídeo > Transmissores vídeo
gid://shopify/TaxonomyCategory/el-18             : Eletrónica > Acessórios de consola de videojogos
gid://shopify/TaxonomyCategory/el-18-1           : Eletrónica > Acessórios de consola de videojogos > Estações de alimentação
gid://shopify/TaxonomyCategory/el-18-3           : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos em casa
gid://shopify/TaxonomyCategory/el-18-3-2         : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos em casa > Capas para consolas de jogos em casa
gid://shopify/TaxonomyCategory/el-18-4           : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos portáteis
gid://shopify/TaxonomyCategory/el-18-4-1         : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos portáteis > Capas para consolas de jogos portáteis
gid://shopify/TaxonomyCategory/el-18-4-2         : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos portáteis > Protetores de ecrã para consolas de jogos portáteis
gid://shopify/TaxonomyCategory/el-18-4-3         : Eletrónica > Acessórios de consola de videojogos > Acessórios de consola de jogos portáteis > Coberturas para consolas de jogos portáteis
gid://shopify/TaxonomyCategory/el-19             : Eletrónica > Consolas de videojogos
gid://shopify/TaxonomyCategory/fb                : Comida, bebidas e tabaco
gid://shopify/TaxonomyCategory/fb-1              : Comida, bebidas e tabaco > Bebidas
gid://shopify/TaxonomyCategory/fb-1-1            : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas
gid://shopify/TaxonomyCategory/fb-1-1-1          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Cerveja
gid://shopify/TaxonomyCategory/fb-1-1-2          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bitters
gid://shopify/TaxonomyCategory/fb-1-1-3          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas alcoólicas com sabor
gid://shopify/TaxonomyCategory/fb-1-1-4          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Cidra dura
gid://shopify/TaxonomyCategory/fb-1-1-5          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas
gid://shopify/TaxonomyCategory/fb-1-1-5-1        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Absinto
gid://shopify/TaxonomyCategory/fb-1-1-5-2        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Brandy
gid://shopify/TaxonomyCategory/fb-1-1-5-3        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Gin
gid://shopify/TaxonomyCategory/fb-1-1-5-4        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Licores
gid://shopify/TaxonomyCategory/fb-1-1-5-5        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Rum
gid://shopify/TaxonomyCategory/fb-1-1-5-6        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Shochu e Soju
gid://shopify/TaxonomyCategory/fb-1-1-5-6-1      : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Shochu e Soju > Shochu
gid://shopify/TaxonomyCategory/fb-1-1-5-6-2      : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Shochu e Soju > Soju
gid://shopify/TaxonomyCategory/fb-1-1-5-7        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Tequila
gid://shopify/TaxonomyCategory/fb-1-1-5-8        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Vodka
gid://shopify/TaxonomyCategory/fb-1-1-5-9        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Licores e bebidas espirituosas > Uísque
gid://shopify/TaxonomyCategory/fb-1-1-6          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail
gid://shopify/TaxonomyCategory/fb-1-1-6-1        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Cocktails à base de cerveja
gid://shopify/TaxonomyCategory/fb-1-1-6-2        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Preparações de mistura de frutas
gid://shopify/TaxonomyCategory/fb-1-1-6-3        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Hard Seltzers
gid://shopify/TaxonomyCategory/fb-1-1-6-4        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Cocktails à base de licores e bebidas espirituosas
gid://shopify/TaxonomyCategory/fb-1-1-6-5        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Preparações de mistura de especiarias
gid://shopify/TaxonomyCategory/fb-1-1-6-6        : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Bebidas espirituosas pré-misturadas e misturas de cocktail > Cocktails à base de vinho
gid://shopify/TaxonomyCategory/fb-1-1-7          : Comida, bebidas e tabaco > Bebidas > Bebidas alcoólicas > Vinho
gid://shopify/TaxonomyCategory/fb-1-2            : Comida, bebidas e tabaco > Bebidas > Leitelho
gid://shopify/TaxonomyCategory/fb-1-3            : Comida, bebidas e tabaco > Bebidas > Café
gid://shopify/TaxonomyCategory/fb-1-3-1          : Comida, bebidas e tabaco > Bebidas > Café > Grãos de café e café moído
gid://shopify/TaxonomyCategory/fb-1-3-2          : Comida, bebidas e tabaco > Bebidas > Café > Cápsulas de café
gid://shopify/TaxonomyCategory/fb-1-3-3          : Comida, bebidas e tabaco > Bebidas > Café > Café instantâneo
gid://shopify/TaxonomyCategory/fb-1-4            : Comida, bebidas e tabaco > Bebidas > Licores, xaropes e sumos concentrados
gid://shopify/TaxonomyCategory/fb-1-5            : Comida, bebidas e tabaco > Bebidas > Bebidas com sabor a fruta
gid://shopify/TaxonomyCategory/fb-1-6            : Comida, bebidas e tabaco > Bebidas > Chocolate quente
gid://shopify/TaxonomyCategory/fb-1-6-1          : Comida, bebidas e tabaco > Bebidas > Chocolate quente > Cacau em pó
gid://shopify/TaxonomyCategory/fb-1-6-2          : Comida, bebidas e tabaco > Bebidas > Chocolate quente > Misturas de chocolate quente
gid://shopify/TaxonomyCategory/fb-1-6-3          : Comida, bebidas e tabaco > Bebidas > Chocolate quente > Leite maltado
gid://shopify/TaxonomyCategory/fb-1-7            : Comida, bebidas e tabaco > Bebidas > Sumos, batidos e smoothies
gid://shopify/TaxonomyCategory/fb-1-8            : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-1          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Cerveja com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-2          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Amargos com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-3          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Misturas de cocktail com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-4          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Cidra dura com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-5          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Licores e bebidas espirituosas com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-8-6          : Comida, bebidas e tabaco > Bebidas > Bebidas com baixo teor de álcool e sem álcool > Vinho com baixo teor de álcool e sem álcool
gid://shopify/TaxonomyCategory/fb-1-9            : Comida, bebidas e tabaco > Bebidas > Leite
gid://shopify/TaxonomyCategory/fb-1-10           : Comida, bebidas e tabaco > Bebidas > Leite não lácteo
gid://shopify/TaxonomyCategory/fb-1-10-1         : Comida, bebidas e tabaco > Bebidas > Leite não lácteo > Leite e bebidas de coco
gid://shopify/TaxonomyCategory/fb-1-10-2         : Comida, bebidas e tabaco > Bebidas > Leite não lácteo > Bebidas de nozes
gid://shopify/TaxonomyCategory/fb-1-10-3         : Comida, bebidas e tabaco > Bebidas > Leite não lácteo > Bebidas de aveia
gid://shopify/TaxonomyCategory/fb-1-10-4         : Comida, bebidas e tabaco > Bebidas > Leite não lácteo > Bebidas de arroz
gid://shopify/TaxonomyCategory/fb-1-10-5         : Comida, bebidas e tabaco > Bebidas > Leite não lácteo > Bebidas de soja
gid://shopify/TaxonomyCategory/fb-1-11           : Comida, bebidas e tabaco > Bebidas > Misturas de bebidas em pó
gid://shopify/TaxonomyCategory/fb-1-12           : Comida, bebidas e tabaco > Bebidas > Soda
gid://shopify/TaxonomyCategory/fb-1-13           : Comida, bebidas e tabaco > Bebidas > Bebidas desportivas e energéticas
gid://shopify/TaxonomyCategory/fb-1-13-1         : Comida, bebidas e tabaco > Bebidas > Bebidas desportivas e energéticas > Bebidas energéticas
gid://shopify/TaxonomyCategory/fb-1-13-2         : Comida, bebidas e tabaco > Bebidas > Bebidas desportivas e energéticas > Bebidas desportivas
gid://shopify/TaxonomyCategory/fb-1-14           : Comida, bebidas e tabaco > Bebidas > Chá e infusões
gid://shopify/TaxonomyCategory/fb-1-14-1         : Comida, bebidas e tabaco > Bebidas > Chá e infusões > Infusões
gid://shopify/TaxonomyCategory/fb-1-14-2         : Comida, bebidas e tabaco > Bebidas > Chá e infusões > Chá
gid://shopify/TaxonomyCategory/fb-1-15           : Comida, bebidas e tabaco > Bebidas > Bebidas de vinagre
gid://shopify/TaxonomyCategory/fb-1-16           : Comida, bebidas e tabaco > Bebidas > Água
gid://shopify/TaxonomyCategory/fb-1-16-1         : Comida, bebidas e tabaco > Bebidas > Água > Água com gás
gid://shopify/TaxonomyCategory/fb-1-16-2         : Comida, bebidas e tabaco > Bebidas > Água > Água destilada
gid://shopify/TaxonomyCategory/fb-1-16-3         : Comida, bebidas e tabaco > Bebidas > Água > Água mineral sem gás
gid://shopify/TaxonomyCategory/fb-1-16-4         : Comida, bebidas e tabaco > Bebidas > Água > Água de nascente
gid://shopify/TaxonomyCategory/fb-2              : Comida, bebidas e tabaco > Artigos alimentares
gid://shopify/TaxonomyCategory/fb-2-1            : Comida, bebidas e tabaco > Artigos alimentares > Panificação
gid://shopify/TaxonomyCategory/fb-2-1-1          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bagels
gid://shopify/TaxonomyCategory/fb-2-1-2          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Sortido de padaria
gid://shopify/TaxonomyCategory/fb-2-1-3          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Pães e pãezinhos
gid://shopify/TaxonomyCategory/fb-2-1-4          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bolos e barras de sobremesa
gid://shopify/TaxonomyCategory/fb-2-1-4-1        : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bolos e barras de sobremesa > Bolos
gid://shopify/TaxonomyCategory/fb-2-1-4-2        : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bolos e barras de sobremesa > Barras de sobremesa
gid://shopify/TaxonomyCategory/fb-2-1-5          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bolos de café
gid://shopify/TaxonomyCategory/fb-2-1-6          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Bolachas
gid://shopify/TaxonomyCategory/fb-2-1-7          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Cupcakes
gid://shopify/TaxonomyCategory/fb-2-1-8          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Donuts
gid://shopify/TaxonomyCategory/fb-2-1-9          : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Fudge
gid://shopify/TaxonomyCategory/fb-2-1-10         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Cones de gelado
gid://shopify/TaxonomyCategory/fb-2-1-11         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Queque
gid://shopify/TaxonomyCategory/fb-2-1-12         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Pastelaria e scones
gid://shopify/TaxonomyCategory/fb-2-1-13         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Tortas e tartes
gid://shopify/TaxonomyCategory/fb-2-1-14         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Taco Shells e tostadas
gid://shopify/TaxonomyCategory/fb-2-1-15         : Comida, bebidas e tabaco > Artigos alimentares > Panificação > Tortilhas e wraps
gid://shopify/TaxonomyCategory/fb-2-2            : Comida, bebidas e tabaco > Artigos alimentares > Fruta cristalizada e com cobertura de chocolate
gid://shopify/TaxonomyCategory/fb-2-2-1          : Comida, bebidas e tabaco > Artigos alimentares > Fruta cristalizada e com cobertura de chocolate > Fruta cristalizada
gid://shopify/TaxonomyCategory/fb-2-2-2          : Comida, bebidas e tabaco > Artigos alimentares > Fruta cristalizada e com cobertura de chocolate > Fruta com cobertura de chocolate
gid://shopify/TaxonomyCategory/fb-2-3            : Comida, bebidas e tabaco > Artigos alimentares > Doces e chocolates
gid://shopify/TaxonomyCategory/fb-2-3-1          : Comida, bebidas e tabaco > Artigos alimentares > Doces e chocolates > Doces
gid://shopify/TaxonomyCategory/fb-2-3-2          : Comida, bebidas e tabaco > Artigos alimentares > Doces e chocolates > Chocolate
gid://shopify/TaxonomyCategory/fb-2-4            : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos
gid://shopify/TaxonomyCategory/fb-2-4-1          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho de cocktail
gid://shopify/TaxonomyCategory/fb-2-4-2          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho de caril
gid://shopify/TaxonomyCategory/fb-2-4-3          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Cobertura de sobremesa
gid://shopify/TaxonomyCategory/fb-2-4-3-1        : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Cobertura de sobremesa > Cobertura de fruta
gid://shopify/TaxonomyCategory/fb-2-4-3-2        : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Cobertura de sobremesa > Xarope de gelado
gid://shopify/TaxonomyCategory/fb-2-4-4          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho para peixe
gid://shopify/TaxonomyCategory/fb-2-4-5          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molhos
gid://shopify/TaxonomyCategory/fb-2-4-6          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Mel
gid://shopify/TaxonomyCategory/fb-2-4-7          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho de rábano
gid://shopify/TaxonomyCategory/fb-2-4-8          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho picante
gid://shopify/TaxonomyCategory/fb-2-4-9          : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Ketchup
gid://shopify/TaxonomyCategory/fb-2-4-10         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Marinadas e molhos para grelhados
gid://shopify/TaxonomyCategory/fb-2-4-11         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Maionese
gid://shopify/TaxonomyCategory/fb-2-4-12         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Mostarda
gid://shopify/TaxonomyCategory/fb-2-4-13         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Azeitonas e alcaparras
