# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/fb-1-1-5-6-2      : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Brennevin og sprit > Shochu og Soju > Soju
gid://shopify/TaxonomyCategory/fb-1-1-5-7        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Brennevin og sprit > Tequila
gid://shopify/TaxonomyCategory/fb-1-1-5-8        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Brennevin og sprit > Vodka
gid://shopify/TaxonomyCategory/fb-1-1-5-9        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Brennevin og sprit > Whiskey
gid://shopify/TaxonomyCategory/fb-1-1-6          : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser
gid://shopify/TaxonomyCategory/fb-1-1-6-1        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Ølbaserte cocktailer
gid://shopify/TaxonomyCategory/fb-1-1-6-2        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Fruktmiksblandinger
gid://shopify/TaxonomyCategory/fb-1-1-6-3        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Hard seltzer
gid://shopify/TaxonomyCategory/fb-1-1-6-4        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Brennevinsbaserte cocktailer
gid://shopify/TaxonomyCategory/fb-1-1-6-5        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Kryddermiksblandinger
gid://shopify/TaxonomyCategory/fb-1-1-6-6        : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Ferdigblandede brennevins- og cocktailmikser > Vinbaserte cocktailer
gid://shopify/TaxonomyCategory/fb-1-1-7          : Mat, drikkevarer og tobakk > Drikkevarer > Alkoholholdige drikkevarer > Vin
gid://shopify/TaxonomyCategory/fb-1-2            : Mat, drikkevarer og tobakk > Drikkevarer > Kjernemelk
gid://shopify/TaxonomyCategory/fb-1-3            : Mat, drikkevarer og tobakk > Drikkevarer > Kaffe
gid://shopify/TaxonomyCategory/fb-1-3-1          : Mat, drikkevarer og tobakk > Drikkevarer > Kaffe > Kaffebønner og malt kaffe
gid://shopify/TaxonomyCategory/fb-1-3-2          : Mat, drikkevarer og tobakk > Drikkevarer > Kaffe > Kaffeputer og -kapsler
gid://shopify/TaxonomyCategory/fb-1-3-3          : Mat, drikkevarer og tobakk > Drikkevarer > Kaffe > Pulverkaffe
gid://shopify/TaxonomyCategory/fb-1-3-4          : Mat, drikkevarer og tobakk > Drikkevarer > Kaffe > Drikkeklar kaffe
gid://shopify/TaxonomyCategory/fb-1-4            : Mat, drikkevarer og tobakk > Drikkevarer > Cordials, sirup og squash
gid://shopify/TaxonomyCategory/fb-1-5            : Mat, drikkevarer og tobakk > Drikkevarer > Drikkevarer med fruktsmak
gid://shopify/TaxonomyCategory/fb-1-6            : Mat, drikkevarer og tobakk > Drikkevarer > Varm sjokolade
gid://shopify/TaxonomyCategory/fb-1-6-1          : Mat, drikkevarer og tobakk > Drikkevarer > Varm sjokolade > Kakaopulver
gid://shopify/TaxonomyCategory/fb-1-6-2          : Mat, drikkevarer og tobakk > Drikkevarer > Varm sjokolade > Varme sjokoladeblandinger
gid://shopify/TaxonomyCategory/fb-1-6-3          : Mat, drikkevarer og tobakk > Drikkevarer > Varm sjokolade > Maltet melk
gid://shopify/TaxonomyCategory/fb-1-6-4          : Mat, drikkevarer og tobakk > Drikkevarer > Varm sjokolade > Drikkeklar varm sjokolade
gid://shopify/TaxonomyCategory/fb-1-7            : Mat, drikkevarer og tobakk > Drikkevarer > Juicer, milkshaker og smoothier
gid://shopify/TaxonomyCategory/fb-1-8            : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer
gid://shopify/TaxonomyCategory/fb-1-8-1          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfri øl
gid://shopify/TaxonomyCategory/fb-1-8-2          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfri bitter
gid://shopify/TaxonomyCategory/fb-1-8-3          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfrie cocktailblandinger
gid://shopify/TaxonomyCategory/fb-1-8-4          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfri hard sider
gid://shopify/TaxonomyCategory/fb-1-8-5          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfri brennevin
gid://shopify/TaxonomyCategory/fb-1-8-6          : Mat, drikkevarer og tobakk > Drikkevarer > Lavalkohols- og alkoholfrie drikkevarer > Lavalkohols- og alkoholfri vin
gid://shopify/TaxonomyCategory/fb-1-9            : Mat, drikkevarer og tobakk > Drikkevarer > Melk
gid://shopify/TaxonomyCategory/fb-1-10           : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk
gid://shopify/TaxonomyCategory/fb-1-10-1         : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk > Kokosmelk og -drikker
gid://shopify/TaxonomyCategory/fb-1-10-2         : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk > Nøttedrikker
gid://shopify/TaxonomyCategory/fb-1-10-3         : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk > Havredrikker
gid://shopify/TaxonomyCategory/fb-1-10-4         : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk > Risdrikker
gid://shopify/TaxonomyCategory/fb-1-10-5         : Mat, drikkevarer og tobakk > Drikkevarer > Melkefri melk > Soyadrikker
gid://shopify/TaxonomyCategory/fb-1-11           : Mat, drikkevarer og tobakk > Drikkevarer > Drikkeblandinger i pulverform
gid://shopify/TaxonomyCategory/fb-1-12           : Mat, drikkevarer og tobakk > Drikkevarer > Brus
gid://shopify/TaxonomyCategory/fb-1-13           : Mat, drikkevarer og tobakk > Drikkevarer > Sports- og energidrikker
gid://shopify/TaxonomyCategory/fb-1-13-1         : Mat, drikkevarer og tobakk > Drikkevarer > Sports- og energidrikker > Energidrikker
gid://shopify/TaxonomyCategory/fb-1-13-2         : Mat, drikkevarer og tobakk > Drikkevarer > Sports- og energidrikker > Sportsdrikker
gid://shopify/TaxonomyCategory/fb-1-14           : Mat, drikkevarer og tobakk > Drikkevarer > Te og infusjoner
gid://shopify/TaxonomyCategory/fb-1-14-1         : Mat, drikkevarer og tobakk > Drikkevarer > Te og infusjoner > Infusjoner
gid://shopify/TaxonomyCategory/fb-1-14-3         : Mat, drikkevarer og tobakk > Drikkevarer > Te og infusjoner > Drikkeklare urtete og vanlig te
gid://shopify/TaxonomyCategory/fb-1-14-2         : Mat, drikkevarer og tobakk > Drikkevarer > Te og infusjoner > Te
gid://shopify/TaxonomyCategory/fb-1-15           : Mat, drikkevarer og tobakk > Drikkevarer > Eddikdrikker
gid://shopify/TaxonomyCategory/fb-1-16           : Mat, drikkevarer og tobakk > Drikkevarer > Vann
gid://shopify/TaxonomyCategory/fb-1-16-1         : Mat, drikkevarer og tobakk > Drikkevarer > Vann > Kullsyreholdig vann
gid://shopify/TaxonomyCategory/fb-1-16-2         : Mat, drikkevarer og tobakk > Drikkevarer > Vann > Destillert vann
gid://shopify/TaxonomyCategory/fb-1-16-3         : Mat, drikkevarer og tobakk > Drikkevarer > Vann > Mineralvann uten kullsyre
gid://shopify/TaxonomyCategory/fb-1-16-4         : Mat, drikkevarer og tobakk > Drikkevarer > Vann > Springvann
gid://shopify/TaxonomyCategory/fb-2              : Mat, drikkevarer og tobakk > Matvarer
gid://shopify/TaxonomyCategory/fb-2-1            : Mat, drikkevarer og tobakk > Matvarer > Bakeri
gid://shopify/TaxonomyCategory/fb-2-1-1          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Bagels
gid://shopify/TaxonomyCategory/fb-2-1-2          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Bakeriutvalg
gid://shopify/TaxonomyCategory/fb-2-1-3          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Brød og rundstykker
gid://shopify/TaxonomyCategory/fb-2-1-4          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Kaker og dessertbarer
gid://shopify/TaxonomyCategory/fb-2-1-4-1        : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Kaker og dessertbarer > Kaker
gid://shopify/TaxonomyCategory/fb-2-1-4-2        : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Kaker og dessertbarer > Dessertbarer
gid://shopify/TaxonomyCategory/fb-2-1-5          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Kaffekaker
gid://shopify/TaxonomyCategory/fb-2-1-6          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Småkaker
gid://shopify/TaxonomyCategory/fb-2-1-7          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Cupcakes
gid://shopify/TaxonomyCategory/fb-2-1-8          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Donuts
gid://shopify/TaxonomyCategory/fb-2-1-9          : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Fudge
gid://shopify/TaxonomyCategory/fb-2-1-10         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Iskremkuler
gid://shopify/TaxonomyCategory/fb-2-1-11         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Muffins
gid://shopify/TaxonomyCategory/fb-2-1-12         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Søte bakervarer og scones
gid://shopify/TaxonomyCategory/fb-2-1-13         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Paier og terter
gid://shopify/TaxonomyCategory/fb-2-1-14         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Tacoskjell og tostadas
gid://shopify/TaxonomyCategory/fb-2-1-15         : Mat, drikkevarer og tobakk > Matvarer > Bakeri > Tortillaer og wraps
gid://shopify/TaxonomyCategory/fb-2-2            : Mat, drikkevarer og tobakk > Matvarer > Kandisert og sjokoladedekket frukt
gid://shopify/TaxonomyCategory/fb-2-2-1          : Mat, drikkevarer og tobakk > Matvarer > Kandisert og sjokoladedekket frukt > Kandisert frukt
gid://shopify/TaxonomyCategory/fb-2-2-2          : Mat, drikkevarer og tobakk > Matvarer > Kandisert og sjokoladedekket frukt > Sjokoladedekket frukt
gid://shopify/TaxonomyCategory/fb-2-3            : Mat, drikkevarer og tobakk > Matvarer > Godteri og sjokolade
gid://shopify/TaxonomyCategory/fb-2-3-1          : Mat, drikkevarer og tobakk > Matvarer > Godteri og sjokolade > Godteri
gid://shopify/TaxonomyCategory/fb-2-3-2          : Mat, drikkevarer og tobakk > Matvarer > Godteri og sjokolade > Sjokolade
gid://shopify/TaxonomyCategory/fb-2-4            : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser
gid://shopify/TaxonomyCategory/fb-2-4-1          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Cocktailsaus
gid://shopify/TaxonomyCategory/fb-2-4-2          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Karrisaus
gid://shopify/TaxonomyCategory/fb-2-4-3          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Desserttoppinger
gid://shopify/TaxonomyCategory/fb-2-4-3-1        : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Desserttoppinger > Frukttoppinger
gid://shopify/TaxonomyCategory/fb-2-4-3-2        : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Desserttoppinger > Iskremsirup
gid://shopify/TaxonomyCategory/fb-2-4-4          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Fiskesaus
gid://shopify/TaxonomyCategory/fb-2-4-5          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Brun saus
gid://shopify/TaxonomyCategory/fb-2-4-6          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Honning
gid://shopify/TaxonomyCategory/fb-2-4-7          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Saus med pepperrot
gid://shopify/TaxonomyCategory/fb-2-4-8          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Sterk saus
gid://shopify/TaxonomyCategory/fb-2-4-9          : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Ketchup
gid://shopify/TaxonomyCategory/fb-2-4-10         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Marinader og grillsauser
gid://shopify/TaxonomyCategory/fb-2-4-11         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Majones
gid://shopify/TaxonomyCategory/fb-2-4-12         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Sennep
gid://shopify/TaxonomyCategory/fb-2-4-13         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Oliven og kapers
gid://shopify/TaxonomyCategory/fb-2-4-13-1       : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Oliven og kapers > Kapers
gid://shopify/TaxonomyCategory/fb-2-4-13-2       : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Oliven og kapers > Oliven
gid://shopify/TaxonomyCategory/fb-2-4-14         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Pastasaus
gid://shopify/TaxonomyCategory/fb-2-4-15         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Syltet frukt og grønnsaker
gid://shopify/TaxonomyCategory/fb-2-4-16         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Pizzasaus
gid://shopify/TaxonomyCategory/fb-2-4-17         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Relish og chutney
gid://shopify/TaxonomyCategory/fb-2-4-18         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Salatdressing
gid://shopify/TaxonomyCategory/fb-2-4-19         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Sataysaus
gid://shopify/TaxonomyCategory/fb-2-4-20         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Soyasaus
gid://shopify/TaxonomyCategory/fb-2-4-21         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Søte og sure sauser
gid://shopify/TaxonomyCategory/fb-2-4-22         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Sirup
gid://shopify/TaxonomyCategory/fb-2-4-23         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Tahini
gid://shopify/TaxonomyCategory/fb-2-4-24         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Tartarsaus
gid://shopify/TaxonomyCategory/fb-2-4-25         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Hvite og kremsauser
gid://shopify/TaxonomyCategory/fb-2-4-26         : Mat, drikkevarer og tobakk > Matvarer > Tilbehør og sauser > Worchestershiresaus
gid://shopify/TaxonomyCategory/fb-2-5            : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking
gid://shopify/TaxonomyCategory/fb-2-5-1          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bakenibs
gid://shopify/TaxonomyCategory/fb-2-5-2          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bakesjokolade
gid://shopify/TaxonomyCategory/fb-2-5-3          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bakesmaker og -ekstrakter
gid://shopify/TaxonomyCategory/fb-2-5-4          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bakemikser
gid://shopify/TaxonomyCategory/fb-2-5-5          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bakepulver
gid://shopify/TaxonomyCategory/fb-2-5-6          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Natron
gid://shopify/TaxonomyCategory/fb-2-5-7          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Røremikser
gid://shopify/TaxonomyCategory/fb-2-5-8          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Bønnepaste
gid://shopify/TaxonomyCategory/fb-2-5-9          : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Brødsmuler
gid://shopify/TaxonomyCategory/fb-2-5-10         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tørrmelk og melk på boks
gid://shopify/TaxonomyCategory/fb-2-5-10-1       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tørrmelk og melk på boks > Kondensert melk
gid://shopify/TaxonomyCategory/fb-2-5-10-2       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tørrmelk og melk på boks > Fordampet melk
gid://shopify/TaxonomyCategory/fb-2-5-10-3       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tørrmelk og melk på boks > Melkepulver
gid://shopify/TaxonomyCategory/fb-2-5-11         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sett for kakedekorasjon
gid://shopify/TaxonomyCategory/fb-2-5-12         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning
gid://shopify/TaxonomyCategory/fb-2-5-12-1       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Avokadoolje
gid://shopify/TaxonomyCategory/fb-2-5-12-2       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Kokosolje
gid://shopify/TaxonomyCategory/fb-2-5-12-3       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Maisolje
gid://shopify/TaxonomyCategory/fb-2-5-12-4       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Olivenolje
gid://shopify/TaxonomyCategory/fb-2-5-12-5       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Peanøttolje
gid://shopify/TaxonomyCategory/fb-2-5-12-6       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Rapsolje
gid://shopify/TaxonomyCategory/fb-2-5-12-7       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Sesamolje
gid://shopify/TaxonomyCategory/fb-2-5-12-8       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Soyaolje
gid://shopify/TaxonomyCategory/fb-2-5-12-9       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Solsikkeolje
gid://shopify/TaxonomyCategory/fb-2-5-12-10      : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Oljer til matlagning > Vegetabilsk olje
gid://shopify/TaxonomyCategory/fb-2-5-13         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Stivelse til matlagning
gid://shopify/TaxonomyCategory/fb-2-5-14         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Vin til matlagning
gid://shopify/TaxonomyCategory/fb-2-5-15         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Maissirup
gid://shopify/TaxonomyCategory/fb-2-5-16         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Deig
gid://shopify/TaxonomyCategory/fb-2-5-16-1       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Deig > Brød- og bakerdeig
gid://shopify/TaxonomyCategory/fb-2-5-16-2       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Deig > Cookie- og browniedeig
gid://shopify/TaxonomyCategory/fb-2-5-16-3       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Deig > Paiskorper
gid://shopify/TaxonomyCategory/fb-2-5-17         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Spiselige bakedekorasjoner
gid://shopify/TaxonomyCategory/fb-2-5-18         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Eggerstatninger
gid://shopify/TaxonomyCategory/fb-2-5-19         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > candyfloss-sukker
gid://shopify/TaxonomyCategory/fb-2-5-20         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Mel
gid://shopify/TaxonomyCategory/fb-2-5-21         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Konditorfarge
gid://shopify/TaxonomyCategory/fb-2-5-22         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Glasur
gid://shopify/TaxonomyCategory/fb-2-5-23         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sitron- og limejuice
gid://shopify/TaxonomyCategory/fb-2-5-24         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Marshmallows
gid://shopify/TaxonomyCategory/fb-2-5-25         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Måltid
gid://shopify/TaxonomyCategory/fb-2-5-26         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Melasse
gid://shopify/TaxonomyCategory/fb-2-5-27         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Pai- og bakerfyll
gid://shopify/TaxonomyCategory/fb-2-5-28         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Matfett og smult
gid://shopify/TaxonomyCategory/fb-2-5-29         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Startkulturer
gid://shopify/TaxonomyCategory/fb-2-5-30         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sukker og søtstoffer
gid://shopify/TaxonomyCategory/fb-2-5-30-1       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sukker og søtstoffer > Granulert sukker
gid://shopify/TaxonomyCategory/fb-2-5-30-2       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sukker og søtstoffer > Melis
gid://shopify/TaxonomyCategory/fb-2-5-30-3       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sukker og søtstoffer > Søtstoffer
gid://shopify/TaxonomyCategory/fb-2-5-30-4       : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Sukker og søtstoffer > Sirup og nektar
gid://shopify/TaxonomyCategory/fb-2-5-31         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tapiokakuler
gid://shopify/TaxonomyCategory/fb-2-5-32         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Tomatpuré
gid://shopify/TaxonomyCategory/fb-2-5-33         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Ikke smakssatt gelatin
gid://shopify/TaxonomyCategory/fb-2-5-34         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Eddik
gid://shopify/TaxonomyCategory/fb-2-5-35         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Vaffel- og pannekakemikser
gid://shopify/TaxonomyCategory/fb-2-5-36         : Mat, drikkevarer og tobakk > Matvarer > Ingredienser til matlagning og baking > Gjær
gid://shopify/TaxonomyCategory/fb-2-6            : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter
gid://shopify/TaxonomyCategory/fb-2-6-1          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Smør og margarin
gid://shopify/TaxonomyCategory/fb-2-6-1-1        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Smør og margarin > Margarin
gid://shopify/TaxonomyCategory/fb-2-6-1-2        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Smør og margarin > Saltet smør
gid://shopify/TaxonomyCategory/fb-2-6-1-3        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Smør og margarin > Usaltet smør
gid://shopify/TaxonomyCategory/fb-2-6-1-4        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Smør og margarin > Pisket smør
gid://shopify/TaxonomyCategory/fb-2-6-2          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Ost
gid://shopify/TaxonomyCategory/fb-2-6-3          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Kaffefløte
gid://shopify/TaxonomyCategory/fb-2-6-4          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Cottage cheese
gid://shopify/TaxonomyCategory/fb-2-6-5          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Krem
gid://shopify/TaxonomyCategory/fb-2-6-5-1        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Krem > Fersk fløte
gid://shopify/TaxonomyCategory/fb-2-6-5-2        : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Krem > Kremfløte
gid://shopify/TaxonomyCategory/fb-2-6-6          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Rømme
gid://shopify/TaxonomyCategory/fb-2-6-7          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Pisket krem
gid://shopify/TaxonomyCategory/fb-2-6-8          : Mat, drikkevarer og tobakk > Matvarer > Meieriprodukter > Yoghurt
gid://shopify/TaxonomyCategory/fb-2-7            : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg
gid://shopify/TaxonomyCategory/fb-2-7-1          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Eplesmør
gid://shopify/TaxonomyCategory/fb-2-7-2          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Ostedipper og pålegg
gid://shopify/TaxonomyCategory/fb-2-7-3          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Kremost
gid://shopify/TaxonomyCategory/fb-2-7-4          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Guacamole
gid://shopify/TaxonomyCategory/fb-2-7-5          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Hummus
gid://shopify/TaxonomyCategory/fb-2-7-6          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Syltetøy
gid://shopify/TaxonomyCategory/fb-2-7-7          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Nøttesmør
gid://shopify/TaxonomyCategory/fb-2-7-8          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Salsa
gid://shopify/TaxonomyCategory/fb-2-7-9          : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Tapenade
gid://shopify/TaxonomyCategory/fb-2-7-10         : Mat, drikkevarer og tobakk > Matvarer > Dipper og pålegg > Grønnsaksdip
