# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/ha-6-18           : Phần cứng > Phụ kiện phần cứng > Khuôn đúc bằng kim loại
gid://shopify/TaxonomyCategory/ha-6-19           : Phần cứng > Phụ kiện phần cứng > Chăn & phủ di động và chống ốn
gid://shopify/TaxonomyCategory/ha-6-19-1         : Phần cứng > Phụ kiện phần cứng > Chăn & phủ di động và chống ốn > Chăn & vỏ di động
gid://shopify/TaxonomyCategory/ha-6-19-2         : Phần cứng > Phụ kiện phần cứng > Chăn & phủ di động và chống ốn > Chăn & vỏ chống ồn
gid://shopify/TaxonomyCategory/ha-6-20           : Phần cứng > Phụ kiện phần cứng > Ống khí
gid://shopify/TaxonomyCategory/ha-6-20-1         : Phần cứng > Phụ kiện phần cứng > Ống khí > Ống khí nén
gid://shopify/TaxonomyCategory/ha-6-20-2         : Phần cứng > Phụ kiện phần cứng > Ống khí > Ống khí nén dầu
gid://shopify/TaxonomyCategory/ha-6-21           : Phần cứng > Phụ kiện phần cứng > Đệm đế
gid://shopify/TaxonomyCategory/ha-6-22           : Phần cứng > Phụ kiện phần cứng > Lò xo
gid://shopify/TaxonomyCategory/ha-6-22-1         : Phần cứng > Phụ kiện phần cứng > Lò xo > Lò xo nén
gid://shopify/TaxonomyCategory/ha-6-22-2         : Phần cứng > Phụ kiện phần cứng > Lò xo > Lò xo kéo
gid://shopify/TaxonomyCategory/ha-6-22-3         : Phần cứng > Phụ kiện phần cứng > Lò xo > Lò xo xoắn
gid://shopify/TaxonomyCategory/ha-6-23           : Phần cứng > Phụ kiện phần cứng > Vải dầu
gid://shopify/TaxonomyCategory/ha-6-24           : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-1         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Thiết bị cuộn ống nước làm vườn
gid://shopify/TaxonomyCategory/ha-6-24-1-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Thiết bị cuộn ống nước làm vườn > Móc treo ống
gid://shopify/TaxonomyCategory/ha-6-24-1-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Thiết bị cuộn ống nước làm vườn > Chậu vòi
gid://shopify/TaxonomyCategory/ha-6-24-1-3       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Thiết bị cuộn ống nước làm vườn > Cuộn ống
gid://shopify/TaxonomyCategory/ha-6-24-2         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Đai đeo dụng cụ và thiết bị
gid://shopify/TaxonomyCategory/ha-6-24-2-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Đai đeo dụng cụ và thiết bị > Đai đeo của thợ mộc
gid://shopify/TaxonomyCategory/ha-6-24-2-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Đai đeo dụng cụ và thiết bị > Đai đeo của thợ điện
gid://shopify/TaxonomyCategory/ha-6-24-2-3       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Đai đeo dụng cụ và thiết bị > Đai đeo của thợ đóng khung
gid://shopify/TaxonomyCategory/ha-6-24-3         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Túi dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-4         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-4-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp dụng cụ > Hộp dụng cụ cầm tay
gid://shopify/TaxonomyCategory/ha-6-24-4-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp dụng cụ > Hộp dụng cụ có bánh xe
gid://shopify/TaxonomyCategory/ha-6-24-4-3       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp dụng cụ > Hộp dụng cụ xe tải
gid://shopify/TaxonomyCategory/ha-6-24-5         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Tủ đựng đồ nghề nhiều ngăn
gid://shopify/TaxonomyCategory/ha-6-24-5-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Tủ đựng đồ nghề nhiều ngăn > Tủ đựng & rương có bánh xe
gid://shopify/TaxonomyCategory/ha-6-24-5-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Tủ đựng đồ nghề nhiều ngăn > Tủ đựng & rương cố định
gid://shopify/TaxonomyCategory/ha-6-24-6         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp đựng dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-6-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp đựng dụng cụ > Tấm lót ngăn kéo
gid://shopify/TaxonomyCategory/ha-6-24-6-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Hộp đựng dụng cụ > Tấm lót hộp dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-7         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Túi đựng dụng cụ
gid://shopify/TaxonomyCategory/ha-6-24-8         : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Bàn máy
gid://shopify/TaxonomyCategory/ha-6-24-8-1       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Bàn máy > Bàn máy di động
gid://shopify/TaxonomyCategory/ha-6-24-8-2       : Phần cứng > Phụ kiện phần cứng > Cất giữ và sắp xếp dụng cụ > Bàn máy > Bàn máy cố định
gid://shopify/TaxonomyCategory/ha-6-25           : Phần cứng > Phụ kiện phần cứng > Đòn bẩy & thanh chống tường
gid://shopify/TaxonomyCategory/ha-7              : Phần cứng > Bơm phần cứng
gid://shopify/TaxonomyCategory/ha-7-1            : Phần cứng > Bơm phần cứng > Bơm gia dụng
gid://shopify/TaxonomyCategory/ha-7-1-1          : Phần cứng > Bơm phần cứng > Bơm gia dụng > Bơm ngưng tụ
gid://shopify/TaxonomyCategory/ha-7-1-2          : Phần cứng > Bơm phần cứng > Bơm gia dụng > Bơm thoát nước
gid://shopify/TaxonomyCategory/ha-7-1-3          : Phần cứng > Bơm phần cứng > Bơm gia dụng > Bơm tuần hoàn
gid://shopify/TaxonomyCategory/ha-7-2            : Phần cứng > Bơm phần cứng > Bơm bể bơi, ao hồ
gid://shopify/TaxonomyCategory/ha-7-2-1          : Phần cứng > Bơm phần cứng > Bơm bể bơi, ao hồ > Bơm đài phun nước
gid://shopify/TaxonomyCategory/ha-7-2-2          : Phần cứng > Bơm phần cứng > Bơm bể bơi, ao hồ > Bơm ao
gid://shopify/TaxonomyCategory/ha-7-2-3          : Phần cứng > Bơm phần cứng > Bơm bể bơi, ao hồ > Bơm hồ bơi
gid://shopify/TaxonomyCategory/ha-7-3            : Phần cứng > Bơm phần cứng > Bơm tưới tiêu, bơm tăng áp & bơm hệ thống thủy lợi
gid://shopify/TaxonomyCategory/ha-7-3-1          : Phần cứng > Bơm phần cứng > Bơm tưới tiêu, bơm tăng áp & bơm hệ thống thủy lợi > Bơm tăng áp
gid://shopify/TaxonomyCategory/ha-7-3-2          : Phần cứng > Bơm phần cứng > Bơm tưới tiêu, bơm tăng áp & bơm hệ thống thủy lợi > Bơm ly tâm
gid://shopify/TaxonomyCategory/ha-7-3-5          : Phần cứng > Bơm phần cứng > Bơm tưới tiêu, bơm tăng áp & bơm hệ thống thủy lợi > Bơm tĩnh
gid://shopify/TaxonomyCategory/ha-7-4            : Phần cứng > Bơm phần cứng > Máy bơm nước thải
gid://shopify/TaxonomyCategory/ha-7-4-1          : Phần cứng > Bơm phần cứng > Máy bơm nước thải > Bơm chất thải
gid://shopify/TaxonomyCategory/ha-7-4-2          : Phần cứng > Bơm phần cứng > Máy bơm nước thải > Bơm nước thải
gid://shopify/TaxonomyCategory/ha-7-4-3          : Phần cứng > Bơm phần cứng > Máy bơm nước thải > Bơm hút nước
gid://shopify/TaxonomyCategory/ha-7-5            : Phần cứng > Bơm phần cứng > Bơm tiện ích
gid://shopify/TaxonomyCategory/ha-7-5-1          : Phần cứng > Bơm phần cứng > Bơm tiện ích > Bơm hút thùng phi
gid://shopify/TaxonomyCategory/ha-7-5-2          : Phần cứng > Bơm phần cứng > Bơm tiện ích > Máy bơm chìm
gid://shopify/TaxonomyCategory/ha-7-5-3          : Phần cứng > Bơm phần cứng > Bơm tiện ích > Bơm tiếp vận
gid://shopify/TaxonomyCategory/ha-7-6            : Phần cứng > Bơm phần cứng > Bơm giếng
gid://shopify/TaxonomyCategory/ha-8              : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ
gid://shopify/TaxonomyCategory/ha-8-1            : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Máy lọc không khí và làm khô bộ lọc
gid://shopify/TaxonomyCategory/ha-8-2            : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Ống thông hơi
gid://shopify/TaxonomyCategory/ha-8-3            : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Điều khiển HVAC
gid://shopify/TaxonomyCategory/ha-8-3-1          : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Điều khiển HVAC > Bảng điều khiển
gid://shopify/TaxonomyCategory/ha-8-3-2          : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Điều khiển HVAC > Dụng cụ điều ẩm
gid://shopify/TaxonomyCategory/ha-8-3-3          : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Điều khiển HVAC > Thiết bị điều nhiệt
gid://shopify/TaxonomyCategory/ha-8-4            : Phần cứng > Sưởi ấm, Thông hơi & Điều hòa nhiệt độ > Ống dẫn & Đường ống
gid://shopify/TaxonomyCategory/ha-9              : Phần cứng > Khóa & Chìa khóa
gid://shopify/TaxonomyCategory/ha-9-1            : Phần cứng > Khóa & Chìa khóa > Chìa khóa trống
gid://shopify/TaxonomyCategory/ha-9-2            : Phần cứng > Khóa & Chìa khóa > Nắp chụp chìa khóa
gid://shopify/TaxonomyCategory/ha-9-3            : Phần cứng > Khóa & Chìa khóa > Hệ thống ra vào dùng thẻ
gid://shopify/TaxonomyCategory/ha-9-3-3          : Phần cứng > Khóa & Chìa khóa > Hệ thống ra vào dùng thẻ > Thẻ không tiếp xúc
gid://shopify/TaxonomyCategory/ha-9-3-1          : Phần cứng > Khóa & Chìa khóa > Hệ thống ra vào dùng thẻ > Thẻ sọc từ tính
gid://shopify/TaxonomyCategory/ha-9-4            : Phần cứng > Khóa & Chìa khóa > Khóa và chốt
gid://shopify/TaxonomyCategory/ha-9-4-1          : Phần cứng > Khóa & Chìa khóa > Khóa và chốt > Bu lông thùng
gid://shopify/TaxonomyCategory/ha-9-4-2          : Phần cứng > Khóa & Chìa khóa > Khóa và chốt > Khóa cam
gid://shopify/TaxonomyCategory/ha-9-4-3          : Phần cứng > Khóa & Chìa khóa > Khóa và chốt > Chốt cố định
gid://shopify/TaxonomyCategory/ha-9-4-5          : Phần cứng > Khóa & Chìa khóa > Khóa và chốt > Then cửa
gid://shopify/TaxonomyCategory/ha-10             : Phần cứng > Đường ống
gid://shopify/TaxonomyCategory/ha-10-1           : Phần cứng > Đường ống > Ống - khớp nối
gid://shopify/TaxonomyCategory/ha-10-1-1         : Phần cứng > Đường ống > Ống - khớp nối > Đệm lót & vòng chữ O
gid://shopify/TaxonomyCategory/ha-10-1-2         : Phần cứng > Đường ống > Ống - khớp nối > Khung treo âm tường
gid://shopify/TaxonomyCategory/ha-10-1-2-1       : Phần cứng > Đường ống > Ống - khớp nối > Khung treo âm tường > Giá âm tường
gid://shopify/TaxonomyCategory/ha-10-1-2-2       : Phần cứng > Đường ống > Ống - khớp nối > Khung treo âm tường > Khung gắn
gid://shopify/TaxonomyCategory/ha-10-1-3         : Phần cứng > Đường ống > Ống - khớp nối > Vòi
gid://shopify/TaxonomyCategory/ha-10-1-4         : Phần cứng > Đường ống > Ống - khớp nối > Đầu nối và ống lót
gid://shopify/TaxonomyCategory/ha-10-1-4-1       : Phần cứng > Đường ống > Ống - khớp nối > Đầu nối và ống lót > Bộ điều hợp
gid://shopify/TaxonomyCategory/ha-10-1-4-2       : Phần cứng > Đường ống > Ống - khớp nối > Đầu nối và ống lót > Ống lót
gid://shopify/TaxonomyCategory/ha-10-1-5         : Phần cứng > Đường ống > Ống - khớp nối > Nút & nắp ống
gid://shopify/TaxonomyCategory/ha-10-1-5-1       : Phần cứng > Đường ống > Ống - khớp nối > Nút & nắp ống > Mũ
gid://shopify/TaxonomyCategory/ha-10-1-5-2       : Phần cứng > Đường ống > Ống - khớp nối > Nút & nắp ống > Nút
gid://shopify/TaxonomyCategory/ha-10-1-6         : Phần cứng > Đường ống > Ống - khớp nối > Khớp nối ống
gid://shopify/TaxonomyCategory/ha-10-1-6-1       : Phần cứng > Đường ống > Ống - khớp nối > Khớp nối ống > Cấu ghép
gid://shopify/TaxonomyCategory/ha-10-1-6-2       : Phần cứng > Đường ống > Ống - khớp nối > Khớp nối ống > Mối ghép
gid://shopify/TaxonomyCategory/ha-10-1-7         : Phần cứng > Đường ống > Ống - khớp nối > Bích nối ống
gid://shopify/TaxonomyCategory/ha-10-1-8         : Phần cứng > Đường ống > Ống - khớp nối > Vòng kẹp ống nước
gid://shopify/TaxonomyCategory/ha-10-1-9         : Phần cứng > Đường ống > Ống - khớp nối > Bộ điều chỉnh ống nước
gid://shopify/TaxonomyCategory/ha-10-1-9-1       : Phần cứng > Đường ống > Ống - khớp nối > Bộ điều chỉnh ống nước > Bộ điều chỉnh áp suất
gid://shopify/TaxonomyCategory/ha-10-1-9-2       : Phần cứng > Đường ống > Ống - khớp nối > Bộ điều chỉnh ống nước > Bộ điều chỉnh nhiệt độ
gid://shopify/TaxonomyCategory/ha-10-1-10        : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước
gid://shopify/TaxonomyCategory/ha-10-1-10-1      : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước > Van bi
gid://shopify/TaxonomyCategory/ha-10-1-10-2      : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước > Van một chiều
gid://shopify/TaxonomyCategory/ha-10-1-10-3      : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước > Van cổng
gid://shopify/TaxonomyCategory/ha-10-1-10-4      : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước > Van cầu
gid://shopify/TaxonomyCategory/ha-10-1-10-5      : Phần cứng > Đường ống > Ống - khớp nối > Van ống nước > Van giảm áp
gid://shopify/TaxonomyCategory/ha-10-2           : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống
gid://shopify/TaxonomyCategory/ha-10-2-1         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm
gid://shopify/TaxonomyCategory/ha-10-2-1-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm > Chân bồn tắm
gid://shopify/TaxonomyCategory/ha-10-2-1-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm > Bửng bồn tắm
gid://shopify/TaxonomyCategory/ha-10-2-1-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm > Ống tháo nước bồn tắm
gid://shopify/TaxonomyCategory/ha-10-2-1-3-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm > Ống tháo nước bồn tắm > Ống tháo chuyển hướng
gid://shopify/TaxonomyCategory/ha-10-2-1-3-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn tắm > Ống tháo nước bồn tắm > Ống tháo không chuyển hướng
gid://shopify/TaxonomyCategory/ha-10-2-2         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước
gid://shopify/TaxonomyCategory/ha-10-2-2-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Nắp cống & lưới chắn rắc
gid://shopify/TaxonomyCategory/ha-10-2-2-1-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Nắp cống & lưới chắn rắc > Nắp cống chắn rác
gid://shopify/TaxonomyCategory/ha-10-2-2-1-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Nắp cống & lưới chắn rắc > Lưới chắn rác
gid://shopify/TaxonomyCategory/ha-10-2-2-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Nắp cống
gid://shopify/TaxonomyCategory/ha-10-2-2-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Máng lót ống thoát nước
gid://shopify/TaxonomyCategory/ha-10-2-2-4       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Bột thông tắc bồn rửa bát
gid://shopify/TaxonomyCategory/ha-10-2-2-5       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Que thông tắc đường ống
gid://shopify/TaxonomyCategory/ha-10-2-2-6       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Xi phông
gid://shopify/TaxonomyCategory/ha-10-2-2-7       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Các bộ phận của cống thoát nước > Cụm ống thoát nước thải
gid://shopify/TaxonomyCategory/ha-10-2-3         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Cống thoát nước
gid://shopify/TaxonomyCategory/ha-10-2-3-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Cống thoát nước > Cống thoát sàn
gid://shopify/TaxonomyCategory/ha-10-2-3-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Cống thoát nước > Cống thoát nước vòi sen
gid://shopify/TaxonomyCategory/ha-10-2-3-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Cống thoát nước > Cống thoát nước bồn rửa
gid://shopify/TaxonomyCategory/ha-10-2-4         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước
gid://shopify/TaxonomyCategory/ha-10-2-4-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước > Đầu lọc vòi nước
gid://shopify/TaxonomyCategory/ha-10-2-4-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước > Cần chỉnh vòi nước
gid://shopify/TaxonomyCategory/ha-10-2-4-2-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước > Cần chỉnh vòi nước > Cần chữ thập
gid://shopify/TaxonomyCategory/ha-10-2-4-2-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước > Cần chỉnh vòi nước > Núm điều chỉnh
gid://shopify/TaxonomyCategory/ha-10-2-4-2-3     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi nước > Cần chỉnh vòi nước > Cần gạt
gid://shopify/TaxonomyCategory/ha-10-2-5         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Tấm gia cố
gid://shopify/TaxonomyCategory/ha-10-2-5-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Tấm gia cố > Tấm chắn
gid://shopify/TaxonomyCategory/ha-10-2-5-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Tấm gia cố > Tấm Escutcheon
gid://shopify/TaxonomyCategory/ha-10-2-5-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Tấm gia cố > Tấm bích
gid://shopify/TaxonomyCategory/ha-10-2-6         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen
gid://shopify/TaxonomyCategory/ha-10-2-6-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Thiết bị điều tiết nước bồn tắm và vòi sen
gid://shopify/TaxonomyCategory/ha-10-2-6-1-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Thiết bị điều tiết nước bồn tắm và vòi sen > Thiết bị điều tiết nước xối thân người
gid://shopify/TaxonomyCategory/ha-10-2-6-1-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Thiết bị điều tiết nước bồn tắm và vòi sen > Thiết bị điều tiết xoáy nước
gid://shopify/TaxonomyCategory/ha-10-2-6-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Vòi hoa sen điện
gid://shopify/TaxonomyCategory/ha-10-2-6-2-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Vòi hoa sen điện > Vòi sen trộn
gid://shopify/TaxonomyCategory/ha-10-2-6-2-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Vòi hoa sen điện > Vòi sen tăng áp
gid://shopify/TaxonomyCategory/ha-10-2-6-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tay sen và đầu nối
gid://shopify/TaxonomyCategory/ha-10-2-6-3-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tay sen và đầu nối > Tay sen
gid://shopify/TaxonomyCategory/ha-10-2-6-3-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tay sen và đầu nối > Đầu nối vòi sen
gid://shopify/TaxonomyCategory/ha-10-2-6-4       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Bệ tắm
gid://shopify/TaxonomyCategory/ha-10-2-6-5       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Vòi sen cây
gid://shopify/TaxonomyCategory/ha-10-2-6-6       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Cửa & Vách phòng tắm
gid://shopify/TaxonomyCategory/ha-10-2-6-6-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Cửa & Vách phòng tắm > Cửa có bản lề
gid://shopify/TaxonomyCategory/ha-10-2-6-6-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Cửa & Vách phòng tắm > Cửa xoay
gid://shopify/TaxonomyCategory/ha-10-2-6-6-3     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Cửa & Vách phòng tắm > Cửa trượt ngang
gid://shopify/TaxonomyCategory/ha-10-2-6-7       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Bát sen
gid://shopify/TaxonomyCategory/ha-10-2-6-7-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Bát sen > Bát sen cố định
gid://shopify/TaxonomyCategory/ha-10-2-6-7-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Bát sen > Bát sen cầm tay
gid://shopify/TaxonomyCategory/ha-10-2-6-8       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tường phòng tắm
gid://shopify/TaxonomyCategory/ha-10-2-6-8-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tường phòng tắm > Vách phòng tắm vòi sen
gid://shopify/TaxonomyCategory/ha-10-2-6-8-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Tường phòng tắm > Tường phòng tắm vòi sen
gid://shopify/TaxonomyCategory/ha-10-2-6-9       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện vòi hoa sen > Bộ lọc nước cho vòi hoa sen
gid://shopify/TaxonomyCategory/ha-10-2-7         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn rửa
gid://shopify/TaxonomyCategory/ha-10-2-7-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn rửa > Chân đỡ chậu rửa
gid://shopify/TaxonomyCategory/ha-10-2-8         : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ
gid://shopify/TaxonomyCategory/ha-10-2-8-1       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Phao & Van xả nước
gid://shopify/TaxonomyCategory/ha-10-2-8-1-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Phao & Van xả nước > Phao
gid://shopify/TaxonomyCategory/ha-10-2-8-1-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Phao & Van xả nước > Van xả nước
gid://shopify/TaxonomyCategory/ha-10-2-8-2       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Vòi phun và vòi nước cho chậu rửa
gid://shopify/TaxonomyCategory/ha-10-2-8-2-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Vòi phun và vòi nước cho chậu rửa > Vòi nước cho chậu rửa
gid://shopify/TaxonomyCategory/ha-10-2-8-2-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Vòi phun và vòi nước cho chậu rửa > Vòi phun cho chậu rửa
gid://shopify/TaxonomyCategory/ha-10-2-8-3       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Bồn cầu & Bồn rửa
gid://shopify/TaxonomyCategory/ha-10-2-8-4       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Tấm bọc nắp toilet
