# Shopify Product Taxonomy - Categories: 2025-01-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Zwierzęta i artykuły dla zwierząt
gid://shopify/TaxonomyCategory/ha-15-24-3        : Sprzęt > Narzędzia > Wkrętarki udarowe > Wkrętarki
gid://shopify/TaxonomyCategory/ha-15-25          : Sprzęt > Narzędzia > Wibratory przemysłowe
gid://shopify/TaxonomyCategory/ha-15-26          : Sprzęt > Narzędzia > Lusterka inspekcyjne
gid://shopify/TaxonomyCategory/ha-15-27          : Sprzęt > Narzędzia > Drabiny i rusztowania
gid://shopify/TaxonomyCategory/ha-15-27-1        : Sprzęt > Narzędzia > Drabiny i rusztowania > Drabinowe schody jezdne
gid://shopify/TaxonomyCategory/ha-15-27-2        : Sprzęt > Narzędzia > Drabiny i rusztowania > Drabiny
gid://shopify/TaxonomyCategory/ha-15-27-2-1      : Sprzęt > Narzędzia > Drabiny i rusztowania > Drabiny > Drabiny rozkładane
gid://shopify/TaxonomyCategory/ha-15-27-2-2      : Sprzęt > Narzędzia > Drabiny i rusztowania > Drabiny > Drabiny wielofunkcyjne
gid://shopify/TaxonomyCategory/ha-15-27-2-3      : Sprzęt > Narzędzia > Drabiny i rusztowania > Drabiny > Drabiny schodkowe
gid://shopify/TaxonomyCategory/ha-15-27-3        : Sprzęt > Narzędzia > Drabiny i rusztowania > Rusztowania
gid://shopify/TaxonomyCategory/ha-15-27-3-3      : Sprzęt > Narzędzia > Drabiny i rusztowania > Rusztowania > Rusztowania podpierane
gid://shopify/TaxonomyCategory/ha-15-27-3-4      : Sprzęt > Narzędzia > Drabiny i rusztowania > Rusztowania > Rusztowania zawieszane
gid://shopify/TaxonomyCategory/ha-15-27-4        : Sprzęt > Narzędzia > Drabiny i rusztowania > Podesty
gid://shopify/TaxonomyCategory/ha-15-27-5        : Sprzęt > Narzędzia > Drabiny i rusztowania > Platformy robocze
gid://shopify/TaxonomyCategory/ha-15-28          : Sprzęt > Narzędzia > Tokarki
gid://shopify/TaxonomyCategory/ha-15-29          : Sprzęt > Narzędzia > Zmieniacze żarówek
gid://shopify/TaxonomyCategory/ha-15-29-1        : Sprzęt > Narzędzia > Zmieniacze żarówek > Zmieniacze żarówek z tyczką
gid://shopify/TaxonomyCategory/ha-15-29-2        : Sprzęt > Narzędzia > Zmieniacze żarówek > Zmieniacze z przyssawką
gid://shopify/TaxonomyCategory/ha-15-30          : Sprzęt > Narzędzia > Zapalniczki i zapałki
gid://shopify/TaxonomyCategory/ha-15-30-1        : Sprzęt > Narzędzia > Zapalniczki i zapałki > Zapalniczki gazowe
gid://shopify/TaxonomyCategory/ha-15-30-3        : Sprzęt > Narzędzia > Zapalniczki i zapałki > Zapalniczki metalowe
gid://shopify/TaxonomyCategory/ha-15-30-2        : Sprzęt > Narzędzia > Zapalniczki i zapałki > Zapałki
gid://shopify/TaxonomyCategory/ha-15-31          : Sprzęt > Narzędzia > Rozdrabniacze do drewna
gid://shopify/TaxonomyCategory/ha-15-31-1        : Sprzęt > Narzędzia > Rozdrabniacze do drewna > Ręczne rozdrabniacze do drewna
gid://shopify/TaxonomyCategory/ha-15-31-2        : Sprzęt > Narzędzia > Rozdrabniacze do drewna > Zasilane rozdrabniacze do drewna
gid://shopify/TaxonomyCategory/ha-15-32          : Sprzęt > Narzędzia > Magnesy podnoszące
gid://shopify/TaxonomyCategory/ha-15-32-1        : Sprzęt > Narzędzia > Magnesy podnoszące > Ręczne magnesy podnoszące
gid://shopify/TaxonomyCategory/ha-15-32-2        : Sprzęt > Narzędzia > Magnesy podnoszące > Magnesy podnoszące na kółkach
gid://shopify/TaxonomyCategory/ha-15-33          : Sprzęt > Narzędzia > Narzędzia znakujące
gid://shopify/TaxonomyCategory/ha-15-34          : Sprzęt > Narzędzia > Narzędzia murarskie
gid://shopify/TaxonomyCategory/ha-15-34-1        : Sprzęt > Narzędzia > Narzędzia murarskie > Narzędzia do układania cegieł
gid://shopify/TaxonomyCategory/ha-15-34-2        : Sprzęt > Narzędzia > Narzędzia murarskie > Mieszacze do cementu
gid://shopify/TaxonomyCategory/ha-15-34-2-1      : Sprzęt > Narzędzia > Narzędzia murarskie > Mieszacze do cementu > Ręczne mieszacze do cementu
gid://shopify/TaxonomyCategory/ha-15-34-2-2      : Sprzęt > Narzędzia > Narzędzia murarskie > Mieszacze do cementu > Betoniarki
gid://shopify/TaxonomyCategory/ha-15-34-3        : Sprzęt > Narzędzia > Narzędzia murarskie > Linie pomocnicze
gid://shopify/TaxonomyCategory/ha-15-34-4        : Sprzęt > Narzędzia > Narzędzia murarskie > Pilniki grubozębne
gid://shopify/TaxonomyCategory/ha-15-34-4-1      : Sprzęt > Narzędzia > Narzędzia murarskie > Pilniki grubozębne > Rajberki
gid://shopify/TaxonomyCategory/ha-15-34-4-2      : Sprzęt > Narzędzia > Narzędzia murarskie > Pilniki grubozębne > Pace do wygładzania betonu
gid://shopify/TaxonomyCategory/ha-15-34-4-3      : Sprzęt > Narzędzia > Narzędzia murarskie > Pilniki grubozębne > Listwy ręczne do betonu
gid://shopify/TaxonomyCategory/ha-15-34-5        : Sprzęt > Narzędzia > Narzędzia murarskie > Gąbki do fugowania
gid://shopify/TaxonomyCategory/ha-15-34-6        : Sprzęt > Narzędzia > Narzędzia murarskie > Obrzynarki
gid://shopify/TaxonomyCategory/ha-15-34-6-1      : Sprzęt > Narzędzia > Narzędzia murarskie > Obrzynarki > Pace krawędziowe
gid://shopify/TaxonomyCategory/ha-15-34-6-2      : Sprzęt > Narzędzia > Narzędzia murarskie > Obrzynarki > Pace do dylatacji
gid://shopify/TaxonomyCategory/ha-15-34-7        : Sprzęt > Narzędzia > Narzędzia murarskie > Strugi
gid://shopify/TaxonomyCategory/ha-15-34-7-1      : Sprzęt > Narzędzia > Narzędzia murarskie > Strugi > Szpachelki do spoinowania bloczków
gid://shopify/TaxonomyCategory/ha-15-34-7-2      : Sprzęt > Narzędzia > Narzędzia murarskie > Strugi > Szpachelki do spoinowania cegieł
gid://shopify/TaxonomyCategory/ha-15-34-8        : Sprzęt > Narzędzia > Narzędzia murarskie > Kielnie murarskie
gid://shopify/TaxonomyCategory/ha-15-34-8-1      : Sprzęt > Narzędzia > Narzędzia murarskie > Kielnie murarskie > Kielnie do cegły
gid://shopify/TaxonomyCategory/ha-15-34-8-2      : Sprzęt > Narzędzia > Narzędzia murarskie > Kielnie murarskie > Kielnie sztukatorskie
gid://shopify/TaxonomyCategory/ha-15-34-8-3      : Sprzęt > Narzędzia > Narzędzia murarskie > Kielnie murarskie > Kielnie kątowe
gid://shopify/TaxonomyCategory/ha-15-34-9        : Sprzęt > Narzędzia > Narzędzia murarskie > Zacieraczka do betonu
gid://shopify/TaxonomyCategory/ha-15-35          : Sprzęt > Narzędzia > Motyki i kilofy
gid://shopify/TaxonomyCategory/ha-15-35-1        : Sprzęt > Narzędzia > Motyki i kilofy > Oskardy
gid://shopify/TaxonomyCategory/ha-15-35-2        : Sprzęt > Narzędzia > Motyki i kilofy > Kilofy
gid://shopify/TaxonomyCategory/ha-15-36          : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki
gid://shopify/TaxonomyCategory/ha-15-36-1        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki jakości powietrza
gid://shopify/TaxonomyCategory/ha-15-36-1-1      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki jakości powietrza > Mierniki CO2
gid://shopify/TaxonomyCategory/ha-15-36-1-2      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki jakości powietrza > Mierniki cząstek stałych
gid://shopify/TaxonomyCategory/ha-15-36-1-3      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki jakości powietrza > Mierniki lotnych związków organicznych (LZO).
gid://shopify/TaxonomyCategory/ha-15-36-2        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wysokościomierze
gid://shopify/TaxonomyCategory/ha-15-36-3        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Anemometry
gid://shopify/TaxonomyCategory/ha-15-36-3-1      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Anemometry > Anemometry kubkowe
gid://shopify/TaxonomyCategory/ha-15-36-3-2      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Anemometry > Anemometry z sondą Hot-Wire
gid://shopify/TaxonomyCategory/ha-15-36-3-3      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Anemometry > Anemometry z wiatrowskazem
gid://shopify/TaxonomyCategory/ha-15-36-4        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Barometry
gid://shopify/TaxonomyCategory/ha-15-36-4-1      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Barometry > Barometry aneroidowe
gid://shopify/TaxonomyCategory/ha-15-36-4-2      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Barometry > Barometry cyfrowe
gid://shopify/TaxonomyCategory/ha-15-36-4-3      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Barometry > Barometry rtęciowe
gid://shopify/TaxonomyCategory/ha-15-36-5        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Suwmiarka
gid://shopify/TaxonomyCategory/ha-15-36-5-1      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Suwmiarka > Suwmiarki zegarowe
gid://shopify/TaxonomyCategory/ha-15-36-5-2      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Suwmiarka > Suwmiarki cyfrowe
gid://shopify/TaxonomyCategory/ha-15-36-5-3      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Suwmiarka > Suwmiarki z noniuszem
gid://shopify/TaxonomyCategory/ha-15-36-6        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Średnicomierze do drewna
gid://shopify/TaxonomyCategory/ha-15-36-7        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Odległościomierze
gid://shopify/TaxonomyCategory/ha-15-36-8        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Rozdzielacze
gid://shopify/TaxonomyCategory/ha-15-36-9        : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Elektroniczne narzędzia pomiarowe
gid://shopify/TaxonomyCategory/ha-15-36-9-1      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Elektroniczne narzędzia pomiarowe > Testery obwodów
gid://shopify/TaxonomyCategory/ha-15-36-9-2      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Elektroniczne narzędzia pomiarowe > Multimetry
gid://shopify/TaxonomyCategory/ha-15-36-9-3      : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Elektroniczne narzędzia pomiarowe > Testery napięcia
gid://shopify/TaxonomyCategory/ha-15-36-10       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki i sterowniki przepływu
gid://shopify/TaxonomyCategory/ha-15-36-10-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki i sterowniki przepływu > Przepływomierze gazu
gid://shopify/TaxonomyCategory/ha-15-36-10-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki i sterowniki przepływu > Przepływomierze cieczy
gid://shopify/TaxonomyCategory/ha-15-36-11       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wykrywacze gazu
gid://shopify/TaxonomyCategory/ha-15-36-11-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wykrywacze gazu > Czujniki gazów palnych
gid://shopify/TaxonomyCategory/ha-15-36-11-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wykrywacze gazu > Czujniki radonu
gid://shopify/TaxonomyCategory/ha-15-36-12       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przyrządy pomiarowe
gid://shopify/TaxonomyCategory/ha-15-36-12-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przyrządy pomiarowe > Głębokościomierze
gid://shopify/TaxonomyCategory/ha-15-36-12-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przyrządy pomiarowe > Manometry
gid://shopify/TaxonomyCategory/ha-15-36-12-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przyrządy pomiarowe > Mierniki temperatur
gid://shopify/TaxonomyCategory/ha-15-36-13       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Liczniki Geigera
gid://shopify/TaxonomyCategory/ha-15-36-13-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Liczniki Geigera > Stacjonarne liczniki Geigera
gid://shopify/TaxonomyCategory/ha-15-36-13-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Liczniki Geigera > Ręczne liczniki Geigera
gid://shopify/TaxonomyCategory/ha-15-36-14       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Higrometry
gid://shopify/TaxonomyCategory/ha-15-36-15       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Termometr na podczerwień
gid://shopify/TaxonomyCategory/ha-15-36-16       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Prowadnice do noży
gid://shopify/TaxonomyCategory/ha-15-36-16-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Prowadnice do noży > Prowadnice kątowe
gid://shopify/TaxonomyCategory/ha-15-36-16-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Prowadnice do noży > Prowadnice wysokościowe
gid://shopify/TaxonomyCategory/ha-15-36-17       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice
gid://shopify/TaxonomyCategory/ha-15-36-17-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice klasyczne
gid://shopify/TaxonomyCategory/ha-15-36-17-1-1   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice klasyczne > Poziomica skrzynkowa
gid://shopify/TaxonomyCategory/ha-15-36-17-1-2   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice klasyczne > Poziomice I-Beam
gid://shopify/TaxonomyCategory/ha-15-36-17-1-3   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice klasyczne > Poziomice torpedo
gid://shopify/TaxonomyCategory/ha-15-36-17-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice laserowe
gid://shopify/TaxonomyCategory/ha-15-36-17-2-1   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice laserowe > Poziomice laserowe z kropką
gid://shopify/TaxonomyCategory/ha-15-36-17-2-2   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice laserowe > Poziomice laserowe liniowe i kombi
gid://shopify/TaxonomyCategory/ha-15-36-17-2-3   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Poziomice laserowe > Poziomice laserowe obrotowe
gid://shopify/TaxonomyCategory/ha-15-36-17-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Niwelatory optyczne
gid://shopify/TaxonomyCategory/ha-15-36-17-3-1   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Niwelatory optyczne > Ręczne niwelatory optyczne
gid://shopify/TaxonomyCategory/ha-15-36-17-3-2   : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Poziomice > Niwelatory optyczne > Niwelatory optyczne na statywie
gid://shopify/TaxonomyCategory/ha-15-36-18       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wagi
gid://shopify/TaxonomyCategory/ha-15-36-18-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wagi > Wagi elektroniczne
gid://shopify/TaxonomyCategory/ha-15-36-18-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wagi > Wagi mechaniczne
gid://shopify/TaxonomyCategory/ha-15-36-19       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kółka miernicze
gid://shopify/TaxonomyCategory/ha-15-36-39       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mikrometry
gid://shopify/TaxonomyCategory/ha-15-36-20       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wilgotnościomierze
gid://shopify/TaxonomyCategory/ha-15-36-20-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wilgotnościomierze > Mierniki pinowe
gid://shopify/TaxonomyCategory/ha-15-36-20-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wilgotnościomierze > Mierniki bezpinowe
gid://shopify/TaxonomyCategory/ha-15-36-21       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki pH
gid://shopify/TaxonomyCategory/ha-15-36-21-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki pH > Cyfrowe mierniki PH
gid://shopify/TaxonomyCategory/ha-15-36-21-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki pH > Paski testowe
gid://shopify/TaxonomyCategory/ha-15-36-22       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sondy i lokalizatory
gid://shopify/TaxonomyCategory/ha-15-36-22-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sondy i lokalizatory > Lokalizatory obwodów
gid://shopify/TaxonomyCategory/ha-15-36-22-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sondy i lokalizatory > Lokalizatory profili
gid://shopify/TaxonomyCategory/ha-15-36-22-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sondy i lokalizatory > Sondy napięciowe
gid://shopify/TaxonomyCategory/ha-15-36-23       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kątomierze
gid://shopify/TaxonomyCategory/ha-15-36-24       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wykrywacze prętów zbrojeniowych
gid://shopify/TaxonomyCategory/ha-15-36-25       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Linijki
gid://shopify/TaxonomyCategory/ha-15-36-26       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sejsmometry
gid://shopify/TaxonomyCategory/ha-15-36-26-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sejsmometry > Sejsmometry szerokopasmowe
gid://shopify/TaxonomyCategory/ha-15-36-26-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sejsmometry > Sejsmometry długookresowe
gid://shopify/TaxonomyCategory/ha-15-36-26-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sejsmometry > Sejsmometry krótkookresowe
gid://shopify/TaxonomyCategory/ha-15-36-27       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sonometry
gid://shopify/TaxonomyCategory/ha-15-36-28       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kątowniki
gid://shopify/TaxonomyCategory/ha-15-36-28-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kątowniki > Kątowniki ciesielskie
gid://shopify/TaxonomyCategory/ha-15-36-28-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kątowniki > Przymiary dekarskie
gid://shopify/TaxonomyCategory/ha-15-36-28-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kątowniki > Przykładnice
gid://shopify/TaxonomyCategory/ha-15-36-29       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Linijki bez podziałki
gid://shopify/TaxonomyCategory/ha-15-36-30       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wykrywacze profili
gid://shopify/TaxonomyCategory/ha-15-36-31       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Taśmy miernicze
gid://shopify/TaxonomyCategory/ha-15-36-32       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Teodolity
gid://shopify/TaxonomyCategory/ha-15-36-33       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Kamery termowizyjne
gid://shopify/TaxonomyCategory/ha-15-36-34       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Termopary
gid://shopify/TaxonomyCategory/ha-15-36-34-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Termopary > Termozłącza
gid://shopify/TaxonomyCategory/ha-15-36-34-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Termopary > Stosy termoelektryczne
gid://shopify/TaxonomyCategory/ha-15-36-35       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przetworniki
gid://shopify/TaxonomyCategory/ha-15-36-35-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przetworniki > Przetworniki siły
gid://shopify/TaxonomyCategory/ha-15-36-35-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przetworniki > Przetworniki ciśnienia
gid://shopify/TaxonomyCategory/ha-15-36-35-3     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Przetworniki > Przetworniki temperatury
gid://shopify/TaxonomyCategory/ha-15-36-36       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Mierniki UV
gid://shopify/TaxonomyCategory/ha-15-36-37       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wibrometry
gid://shopify/TaxonomyCategory/ha-15-36-37-1     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wibrometry > Wibrometry stałe
gid://shopify/TaxonomyCategory/ha-15-36-37-2     : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Wibrometry > Wibrometry ręczne
gid://shopify/TaxonomyCategory/ha-15-36-38       : Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Stacje pogodowe
gid://shopify/TaxonomyCategory/ha-15-37          : Sprzęt > Narzędzia > Frezarki
gid://shopify/TaxonomyCategory/ha-15-37-1        : Sprzęt > Narzędzia > Frezarki > Frezarki poziome
gid://shopify/TaxonomyCategory/ha-15-37-2        : Sprzęt > Narzędzia > Frezarki > Frezarki pionowe
gid://shopify/TaxonomyCategory/ha-15-38          : Sprzęt > Narzędzia > Elektronarzędzia wielofunkcyjne
gid://shopify/TaxonomyCategory/ha-15-39          : Sprzęt > Narzędzia > Wyciągacze gwoździ
gid://shopify/TaxonomyCategory/ha-15-39-1        : Sprzęt > Narzędzia > Wyciągacze gwoździ > Ściągacze łożysk
gid://shopify/TaxonomyCategory/ha-15-39-2        : Sprzęt > Narzędzia > Wyciągacze gwoździ > Ściągacze ślizgowe młotkowe
gid://shopify/TaxonomyCategory/ha-15-40          : Sprzęt > Narzędzia > Gwoździarki i zszywacze
gid://shopify/TaxonomyCategory/ha-15-40-1        : Sprzęt > Narzędzia > Gwoździarki i zszywacze > Gwoździarki wykończeniowe
gid://shopify/TaxonomyCategory/ha-15-40-2        : Sprzęt > Narzędzia > Gwoździarki i zszywacze > Gwoździarki ramowe
gid://shopify/TaxonomyCategory/ha-15-40-4        : Sprzęt > Narzędzia > Gwoździarki i zszywacze > Zszywacze do dużych obciążeń
gid://shopify/TaxonomyCategory/ha-15-40-3        : Sprzęt > Narzędzia > Gwoździarki i zszywacze > Zszywacze ręczne
gid://shopify/TaxonomyCategory/ha-15-41          : Sprzęt > Narzędzia > Korki spustowe oleju
gid://shopify/TaxonomyCategory/ha-15-42          : Sprzęt > Narzędzia > Narzędzia malarskie
gid://shopify/TaxonomyCategory/ha-15-42-1        : Sprzęt > Narzędzia > Narzędzia malarskie > Aerografy
gid://shopify/TaxonomyCategory/ha-15-42-2        : Sprzęt > Narzędzia > Narzędzia malarskie > Pędzle do malowania
gid://shopify/TaxonomyCategory/ha-15-42-3        : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki do malowania rogów
gid://shopify/TaxonomyCategory/ha-15-42-3-1      : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki do malowania rogów > Krawędziarki
gid://shopify/TaxonomyCategory/ha-15-42-3-2      : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki do malowania rogów > Krawędziarki wałkowe
gid://shopify/TaxonomyCategory/ha-15-42-4        : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki malarskie
gid://shopify/TaxonomyCategory/ha-15-42-4-1      : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki malarskie > Mini wałki
gid://shopify/TaxonomyCategory/ha-15-42-4-2      : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki malarskie > Standardowe wałki
gid://shopify/TaxonomyCategory/ha-15-42-4-3      : Sprzęt > Narzędzia > Narzędzia malarskie > Wałki malarskie > Wałki do teksturowania
gid://shopify/TaxonomyCategory/ha-15-42-5        : Sprzęt > Narzędzia > Narzędzia malarskie > Mieszalniki farb
gid://shopify/TaxonomyCategory/ha-15-42-5-2      : Sprzęt > Narzędzia > Narzędzia malarskie > Mieszalniki farb > Wytrząsarki ręczne
gid://shopify/TaxonomyCategory/ha-15-42-5-1      : Sprzęt > Narzędzia > Narzędzia malarskie > Mieszalniki farb > Elektryczne shakery
gid://shopify/TaxonomyCategory/ha-15-42-6        : Sprzęt > Narzędzia > Narzędzia malarskie > Gąbki malarskie
gid://shopify/TaxonomyCategory/ha-15-42-7        : Sprzęt > Narzędzia > Narzędzia malarskie > Pistolety natryskowe
gid://shopify/TaxonomyCategory/ha-15-42-7-1      : Sprzęt > Narzędzia > Narzędzia malarskie > Pistolety natryskowe > Natryskiwacze bezpowietrzne
gid://shopify/TaxonomyCategory/ha-15-42-7-2      : Sprzęt > Narzędzia > Narzędzia malarskie > Pistolety natryskowe > Natryskiwacze na sprężone powietrze
gid://shopify/TaxonomyCategory/ha-15-42-7-3      : Sprzęt > Narzędzia > Narzędzia malarskie > Pistolety natryskowe > Natryskiwacze Hvlp
gid://shopify/TaxonomyCategory/ha-15-42-8        : Sprzęt > Narzędzia > Narzędzia malarskie > Sitka do farb
gid://shopify/TaxonomyCategory/ha-15-42-8-1      : Sprzęt > Narzędzia > Narzędzia malarskie > Sitka do farb > Filtry stożkowe
gid://shopify/TaxonomyCategory/ha-15-42-8-2      : Sprzęt > Narzędzia > Narzędzia malarskie > Sitka do farb > Sitka na patelnię
gid://shopify/TaxonomyCategory/ha-15-42-9        : Sprzęt > Narzędzia > Narzędzia malarskie > Tacki malarskie
gid://shopify/TaxonomyCategory/ha-15-43          : Sprzęt > Narzędzia > Narzędzia do chwytania
gid://shopify/TaxonomyCategory/ha-15-43-1        : Sprzęt > Narzędzia > Narzędzia do chwytania > Chwytaki
gid://shopify/TaxonomyCategory/ha-15-43-2        : Sprzęt > Narzędzia > Narzędzia do chwytania > Chwytaki z magnesem
gid://shopify/TaxonomyCategory/ha-15-44          : Sprzęt > Narzędzia > Zginacze do rur i prętów
gid://shopify/TaxonomyCategory/ha-15-44-1        : Sprzęt > Narzędzia > Zginacze do rur i prętów > Zginacze hydrauliczne
gid://shopify/TaxonomyCategory/ha-15-44-2        : Sprzęt > Narzędzia > Zginacze do rur i prętów > Zginacze ręczne
gid://shopify/TaxonomyCategory/ha-15-45          : Sprzęt > Narzędzia > Urządzenia do czyszczenia rur
gid://shopify/TaxonomyCategory/ha-15-45-1        : Sprzęt > Narzędzia > Urządzenia do czyszczenia rur > Ręczne urządzenia do czyszczenia
