# Shopify Product Taxonomy - Categories: 2026-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Živali in pripomočki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/fb-2-9-1-3        : Hrana, pijača in tobak > Prehrambeni izdelki > Zamrznjene sladice in posebne sladice > Sladoled in zamrznjeni jogurt > Sladoled
gid://shopify/TaxonomyCategory/fb-2-9-1-4        : Hrana, pijača in tobak > Prehrambeni izdelki > Zamrznjene sladice in posebne sladice > Sladoled in zamrznjeni jogurt > Šerbet
gid://shopify/TaxonomyCategory/fb-2-9-1-5        : Hrana, pijača in tobak > Prehrambeni izdelki > Zamrznjene sladice in posebne sladice > Sladoled in zamrznjeni jogurt > Sorbet
gid://shopify/TaxonomyCategory/fb-2-9-2          : Hrana, pijača in tobak > Prehrambeni izdelki > Zamrznjene sladice in posebne sladice > Sladoledne posebnosti
gid://shopify/TaxonomyCategory/fb-2-9-3          : Hrana, pijača in tobak > Prehrambeni izdelki > Zamrznjene sladice in posebne sladice > Sladoledne lučke
gid://shopify/TaxonomyCategory/fb-2-10           : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava
gid://shopify/TaxonomyCategory/fb-2-10-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sadje v pločevinkah in v kozarcih
gid://shopify/TaxonomyCategory/fb-2-10-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Zelenjava v pločevinkah in v kozarcih
gid://shopify/TaxonomyCategory/fb-2-10-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Fižol v pločevinkah in pripravljen fižol
gid://shopify/TaxonomyCategory/fb-2-10-4         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Suho sadje
gid://shopify/TaxonomyCategory/fb-2-10-5         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Posušena zelenjava
gid://shopify/TaxonomyCategory/fb-2-10-6         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Suhe stročnice
gid://shopify/TaxonomyCategory/fb-2-10-7         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje
gid://shopify/TaxonomyCategory/fb-2-10-7-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Jabolka
gid://shopify/TaxonomyCategory/fb-2-10-7-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Atemoya
gid://shopify/TaxonomyCategory/fb-2-10-7-3       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Avokado
gid://shopify/TaxonomyCategory/fb-2-10-7-4       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Babako
gid://shopify/TaxonomyCategory/fb-2-10-7-5       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Banane
gid://shopify/TaxonomyCategory/fb-2-10-7-6       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Jagodičevje
gid://shopify/TaxonomyCategory/fb-2-10-7-7       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Kruhovo sadje
gid://shopify/TaxonomyCategory/fb-2-10-7-8       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Opuncije
gid://shopify/TaxonomyCategory/fb-2-10-7-9       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Čerimoja
gid://shopify/TaxonomyCategory/fb-2-10-7-10      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi
gid://shopify/TaxonomyCategory/fb-2-10-7-10-1    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Grenivke
gid://shopify/TaxonomyCategory/fb-2-10-7-10-2    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Kumkvat
gid://shopify/TaxonomyCategory/fb-2-10-7-10-3    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Limone
gid://shopify/TaxonomyCategory/fb-2-10-7-10-4    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Limete
gid://shopify/TaxonomyCategory/fb-2-10-7-10-5    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Limete
gid://shopify/TaxonomyCategory/fb-2-10-7-10-6    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Pomaranče
gid://shopify/TaxonomyCategory/fb-2-10-7-10-7    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Citrusi > Tangelo
gid://shopify/TaxonomyCategory/fb-2-10-7-11      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Kokos
gid://shopify/TaxonomyCategory/fb-2-10-7-12      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Datlji
gid://shopify/TaxonomyCategory/fb-2-10-7-13      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Feijoa
gid://shopify/TaxonomyCategory/fb-2-10-7-14      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Fige
gid://shopify/TaxonomyCategory/fb-2-10-7-15      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Mešanice sadja
gid://shopify/TaxonomyCategory/fb-2-10-7-16      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Grozdje
gid://shopify/TaxonomyCategory/fb-2-10-7-17      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Guave
gid://shopify/TaxonomyCategory/fb-2-10-7-18      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Domače sadje
gid://shopify/TaxonomyCategory/fb-2-10-7-19      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Kivi
gid://shopify/TaxonomyCategory/fb-2-10-7-20      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Longan
gid://shopify/TaxonomyCategory/fb-2-10-7-21      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Nešplja
gid://shopify/TaxonomyCategory/fb-2-10-7-22      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Liči
gid://shopify/TaxonomyCategory/fb-2-10-7-23      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Jagodno drevo
gid://shopify/TaxonomyCategory/fb-2-10-7-24      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Mameja
gid://shopify/TaxonomyCategory/fb-2-10-7-25      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Mangostan
gid://shopify/TaxonomyCategory/fb-2-10-7-26      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Melona
gid://shopify/TaxonomyCategory/fb-2-10-7-27      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Papaja
gid://shopify/TaxonomyCategory/fb-2-10-7-28      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Pasijonka
gid://shopify/TaxonomyCategory/fb-2-10-7-29      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Hruške
gid://shopify/TaxonomyCategory/fb-2-10-7-30      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Kaki
gid://shopify/TaxonomyCategory/fb-2-10-7-31      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Volčje jabolko
gid://shopify/TaxonomyCategory/fb-2-10-7-32      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Ananas
gid://shopify/TaxonomyCategory/fb-2-10-7-33      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Pitaja
gid://shopify/TaxonomyCategory/fb-2-10-7-34      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Granatno jabolko
gid://shopify/TaxonomyCategory/fb-2-10-7-35      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Kutina
gid://shopify/TaxonomyCategory/fb-2-10-7-36      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Rambutan
gid://shopify/TaxonomyCategory/fb-2-10-7-37      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Sapodila
gid://shopify/TaxonomyCategory/fb-2-10-7-38      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Sapotovec
gid://shopify/TaxonomyCategory/fb-2-10-7-39      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Graviola
gid://shopify/TaxonomyCategory/fb-2-10-7-40      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Karambola
gid://shopify/TaxonomyCategory/fb-2-10-7-41      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje
gid://shopify/TaxonomyCategory/fb-2-10-7-41-1    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Marelice
gid://shopify/TaxonomyCategory/fb-2-10-7-41-2    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Češnje
gid://shopify/TaxonomyCategory/fb-2-10-7-41-3    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Mango
gid://shopify/TaxonomyCategory/fb-2-10-7-41-4    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Breskve in nektarine
gid://shopify/TaxonomyCategory/fb-2-10-7-41-5    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Aprisali
gid://shopify/TaxonomyCategory/fb-2-10-7-41-6    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Koščičasto sadje > Slive
gid://shopify/TaxonomyCategory/fb-2-10-7-42      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Anona čerimoja
gid://shopify/TaxonomyCategory/fb-2-10-7-43      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveže in zamrznjeno sadje > Tamarind
gid://shopify/TaxonomyCategory/fb-2-10-8         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava
gid://shopify/TaxonomyCategory/fb-2-10-8-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Arakača
gid://shopify/TaxonomyCategory/fb-2-10-8-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Artičoke
gid://shopify/TaxonomyCategory/fb-2-10-8-3       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Šparglji
gid://shopify/TaxonomyCategory/fb-2-10-8-4       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Fižol
gid://shopify/TaxonomyCategory/fb-2-10-8-5       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Pesa
gid://shopify/TaxonomyCategory/fb-2-10-8-6       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Boraga
gid://shopify/TaxonomyCategory/fb-2-10-8-7       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Brokoli
gid://shopify/TaxonomyCategory/fb-2-10-8-8       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Brstični ohrovt
gid://shopify/TaxonomyCategory/fb-2-10-8-9       : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelje
gid://shopify/TaxonomyCategory/fb-2-10-8-10      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Listi kaktusa
gid://shopify/TaxonomyCategory/fb-2-10-8-11      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Artičoka
gid://shopify/TaxonomyCategory/fb-2-10-8-12      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Korenje
gid://shopify/TaxonomyCategory/fb-2-10-8-13      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Cvetača
gid://shopify/TaxonomyCategory/fb-2-10-8-14      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena
gid://shopify/TaxonomyCategory/fb-2-10-8-15      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Koreni zelene
gid://shopify/TaxonomyCategory/fb-2-10-8-16      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Koruza
gid://shopify/TaxonomyCategory/fb-2-10-8-17      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Kumare
gid://shopify/TaxonomyCategory/fb-2-10-8-18      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Jajčevci
gid://shopify/TaxonomyCategory/fb-2-10-8-19      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Komarček
gid://shopify/TaxonomyCategory/fb-2-10-8-20      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Poganjki praproti
gid://shopify/TaxonomyCategory/fb-2-10-8-21      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Kitajsko gorčično zelje
gid://shopify/TaxonomyCategory/fb-2-10-8-22      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Kitajski brokoli
gid://shopify/TaxonomyCategory/fb-2-10-8-23      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Česen
gid://shopify/TaxonomyCategory/fb-2-10-8-24      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Ingverjeva korenina
gid://shopify/TaxonomyCategory/fb-2-10-8-25      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Repinec
gid://shopify/TaxonomyCategory/fb-2-10-8-26      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava
gid://shopify/TaxonomyCategory/fb-2-10-8-26-1    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Rukola
gid://shopify/TaxonomyCategory/fb-2-10-8-26-2    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Listi pese
gid://shopify/TaxonomyCategory/fb-2-10-8-26-3    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Pak choi
gid://shopify/TaxonomyCategory/fb-2-10-8-26-4    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Blitva
gid://shopify/TaxonomyCategory/fb-2-10-8-26-5    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Cikorija
gid://shopify/TaxonomyCategory/fb-2-10-8-26-6    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Kitajsko zelje
gid://shopify/TaxonomyCategory/fb-2-10-8-26-7    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Ohrovt
gid://shopify/TaxonomyCategory/fb-2-10-8-26-8    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Solata
gid://shopify/TaxonomyCategory/fb-2-10-8-26-9    : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Ong Čoj
gid://shopify/TaxonomyCategory/fb-2-10-8-26-10   : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Solatne mešanice
gid://shopify/TaxonomyCategory/fb-2-10-8-26-11   : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Špinača
gid://shopify/TaxonomyCategory/fb-2-10-8-26-12   : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Zelena listnata zelenjava > Yu Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-27      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Hrenova korenina
gid://shopify/TaxonomyCategory/fb-2-10-8-28      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Hikama
gid://shopify/TaxonomyCategory/fb-2-10-8-29      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Koleraba
gid://shopify/TaxonomyCategory/fb-2-10-8-30      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Por
gid://shopify/TaxonomyCategory/fb-2-10-8-31      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Koreni lotosa
gid://shopify/TaxonomyCategory/fb-2-10-8-32      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Malanga
gid://shopify/TaxonomyCategory/fb-2-10-8-33      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Gobe
gid://shopify/TaxonomyCategory/fb-2-10-8-34      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Okra
gid://shopify/TaxonomyCategory/fb-2-10-8-35      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Čebula
gid://shopify/TaxonomyCategory/fb-2-10-8-36      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Peteršilj
gid://shopify/TaxonomyCategory/fb-2-10-8-37      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Pastinak
gid://shopify/TaxonomyCategory/fb-2-10-8-38      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Grah
gid://shopify/TaxonomyCategory/fb-2-10-8-39      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Paprike
gid://shopify/TaxonomyCategory/fb-2-10-8-40      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Krompir
gid://shopify/TaxonomyCategory/fb-2-10-8-41      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Redkvice
gid://shopify/TaxonomyCategory/fb-2-10-8-42      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Rabarbara
gid://shopify/TaxonomyCategory/fb-2-10-8-43      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Šalotka
gid://shopify/TaxonomyCategory/fb-2-10-8-44      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Kalčki
gid://shopify/TaxonomyCategory/fb-2-10-8-45      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Buče in okrasne buče
gid://shopify/TaxonomyCategory/fb-2-10-8-46      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Sladkorni trs
gid://shopify/TaxonomyCategory/fb-2-10-8-47      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Topinambur
gid://shopify/TaxonomyCategory/fb-2-10-8-48      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Sladki krompir
gid://shopify/TaxonomyCategory/fb-2-10-8-49      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Tamarillo
gid://shopify/TaxonomyCategory/fb-2-10-8-50      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Taro
gid://shopify/TaxonomyCategory/fb-2-10-8-51      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Paradižnik
gid://shopify/TaxonomyCategory/fb-2-10-8-52      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Repa in koleraba
gid://shopify/TaxonomyCategory/fb-2-10-8-53      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Mešanice zelenjave
gid://shopify/TaxonomyCategory/fb-2-10-8-54      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Vodni kostanj
gid://shopify/TaxonomyCategory/fb-2-10-8-55      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Vodna kreša
gid://shopify/TaxonomyCategory/fb-2-10-8-56      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Pšenična trava
gid://shopify/TaxonomyCategory/fb-2-10-8-57      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Jam
gid://shopify/TaxonomyCategory/fb-2-10-8-58      : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sveža in zamrznjena zelenjava > Korenina juke
gid://shopify/TaxonomyCategory/fb-2-10-9         : Hrana, pijača in tobak > Prehrambeni izdelki > Sadje in zelenjava > Sadne omake
gid://shopify/TaxonomyCategory/fb-2-11           : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita
gid://shopify/TaxonomyCategory/fb-2-11-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Amarant
gid://shopify/TaxonomyCategory/fb-2-11-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Ječmen
gid://shopify/TaxonomyCategory/fb-2-11-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Ajda
gid://shopify/TaxonomyCategory/fb-2-11-4         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Žita in granola
gid://shopify/TaxonomyCategory/fb-2-11-5         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Kuskus
gid://shopify/TaxonomyCategory/fb-2-11-6         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Proso
gid://shopify/TaxonomyCategory/fb-2-11-7         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Oves, zdrob in žitni kosmiči
gid://shopify/TaxonomyCategory/fb-2-11-7-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Oves, zdrob in žitni kosmiči > Muesli
gid://shopify/TaxonomyCategory/fb-2-11-7-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Oves, zdrob in žitni kosmiči > Ovsena kaša
gid://shopify/TaxonomyCategory/fb-2-11-8         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Kvinoja
gid://shopify/TaxonomyCategory/fb-2-11-9         : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Riž
gid://shopify/TaxonomyCategory/fb-2-11-10        : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Rž
gid://shopify/TaxonomyCategory/fb-2-11-11        : Hrana, pijača in tobak > Prehrambeni izdelki > Zrna, riž in žita > Pšenica
gid://shopify/TaxonomyCategory/fb-2-12           : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca
gid://shopify/TaxonomyCategory/fb-2-12-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Jajca
gid://shopify/TaxonomyCategory/fb-2-12-1-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Jajca > Jajčni beljak
