# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hayvanlar ve Evcil Hayvan Ürünleri
gid://shopify/TaxonomyCategory/ha-10-3-6-1       : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Bideler
gid://shopify/TaxonomyCategory/ha-10-3-6-2       : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Tuvaletler
gid://shopify/TaxonomyCategory/ha-10-3-6-2-1     : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Tuvaletler > Tek Parçalı Tuvaletler
gid://shopify/TaxonomyCategory/ha-10-3-6-2-2     : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Tuvaletler > İki Parçalı Tuvaletler
gid://shopify/TaxonomyCategory/ha-10-3-6-2-3     : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Tuvaletler > Duvara Monte Tuvaletler
gid://shopify/TaxonomyCategory/ha-10-3-6-3       : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Armatürleri > Tuvaletler ve Bideler > Pisuvarlar
gid://shopify/TaxonomyCategory/ha-10-4           : Hırdavat > Sıhhi Tesisat > Tesisat Hortumları ve İkmal Hatları
gid://shopify/TaxonomyCategory/ha-10-4-1         : Hırdavat > Sıhhi Tesisat > Tesisat Hortumları ve İkmal Hatları > Musluk İkmal Hatları
gid://shopify/TaxonomyCategory/ha-10-4-2         : Hırdavat > Sıhhi Tesisat > Tesisat Hortumları ve İkmal Hatları > Tuvalet İkmal Hatları
gid://shopify/TaxonomyCategory/ha-10-4-3         : Hırdavat > Sıhhi Tesisat > Tesisat Hortumları ve İkmal Hatları > Çamaşır Makinesi İkmal Hatları
gid://shopify/TaxonomyCategory/ha-10-5           : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Boruları
gid://shopify/TaxonomyCategory/ha-10-5-1         : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Boruları > Drenaj Boruları
gid://shopify/TaxonomyCategory/ha-10-5-2         : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Boruları > Besleme Boruları
gid://shopify/TaxonomyCategory/ha-10-5-3         : Hırdavat > Sıhhi Tesisat > Sıhhi Tesisat Boruları > Havalandırma Boruları
gid://shopify/TaxonomyCategory/ha-10-6           : Hırdavat > Sıhhi Tesisat > Boru Tamir Malzemeleri
gid://shopify/TaxonomyCategory/ha-10-6-1         : Hırdavat > Sıhhi Tesisat > Boru Tamir Malzemeleri > Musluk Tamir Takımları
gid://shopify/TaxonomyCategory/ha-10-6-2         : Hırdavat > Sıhhi Tesisat > Boru Tamir Malzemeleri > Boru Tamir Takımları
gid://shopify/TaxonomyCategory/ha-10-6-3         : Hırdavat > Sıhhi Tesisat > Boru Tamir Malzemeleri > Tuvalet Tamir Takımları
gid://shopify/TaxonomyCategory/ha-10-7           : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri
gid://shopify/TaxonomyCategory/ha-10-7-1         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Şebeke Girişine Takılan Su Arıtma Filtreleri
gid://shopify/TaxonomyCategory/ha-10-7-2         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Sebilleri
gid://shopify/TaxonomyCategory/ha-10-7-2-1       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Sebilleri > Çeşmeler
gid://shopify/TaxonomyCategory/ha-10-7-2-2       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Sebilleri > Su Soğutucular
gid://shopify/TaxonomyCategory/ha-10-7-3         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Damıtıcılar
gid://shopify/TaxonomyCategory/ha-10-7-4         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Arıtma Cihazı Aksesuarları
gid://shopify/TaxonomyCategory/ha-10-7-4-1       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Arıtma Cihazı Aksesuarları > Su Arıtma Cihazı Kartuşları
gid://shopify/TaxonomyCategory/ha-10-7-4-2       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Arıtma Cihazı Aksesuarları > Su Arıtma Cihazı Mahfazaları
gid://shopify/TaxonomyCategory/ha-10-7-5         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Yumuşatıcı Tuzu
gid://shopify/TaxonomyCategory/ha-10-7-6         : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Yumuşatıcılar
gid://shopify/TaxonomyCategory/ha-10-7-6-1       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Yumuşatıcılar > Tuz Bazlı Su Yumuşatıcılar
gid://shopify/TaxonomyCategory/ha-10-7-6-2       : Hırdavat > Sıhhi Tesisat > Su Dağıtım ve Arıtma Sistemleri > Su Yumuşatıcılar > Tuzsuz Su Yumuşatıcılar
gid://shopify/TaxonomyCategory/ha-10-8           : Hırdavat > Sıhhi Tesisat > Su Seviyesi Tespit Cihazları
gid://shopify/TaxonomyCategory/ha-10-9           : Hırdavat > Sıhhi Tesisat > Su Zamanlayıcıları
gid://shopify/TaxonomyCategory/ha-10-10          : Hırdavat > Sıhhi Tesisat > Su Kuyusu Malzemeleri
gid://shopify/TaxonomyCategory/ha-11             : Hırdavat > Elektrik Sarf Malzemeleri
gid://shopify/TaxonomyCategory/ha-11-1           : Hırdavat > Elektrik Sarf Malzemeleri > Armatürler, Rotorlar ve Statörler
gid://shopify/TaxonomyCategory/ha-11-1-1         : Hırdavat > Elektrik Sarf Malzemeleri > Armatürler, Rotorlar ve Statörler > Armatürler
gid://shopify/TaxonomyCategory/ha-11-1-2         : Hırdavat > Elektrik Sarf Malzemeleri > Armatürler, Rotorlar ve Statörler > Rotorlar
gid://shopify/TaxonomyCategory/ha-11-1-3         : Hırdavat > Elektrik Sarf Malzemeleri > Armatürler, Rotorlar ve Statörler > Statörler
gid://shopify/TaxonomyCategory/ha-11-2           : Hırdavat > Elektrik Sarf Malzemeleri > Ayar Rezistansları ve Starterler
gid://shopify/TaxonomyCategory/ha-11-2-1         : Hırdavat > Elektrik Sarf Malzemeleri > Ayar Rezistansları ve Starterler > Elektronik Rezistanslar
gid://shopify/TaxonomyCategory/ha-11-2-2         : Hırdavat > Elektrik Sarf Malzemeleri > Ayar Rezistansları ve Starterler > Manyetik Rezistanslar
gid://shopify/TaxonomyCategory/ha-11-2-3         : Hırdavat > Elektrik Sarf Malzemeleri > Ayar Rezistansları ve Starterler > Starterler
gid://shopify/TaxonomyCategory/ha-11-3           : Hırdavat > Elektrik Sarf Malzemeleri > Kömür Fırçaları
gid://shopify/TaxonomyCategory/ha-11-4           : Hırdavat > Elektrik Sarf Malzemeleri > Devre Kesici Paneller
gid://shopify/TaxonomyCategory/ha-11-4-1         : Hırdavat > Elektrik Sarf Malzemeleri > Devre Kesici Paneller > Ana Kesici Paneller
gid://shopify/TaxonomyCategory/ha-11-4-2         : Hırdavat > Elektrik Sarf Malzemeleri > Devre Kesici Paneller > Alt Panel Kesici Paneller
gid://shopify/TaxonomyCategory/ha-11-5           : Hırdavat > Elektrik Sarf Malzemeleri > Devre Kesiciler
gid://shopify/TaxonomyCategory/ha-11-6           : Hırdavat > Elektrik Sarf Malzemeleri > Oluk ve Muhafazalar
gid://shopify/TaxonomyCategory/ha-11-6-1         : Hırdavat > Elektrik Sarf Malzemeleri > Oluk ve Muhafazalar > Kablo Kanalı
gid://shopify/TaxonomyCategory/ha-11-6-1-1       : Hırdavat > Elektrik Sarf Malzemeleri > Oluk ve Muhafazalar > Kablo Kanalı > Esnek Kablo Kanalı
gid://shopify/TaxonomyCategory/ha-11-6-1-2       : Hırdavat > Elektrik Sarf Malzemeleri > Oluk ve Muhafazalar > Kablo Kanalı > Sert Kablo Kanalı
gid://shopify/TaxonomyCategory/ha-11-6-2         : Hırdavat > Elektrik Sarf Malzemeleri > Oluk ve Muhafazalar > Isıyla Daralan Makaronlar
gid://shopify/TaxonomyCategory/ha-11-7           : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Motorları
gid://shopify/TaxonomyCategory/ha-11-7-1         : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Motorları > Asenkron Motorlar
gid://shopify/TaxonomyCategory/ha-11-7-2         : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Motorları > Servo Motorlar
gid://shopify/TaxonomyCategory/ha-11-7-3         : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Motorları > Üniversal Motorlar
gid://shopify/TaxonomyCategory/ha-11-8           : Hırdavat > Elektrik Sarf Malzemeleri > Elektrikli Montaj Kutuları ve Braketleri
gid://shopify/TaxonomyCategory/ha-11-8-1         : Hırdavat > Elektrik Sarf Malzemeleri > Elektrikli Montaj Kutuları ve Braketleri > Montaj Kutuları
gid://shopify/TaxonomyCategory/ha-11-8-2         : Hırdavat > Elektrik Sarf Malzemeleri > Elektrikli Montaj Kutuları ve Braketleri > Montaj Braketleri
gid://shopify/TaxonomyCategory/ha-11-9           : Hırdavat > Elektrik Sarf Malzemeleri > Priz Kapatıcılar
gid://shopify/TaxonomyCategory/ha-11-10          : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları
gid://shopify/TaxonomyCategory/ha-11-10-1        : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Aydınlatma Anahtarları
gid://shopify/TaxonomyCategory/ha-11-10-1-1      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Aydınlatma Anahtarları > Dimmer Anahtarları
gid://shopify/TaxonomyCategory/ha-11-10-1-2      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Aydınlatma Anahtarları > Tek Kutuplu Anahtarlar
gid://shopify/TaxonomyCategory/ha-11-10-1-3      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Aydınlatma Anahtarları > Üç Yollu Anahtarlar
gid://shopify/TaxonomyCategory/ha-11-10-2        : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Özel Elektrikli Anahtarlar
gid://shopify/TaxonomyCategory/ha-11-10-2-1      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Özel Elektrikli Anahtarlar > Limit Anahtarları
gid://shopify/TaxonomyCategory/ha-11-10-2-2      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Özel Elektrikli Anahtarlar > Basınç Anahtarları
gid://shopify/TaxonomyCategory/ha-11-10-2-3      : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Anahtarları > Özel Elektrikli Anahtarlar > Özel Röleler
gid://shopify/TaxonomyCategory/ha-11-11          : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Kabloları
gid://shopify/TaxonomyCategory/ha-11-12          : Hırdavat > Elektrik Sarf Malzemeleri > Uzatma Kablosu Aksesuarları
gid://shopify/TaxonomyCategory/ha-11-13          : Hırdavat > Elektrik Sarf Malzemeleri > Uzatma Kabloları
gid://shopify/TaxonomyCategory/ha-11-14          : Hırdavat > Elektrik Sarf Malzemeleri > Jeneratör Aksesuarları
gid://shopify/TaxonomyCategory/ha-11-15          : Hırdavat > Elektrik Sarf Malzemeleri > Jeneratörler
gid://shopify/TaxonomyCategory/ha-11-15-1        : Hırdavat > Elektrik Sarf Malzemeleri > Jeneratörler > İnvertör Jeneratörler
gid://shopify/TaxonomyCategory/ha-11-15-2        : Hırdavat > Elektrik Sarf Malzemeleri > Jeneratörler > Taşınabilir Jeneratörler
gid://shopify/TaxonomyCategory/ha-11-15-3        : Hırdavat > Elektrik Sarf Malzemeleri > Jeneratörler > Yedek Jeneratörler
gid://shopify/TaxonomyCategory/ha-11-16          : Hırdavat > Elektrik Sarf Malzemeleri > Ev Otomasyonu Setleri
gid://shopify/TaxonomyCategory/ha-11-16-1        : Hırdavat > Elektrik Sarf Malzemeleri > Ev Otomasyonu Setleri > Enerji Yönetim Setleri
gid://shopify/TaxonomyCategory/ha-11-16-2        : Hırdavat > Elektrik Sarf Malzemeleri > Ev Otomasyonu Setleri > Aydınlatma Kontrol Setleri
gid://shopify/TaxonomyCategory/ha-11-16-3        : Hırdavat > Elektrik Sarf Malzemeleri > Ev Otomasyonu Setleri > Güvenlik Setleri
gid://shopify/TaxonomyCategory/ha-11-17          : Hırdavat > Elektrik Sarf Malzemeleri > Telefon ve Veri Jakları
gid://shopify/TaxonomyCategory/ha-11-17-1        : Hırdavat > Elektrik Sarf Malzemeleri > Telefon ve Veri Jakları > Ethernet Jakları
gid://shopify/TaxonomyCategory/ha-11-17-2        : Hırdavat > Elektrik Sarf Malzemeleri > Telefon ve Veri Jakları > Telefon Jakları
gid://shopify/TaxonomyCategory/ha-11-18          : Hırdavat > Elektrik Sarf Malzemeleri > Güç Dönüştürücüler
gid://shopify/TaxonomyCategory/ha-11-18-1        : Hırdavat > Elektrik Sarf Malzemeleri > Güç Dönüştürücüler > Alçaltıcı Dönüştürücüler
gid://shopify/TaxonomyCategory/ha-11-18-2        : Hırdavat > Elektrik Sarf Malzemeleri > Güç Dönüştürücüler > Yükseltici Dönüştürücüler
gid://shopify/TaxonomyCategory/ha-11-19          : Hırdavat > Elektrik Sarf Malzemeleri > Elektrik Girişleri
gid://shopify/TaxonomyCategory/ha-11-20          : Hırdavat > Elektrik Sarf Malzemeleri > Güç Çeviriciler
gid://shopify/TaxonomyCategory/ha-11-21          : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Prizleri
gid://shopify/TaxonomyCategory/ha-11-21-1        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Prizleri > Zemin Prizler
gid://shopify/TaxonomyCategory/ha-11-21-2        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Prizleri > Açılır Prizler
gid://shopify/TaxonomyCategory/ha-11-21-3        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Prizleri > Duvar Prizleri
gid://shopify/TaxonomyCategory/ha-11-22          : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Kitleri
gid://shopify/TaxonomyCategory/ha-11-22-1        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Kitleri > Yedek Güç Kitleri
gid://shopify/TaxonomyCategory/ha-11-22-2        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Kitleri > Şebekeye Bağlı Güneş Kitleri
gid://shopify/TaxonomyCategory/ha-11-22-3        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Kitleri > Şebekeden Bağımsız Güneş Kitleri
gid://shopify/TaxonomyCategory/ha-11-23          : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Panelleri
gid://shopify/TaxonomyCategory/ha-11-23-1        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Panelleri > Monokristalin Güneş Panelleri
gid://shopify/TaxonomyCategory/ha-11-23-2        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Panelleri > Polikristalin Güneş Panelleri
gid://shopify/TaxonomyCategory/ha-11-23-3        : Hırdavat > Elektrik Sarf Malzemeleri > Güneş Enerjisi Panelleri > İnce Film Güneş Panelleri
gid://shopify/TaxonomyCategory/ha-11-24          : Hırdavat > Elektrik Sarf Malzemeleri > Gerilim Transformatörleri ve Regülatörleri
gid://shopify/TaxonomyCategory/ha-11-24-1        : Hırdavat > Elektrik Sarf Malzemeleri > Gerilim Transformatörleri ve Regülatörleri > Gerilim Regülatörleri
gid://shopify/TaxonomyCategory/ha-11-24-2        : Hırdavat > Elektrik Sarf Malzemeleri > Gerilim Transformatörleri ve Regülatörleri > Gerilim Transformatörleri
gid://shopify/TaxonomyCategory/ha-11-25          : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Plakaları ve Kaplamaları
gid://shopify/TaxonomyCategory/ha-11-25-1        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Plakaları ve Kaplamaları > Boş Duvar Plakaları
gid://shopify/TaxonomyCategory/ha-11-25-2        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Plakaları ve Kaplamaları > Priz Kapakları
gid://shopify/TaxonomyCategory/ha-11-25-3        : Hırdavat > Elektrik Sarf Malzemeleri > Duvar Plakaları ve Kaplamaları > Anahtar Plakaları
gid://shopify/TaxonomyCategory/ha-11-26          : Hırdavat > Elektrik Sarf Malzemeleri > Priz Kumandaları ve Sensörleri
gid://shopify/TaxonomyCategory/ha-11-26-1        : Hırdavat > Elektrik Sarf Malzemeleri > Priz Kumandaları ve Sensörleri > Işık Sensörleri
gid://shopify/TaxonomyCategory/ha-11-26-2        : Hırdavat > Elektrik Sarf Malzemeleri > Priz Kumandaları ve Sensörleri > Zamanlayıcı Anahtarları
gid://shopify/TaxonomyCategory/ha-11-27          : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Başlıkları ve Somunları
gid://shopify/TaxonomyCategory/ha-11-27-1        : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Başlıkları ve Somunları > Kablo Başlıkları
gid://shopify/TaxonomyCategory/ha-11-27-2        : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Başlıkları ve Somunları > Kablo Başlıkları Somunları
gid://shopify/TaxonomyCategory/ha-11-28          : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Sonlandırıcılar ve Konektörler
gid://shopify/TaxonomyCategory/ha-11-28-1        : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Sonlandırıcılar ve Konektörler > Uç Konnektörleri
gid://shopify/TaxonomyCategory/ha-11-28-2        : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Sonlandırıcılar ve Konektörler > Halka Klemensleri
gid://shopify/TaxonomyCategory/ha-11-28-3        : Hırdavat > Elektrik Sarf Malzemeleri > Kablo Sonlandırıcılar ve Konektörler > Maça Klemensleri
gid://shopify/TaxonomyCategory/ha-12             : Hırdavat > Küçük Motorlar
gid://shopify/TaxonomyCategory/ha-13             : Hırdavat > Saklama Tankları
gid://shopify/TaxonomyCategory/ha-14             : Hırdavat > Alet Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-1           : Hırdavat > Alet Aksesuarları > Kumlama Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-1-1         : Hırdavat > Alet Aksesuarları > Kumlama Aksesuarları > Kumlama Kabinleri
gid://shopify/TaxonomyCategory/ha-14-1-1-1       : Hırdavat > Alet Aksesuarları > Kumlama Aksesuarları > Kumlama Kabinleri > Tezgah Üstü Kabinler
gid://shopify/TaxonomyCategory/ha-14-1-1-2       : Hırdavat > Alet Aksesuarları > Kumlama Aksesuarları > Kumlama Kabinleri > Ayaklı Kabinler
gid://shopify/TaxonomyCategory/ha-14-2           : Hırdavat > Alet Aksesuarları > Balta Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-2-1         : Hırdavat > Alet Aksesuarları > Balta Aksesuarları > Balta Sapları
gid://shopify/TaxonomyCategory/ha-14-2-2         : Hırdavat > Alet Aksesuarları > Balta Aksesuarları > Balta Kafaları
gid://shopify/TaxonomyCategory/ha-14-3           : Hırdavat > Alet Aksesuarları > Kesici Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-3-1         : Hırdavat > Alet Aksesuarları > Kesici Aksesuarları > Sac Kesici Kalıpları
gid://shopify/TaxonomyCategory/ha-14-4           : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-4-1         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap ve Tornavida Uçları
gid://shopify/TaxonomyCategory/ha-14-4-1-1       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap ve Tornavida Uçları > Duvar Matkap Uçları
gid://shopify/TaxonomyCategory/ha-14-4-1-2       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap ve Tornavida Uçları > Tornavida Uçları
gid://shopify/TaxonomyCategory/ha-14-4-1-3       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap ve Tornavida Uçları > Büküm Matkap Uçları
gid://shopify/TaxonomyCategory/ha-14-4-2         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Ucu Uzatma Adaptörleri
gid://shopify/TaxonomyCategory/ha-14-4-3         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Ucu Bileme Makineleri
gid://shopify/TaxonomyCategory/ha-14-4-3-2       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Ucu Bileme Makineleri > Manuel Bileyiciler
gid://shopify/TaxonomyCategory/ha-14-4-3-1       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Ucu Bileme Makineleri > Güç Bileyiciler
gid://shopify/TaxonomyCategory/ha-14-4-4         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Bağlama Aynaları
gid://shopify/TaxonomyCategory/ha-14-4-4-1       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Bağlama Aynaları > Anahtarlı Aynalar
gid://shopify/TaxonomyCategory/ha-14-4-4-2       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Bağlama Aynaları > Anahtarsız Aynalar
gid://shopify/TaxonomyCategory/ha-14-4-5         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Stantları ve Kılavuzları
gid://shopify/TaxonomyCategory/ha-14-4-5-1       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Stantları ve Kılavuzları > Matkap Kılavuzları
gid://shopify/TaxonomyCategory/ha-14-4-5-2       : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Matkap Stantları ve Kılavuzları > Matkap Stantları
gid://shopify/TaxonomyCategory/ha-14-4-6         : Hırdavat > Alet Aksesuarları > Matkap ve Tornavide Aksesuarları > Delik Testereleri
gid://shopify/TaxonomyCategory/ha-14-5           : Hırdavat > Alet Aksesuarları > Sökme Takma Aleti Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-6           : Hırdavat > Alet Aksesuarları > El Feneri Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-7           : Hırdavat > Alet Aksesuarları > Taşlama Makinesi Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-7-1         : Hırdavat > Alet Aksesuarları > Taşlama Makinesi Aksesuarları > Taşlama Makinesi Taşları ve Uçları
gid://shopify/TaxonomyCategory/ha-14-8           : Hırdavat > Alet Aksesuarları > Çekiç Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-8-1         : Hırdavat > Alet Aksesuarları > Çekiç Aksesuarları > Havalı Çekiç Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-8-2         : Hırdavat > Alet Aksesuarları > Çekiç Aksesuarları > Çekiç Sapları
gid://shopify/TaxonomyCategory/ha-14-8-3         : Hırdavat > Alet Aksesuarları > Çekiç Aksesuarları > Çekiç Başları
gid://shopify/TaxonomyCategory/ha-14-9           : Hırdavat > Alet Aksesuarları > Endüstriyel Zımba Makineleri
gid://shopify/TaxonomyCategory/ha-14-10          : Hırdavat > Alet Aksesuarları > Sabitleyiciler
gid://shopify/TaxonomyCategory/ha-14-10-1        : Hırdavat > Alet Aksesuarları > Sabitleyiciler > Matkap Sabitleyicileri
gid://shopify/TaxonomyCategory/ha-14-10-2        : Hırdavat > Alet Aksesuarları > Sabitleyiciler > Yönlendirici Sabitleyiciler
gid://shopify/TaxonomyCategory/ha-14-10-3        : Hırdavat > Alet Aksesuarları > Sabitleyiciler > Testere Sabitleyicileri
gid://shopify/TaxonomyCategory/ha-14-11          : Hırdavat > Alet Aksesuarları > Magnetizörler ve Demagnetizörler
gid://shopify/TaxonomyCategory/ha-14-12          : Hırdavat > Alet Aksesuarları > Çapa ve Kazma Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-12-1        : Hırdavat > Alet Aksesuarları > Çapa ve Kazma Aksesuarları > Çapa ve Kazma Sapları
gid://shopify/TaxonomyCategory/ha-14-13          : Hırdavat > Alet Aksesuarları > Ölçüm Aleti ve Sensör Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-13-1        : Hırdavat > Alet Aksesuarları > Ölçüm Aleti ve Sensör Aksesuarları > Elektrik Testi Aracı Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-13-2        : Hırdavat > Alet Aksesuarları > Ölçüm Aleti ve Sensör Aksesuarları > Gaz Dedektörü Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-13-3        : Hırdavat > Alet Aksesuarları > Ölçüm Aleti ve Sensör Aksesuarları > Ölçüm Aleti Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-13-4        : Hırdavat > Alet Aksesuarları > Ölçüm Aleti ve Sensör Aksesuarları > Multimetre Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-14          : Hırdavat > Alet Aksesuarları > Karıştırıcı Uçlar
gid://shopify/TaxonomyCategory/ha-14-15          : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-15-1        : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları > Boya Tabancası Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-15-2        : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları > Boya Fırçası Temizleme Solüsyonları
gid://shopify/TaxonomyCategory/ha-14-15-2-1      : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları > Boya Fırçası Temizleme Solüsyonları > Yağ Bazlı Temizleyiciler
gid://shopify/TaxonomyCategory/ha-14-15-2-2      : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları > Boya Fırçası Temizleme Solüsyonları > Su Bazlı Temizleyiciler
gid://shopify/TaxonomyCategory/ha-14-15-3        : Hırdavat > Alet Aksesuarları > Boya Aleti Aksesuarları > Boya Rulosu Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-16          : Hırdavat > Alet Aksesuarları > Elektrikli Alet Bataryaları
gid://shopify/TaxonomyCategory/ha-14-17          : Hırdavat > Alet Aksesuarları > Elektrikli Alet Şarj Cihazları
gid://shopify/TaxonomyCategory/ha-14-18          : Hırdavat > Alet Aksesuarları > Freze Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-18-1        : Hırdavat > Alet Aksesuarları > Freze Aksesuarları > Freze Uçları
gid://shopify/TaxonomyCategory/ha-14-18-1-1      : Hırdavat > Alet Aksesuarları > Freze Aksesuarları > Freze Uçları > Kenar Oluşturan Uçlar
gid://shopify/TaxonomyCategory/ha-14-18-1-2      : Hırdavat > Alet Aksesuarları > Freze Aksesuarları > Freze Uçları > Düz Kesim Uçları
gid://shopify/TaxonomyCategory/ha-14-18-1-3      : Hırdavat > Alet Aksesuarları > Freze Aksesuarları > Freze Uçları > Düz Uçlar
gid://shopify/TaxonomyCategory/ha-14-18-2        : Hırdavat > Alet Aksesuarları > Freze Aksesuarları > Freze Tezgahları
gid://shopify/TaxonomyCategory/ha-14-19          : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları
