# Shopify Product Taxonomy - Categories: 2025-12
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hewan & Perlengkapan Hewan Piaraan
gid://shopify/TaxonomyCategory/ha-6-14-7         : Perkakas > Aksesori Perkakas > Pengencang Perkakas > Batang Berulir
gid://shopify/TaxonomyCategory/ha-6-14-8         : Perkakas > Aksesori Perkakas > Pengencang Perkakas > Penyekang
gid://shopify/TaxonomyCategory/ha-6-15           : Perkakas > Aksesori Perkakas > Engsel
gid://shopify/TaxonomyCategory/ha-6-16           : Perkakas > Aksesori Perkakas > Kait, Gesper & Pengencang
gid://shopify/TaxonomyCategory/ha-6-16-1         : Perkakas > Aksesori Perkakas > Kait, Gesper & Pengencang > Konektor & Mata Rantai
gid://shopify/TaxonomyCategory/ha-6-16-2         : Perkakas > Aksesori Perkakas > Kait, Gesper & Pengencang > Ikat Gigi
gid://shopify/TaxonomyCategory/ha-6-16-3         : Perkakas > Aksesori Perkakas > Kait, Gesper & Pengencang > Kait, Klem & Kongkong Angkat
gid://shopify/TaxonomyCategory/ha-6-16-4         : Perkakas > Aksesori Perkakas > Kait, Gesper & Pengencang > Gesper Utilitas
gid://shopify/TaxonomyCategory/ha-6-17           : Perkakas > Aksesori Perkakas > Selang Pelumasan
gid://shopify/TaxonomyCategory/ha-6-18           : Perkakas > Aksesori Perkakas > Cetakan Pengecoran Logam
gid://shopify/TaxonomyCategory/ha-6-19           : Perkakas > Aksesori Perkakas > Selimut & Penutup Kedap Suara & Pindahan
gid://shopify/TaxonomyCategory/ha-6-19-1         : Perkakas > Aksesori Perkakas > Selimut & Penutup Kedap Suara & Pindahan > Selimut & Penutup Pindahan
gid://shopify/TaxonomyCategory/ha-6-19-2         : Perkakas > Aksesori Perkakas > Selimut & Penutup Kedap Suara & Pindahan > Selimut & Penutup Kedap Suara
gid://shopify/TaxonomyCategory/ha-6-20           : Perkakas > Aksesori Perkakas > Selang Pneumatik
gid://shopify/TaxonomyCategory/ha-6-20-1         : Perkakas > Aksesori Perkakas > Selang Pneumatik > Selang Pneumatik Udara
gid://shopify/TaxonomyCategory/ha-6-20-2         : Perkakas > Aksesori Perkakas > Selang Pneumatik > Selang Pneumatik Minyak
gid://shopify/TaxonomyCategory/ha-6-21           : Perkakas > Aksesori Perkakas > Pelat Pangkal Tiang
gid://shopify/TaxonomyCategory/ha-6-22           : Perkakas > Aksesori Perkakas > Pegas
gid://shopify/TaxonomyCategory/ha-6-22-1         : Perkakas > Aksesori Perkakas > Pegas > Pegas Kompresi
gid://shopify/TaxonomyCategory/ha-6-22-2         : Perkakas > Aksesori Perkakas > Pegas > Pegas Ekstensi
gid://shopify/TaxonomyCategory/ha-6-22-3         : Perkakas > Aksesori Perkakas > Pegas > Pegas Torsi
gid://shopify/TaxonomyCategory/ha-6-23           : Perkakas > Aksesori Perkakas > Terpal
gid://shopify/TaxonomyCategory/ha-6-24           : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat
gid://shopify/TaxonomyCategory/ha-6-24-1         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Penyimpanan Selang Taman
gid://shopify/TaxonomyCategory/ha-6-24-1-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Penyimpanan Selang Taman > Gantungan Selang
gid://shopify/TaxonomyCategory/ha-6-24-1-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Penyimpanan Selang Taman > Pot Selang
gid://shopify/TaxonomyCategory/ha-6-24-1-3       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Penyimpanan Selang Taman > Gulungan Selang
gid://shopify/TaxonomyCategory/ha-6-24-2         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Sabuk Peralatan & Perlengkapan
gid://shopify/TaxonomyCategory/ha-6-24-2-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Sabuk Peralatan & Perlengkapan > Sabuk Tukang Kayu
gid://shopify/TaxonomyCategory/ha-6-24-2-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Sabuk Peralatan & Perlengkapan > Sabuk Tukang Listrik
gid://shopify/TaxonomyCategory/ha-6-24-2-3       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Sabuk Peralatan & Perlengkapan > Sabuk Pembuat Bingkai
gid://shopify/TaxonomyCategory/ha-6-24-3         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Tas Alat
gid://shopify/TaxonomyCategory/ha-6-24-4         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Kotak Alat
gid://shopify/TaxonomyCategory/ha-6-24-4-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Kotak Alat > Kotak Alat Bawaan Tangan
gid://shopify/TaxonomyCategory/ha-6-24-4-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Kotak Alat > Kotak Alat Rol
gid://shopify/TaxonomyCategory/ha-6-24-4-3       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Kotak Alat > Kotak Alat Truk
gid://shopify/TaxonomyCategory/ha-6-24-5         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Lemari & Peti Alat
gid://shopify/TaxonomyCategory/ha-6-24-5-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Lemari & Peti Alat > Lemari & Peti Gulir
gid://shopify/TaxonomyCategory/ha-6-24-5-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Lemari & Peti Alat > Lemari & Peti Alat Stasioner
gid://shopify/TaxonomyCategory/ha-6-24-6         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Pelapis & Sisipan Penata Alat
gid://shopify/TaxonomyCategory/ha-6-24-6-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Pelapis & Sisipan Penata Alat > Pelapis Laci
gid://shopify/TaxonomyCategory/ha-6-24-6-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Pelapis & Sisipan Penata Alat > Sisipan Kotak Alat
gid://shopify/TaxonomyCategory/ha-6-24-7         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Sarung Alat
gid://shopify/TaxonomyCategory/ha-6-24-8         : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Bangku Kerja
gid://shopify/TaxonomyCategory/ha-6-24-8-1       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Bangku Kerja > Bangku Kerja Mobile
gid://shopify/TaxonomyCategory/ha-6-24-8-2       : Perkakas > Aksesori Perkakas > Penyimpanan & Penataan Alat > Bangku Kerja > Bangku Kerja Stasioner
gid://shopify/TaxonomyCategory/ha-6-25           : Perkakas > Aksesori Perkakas > Dongkrak & Penyangga Dinding
gid://shopify/TaxonomyCategory/ha-7              : Perkakas > Pompa Perkakas
gid://shopify/TaxonomyCategory/ha-7-1            : Perkakas > Pompa Perkakas > Pompa Peralatan Rumah
gid://shopify/TaxonomyCategory/ha-7-1-1          : Perkakas > Pompa Perkakas > Pompa Peralatan Rumah > Pompa Kondensat
gid://shopify/TaxonomyCategory/ha-7-1-2          : Perkakas > Pompa Perkakas > Pompa Peralatan Rumah > Pompa Drainase
gid://shopify/TaxonomyCategory/ha-7-1-3          : Perkakas > Pompa Perkakas > Pompa Peralatan Rumah > Pompa Resirkulasi
gid://shopify/TaxonomyCategory/ha-7-2            : Perkakas > Pompa Perkakas > Pompa Kolam Renang, Air Mancur & Kolam
gid://shopify/TaxonomyCategory/ha-7-2-1          : Perkakas > Pompa Perkakas > Pompa Kolam Renang, Air Mancur & Kolam > Pompa Air Mancur
gid://shopify/TaxonomyCategory/ha-7-2-2          : Perkakas > Pompa Perkakas > Pompa Kolam Renang, Air Mancur & Kolam > Pompa Kolam
gid://shopify/TaxonomyCategory/ha-7-2-3          : Perkakas > Pompa Perkakas > Pompa Kolam Renang, Air Mancur & Kolam > Pompa Kolam Renang
gid://shopify/TaxonomyCategory/ha-7-3            : Perkakas > Pompa Perkakas > Pompa Sprinkler, Booster & Sistem Irigasi
gid://shopify/TaxonomyCategory/ha-7-3-1          : Perkakas > Pompa Perkakas > Pompa Sprinkler, Booster & Sistem Irigasi > Pompa Booster
gid://shopify/TaxonomyCategory/ha-7-3-2          : Perkakas > Pompa Perkakas > Pompa Sprinkler, Booster & Sistem Irigasi > Pompa Sentrifugal
gid://shopify/TaxonomyCategory/ha-7-3-5          : Perkakas > Pompa Perkakas > Pompa Sprinkler, Booster & Sistem Irigasi > Pompa Displacement Positif
gid://shopify/TaxonomyCategory/ha-7-4            : Perkakas > Pompa Perkakas > Pompa Sump, Limbah & Limbah Cair
gid://shopify/TaxonomyCategory/ha-7-4-1          : Perkakas > Pompa Perkakas > Pompa Sump, Limbah & Limbah Cair > Pompa Limbah Cair
gid://shopify/TaxonomyCategory/ha-7-4-2          : Perkakas > Pompa Perkakas > Pompa Sump, Limbah & Limbah Cair > Pompa Limbah
gid://shopify/TaxonomyCategory/ha-7-4-3          : Perkakas > Pompa Perkakas > Pompa Sump, Limbah & Limbah Cair > Pompa Sump
gid://shopify/TaxonomyCategory/ha-7-5            : Perkakas > Pompa Perkakas > Pompa Utilitas
gid://shopify/TaxonomyCategory/ha-7-5-1          : Perkakas > Pompa Perkakas > Pompa Utilitas > Pompa Drum
gid://shopify/TaxonomyCategory/ha-7-5-2          : Perkakas > Pompa Perkakas > Pompa Utilitas > Pompa Submersible
gid://shopify/TaxonomyCategory/ha-7-5-3          : Perkakas > Pompa Perkakas > Pompa Utilitas > Pompa Transfer
gid://shopify/TaxonomyCategory/ha-7-6            : Perkakas > Pompa Perkakas > Pompa & Sistem Sumur
gid://shopify/TaxonomyCategory/ha-8              : Perkakas > Pemanasan, Ventilasi & Pendingin Udara
gid://shopify/TaxonomyCategory/ha-8-1            : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Pengering Udara & Filter
gid://shopify/TaxonomyCategory/ha-8-2            : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Saluran Udara
gid://shopify/TaxonomyCategory/ha-8-3            : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Kontrol HVAC
gid://shopify/TaxonomyCategory/ha-8-3-1          : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Kontrol HVAC > Panel Kontrol
gid://shopify/TaxonomyCategory/ha-8-3-2          : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Kontrol HVAC > Humidistat
gid://shopify/TaxonomyCategory/ha-8-3-3          : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Kontrol HVAC > Termostat
gid://shopify/TaxonomyCategory/ha-8-4            : Perkakas > Pemanasan, Ventilasi & Pendingin Udara > Ventilasi & Cerobong Asap
gid://shopify/TaxonomyCategory/ha-9              : Perkakas > Gembok & Kunci
gid://shopify/TaxonomyCategory/ha-9-1            : Perkakas > Gembok & Kunci > Kunci Kosong
gid://shopify/TaxonomyCategory/ha-9-2            : Perkakas > Gembok & Kunci > Tutup Kunci
gid://shopify/TaxonomyCategory/ha-9-3            : Perkakas > Gembok & Kunci > Sistem Entri Kartu Kunci
gid://shopify/TaxonomyCategory/ha-9-3-3          : Perkakas > Gembok & Kunci > Sistem Entri Kartu Kunci > Kartu Nirkontak
gid://shopify/TaxonomyCategory/ha-9-3-1          : Perkakas > Gembok & Kunci > Sistem Entri Kartu Kunci > Kartu Strip Magnetik
gid://shopify/TaxonomyCategory/ha-9-4            : Perkakas > Gembok & Kunci > Gembok & Selot
gid://shopify/TaxonomyCategory/ha-9-4-1          : Perkakas > Gembok & Kunci > Gembok & Selot > Baut Laras
gid://shopify/TaxonomyCategory/ha-9-4-2          : Perkakas > Gembok & Kunci > Gembok & Selot > Cam Lock
gid://shopify/TaxonomyCategory/ha-9-4-3          : Perkakas > Gembok & Kunci > Gembok & Selot > Deadbolt
gid://shopify/TaxonomyCategory/ha-9-4-5          : Perkakas > Gembok & Kunci > Gembok & Selot > Selot
gid://shopify/TaxonomyCategory/ha-10             : Perkakas > Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1           : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1-1         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Gasket & Cincin-O
gid://shopify/TaxonomyCategory/ha-10-1-2         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > In-Wall Carrier & Mounting Frame
gid://shopify/TaxonomyCategory/ha-10-1-2-1       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > In-Wall Carrier & Mounting Frame > In-Wall Carrier
gid://shopify/TaxonomyCategory/ha-10-1-2-2       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > In-Wall Carrier & Mounting Frame > Mounting Frame
gid://shopify/TaxonomyCategory/ha-10-1-3         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Nozel
gid://shopify/TaxonomyCategory/ha-10-1-4         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Adaptor & Bushing Pipa
gid://shopify/TaxonomyCategory/ha-10-1-4-1       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Adaptor & Bushing Pipa > Adaptor
gid://shopify/TaxonomyCategory/ha-10-1-4-2       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Adaptor & Bushing Pipa > Bushing
gid://shopify/TaxonomyCategory/ha-10-1-5         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Tutup & Sumbat Pipa
gid://shopify/TaxonomyCategory/ha-10-1-5-1       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Tutup & Sumbat Pipa > Tutup
gid://shopify/TaxonomyCategory/ha-10-1-5-2       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Tutup & Sumbat Pipa > Sumbat
gid://shopify/TaxonomyCategory/ha-10-1-6         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Konektor Pipa
gid://shopify/TaxonomyCategory/ha-10-1-6-1       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Konektor Pipa > Kopling
gid://shopify/TaxonomyCategory/ha-10-1-6-2       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Konektor Pipa > Union
gid://shopify/TaxonomyCategory/ha-10-1-7         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Flensa Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1-8         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Klem Pipa Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1-9         : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Regulator Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1-9-1       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Regulator Perpipaan > Regulator Tekanan
gid://shopify/TaxonomyCategory/ha-10-1-9-2       : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Regulator Perpipaan > Regulator Suhu
gid://shopify/TaxonomyCategory/ha-10-1-10        : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan
gid://shopify/TaxonomyCategory/ha-10-1-10-1      : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan > Katup Bola
gid://shopify/TaxonomyCategory/ha-10-1-10-2      : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan > Katup Cek
gid://shopify/TaxonomyCategory/ha-10-1-10-3      : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan > Katup Gerbang
gid://shopify/TaxonomyCategory/ha-10-1-10-4      : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan > Katup Globe
gid://shopify/TaxonomyCategory/ha-10-1-10-5      : Perkakas > Perpipaan > Fitting & Pendukung Perpipaan > Katup Perpipaan > Katup Pelepas Tekanan
gid://shopify/TaxonomyCategory/ha-10-2           : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan
gid://shopify/TaxonomyCategory/ha-10-2-1         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi
gid://shopify/TaxonomyCategory/ha-10-2-1-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi > Pangkal & Kaki Bak Mandi
gid://shopify/TaxonomyCategory/ha-10-2-1-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi > Rok Bak Mandi
gid://shopify/TaxonomyCategory/ha-10-2-1-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi > Cerat Bak Mandi
gid://shopify/TaxonomyCategory/ha-10-2-1-3-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi > Cerat Bak Mandi > Cerat Diverter
gid://shopify/TaxonomyCategory/ha-10-2-1-3-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Bak Mandi > Cerat Bak Mandi > Cerat Non-Diverter
gid://shopify/TaxonomyCategory/ha-10-2-2         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Penutup & Saringan Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-1-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Penutup & Saringan Drainase > Penutup Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-1-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Penutup & Saringan Drainase > Saringan Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Rangka Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Pelapis Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-4       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Pembuka Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-5       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Batang Drainase
gid://shopify/TaxonomyCategory/ha-10-2-2-6       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Perangkap Perpipaan
gid://shopify/TaxonomyCategory/ha-10-2-2-7       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Komponen Drainase > Limbah Perpipaan
gid://shopify/TaxonomyCategory/ha-10-2-3         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Drainase
gid://shopify/TaxonomyCategory/ha-10-2-3-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Drainase > Drainase Lantai
gid://shopify/TaxonomyCategory/ha-10-2-3-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Drainase > Drainase Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-3-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Drainase > Drainase Wastafel
gid://shopify/TaxonomyCategory/ha-10-2-4         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran
gid://shopify/TaxonomyCategory/ha-10-2-4-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran > Aerator Keran
gid://shopify/TaxonomyCategory/ha-10-2-4-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran > Pegangan & Kontrol Keran
gid://shopify/TaxonomyCategory/ha-10-2-4-2-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran > Pegangan & Kontrol Keran > Pegangan Silang
gid://shopify/TaxonomyCategory/ha-10-2-4-2-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran > Pegangan & Kontrol Keran > Pegangan Knop
gid://shopify/TaxonomyCategory/ha-10-2-4-2-3     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Keran > Pegangan & Kontrol Keran > Pegangan Tuas
gid://shopify/TaxonomyCategory/ha-10-2-5         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan
gid://shopify/TaxonomyCategory/ha-10-2-5-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan > Pelat Penutup
gid://shopify/TaxonomyCategory/ha-10-2-5-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan > Pelat Ring Kunci
gid://shopify/TaxonomyCategory/ha-10-2-5-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan > Pelat Flensa
gid://shopify/TaxonomyCategory/ha-10-2-6         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Jet Bak Mandi & Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-1-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Jet Bak Mandi & Pancuran > Jet Tubuh
gid://shopify/TaxonomyCategory/ha-10-2-6-1-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Jet Bak Mandi & Pancuran > Jet Whirlpool
gid://shopify/TaxonomyCategory/ha-10-2-6-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pancuran Elektrik & Daya
gid://shopify/TaxonomyCategory/ha-10-2-6-2-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pancuran Elektrik & Daya > Pancuran Mikser
gid://shopify/TaxonomyCategory/ha-10-2-6-2-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pancuran Elektrik & Daya > Pancuran Daya
gid://shopify/TaxonomyCategory/ha-10-2-6-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Lengan & Konektor Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-3-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Lengan & Konektor Pancuran > Lengan Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-3-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Lengan & Konektor Pancuran > Konektor Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-4       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pangkal Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-5       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Tiang Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-6       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pintu & Penutup Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-6-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pintu & Penutup Pancuran > Pintu Engsel
gid://shopify/TaxonomyCategory/ha-10-2-6-6-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pintu & Penutup Pancuran > Pintu Putar
gid://shopify/TaxonomyCategory/ha-10-2-6-6-3     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Pintu & Penutup Pancuran > Pintu Geser
gid://shopify/TaxonomyCategory/ha-10-2-6-7       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Kepala Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-7-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Kepala Pancuran > Kepala Pancuran Tetap
gid://shopify/TaxonomyCategory/ha-10-2-6-7-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Kepala Pancuran > Kepala Pancuran Genggam
gid://shopify/TaxonomyCategory/ha-10-2-6-8       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Dinding Pancuran & Sekeliling
gid://shopify/TaxonomyCategory/ha-10-2-6-8-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Dinding Pancuran & Sekeliling > Sekeliling Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-8-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Dinding Pancuran & Sekeliling > Dinding Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-6-9       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Bagian Pancuran > Filter Air Pancuran
gid://shopify/TaxonomyCategory/ha-10-2-7         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Wastafel
gid://shopify/TaxonomyCategory/ha-10-2-7-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Wastafel > Kaki Wastafel
gid://shopify/TaxonomyCategory/ha-10-2-8         : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet
gid://shopify/TaxonomyCategory/ha-10-2-8-1       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Pelampung & Karet Pelampung
gid://shopify/TaxonomyCategory/ha-10-2-8-1-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Pelampung & Karet Pelampung > Pelampung
gid://shopify/TaxonomyCategory/ha-10-2-8-1-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Pelampung & Karet Pelampung > Karet Pelampung
gid://shopify/TaxonomyCategory/ha-10-2-8-2       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Keran & Penyemprot Bidet
gid://shopify/TaxonomyCategory/ha-10-2-8-2-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Keran & Penyemprot Bidet > Keran Bidet
