# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/hg-11-2-1-6       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Teglie per muffin e tortine
gid://shopify/TaxonomyCategory/hg-11-2-1-7       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Teglie per torte e quiche
gid://shopify/TaxonomyCategory/hg-11-2-1-8       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Teglie per pizza
gid://shopify/TaxonomyCategory/hg-11-2-1-9       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Pietre per pizza
gid://shopify/TaxonomyCategory/hg-11-2-1-10      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Piatti per soufflé e ramekin
gid://shopify/TaxonomyCategory/hg-11-2-1-11      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Tegami da forno > Teglie per arrosto
gid://shopify/TaxonomyCategory/hg-11-2-2         : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno
gid://shopify/TaxonomyCategory/hg-11-2-2-1       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Tappetini e carta da forno
gid://shopify/TaxonomyCategory/hg-11-2-2-1-1     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Tappetini e carta da forno > Fodere per cottura in forno
gid://shopify/TaxonomyCategory/hg-11-2-2-1-2     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Tappetini e carta da forno > Tappetini da forno
gid://shopify/TaxonomyCategory/hg-11-2-2-2       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Pesi per cottura
gid://shopify/TaxonomyCategory/hg-11-2-2-2-1     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Pesi per cottura > Fagioli per cottura alla cieca in forno
gid://shopify/TaxonomyCategory/hg-11-2-2-2-2     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Pesi per cottura > Pesi da forno in ceramica
gid://shopify/TaxonomyCategory/hg-11-2-2-3       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Articoli per forno > Griglie tegami da arrosto
gid://shopify/TaxonomyCategory/hg-11-2-3         : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami
gid://shopify/TaxonomyCategory/hg-11-2-3-1       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Casseruole
gid://shopify/TaxonomyCategory/hg-11-2-3-2       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Set di pentole
gid://shopify/TaxonomyCategory/hg-11-2-3-3       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole per crêpe
gid://shopify/TaxonomyCategory/hg-11-2-3-3-1     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole per crêpe > Pentole per blini
gid://shopify/TaxonomyCategory/hg-11-2-3-3-2     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole per crêpe > Padelle per crêpe
gid://shopify/TaxonomyCategory/hg-11-2-3-4       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Bagnomaria
gid://shopify/TaxonomyCategory/hg-11-2-3-5       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Casseruole di ghisa
gid://shopify/TaxonomyCategory/hg-11-2-3-6       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Vasi per fermentazione e conservazione sottaceto
gid://shopify/TaxonomyCategory/hg-11-2-3-7       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole piastre e griglie
gid://shopify/TaxonomyCategory/hg-11-2-3-8       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Presse griglia
gid://shopify/TaxonomyCategory/hg-11-2-3-9       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole paella
gid://shopify/TaxonomyCategory/hg-11-2-3-10      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole a pressione
gid://shopify/TaxonomyCategory/hg-11-2-3-10-1    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole a pressione > Pentole per cottura a vapore
gid://shopify/TaxonomyCategory/hg-11-2-3-10-2    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole a pressione > Pentole a pressione
gid://shopify/TaxonomyCategory/hg-11-2-3-11      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Pentole
gid://shopify/TaxonomyCategory/hg-11-2-3-12      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Padelle
gid://shopify/TaxonomyCategory/hg-11-2-3-13      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Casseruole e padelle
gid://shopify/TaxonomyCategory/hg-11-2-3-13-1    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Casseruole e padelle > Frying pan
gid://shopify/TaxonomyCategory/hg-11-2-3-13-2    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Casseruole e padelle > Padelle
gid://shopify/TaxonomyCategory/hg-11-2-3-14      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Tegami
gid://shopify/TaxonomyCategory/hg-11-2-3-15      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Bollitori
gid://shopify/TaxonomyCategory/hg-11-2-3-16      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Tajine e pentole in argilla
gid://shopify/TaxonomyCategory/hg-11-2-3-16-1    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Tajine e pentole in argilla > Pentole di terracotta
gid://shopify/TaxonomyCategory/hg-11-2-3-16-2    : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Tajine e pentole in argilla > Tajine
gid://shopify/TaxonomyCategory/hg-11-2-3-17      : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Pentole e tegami > Wok
gid://shopify/TaxonomyCategory/hg-11-2-4         : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Set combo di pentolame e tegami da forno
gid://shopify/TaxonomyCategory/hg-11-2-5         : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina
gid://shopify/TaxonomyCategory/hg-11-2-5-1       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Manopole tegami e pentole
gid://shopify/TaxonomyCategory/hg-11-2-5-2       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Coperchi tegami e pentole
gid://shopify/TaxonomyCategory/hg-11-2-5-3       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione
gid://shopify/TaxonomyCategory/hg-11-2-5-3-1     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione > Divisori alimentari
gid://shopify/TaxonomyCategory/hg-11-2-5-3-2     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione > Guarnizioni
gid://shopify/TaxonomyCategory/hg-11-2-5-3-3     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione > Maniglie
gid://shopify/TaxonomyCategory/hg-11-2-5-3-4     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione > Temporizzatori per pentole a pressione
gid://shopify/TaxonomyCategory/hg-11-2-5-3-6     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori per pentole a pressione > Valvole
gid://shopify/TaxonomyCategory/hg-11-2-5-4       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Cestelli cottura a vapore
gid://shopify/TaxonomyCategory/hg-11-2-5-5       : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori wok
gid://shopify/TaxonomyCategory/hg-11-2-5-5-1     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori wok > Spazzole wok
gid://shopify/TaxonomyCategory/hg-11-2-5-5-2     : Casa e giardino > Cucina e pranzo > Pentolame e tegami da forno > Accessori cucina > Accessori wok > Anelli per wok
gid://shopify/TaxonomyCategory/hg-11-3           : Casa e giardino > Cucina e pranzo > Portavivande e portabevande
gid://shopify/TaxonomyCategory/hg-11-3-1         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Termos
gid://shopify/TaxonomyCategory/hg-11-3-2         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borracce
gid://shopify/TaxonomyCategory/hg-11-3-3         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Refrigeranti
gid://shopify/TaxonomyCategory/hg-11-3-4         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Portabevande
gid://shopify/TaxonomyCategory/hg-11-3-4-1       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Portabevande > Portalattine e portabottiglie
gid://shopify/TaxonomyCategory/hg-11-3-4-2       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Portabevande > Portatazze
gid://shopify/TaxonomyCategory/hg-11-3-5         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Fiaschette
gid://shopify/TaxonomyCategory/hg-11-3-6         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse isolate
gid://shopify/TaxonomyCategory/hg-11-3-7         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse e contenitori porta pranzo
gid://shopify/TaxonomyCategory/hg-11-3-7-1       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse e contenitori porta pranzo > Borse per il pranzo
gid://shopify/TaxonomyCategory/hg-11-3-7-2       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse e contenitori porta pranzo > Set per pranzo
gid://shopify/TaxonomyCategory/hg-11-3-7-3       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse e contenitori porta pranzo > Contenitori per pranzo
gid://shopify/TaxonomyCategory/hg-11-3-7-4       : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse e contenitori porta pranzo > Custodie per pranzo
gid://shopify/TaxonomyCategory/hg-11-3-8         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Cesti da picnic
gid://shopify/TaxonomyCategory/hg-11-3-9         : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Tappi sostitutivi per bevande
gid://shopify/TaxonomyCategory/hg-11-3-10        : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Thermos
gid://shopify/TaxonomyCategory/hg-11-3-11        : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Bottiglie d'acqua
gid://shopify/TaxonomyCategory/hg-11-3-12        : Casa e giardino > Cucina e pranzo > Portavivande e portabevande > Borse per il trasporto di vino
gid://shopify/TaxonomyCategory/hg-11-4           : Casa e giardino > Cucina e pranzo > Dispenser per cibo
gid://shopify/TaxonomyCategory/hg-11-4-1         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Contenitori per pane
gid://shopify/TaxonomyCategory/hg-11-4-2         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Secchielli per caramelle
gid://shopify/TaxonomyCategory/hg-11-4-3         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Biscottiere
gid://shopify/TaxonomyCategory/hg-11-4-4         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Coperchi per contenitori alimentari
gid://shopify/TaxonomyCategory/hg-11-4-5         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Borse conservazione cibo
gid://shopify/TaxonomyCategory/hg-11-4-6         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Contenitori per cibo
gid://shopify/TaxonomyCategory/hg-11-4-7         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Imballaggi per alimenti
gid://shopify/TaxonomyCategory/hg-11-4-7-1       : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Imballaggi per alimenti > Pellicola
gid://shopify/TaxonomyCategory/hg-11-4-7-2       : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Imballaggi per alimenti > Carta pergamena
gid://shopify/TaxonomyCategory/hg-11-4-7-3       : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Imballaggi per alimenti > Imballaggi in plastica
gid://shopify/TaxonomyCategory/hg-11-4-7-4       : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Imballaggi per alimenti > Carta cerata
gid://shopify/TaxonomyCategory/hg-11-4-8         : Casa e giardino > Cucina e pranzo > Dispenser per cibo > Barattoli di miele
gid://shopify/TaxonomyCategory/hg-11-5           : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti
gid://shopify/TaxonomyCategory/hg-11-5-1         : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Etichette per cibo e bevande
gid://shopify/TaxonomyCategory/hg-11-5-2         : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Dispenser per pellicola alimentare
gid://shopify/TaxonomyCategory/hg-11-5-3         : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Assorbitori di ossigeno
gid://shopify/TaxonomyCategory/hg-11-5-4         : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Nastri metallici e mollette fermasacchetti
gid://shopify/TaxonomyCategory/hg-11-5-4-1       : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Nastri metallici e mollette fermasacchetti > Tappi sigillanti per sacchetti
gid://shopify/TaxonomyCategory/hg-11-5-4-2       : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Nastri metallici e mollette fermasacchetti > Mollette sigillanti per sacchetti
gid://shopify/TaxonomyCategory/hg-11-5-4-4       : Casa e giardino > Cucina e pranzo > Accessori per la conservazione di alimenti > Nastri metallici e mollette fermasacchetti > Nastri metallici
gid://shopify/TaxonomyCategory/hg-11-6           : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina
gid://shopify/TaxonomyCategory/hg-11-6-1         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina per il pane
gid://shopify/TaxonomyCategory/hg-11-6-1-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina per il pane > Teglie per il pane
gid://shopify/TaxonomyCategory/hg-11-6-1-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina per il pane > Ganci per impastare
gid://shopify/TaxonomyCategory/hg-11-6-1-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina per il pane > Pale per impastare
gid://shopify/TaxonomyCategory/hg-11-6-2         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso
gid://shopify/TaxonomyCategory/hg-11-6-2-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Riscaldatori per caraffe di caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Caraffe caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Cestini filtri caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-4       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Filtri caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-5       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Accessori macinacaffè
gid://shopify/TaxonomyCategory/hg-11-6-2-6       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Macinacaffè
gid://shopify/TaxonomyCategory/hg-11-6-2-7       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere
gid://shopify/TaxonomyCategory/hg-11-6-2-7-2     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Cappuccinatori
gid://shopify/TaxonomyCategory/hg-11-6-2-7-3     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Adattatori per capsule
gid://shopify/TaxonomyCategory/hg-11-6-2-7-5     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Shaker al cioccolato
gid://shopify/TaxonomyCategory/hg-11-6-2-7-8     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Distributori di caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-7-9     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Dosatori di caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-7-10    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Kit per la preparazione del caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-7-12    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Scaldatazze
gid://shopify/TaxonomyCategory/hg-11-6-2-7-13    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Coperchi per vassoio antigoccia
gid://shopify/TaxonomyCategory/hg-11-6-2-7-14    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Vassoi antigoccia
gid://shopify/TaxonomyCategory/hg-11-6-2-7-15    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Gocciolatori
gid://shopify/TaxonomyCategory/hg-11-6-2-7-16    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Scatole di scarico
gid://shopify/TaxonomyCategory/hg-11-6-2-7-20    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Guarnizioni
gid://shopify/TaxonomyCategory/hg-11-6-2-7-21    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Maniglie
gid://shopify/TaxonomyCategory/hg-11-6-2-7-23    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Manopole
gid://shopify/TaxonomyCategory/hg-11-6-2-7-24    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Coperchi
gid://shopify/TaxonomyCategory/hg-11-6-2-7-28    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Impianti per lavorazione del latte
gid://shopify/TaxonomyCategory/hg-11-6-2-7-29    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Tubazioni per latte
gid://shopify/TaxonomyCategory/hg-11-6-2-7-32    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Piedini in gomma
gid://shopify/TaxonomyCategory/hg-11-6-2-7-33    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Basi scorrevoli
gid://shopify/TaxonomyCategory/hg-11-6-2-7-34    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Paraspruzzi
gid://shopify/TaxonomyCategory/hg-11-6-2-7-35    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Coperture per beccucci
gid://shopify/TaxonomyCategory/hg-11-6-2-7-38    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Contenitori per l'acqua
gid://shopify/TaxonomyCategory/hg-11-6-2-7-39    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Parti di ricambio per macchine da caffè espresso e caffettiere > Beccucci per l'acqua
gid://shopify/TaxonomyCategory/hg-11-6-2-8       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Filtri acqua macchine caffè
gid://shopify/TaxonomyCategory/hg-11-6-2-9       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Bollilatte
gid://shopify/TaxonomyCategory/hg-11-6-2-10      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchine da caffè e da espresso > Portafiltri
gid://shopify/TaxonomyCategory/hg-11-6-3         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi
gid://shopify/TaxonomyCategory/hg-11-6-3-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Kit per la pulizia del piano cottura
gid://shopify/TaxonomyCategory/hg-11-6-3-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Protezioni per piano cottura
gid://shopify/TaxonomyCategory/hg-11-6-3-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Guanti da forno
gid://shopify/TaxonomyCategory/hg-11-6-3-4       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Fodere per forno
gid://shopify/TaxonomyCategory/hg-11-6-3-5       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Scaffali
gid://shopify/TaxonomyCategory/hg-11-6-3-6       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli, forni e fuochi > Filtri per cappe da cucina
gid://shopify/TaxonomyCategory/hg-11-6-4         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina zucchero filato
gid://shopify/TaxonomyCategory/hg-11-6-4-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina zucchero filato > Sacchetti per zucchero filato
gid://shopify/TaxonomyCategory/hg-11-6-4-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina zucchero filato > Coni per zucchero filato
gid://shopify/TaxonomyCategory/hg-11-6-4-5       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina zucchero filato > Zucchero per zucchero filato
gid://shopify/TaxonomyCategory/hg-11-6-5         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frittura
gid://shopify/TaxonomyCategory/hg-11-6-5-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frittura > Cestelli per friggitrice
gid://shopify/TaxonomyCategory/hg-11-6-5-4       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frittura > Coperchi per friggitrice
gid://shopify/TaxonomyCategory/hg-11-6-6         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Componenti e accessori per lavastoviglie
gid://shopify/TaxonomyCategory/hg-11-6-6-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Componenti e accessori per lavastoviglie > Accessori per lavastoviglie
gid://shopify/TaxonomyCategory/hg-11-6-6-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Componenti e accessori per lavastoviglie > Parti della lavastoviglie
gid://shopify/TaxonomyCategory/hg-11-6-7         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cucine elettriche
gid://shopify/TaxonomyCategory/hg-11-6-7-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cucine elettriche > Basi per bollitore elettrico
gid://shopify/TaxonomyCategory/hg-11-6-7-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cucine elettriche > Coperchi per bollitore elettrico
gid://shopify/TaxonomyCategory/hg-11-6-7-4       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cucine elettriche > Raccogli-calce per bollitore elettrico
gid://shopify/TaxonomyCategory/hg-11-6-8         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per wok e padelle elettriche
gid://shopify/TaxonomyCategory/hg-11-6-8-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per wok e padelle elettriche > Coperchi in vetro
gid://shopify/TaxonomyCategory/hg-11-6-8-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per wok e padelle elettriche > Spruzzatori di olio
gid://shopify/TaxonomyCategory/hg-11-6-8-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per wok e padelle elettriche > Piani per cottura a vapore
gid://shopify/TaxonomyCategory/hg-11-6-9         : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue
gid://shopify/TaxonomyCategory/hg-11-6-9-1       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Pasta combustibile da fondue
gid://shopify/TaxonomyCategory/hg-11-6-9-1-1     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Pasta combustibile da fondue > Taniche di combustibile per chafing
gid://shopify/TaxonomyCategory/hg-11-6-9-1-2     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Pasta combustibile da fondue > Taniche di combustibile per caminetti
gid://shopify/TaxonomyCategory/hg-11-6-9-1-3     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Pasta combustibile da fondue > Taniche di combustibile per fonduta
gid://shopify/TaxonomyCategory/hg-11-6-9-1-5     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Pasta combustibile da fondue > Taniche Sterno
gid://shopify/TaxonomyCategory/hg-11-6-9-2       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Forchette da fondue
