# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3Dメガネのフィットデザイン
gid://shopify/TaxonomyAttribute/10598 : ハイドレーションシステムの断熱材
gid://shopify/TaxonomyAttribute/10599 : ハイドレーションバルブタイプ
gid://shopify/TaxonomyAttribute/10600 : 作動油タイプ
gid://shopify/TaxonomyAttribute/7805  : 水素化レベル
gid://shopify/TaxonomyAttribute/8447  : 疎水性レベル
gid://shopify/TaxonomyAttribute/5965  : 水耕栽培栄養補給システム
gid://shopify/TaxonomyAttribute/5966  : 湿度計のタイプ
gid://shopify/TaxonomyAttribute/5967  : アイスバケットの付属アクセサリー
gid://shopify/TaxonomyAttribute/5968  : アイスバケットの断熱
gid://shopify/TaxonomyAttribute/7806  : アイスクリームの形
gid://shopify/TaxonomyAttribute/5969  : アイスクリームメーカー付属品同梱
gid://shopify/TaxonomyAttribute/1565  : 氷嚢の種類
gid://shopify/TaxonomyAttribute/5970  : 氷の形状
gid://shopify/TaxonomyAttribute/10601 : アイススケート用シャープナータイプ
gid://shopify/TaxonomyAttribute/10602 : 氷の温度適合性
gid://shopify/TaxonomyAttribute/7807  : 粉砂糖の種類
gid://shopify/TaxonomyAttribute/2664  : アイコンの種類
gid://shopify/TaxonomyAttribute/5528  : 本人確認の要件
gid://shopify/TaxonomyAttribute/8448  : 点火コイルの構成
gid://shopify/TaxonomyAttribute/8449  : 点火リード線適合基準
gid://shopify/TaxonomyAttribute/8450  : 点火リード絶縁材
gid://shopify/TaxonomyAttribute/8451  : 点火リードセットタイプ
gid://shopify/TaxonomyAttribute/8452  : 点火リード端末タイプ
gid://shopify/TaxonomyAttribute/2169  : 点火方式
gid://shopify/TaxonomyAttribute/2620  : 照明技術
gid://shopify/TaxonomyAttribute/10603 : 照明タイプ
gid://shopify/TaxonomyAttribute/2020  : 対応画像フォーマット
gid://shopify/TaxonomyAttribute/1999  : イメージセンサーサイズ
gid://shopify/TaxonomyAttribute/8453  : イモビライザー取り付けタイプ
gid://shopify/TaxonomyAttribute/2718  : イモビライザーの種類
gid://shopify/TaxonomyAttribute/8454  : イモビライザーのロック解除方法
gid://shopify/TaxonomyAttribute/10604 : Impact保護認証
gid://shopify/TaxonomyAttribute/8455  : 衝撃保護レベル
gid://shopify/TaxonomyAttribute/10605 : Impact保護等級
gid://shopify/TaxonomyAttribute/6435  : インパクト表面素材
gid://shopify/TaxonomyAttribute/9736  : お香の素材
gid://shopify/TaxonomyAttribute/2282  : お香の香り
gid://shopify/TaxonomyAttribute/5971  : 線香立てのスタイル
gid://shopify/TaxonomyAttribute/3270  : お香キット付属品
gid://shopify/TaxonomyAttribute/9737  : お香の作り方
gid://shopify/TaxonomyAttribute/9738  : お香の道具タイプ
gid://shopify/TaxonomyAttribute/2283  : お香の種類
gid://shopify/TaxonomyAttribute/10606 : 傾斜調整タイプ
gid://shopify/TaxonomyAttribute/6436  : 含まれるアクセサリー
gid://shopify/TaxonomyAttribute/9739  : 含まれるケースタイプ
gid://shopify/TaxonomyAttribute/9740  : 含まれるコンポーネント
gid://shopify/TaxonomyAttribute/9741  : 付属のファスナーコンポーネント
gid://shopify/TaxonomyAttribute/10607 : 付属の給水容器タイプ
gid://shopify/TaxonomyAttribute/9742  : アクセサリーアイテム（木管楽器）
gid://shopify/TaxonomyAttribute/9743  : 付属素材
gid://shopify/TaxonomyAttribute/8456  : 取り付け用アクセサリー付き
gid://shopify/TaxonomyAttribute/6918  : 付属のポンプタイプ
gid://shopify/TaxonomyAttribute/9744  : スクレーパーの実装タイプ付き
gid://shopify/TaxonomyAttribute/5050  : 失禁パッドタイプ
gid://shopify/TaxonomyAttribute/10608 : 指標設計
gid://shopify/TaxonomyAttribute/10609 : 指標Functions追跡
gid://shopify/TaxonomyAttribute/6437  : 屋内／屋外用途
gid://shopify/TaxonomyAttribute/5493  : インダクタンス許容誤差
gid://shopify/TaxonomyAttribute/2651  : 重点業界
gid://shopify/TaxonomyAttribute/1715  : 幼児の年齢層
gid://shopify/TaxonomyAttribute/9745  : インフレータブルデコレーションアイテム付き
gid://shopify/TaxonomyAttribute/9746  : 空気注入式装飾タイプ
gid://shopify/TaxonomyAttribute/6438  : インフレータブルラフト／フロート機能
gid://shopify/TaxonomyAttribute/3385  : インフレーション方式
gid://shopify/TaxonomyAttribute/8457  : インフレ方法付き
gid://shopify/TaxonomyAttribute/10610 : 香り付き
gid://shopify/TaxonomyAttribute/5972  : インフューザーのタイプ
gid://shopify/TaxonomyAttribute/9747  : 原料ベースタイプ
gid://shopify/TaxonomyAttribute/1569  : 原材料カテゴリー
gid://shopify/TaxonomyAttribute/2449  : 原材料の産地
gid://shopify/TaxonomyAttribute/9748  : 成分の物理的形態
gid://shopify/TaxonomyAttribute/7808  : 原材料加工方法
gid://shopify/TaxonomyAttribute/1385  : 原材料
gid://shopify/TaxonomyAttribute/5010  : 侵入保護（IP）等級
gid://shopify/TaxonomyAttribute/2347  : インク塗布の技術
gid://shopify/TaxonomyAttribute/6439  : インクのColors付き
gid://shopify/TaxonomyAttribute/2301  : インクの形態
gid://shopify/TaxonomyAttribute/9749  : インクパッドアプリの使い方
gid://shopify/TaxonomyAttribute/9750  : インクパッド耐久性
gid://shopify/TaxonomyAttribute/9751  : インクパッドのサイズ
gid://shopify/TaxonomyAttribute/9752  : インクパッドの特殊効果
gid://shopify/TaxonomyAttribute/9753  : インクの耐久性
gid://shopify/TaxonomyAttribute/9754  : 必要なインクの準備
gid://shopify/TaxonomyAttribute/2305  : インクの種類
gid://shopify/TaxonomyAttribute/10611 : インラインスケート用ブレーキタイプ
gid://shopify/TaxonomyAttribute/1310  : インラインスケートのスタイル
gid://shopify/TaxonomyAttribute/5973  : 内鍋コーティング
gid://shopify/TaxonomyAttribute/10612 : インナーテントの構成
gid://shopify/TaxonomyAttribute/6919  : インナースプリングコイルタイプ
gid://shopify/TaxonomyAttribute/5540  : 入力接続タイプ
gid://shopify/TaxonomyAttribute/9755  : 入力コネクタータイプ
gid://shopify/TaxonomyAttribute/5543  : 入力信号インターフェース
gid://shopify/TaxonomyAttribute/10613 : 入力バルブタイプ
gid://shopify/TaxonomyAttribute/5546  : 入力ビデオインターフェース
gid://shopify/TaxonomyAttribute/2419  : 入出力ポート
gid://shopify/TaxonomyAttribute/10614 : 殺虫剤処理
gid://shopify/TaxonomyAttribute/6726  : 挿入範囲エリア
gid://shopify/TaxonomyAttribute/6727  : インサート長さタイプ
gid://shopify/TaxonomyAttribute/9756  : 内部メッセージタイプ
gid://shopify/TaxonomyAttribute/6728  : インソールアタッチメント方法
gid://shopify/TaxonomyAttribute/5325  : インソール長さタイプ
gid://shopify/TaxonomyAttribute/6729  : インソール素材
gid://shopify/TaxonomyAttribute/5575  : 同梱の設置アクセサリー
gid://shopify/TaxonomyAttribute/8458  : 設置製作レベル
gid://shopify/TaxonomyAttribute/8459  : 設置場所
gid://shopify/TaxonomyAttribute/8460  : 取り付け方法
gid://shopify/TaxonomyAttribute/5530  : 同梱の取り付けツール
gid://shopify/TaxonomyAttribute/7809  : インスタントコーヒーの形状
gid://shopify/TaxonomyAttribute/10615 : 甲部分のカバー
gid://shopify/TaxonomyAttribute/9757  : 指示フォーマット
gid://shopify/TaxonomyAttribute/1899  : 命令セットアーキテクチャ
gid://shopify/TaxonomyAttribute/2933  : 機器アクセサリの材質
gid://shopify/TaxonomyAttribute/9758  : 器具洗浄用綿棒のフォームファクター
gid://shopify/TaxonomyAttribute/1908  : 機器コントローラーの種類
gid://shopify/TaxonomyAttribute/9759  : 計器ディメンションユニットContext
gid://shopify/TaxonomyAttribute/9760  : 計器 電化製品タイプ
gid://shopify/TaxonomyAttribute/9761  : 楽器キー
gid://shopify/TaxonomyAttribute/9762  : 計器レベル
gid://shopify/TaxonomyAttribute/2940  : 機器の材質
gid://shopify/TaxonomyAttribute/2936  : 機器部品の材料
gid://shopify/TaxonomyAttribute/9763  : 計器部品の取り付け方法
gid://shopify/TaxonomyAttribute/9764  : 楽器部品付き
gid://shopify/TaxonomyAttribute/9765  : 楽器演奏技術
gid://shopify/TaxonomyAttribute/9766  : 楽器の寸法クラス
gid://shopify/TaxonomyAttribute/2937  : 楽器の弦の材質
gid://shopify/TaxonomyAttribute/3285  : 装置サポートタイプ
gid://shopify/TaxonomyAttribute/2776  : 楽器/アクセサリーの仕上げ具合
gid://shopify/TaxonomyAttribute/5974  : 断熱機能
gid://shopify/TaxonomyAttribute/6730  : 断熱充填材
gid://shopify/TaxonomyAttribute/2913  : 断熱材
gid://shopify/TaxonomyAttribute/5975  : 断熱状態
gid://shopify/TaxonomyAttribute/5976  : 断熱技術
gid://shopify/TaxonomyAttribute/5977  : 断熱の種類
gid://shopify/TaxonomyAttribute/5349  : 統合LEDライティング
gid://shopify/TaxonomyAttribute/6731  : 一体型ボトムタイプ
gid://shopify/TaxonomyAttribute/6920  : 統合充電オプション
gid://shopify/TaxonomyAttribute/6921  : 一体家具Functions
gid://shopify/TaxonomyAttribute/8461  : 一体ロック
gid://shopify/TaxonomyAttribute/6922  : 統合電源オプション
gid://shopify/TaxonomyAttribute/5380  : 統合電源／充電オプション
gid://shopify/TaxonomyAttribute/5011  : 一体型スタンドタイプ
gid://shopify/TaxonomyAttribute/10616 : 統合ストレージ機能
gid://shopify/TaxonomyAttribute/10617 : 統合ツールFunctions
gid://shopify/TaxonomyAttribute/2063  : 対象用途
gid://shopify/TaxonomyAttribute/5978  : 対象飲料の種類
gid://shopify/TaxonomyAttribute/10618 : 想定されるボードタイプ
gid://shopify/TaxonomyAttribute/7810  : 想定される消費
gid://shopify/TaxonomyAttribute/9767  : 意図されたCraft
gid://shopify/TaxonomyAttribute/7811  : 想定される料理用途
gid://shopify/TaxonomyAttribute/5127  : 意図された効果
gid://shopify/TaxonomyAttribute/10619 : 意図されたハンドルバーのスタイル
gid://shopify/TaxonomyAttribute/5147  : 対象ジュエリータイプ
gid://shopify/TaxonomyAttribute/10620 : 想定されるプレイヤーの役割
gid://shopify/TaxonomyAttribute/10621 : 想定されるプレー面
gid://shopify/TaxonomyAttribute/8462  : 修理対象場所
gid://shopify/TaxonomyAttribute/8463  : 想定される着座位置
gid://shopify/TaxonomyAttribute/9768  : 対象となる縫製用途
gid://shopify/TaxonomyAttribute/5049  : 対象表面
gid://shopify/TaxonomyAttribute/9769  : 意図された技術
gid://shopify/TaxonomyAttribute/8464  : 使用目的
gid://shopify/TaxonomyAttribute/9770  : 用途（フリース生地）
gid://shopify/TaxonomyAttribute/8465  : 対象ユーザー
gid://shopify/TaxonomyAttribute/9771  : 想定される糸の形状
gid://shopify/TaxonomyAttribute/6440  : インタラクションMode
gid://shopify/TaxonomyAttribute/6441  : インタラクティブな効果
gid://shopify/TaxonomyAttribute/5514  : インターコム通信タイプ
gid://shopify/TaxonomyAttribute/5513  : インターコム配線タイプ
gid://shopify/TaxonomyAttribute/2466  : インターフェースの種類
gid://shopify/TaxonomyAttribute/9772  : インターフェース用途エリア
gid://shopify/TaxonomyAttribute/9773  : 芯地の色系統
gid://shopify/TaxonomyAttribute/9774  : インターフェース販売フォーマット
gid://shopify/TaxonomyAttribute/9775  : 界面剛性レベル
gid://shopify/TaxonomyAttribute/5146  : 内装裏地素材
gid://shopify/TaxonomyAttribute/8466  : 内側余白タイプ
gid://shopify/TaxonomyAttribute/8467  : 内部の馬房構成
gid://shopify/TaxonomyAttribute/5206  : 内面テクスチャー
gid://shopify/TaxonomyAttribute/1874  : サポートされる内蔵ドライブフォームファクター
gid://shopify/TaxonomyAttribute/5979  : 内膜の種類
gid://shopify/TaxonomyAttribute/5468  : インターネットラジオフォームファクター
gid://shopify/TaxonomyAttribute/3000  : 親密なアパレルの特徴
gid://shopify/TaxonomyAttribute/2689  : インバータータイプ
gid://shopify/TaxonomyAttribute/2518  : 招待状のパーソナライゼーションの種類
gid://shopify/TaxonomyAttribute/9776  : 招待状印刷のカバー範囲
gid://shopify/TaxonomyAttribute/7812  : ヨウ素添加
gid://shopify/TaxonomyAttribute/9777  : 虹色レベル
gid://shopify/TaxonomyAttribute/9778  : アイルランドのワープパイプセットの構成
gid://shopify/TaxonomyAttribute/5980  : アイロンクリーナーの目的
gid://shopify/TaxonomyAttribute/9779  : アイロン接着アップリケの適用方法
gid://shopify/TaxonomyAttribute/5981  : アイロン台のフォームファクター
gid://shopify/TaxonomyAttribute/5982  : アイロン台パッドの形状
gid://shopify/TaxonomyAttribute/6923  : アイロン台機能
gid://shopify/TaxonomyAttribute/3142  : アイロン機能
gid://shopify/TaxonomyAttribute/2680  : アイテムの状態
gid://shopify/TaxonomyAttribute/2948  : アイテムの材料
gid://shopify/TaxonomyAttribute/2493  : アイテムのスタイル
gid://shopify/TaxonomyAttribute/1237  : Jカップタイプ
gid://shopify/TaxonomyAttribute/6732  : ジャケット胸スタイル
gid://shopify/TaxonomyAttribute/6733  : ジャケットベントスタイル
gid://shopify/TaxonomyAttribute/7813  : ジャムやゼリーの質感
gid://shopify/TaxonomyAttribute/6298  : 瓶の形状
gid://shopify/TaxonomyAttribute/5210  : 顎前進調整可能性
gid://shopify/TaxonomyAttribute/10622 : 顎のShapes
gid://shopify/TaxonomyAttribute/7814  : ジャーキーの形
gid://shopify/TaxonomyAttribute/9780  : ジャージスタイル
gid://shopify/TaxonomyAttribute/9781  : 口琴アクセサリー付き
gid://shopify/TaxonomyAttribute/9782  : 口琴のFrameスタイル
gid://shopify/TaxonomyAttribute/9783  : 口琴の舌の形状
gid://shopify/TaxonomyAttribute/5141  : ジュエリークリーニング付属アクセサリー
gid://shopify/TaxonomyAttribute/5142  : ジュエリークリーニング目的
gid://shopify/TaxonomyAttribute/3275  : ジュエリー検索タイプ
gid://shopify/TaxonomyAttribute/2781  : ジュエリー素材
gid://shopify/TaxonomyAttribute/6734  : ジュエリーピース付き
gid://shopify/TaxonomyAttribute/2313  : ジュエリー制作の種類
gid://shopify/TaxonomyAttribute/2285  : ジュエリーセットの種類
gid://shopify/TaxonomyAttribute/5145  : ジュエリースチームクリーナー機能
gid://shopify/TaxonomyAttribute/60    : ジュエリータイプ
gid://shopify/TaxonomyAttribute/6442  : ジグソーパズルピースのShapes
gid://shopify/TaxonomyAttribute/6735  : ジョックストラップのデザイン機能
gid://shopify/TaxonomyAttribute/3172  : ジョイント接続
gid://shopify/TaxonomyAttribute/3173  : ジョイント面タイプ
gid://shopify/TaxonomyAttribute/1242  : ジョイントスタイル
gid://shopify/TaxonomyAttribute/5033  : 旅行タイプ
gid://shopify/TaxonomyAttribute/5336  : ジョイスティック取り付けスタイル
gid://shopify/TaxonomyAttribute/5642  : ジョイスティックセンサー技術
gid://shopify/TaxonomyAttribute/9784  : ジャグリングクラブの構造タイプ
gid://shopify/TaxonomyAttribute/9785  : ジャグリングクラブの芯材
gid://shopify/TaxonomyAttribute/9786  : ジャグリング用小道具セットのサイズ
gid://shopify/TaxonomyAttribute/9787  : ジャグリングリングエッジスタイル
gid://shopify/TaxonomyAttribute/7815  : ジュースの形
gid://shopify/TaxonomyAttribute/7816  : ジュース加工方法
gid://shopify/TaxonomyAttribute/5983  : ジューサーのタイプ
gid://shopify/TaxonomyAttribute/3382  : ジャンプロープデザイン
gid://shopify/TaxonomyAttribute/6443  : 縄跳びスタイル
gid://shopify/TaxonomyAttribute/2765  : ジャンプ面の素材
gid://shopify/TaxonomyAttribute/7817  : ケールの種類
gid://shopify/TaxonomyAttribute/6444  : 万華鏡観察タイプ
gid://shopify/TaxonomyAttribute/1824  : カラオケモード
gid://shopify/TaxonomyAttribute/10623 : カヤック構造タイプ
gid://shopify/TaxonomyAttribute/10624 : カヤックのデザインタイプ
gid://shopify/TaxonomyAttribute/10625 : カヤックの船体設計
gid://shopify/TaxonomyAttribute/10626 : カヤック収納バッグタイプ
gid://shopify/TaxonomyAttribute/10627 : カヤックスタイル
gid://shopify/TaxonomyAttribute/8468  : キールタイプ
gid://shopify/TaxonomyAttribute/2112  : 灯油の用途
gid://shopify/TaxonomyAttribute/10628 : ケトルベルスタイル
gid://shopify/TaxonomyAttribute/6736  : キーアタッチメントメカニズム
gid://shopify/TaxonomyAttribute/5984  : キーブレードのタイプ
gid://shopify/TaxonomyAttribute/2138  : 鍵の用途
gid://shopify/TaxonomyAttribute/10629 : ロック解除時のキー維持
gid://shopify/TaxonomyAttribute/2473  : キーボード操作
gid://shopify/TaxonomyAttribute/9788  : キーボードアンプ入力
gid://shopify/TaxonomyAttribute/9789  : キーボードアンプの出力タイプ
gid://shopify/TaxonomyAttribute/5649  : キーボードアセンブリタイプ
gid://shopify/TaxonomyAttribute/5644  : キーボードバックライトタイプ
gid://shopify/TaxonomyAttribute/9790  : キーボードケースのハンドルタイプ
gid://shopify/TaxonomyAttribute/9791  : キーボードケース内側余白タイプ
gid://shopify/TaxonomyAttribute/9792  : キーボードケースの保護レベル
gid://shopify/TaxonomyAttribute/9793  : キーボードケースホイールタイプ
gid://shopify/TaxonomyAttribute/1909  : キーボード配列
gid://shopify/TaxonomyAttribute/3291  : キーボードキータイプ
gid://shopify/TaxonomyAttribute/1911  : キーボードレイアウト
gid://shopify/TaxonomyAttribute/5645  : キーボード取り付けスタイル
gid://shopify/TaxonomyAttribute/9794  : 鍵盤ペダルコネクタータイプ
gid://shopify/TaxonomyAttribute/1914  : キーボードポートの種類
gid://shopify/TaxonomyAttribute/9795  : キーボード電源Supplyタイプ
gid://shopify/TaxonomyAttribute/3082  : キーボードの特殊機能
gid://shopify/TaxonomyAttribute/9796  : キーボードスタンドの段式タイプ
gid://shopify/TaxonomyAttribute/9797  : キーボードスタンドティア
gid://shopify/TaxonomyAttribute/1912  : キーボードスイッチの種類
gid://shopify/TaxonomyAttribute/1879  : キーボードの種類
gid://shopify/TaxonomyAttribute/5631  : キーキャップレジェンド印刷方法
gid://shopify/TaxonomyAttribute/5646  : キーキャップ材料
gid://shopify/TaxonomyAttribute/5630  : キーキャッププロファイル
gid://shopify/TaxonomyAttribute/9798  : キーホルダー取り付けタイプ
gid://shopify/TaxonomyAttribute/9799  : キーホルダースタイル
gid://shopify/TaxonomyAttribute/1335  : キーパッドのスタイル
gid://shopify/TaxonomyAttribute/5393  : キーストーン補正タイプ
gid://shopify/TaxonomyAttribute/9800  : キーワーク仕上げ
gid://shopify/TaxonomyAttribute/10630 : キックポイント
gid://shopify/TaxonomyAttribute/10631 : キックゾーングリップシステム
gid://shopify/TaxonomyAttribute/10632 : キックボード機能
gid://shopify/TaxonomyAttribute/10633 : キックボードハンドルスタイル
gid://shopify/TaxonomyAttribute/10634 : キックスタンドの取り付け位置
gid://shopify/TaxonomyAttribute/10635 : キックスタンドタイプ
gid://shopify/TaxonomyAttribute/8469  : 腎臓ベルトサポートレベル
gid://shopify/TaxonomyAttribute/5038  : 窯の機能
gid://shopify/TaxonomyAttribute/9801  : 窯の焼成雰囲気
gid://shopify/TaxonomyAttribute/9802  : 窯の発熱体タイプ
gid://shopify/TaxonomyAttribute/5039  : 窯の積み込み方式
gid://shopify/TaxonomyAttribute/10636 : キングピンデザイン
gid://shopify/TaxonomyAttribute/10637 : キングピンの向き
gid://shopify/TaxonomyAttribute/8470  : キットコンポーネント付き
gid://shopify/TaxonomyAttribute/2383  : キット組み立ての種類
gid://shopify/TaxonomyAttribute/9803  : Kit形式
gid://shopify/TaxonomyAttribute/9804  : キットアイテム付き
gid://shopify/TaxonomyAttribute/9805  : Kitポーチ／ケースタイプ
gid://shopify/TaxonomyAttribute/6445  : Kit工具付き
gid://shopify/TaxonomyAttribute/5985  : キッチンのレイアウト
gid://shopify/TaxonomyAttribute/5986  : キッチンリネンアイテム同梱
gid://shopify/TaxonomyAttribute/1411  : キッチン用品の付属アイテム
gid://shopify/TaxonomyAttribute/3320  : キッチン/ダイニング家具付き
gid://shopify/TaxonomyAttribute/10638 : カイトインフレシステム
gid://shopify/TaxonomyAttribute/10639 : カイトラインの構成
gid://shopify/TaxonomyAttribute/10640 : 凧タイプ
gid://shopify/TaxonomyAttribute/10641 : カイトボードバッグスタイル
gid://shopify/TaxonomyAttribute/1253  : カイトサーフィンのスタイル
gid://shopify/TaxonomyAttribute/7818  : キウイフルーツの種類
gid://shopify/TaxonomyAttribute/5092  : 膝ブレーススタイル
gid://shopify/TaxonomyAttribute/6737  : 膝パッドポケットタイプ
gid://shopify/TaxonomyAttribute/10642 : ニーパッドスタイル
gid://shopify/TaxonomyAttribute/10643 : 膝保護設計
gid://shopify/TaxonomyAttribute/10644 : ニーボード構造
gid://shopify/TaxonomyAttribute/10645 : ニーボードストラップタイプ
gid://shopify/TaxonomyAttribute/9806  : ナイフロックメカニズム
gid://shopify/TaxonomyAttribute/10646 : ナイフロックメカニズム
gid://shopify/TaxonomyAttribute/10647 : ナイフオープンメカニズム
gid://shopify/TaxonomyAttribute/9807  : ナイフシステム
gid://shopify/TaxonomyAttribute/1263  : ナイフの種類
gid://shopify/TaxonomyAttribute/9808  : ニットゴム適用
gid://shopify/TaxonomyAttribute/6738  : 編み図
gid://shopify/TaxonomyAttribute/6739  : ニットスタイル
gid://shopify/TaxonomyAttribute/9809  : 編み物用マーカー／カウンタータイプ
gid://shopify/TaxonomyAttribute/9810  : 編み針先スタイル
gid://shopify/TaxonomyAttribute/2953  : 編みあわせ/パディングプロジェクトタイプ
gid://shopify/TaxonomyAttribute/2414  : ノブの機能
gid://shopify/TaxonomyAttribute/2415  : ノブのスタイル
gid://shopify/TaxonomyAttribute/2116  : ノブ/ハンドルのデザイン
gid://shopify/TaxonomyAttribute/8471  : ノックセンサー技術
gid://shopify/TaxonomyAttribute/5197  : 結び目の形状
gid://shopify/TaxonomyAttribute/10648 : ローレット加工の攻撃性
gid://shopify/TaxonomyAttribute/10649 : ローレットマーキング規格
gid://shopify/TaxonomyAttribute/7819  : コールラビの種類
gid://shopify/TaxonomyAttribute/7820  : 麹菌タイプ
gid://shopify/TaxonomyAttribute/7821  : キンカンの種類
gid://shopify/TaxonomyAttribute/10662 : LED色のオプション
gid://shopify/TaxonomyAttribute/10663 : LEDインジケーターの色
gid://shopify/TaxonomyAttribute/10664 : LEDライトの色
gid://shopify/TaxonomyAttribute/5175  : LEDライトモード
gid://shopify/TaxonomyAttribute/1885  : LNB出力
gid://shopify/TaxonomyAttribute/1886  : LNB技術
gid://shopify/TaxonomyAttribute/5987  : ラベルの内容のタイプ
gid://shopify/TaxonomyAttribute/9811  : Labelエッジタイプ
gid://shopify/TaxonomyAttribute/9812  : Label仕上げ
gid://shopify/TaxonomyAttribute/9813  : Label仕上げ／エッジスタイル
gid://shopify/TaxonomyAttribute/9814  : Label折り畳みタイプ
gid://shopify/TaxonomyAttribute/9815  : ラベルテキストタイプ
gid://shopify/TaxonomyAttribute/3011  : プロジェクトタイプのラベル付け
gid://shopify/TaxonomyAttribute/2615  : 実験用冷凍庫の種類
gid://shopify/TaxonomyAttribute/6740  : レース部分のサイズ
gid://shopify/TaxonomyAttribute/10650 : レース締め付けスタイル
gid://shopify/TaxonomyAttribute/6741  : レースタイプ
gid://shopify/TaxonomyAttribute/10651 : ラクロスボールの認証
gid://shopify/TaxonomyAttribute/2851  : ラクロス装置付き
gid://shopify/TaxonomyAttribute/10652 : ラクロスゴールレギュレーション認定
gid://shopify/TaxonomyAttribute/10653 : ラクロスポケットタイプ
gid://shopify/TaxonomyAttribute/10654 : ラクロスストリングタイプ
gid://shopify/TaxonomyAttribute/6924  : はしごの位置
gid://shopify/TaxonomyAttribute/2732  : ラダータイプ
gid://shopify/TaxonomyAttribute/3369  : ラミネーションモード
gid://shopify/TaxonomyAttribute/5041  : ラミネートタイプ
gid://shopify/TaxonomyAttribute/5988  : ランプアームのスタイル
gid://shopify/TaxonomyAttribute/5406  : ランプアセンブリタイプ
gid://shopify/TaxonomyAttribute/5989  : ランプポストベースの取り付けタイプ
gid://shopify/TaxonomyAttribute/5405  : ランプ品質グレード
gid://shopify/TaxonomyAttribute/5990  : ランプシェードのフィッタータイプ
gid://shopify/TaxonomyAttribute/5991  : ランプシェードの形状
gid://shopify/TaxonomyAttribute/5992  : ランプシェードの半透明性
gid://shopify/TaxonomyAttribute/2041  : ランプタイプ
gid://shopify/TaxonomyAttribute/5993  : ランプシェードの形状
gid://shopify/TaxonomyAttribute/5102  : 穿刺機構タイプ
gid://shopify/TaxonomyAttribute/1733  : 言語
gid://shopify/TaxonomyAttribute/2536  : 言語バージョン
gid://shopify/TaxonomyAttribute/6742  : ランヤードアタッチメントハードウェア
gid://shopify/TaxonomyAttribute/6743  : ランヤードスタイル
gid://shopify/TaxonomyAttribute/10655 : ランヤードタイプ
gid://shopify/TaxonomyAttribute/9816  : 膝掛け式手織り機用アクセサリー付き
gid://shopify/TaxonomyAttribute/6744  : ラペルスタイル
gid://shopify/TaxonomyAttribute/5648  : ラップトップケーブルタイプ
gid://shopify/TaxonomyAttribute/5647  : ラップトップ筐体部品タイプ
gid://shopify/TaxonomyAttribute/2270  : レーザー光源
gid://shopify/TaxonomyAttribute/9817  : レーザー安全クラス
gid://shopify/TaxonomyAttribute/6925  : ラテックス加工方法
gid://shopify/TaxonomyAttribute/6926  : ラテックスタイプ
gid://shopify/TaxonomyAttribute/2196  : 旋盤の用途
gid://shopify/TaxonomyAttribute/10656 : Launchプロファイル
gid://shopify/TaxonomyAttribute/10657 : ランチャーマウント構造
gid://shopify/TaxonomyAttribute/5994  : ランドリーボールの質感
gid://shopify/TaxonomyAttribute/3145  : 洗濯洗剤の特徴
gid://shopify/TaxonomyAttribute/5995  : 洗濯用アクセサリーのタイプ
gid://shopify/TaxonomyAttribute/6299  : 芝生エアレーターのタイプ
gid://shopify/TaxonomyAttribute/5996  : 芝刈り機ベルトの種類
gid://shopify/TaxonomyAttribute/5997  : 芝刈り機のブレードの種類
gid://shopify/TaxonomyAttribute/5998  : 芝生散布機のタイプ
gid://shopify/TaxonomyAttribute/6300  : 芝刈り機のトレッドタイプ
gid://shopify/TaxonomyAttribute/6745  : レイヤー構造
gid://shopify/TaxonomyAttribute/6746  : レイヤーデザイン
gid://shopify/TaxonomyAttribute/9818  : レイジーケイトテンションコントロールタイプ
gid://shopify/TaxonomyAttribute/2254  : 芯の硬さ
gid://shopify/TaxonomyAttribute/10658 : リードハードウェアタイプ
gid://shopify/TaxonomyAttribute/7822  : 葉ゼラチングレード
gid://shopify/TaxonomyAttribute/7823  : リーフ準備
gid://shopify/TaxonomyAttribute/8472  : リーフスプリング素材
gid://shopify/TaxonomyAttribute/6747  : 漏水防止層
gid://shopify/TaxonomyAttribute/10659 : リードクリップタイプ
gid://shopify/TaxonomyAttribute/3233  : リーシュデザイン
gid://shopify/TaxonomyAttribute/10660 : リードスタイル
gid://shopify/TaxonomyAttribute/10661 : ハーネスタイプ
gid://shopify/TaxonomyAttribute/5680  : 革の種類
gid://shopify/TaxonomyAttribute/2330  : 革/ビニールの質感
gid://shopify/TaxonomyAttribute/7824  : 膨張作用タイプ
gid://shopify/TaxonomyAttribute/7825  : 膨張剤
gid://shopify/TaxonomyAttribute/2271  : 講演台の取り付けタイプ
gid://shopify/TaxonomyAttribute/7826  : リークの種類
gid://shopify/TaxonomyAttribute/10665 : 脚カバレッジ
gid://shopify/TaxonomyAttribute/6748  : レッグカフスタイル
gid://shopify/TaxonomyAttribute/6749  : 脚のカット高さ
gid://shopify/TaxonomyAttribute/6750  : レッグカットスタイル
gid://shopify/TaxonomyAttribute/6751  : 脚の長さ
gid://shopify/TaxonomyAttribute/1852  : レッグロックタイプ
gid://shopify/TaxonomyAttribute/10666 : レッグループタイプ
gid://shopify/TaxonomyAttribute/6752  : 脚開きスタイル
gid://shopify/TaxonomyAttribute/1853  : 脚のセクション数
