# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/9890  : ขนาดของก้านส่งหรือรางปล่อยจรวดที่แนะนำสำหรับจรวดจำลอง
gid://shopify/TaxonomyAttribute/9891  : วิธีการกู้คืนจรวดจำลอง
gid://shopify/TaxonomyAttribute/6457  : ประเภทระบบกู้คืนจรวดจำลอง
gid://shopify/TaxonomyAttribute/6458  : การจัดเตรียมจรวดจำลอง
gid://shopify/TaxonomyAttribute/9892  : ประเภทการเชื่อมต่อไฟฟ้าสำหรับอุปกรณ์เสริมรถไฟจำลอง
gid://shopify/TaxonomyAttribute/2393  : ประเภทอุปกรณ์เสริมรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9893  : ประเภทข้อต่อรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9894  : ขนาดรางรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9895  : คุณสมบัติไฟส่องสว่างของรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9896  : วิธีการรับพลังงานสำหรับรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9897  : มาตราส่วนรถไฟจำลอง
gid://shopify/TaxonomyAttribute/9898  : คุณสมบัติเสียงของรถไฟจำลอง
gid://shopify/TaxonomyAttribute/3022  : ธีมโมเดลรถไฟ
gid://shopify/TaxonomyAttribute/9899  : โมเดลรถไฟติดตามเกจ
gid://shopify/TaxonomyAttribute/9900  : วัสดุพื้นฐานสำหรับปั้นดินน้ำมัน
gid://shopify/TaxonomyAttribute/9901  : คุณสมบัติของดินปั้น
gid://shopify/TaxonomyAttribute/5360  : รูปแบบโมเด็ม
gid://shopify/TaxonomyAttribute/5361  : เทคโนโลยีโมเด็ม
gid://shopify/TaxonomyAttribute/9902  : ระดับการปรับเปลี่ยน
gid://shopify/TaxonomyAttribute/1867  : วิธีการมอดูเลต
gid://shopify/TaxonomyAttribute/6026  : รูปแบบผลิตภัณฑ์ดูดความชื้น
gid://shopify/TaxonomyAttribute/3341  : ประเภทมอยเจอร์ไรเซอร์
gid://shopify/TaxonomyAttribute/7851  : ส่วนผสมหลักกากน้ำตาล
gid://shopify/TaxonomyAttribute/7852  : เกรดของกากน้ำตาล
gid://shopify/TaxonomyAttribute/9903  : วัสดุที่ใช้ทำแม่พิมพ์
gid://shopify/TaxonomyAttribute/2955  : รูปร่างแบบที่หล่อออกมา/ส่วนตัด
gid://shopify/TaxonomyAttribute/2097  : การใช้งานคิ้วบนผนังหรือมุมตึก
gid://shopify/TaxonomyAttribute/2119  : รูปร่างคิ้วบนผนังหรือมุมตึก
gid://shopify/TaxonomyAttribute/6027  : วิธีการนำเงินออกมา
gid://shopify/TaxonomyAttribute/2795  : ประเภทการติดตั้งจอภาพ
gid://shopify/TaxonomyAttribute/2905  : รูปร่างจอภาพ
gid://shopify/TaxonomyAttribute/2007  : ประเภทจอภาพ
gid://shopify/TaxonomyAttribute/3085  : คุณลักษณะพิเศษของจอภาพ
gid://shopify/TaxonomyAttribute/5109  : วิธีการตรวจสอบ
gid://shopify/TaxonomyAttribute/5053  : ประเภทบริการตรวจสอบ
gid://shopify/TaxonomyAttribute/6028  : ประเภทหัวไม้ถูพื้น
gid://shopify/TaxonomyAttribute/6029  : กลไกการบิดน้ำของไม้ถูพื้น
gid://shopify/TaxonomyAttribute/1841  : ตระกูลชิปเซ็ตเมนบอร์ด
gid://shopify/TaxonomyAttribute/1842  : ฟอร์มแฟกเตอร์ของเมนบอร์ด
gid://shopify/TaxonomyAttribute/3071  : คุณลักษณะของหน่วยความจำเมนบอร์ด
gid://shopify/TaxonomyAttribute/1734  : การเคลื่อนไหว
gid://shopify/TaxonomyAttribute/2793  : ประเภทเซนเซอร์การเคลื่อนไหว
gid://shopify/TaxonomyAttribute/10713 : ประเภทสายพานมอเตอร์
gid://shopify/TaxonomyAttribute/10714 : การกำหนดรูปแบบมอเตอร์
gid://shopify/TaxonomyAttribute/8502  : การกำหนดค่าการติดตั้งมอเตอร์
gid://shopify/TaxonomyAttribute/10715 : ตำแหน่งการติดตั้งมอเตอร์
gid://shopify/TaxonomyAttribute/10716 : ตำแหน่งมอเตอร์
gid://shopify/TaxonomyAttribute/2162  : วิธีการสตาร์ทมอเตอร์
gid://shopify/TaxonomyAttribute/5255  : ประเภทมอเตอร์
gid://shopify/TaxonomyAttribute/8503  : คุณสมบัติการบูรณาการระบบเสียงและวิดีโอในรถยนต์
gid://shopify/TaxonomyAttribute/8504  : การติดตั้ง/ตำแหน่งหลอดไฟรถยนต์
gid://shopify/TaxonomyAttribute/8505  : มาตรฐานการอนุมัติหลอดไฟรถยนต์
gid://shopify/TaxonomyAttribute/8506  : ตำแหน่งเซ็นเซอร์วัดออกซิเจนสำหรับรถยนต์
gid://shopify/TaxonomyAttribute/8507  : เซ็นเซอร์ออกซิเจนในรถยนต์ จำนวนสายไฟ
gid://shopify/TaxonomyAttribute/8508  : ตำแหน่งเซ็นเซอร์ออกซิเจนในรถยนต์
gid://shopify/TaxonomyAttribute/8509  : หมายเลขเซ็นเซอร์ออกซิเจนในรถยนต์
gid://shopify/TaxonomyAttribute/8510  : ประเภทเซ็นเซอร์วัดออกซิเจนสำหรับรถยนต์
gid://shopify/TaxonomyAttribute/8511  : วิธีการพ่นสีรถยนต์
gid://shopify/TaxonomyAttribute/8512  : ขั้นตอนระบบสีรถยนต์
gid://shopify/TaxonomyAttribute/2698  : การจัดวางยานยนต์
gid://shopify/TaxonomyAttribute/8513  : ประเภทการติดตั้งลำโพงในรถยนต์
gid://shopify/TaxonomyAttribute/8514  : ขนาดดอกลำโพงซับวูฟเฟอร์สำหรับรถยนต์
gid://shopify/TaxonomyAttribute/8515  : การกำหนดค่าคอยล์เสียงของซับวูฟเฟอร์ในรถยนต์
gid://shopify/TaxonomyAttribute/8516  : ค่าความต้านทานของขดลวดเสียงซับวูฟเฟอร์ในรถยนต์ (ต่อขดลวด)
gid://shopify/TaxonomyAttribute/2695  : ประเภทยานยนต์
gid://shopify/TaxonomyAttribute/8517  : ประเภทตัวควบคุมแรงดันไฟฟ้าสำหรับรถยนต์
gid://shopify/TaxonomyAttribute/8518  : มาตรฐานการรับรองชุดเกราะมอเตอร์ไซค์
gid://shopify/TaxonomyAttribute/8519  : ขนาดของผ้าคลุมรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/2750  : ประเภทการขับเคลื่อนของรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8520  : มาตรฐานการรับรองถุงมือมอเตอร์ไซค์
gid://shopify/TaxonomyAttribute/2716  : วัตถุประสงค์ของถุงมือมอเตอร์ไซค์
gid://shopify/TaxonomyAttribute/8521  : ถุงมือมอเตอร์ไซค์กันน้ำ
gid://shopify/TaxonomyAttribute/8522  : พื้นที่ครอบคลุมของชุดการ์ดป้องกันรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8523  : โครงสร้างแบบเข็มขัดพยุงไตสำหรับรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8524  : เข็มขัดพยุงหลังสำหรับมอเตอร์ไซค์ วัตถุประสงค์ของการใช้งาน
gid://shopify/TaxonomyAttribute/8525  : ระดับความจุสัมภาระของรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8526  : ระบบติดตั้งสัมภาระสำหรับรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8527  : กระเป๋าเดินทางข้างรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8528  : ระบบขนาดอุปกรณ์ป้องกันสำหรับรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8529  : สไตล์แร็คที่เก็บของรถมอเตอร์ไซค์
gid://shopify/TaxonomyAttribute/8530  : วินัยการขับขี่รถจักรยานยนต์
gid://shopify/TaxonomyAttribute/8531  : อัตราความเร็วของยางรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/2702  : ประเภทยางรถจักรยานยนต์
gid://shopify/TaxonomyAttribute/2751  : ประเภทรถจักรยานยนต์/สกูตเตอร์
gid://shopify/TaxonomyAttribute/8532  : การรับรองตาข่ายหน้าต่างสำหรับมอเตอร์สปอร์ต
gid://shopify/TaxonomyAttribute/10717 : ประเภทการใช้งานเนินดิน
gid://shopify/TaxonomyAttribute/8533  : วิธีการติดตั้ง
gid://shopify/TaxonomyAttribute/5675  : จุดติดตั้งขาตั้ง
gid://shopify/TaxonomyAttribute/5674  : ระบบอินเทอร์เฟซการติดตั้ง
gid://shopify/TaxonomyAttribute/2789  : วัสดุที่ใช้ทำตัวยึด
gid://shopify/TaxonomyAttribute/3023  : คุณลักษณะของอุปกรณ์ยึด/ขาตั้ง
gid://shopify/TaxonomyAttribute/10718 : ทรัคบอร์ดแบบ Mountainboard
gid://shopify/TaxonomyAttribute/6030  : รูปแบบรูยึด
gid://shopify/TaxonomyAttribute/2794  : ฮาร์ดแวร์สำหรับติดตั้ง
gid://shopify/TaxonomyAttribute/8534  : ฮาร์ดแวร์สำหรับติดตั้ง (สำหรับการติดตั้ง) ที่รวมมาในชุด
gid://shopify/TaxonomyAttribute/5430  : รูปแบบอินเทอร์เฟซการติดตั้ง
gid://shopify/TaxonomyAttribute/5619  : มาตรฐานอินเทอร์เฟซการติดตั้ง
gid://shopify/TaxonomyAttribute/8535  : ตำแหน่งการติดตั้ง
gid://shopify/TaxonomyAttribute/5017  : กลไกการติดตั้ง
gid://shopify/TaxonomyAttribute/8536  : วิธีการติดตั้ง
gid://shopify/TaxonomyAttribute/8537  : ตำแหน่งการติดตั้ง
gid://shopify/TaxonomyAttribute/10719 : ประเภทรางยึด
gid://shopify/TaxonomyAttribute/8538  : ขนาดตัวรับการติดตั้ง
gid://shopify/TaxonomyAttribute/5343  : รูปแบบการติดตั้ง
gid://shopify/TaxonomyAttribute/5506  : เทคโนโลยีการติดตั้ง
gid://shopify/TaxonomyAttribute/5521  : ขนาดเกลียวยึด
gid://shopify/TaxonomyAttribute/1205  : ประเภทการขับขี่
gid://shopify/TaxonomyAttribute/8539  : ประเภทการติดตั้ง/จัดเก็บ
gid://shopify/TaxonomyAttribute/9904  : วิธีการติดตั้ง/ยึด
gid://shopify/TaxonomyAttribute/9905  : ประเภทการติดตั้ง/การยึดติด
gid://shopify/TaxonomyAttribute/3080  : คุณลักษณะของแผ่นรองเมาส์
gid://shopify/TaxonomyAttribute/1915  : ประเภทพอร์ตเมาส์
gid://shopify/TaxonomyAttribute/1917  : เทคโนโลยีเมาส์
gid://shopify/TaxonomyAttribute/3083  : คุณลักษณะของเมาส์/แทร็กบอล
gid://shopify/TaxonomyAttribute/10720 : ประเภทการพันปาก
gid://shopify/TaxonomyAttribute/3381  : การออกแบบฟันยางกันกระแทก
gid://shopify/TaxonomyAttribute/10721 : แม่พิมพ์เมาท์การ์ด
gid://shopify/TaxonomyAttribute/2483  : หน้ากาก
gid://shopify/TaxonomyAttribute/9906  : ความยาวด้านหน้าของปากเป่า
gid://shopify/TaxonomyAttribute/9907  : วัสดุปากเป่า
gid://shopify/TaxonomyAttribute/9909  : ขนาดก้านของปากเป่า
gid://shopify/TaxonomyAttribute/9910  : ประเภทก้านของปากเป่า
gid://shopify/TaxonomyAttribute/9908  : ขนาดก้าน/ตัวรับของปากเป่า
gid://shopify/TaxonomyAttribute/6031  : รูปทรงของหัวกรองสูบบุหรี่
gid://shopify/TaxonomyAttribute/10722 : สไตล์ของส่วนปากบังเหียน
gid://shopify/TaxonomyAttribute/9911  : ประเภทของปากเป่า
gid://shopify/TaxonomyAttribute/6942  : กลไกการเคลื่อนไหว
gid://shopify/TaxonomyAttribute/6032  : วัสดุของแท่นตัดหญ้า
gid://shopify/TaxonomyAttribute/7853  : ขนาดมัฟฟิน
gid://shopify/TaxonomyAttribute/6033  : รูปแบบของวัสดุคลุมดิน
gid://shopify/TaxonomyAttribute/1843  : เทคโนโลยีมัลติ GPU
gid://shopify/TaxonomyAttribute/5355  : เทคโนโลยีมัลติเพล็กเซอร์
gid://shopify/TaxonomyAttribute/3128  : การออกแบบเครื่องกระตุ้นกล้ามเนื้อด้วยไฟฟ้า
gid://shopify/TaxonomyAttribute/7854  : พันธุ์เห็ด
gid://shopify/TaxonomyAttribute/1793  : แนวเพลง
gid://shopify/TaxonomyAttribute/2441  : การออกแบบขาตั้งวางโน้ตดนตรี
gid://shopify/TaxonomyAttribute/9912  : ขาตั้งโน้ตเพลงปรับระดับเอียงได้
gid://shopify/TaxonomyAttribute/9913  : ขาตั้งโน้ตเพลงมีวัตถุประสงค์เพื่อการใช้งานอย่างไร
gid://shopify/TaxonomyAttribute/9914  : ประเภทระดับเสียงของบล็อกดนตรี
gid://shopify/TaxonomyAttribute/6459  : ประเภทกลไกกล่องดนตรี
gid://shopify/TaxonomyAttribute/2488  : คีย์ดนตรี
gid://shopify/TaxonomyAttribute/9915  : เคสคีย์บอร์ดดนตรีแบบพอดีตัว
gid://shopify/TaxonomyAttribute/9916  : ลักษณะเสียงแรตเช็ตแบบดนตรี
gid://shopify/TaxonomyAttribute/9917  : วัสดุพื้นผิวร่องขูดดนตรี
gid://shopify/TaxonomyAttribute/9918  : ประเภทเครื่องดนตรีประเภทขูด
gid://shopify/TaxonomyAttribute/9919  : วิธีการติดตั้งตัวลดเสียงฉาบ
gid://shopify/TaxonomyAttribute/9920  : ระดับการลดทอนเสียงเงียบ
gid://shopify/TaxonomyAttribute/9921  : ไม้ก๊อกปิดเสียง/การเว้นขอบด้านล่างวัสดุ
gid://shopify/TaxonomyAttribute/9922  : ประเภทการปกปิดแบบปิดเสียง
gid://shopify/TaxonomyAttribute/9923  : จบแบบเงียบ
gid://shopify/TaxonomyAttribute/5583  : อันดับตู้ NEMA
gid://shopify/TaxonomyAttribute/3338  : รวมอุปกรณ์ตกแต่งเล็บ
gid://shopify/TaxonomyAttribute/5280  : ประเภทสื่อศิลปะเล็บ
gid://shopify/TaxonomyAttribute/3131  : คุณลักษณะของผลิตภัณฑ์ดูแลเล็บ
gid://shopify/TaxonomyAttribute/1623  : การออกแบบเล็บ
gid://shopify/TaxonomyAttribute/3339  : รูปแบบการทำให้ยาทาเล็บแห้ง
gid://shopify/TaxonomyAttribute/1624  : รูปร่างของเล็บ
gid://shopify/TaxonomyAttribute/9924  : เทมเพลตชื่อ Label ข้อความ
gid://shopify/TaxonomyAttribute/6034  : รายการสิ่งของที่มาพร้อมกับที่นอนพกพา
gid://shopify/TaxonomyAttribute/6035  : การตกแต่งขอบผ้าเช็ดปาก
gid://shopify/TaxonomyAttribute/9925  : ชั้นผ้าเช็ดปาก
gid://shopify/TaxonomyAttribute/2673  : การจัดอันดับระดับชาติ/ภูมิภาค
gid://shopify/TaxonomyAttribute/1958  : อัตราส่วนภาพดั้งเดิม
gid://shopify/TaxonomyAttribute/3129  : การออกแบบเครื่องพ่นยา
gid://shopify/TaxonomyAttribute/1591  : เทคโนโลยีเครื่องพ่นยา
gid://shopify/TaxonomyAttribute/8540  : ระบบปรับความพอดีของอุปกรณ์พยุงคอ
gid://shopify/TaxonomyAttribute/8541  : ขนาดของปลอกคอพยุงคอเป็นเกณฑ์ในการเลือก
gid://shopify/TaxonomyAttribute/9926  : รูปทรงและการออกแบบคอ
gid://shopify/TaxonomyAttribute/10723 : ประเภทการคลุมคอ
gid://shopify/TaxonomyAttribute/8542  : คอ ความช่วยเหลือ ขนาด system
gid://shopify/TaxonomyAttribute/3262  : การออกแบบสร้อยคอ
gid://shopify/TaxonomyAttribute/6767  : ประเภทความยาวสร้อยคอ
gid://shopify/TaxonomyAttribute/32    : คอเสื้อ
gid://shopify/TaxonomyAttribute/10724 : โซนสมดุลของเข็มทิศ
gid://shopify/TaxonomyAttribute/9927  : รูปแบบกล่องใส่เข็ม
gid://shopify/TaxonomyAttribute/5044  : ประเภทการเคลือบเข็ม
gid://shopify/TaxonomyAttribute/10725 : ประเภทการลดการสั่นสะเทือนของเข็มทิศ
gid://shopify/TaxonomyAttribute/2354  : ประเภทรูเข็ม
gid://shopify/TaxonomyAttribute/9928  : รูปทรงเข็มสำหรับงานสักใยขนสัตว์
gid://shopify/TaxonomyAttribute/2602  : เบอร์เข็มฉีดยา
gid://shopify/TaxonomyAttribute/9929  : คุณสมบัติของที่จับเข็ม
gid://shopify/TaxonomyAttribute/9930  : วิธีการติดตั้ง/ยึดที่จับเข็ม
gid://shopify/TaxonomyAttribute/9931  : รูปแบบของที่เก็บเข็ม
gid://shopify/TaxonomyAttribute/1545  : วัสดุสำหรับเข็ม
gid://shopify/TaxonomyAttribute/9932  : ประเภทพื้นผิวการดันเข็ม
gid://shopify/TaxonomyAttribute/9933  : ปริมาณเข็มที่ต้องการ (สำหรับลายลูกปัด)
gid://shopify/TaxonomyAttribute/2355  : ขนาดเข็ม
gid://shopify/TaxonomyAttribute/9934  : ระบบแบ่งขนาดเข็ม
gid://shopify/TaxonomyAttribute/9935  : เข็มชนิดที่ใช้ร่วมกับอุปกรณ์สนเข็มได้
gid://shopify/TaxonomyAttribute/9936  : ประเภทกลไกการสนเข็ม
gid://shopify/TaxonomyAttribute/9937  : ประเภทบรรจุภัณฑ์อุปกรณ์ร้อยด้ายเข็ม
gid://shopify/TaxonomyAttribute/9938  : กลุ่มสีผ้าสำหรับงานเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9939  : ส่วนประกอบของผ้าสำหรับงานเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9940  : ประเภทการทอผ้าสำหรับงานเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9941  : อุปกรณ์งานฝีมือประกอบด้วย
gid://shopify/TaxonomyAttribute/9942  : โครงการนีดเดิ้ลคราฟท์มอง
gid://shopify/TaxonomyAttribute/3271  : ประเภทชุดอุปกรณ์งานเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9943  : การเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9944  : จำนวนตาข่ายของผ้าปักเข็ม
gid://shopify/TaxonomyAttribute/9945  : วิธีการยึดผ้าใบ Frame ครอสติช
gid://shopify/TaxonomyAttribute/9946  : ขาตั้งที่เข้ากันได้กับกรอบงานปักครอสติช
gid://shopify/TaxonomyAttribute/9947  : เนื้อหา Frame เข็ม
gid://shopify/TaxonomyAttribute/9948  : ประเภทการปรับความตึง Frame ปักเข็ม
gid://shopify/TaxonomyAttribute/9949  : รูปแบบตารางลายปัก
gid://shopify/TaxonomyAttribute/9950  : ประเภทงานปักผ้า
gid://shopify/TaxonomyAttribute/2054  : ประเภทที่เก็บฟิล์มและสไลด์
gid://shopify/TaxonomyAttribute/10726 : การออกแบบตาข่าย
gid://shopify/TaxonomyAttribute/2848  : วัสดุที่ใช้ทำตาข่าย
gid://shopify/TaxonomyAttribute/10727 : รูปแบบตาข่าย
gid://shopify/TaxonomyAttribute/2855  : ประเภทอุปกรณ์จับยึดตาข่าย
gid://shopify/TaxonomyAttribute/10728 : เกจวัดเชือกตาข่าย
gid://shopify/TaxonomyAttribute/1895  : อินเตอร์เฟซสายเคเบิลเครือข่าย
gid://shopify/TaxonomyAttribute/5359  : การรองรับชั้นเครือข่าย
gid://shopify/TaxonomyAttribute/1937  : รองรับโปรโตคอลเครือข่าย
gid://shopify/TaxonomyAttribute/1938  : มาตรฐานเครือข่าย
gid://shopify/TaxonomyAttribute/5522  : ระดับความหนาแน่นกลาง
gid://shopify/TaxonomyAttribute/7855  : แหล่งที่มาของนิโคติน
gid://shopify/TaxonomyAttribute/1198  : สไตล์ของชุดราตรี
gid://shopify/TaxonomyAttribute/10729 : รูปแบบหัวขับของหมุดยึดซี่ลวด
gid://shopify/TaxonomyAttribute/1769  : วัสดุสำหรับจุกนม
gid://shopify/TaxonomyAttribute/1767  : รูปร่างจุกนม
gid://shopify/TaxonomyAttribute/1770  : ประเภทจุกนม
gid://shopify/TaxonomyAttribute/10730 : วิธีการเปิดใช้งานน็อค
gid://shopify/TaxonomyAttribute/10731 : รหัสการติดตั้งน็อค
gid://shopify/TaxonomyAttribute/2884  : วัสดุที่ใช้ทำน็อคลูกธนู
gid://shopify/TaxonomyAttribute/10732 : ขนาดคอของน็อค
gid://shopify/TaxonomyAttribute/10733 : ระดับความโปร่งใสของหัวลูกศร
gid://shopify/TaxonomyAttribute/10734 : ประเภทน็อค
gid://shopify/TaxonomyAttribute/5449  : เทคโนโลยีตัดเสียงรบกวน
gid://shopify/TaxonomyAttribute/2516  : ความเข้มของเสียงรบกวน
gid://shopify/TaxonomyAttribute/5473  : ระบบลดเสียงรบกวน
gid://shopify/TaxonomyAttribute/8543  : ประเภทการลดเสียงรบกวน
gid://shopify/TaxonomyAttribute/10735 : เทคโนโลยีลดเสียงรบกวน
gid://shopify/TaxonomyAttribute/9951  : คุณสมบัติฐานกันลื่น
gid://shopify/TaxonomyAttribute/6036  : ลักษณะแกนกลางของเส้นบะหมี่
gid://shopify/TaxonomyAttribute/10736 : สันจมูก
gid://shopify/TaxonomyAttribute/10737 : รวมอุปกรณ์หนีบจมูกแล้ว
gid://shopify/TaxonomyAttribute/10738 : คุณสมบัติคลิปหนีบจมูก
gid://shopify/TaxonomyAttribute/10739 : รูปแบบการปกปิดจมูก
gid://shopify/TaxonomyAttribute/10740 : แบบสายรัดจมูก
gid://shopify/TaxonomyAttribute/3366  : การออกแบบสมุดบันทึก
gid://shopify/TaxonomyAttribute/6037  : ความสามารถในการปรับหัวฉีด
gid://shopify/TaxonomyAttribute/5367  : การเคลือบหัวฉีด
gid://shopify/TaxonomyAttribute/6038  : วัสดุของหัวฉีด
gid://shopify/TaxonomyAttribute/6039  : รูปแบบหัวฉีด
gid://shopify/TaxonomyAttribute/5368  : ประเภทเกลียวหัวฉีด
gid://shopify/TaxonomyAttribute/1666  : ประเภทหัวฉีด
gid://shopify/TaxonomyAttribute/6040  : ประเภทของหัวฉีดที่ให้มา
gid://shopify/TaxonomyAttribute/9952  : จำนวนตาข่ายผ้าใบ
gid://shopify/TaxonomyAttribute/10741 : จำนวนจานหน้า
gid://shopify/TaxonomyAttribute/6041  : จำนวนช่องแบ่ง
gid://shopify/TaxonomyAttribute/8544  : จำนวนสถานีควบคุม
gid://shopify/TaxonomyAttribute/9953  : จำนวนตัวเลข
gid://shopify/TaxonomyAttribute/9954  : จำนวนช่องสำหรับกีตาร์
gid://shopify/TaxonomyAttribute/9955  : จำนวนผ้าสำหรับงานเย็บปักถักร้อย
gid://shopify/TaxonomyAttribute/9956  : จำนวนผ้าใบตาข่ายพลาสติก
gid://shopify/TaxonomyAttribute/9957  : จำนวนราง Frame สำหรับงานควิลท์
gid://shopify/TaxonomyAttribute/10742 : จำนวนช่องเชือก
gid://shopify/TaxonomyAttribute/8545  : จำนวนขั้วสวิตช์
gid://shopify/TaxonomyAttribute/8546  : จำนวนการโยกสวิตช์
gid://shopify/TaxonomyAttribute/8547  : จำนวนแถวของโซ่ราวลิ้น
gid://shopify/TaxonomyAttribute/8548  : จำนวนเพลาของรถพ่วง
gid://shopify/TaxonomyAttribute/8549  : จำนวนชิ้นส่วนล้อ
gid://shopify/TaxonomyAttribute/10743 : รูปแบบการกำหนดหมายเลข
gid://shopify/TaxonomyAttribute/6042  : รูปแบบตัวเลข
gid://shopify/TaxonomyAttribute/10744 : ประเภทขั้วต่อของนันชัก
gid://shopify/TaxonomyAttribute/1739  : ธีมเนอสเซอรี่
gid://shopify/TaxonomyAttribute/6768  : การเข้าถึงการพยาบาล
gid://shopify/TaxonomyAttribute/6769  : ประเภทการเข้าถึงการพยาบาล
gid://shopify/TaxonomyAttribute/1782  : ชุดคลุมสำหรับให้นม
gid://shopify/TaxonomyAttribute/1783  : การออกแบบแผ่นซับน้ำนม
gid://shopify/TaxonomyAttribute/2902  : รูปร่างหมอนรองให้นมลูก
gid://shopify/TaxonomyAttribute/7856  : เนื้อสัมผัสของเนยถั่ว
gid://shopify/TaxonomyAttribute/1491  : ลักษณะเนยถั่ว
gid://shopify/TaxonomyAttribute/2124  : รูปแบบน๊อต
gid://shopify/TaxonomyAttribute/1508  : วิธีการประมวลผลถั่ว
gid://shopify/TaxonomyAttribute/3101  : ประเภทถั่วเปลือกแข็ง/เมล็ดพืช
gid://shopify/TaxonomyAttribute/1419  : ปริมาณสารอาหาร
gid://shopify/TaxonomyAttribute/7857  : การเสริมคุณค่าทางโภชนาการ
gid://shopify/TaxonomyAttribute/9958  : รูปแบบผลิตภัณฑ์จากไม้โอ๊ค
gid://shopify/TaxonomyAttribute/9959  : ระดับการอบโอ๊ค
gid://shopify/TaxonomyAttribute/9960  : ความจุของกล่องใส่โอโบ
gid://shopify/TaxonomyAttribute/9961  : การจัดวางกระเป๋าใส่โอโบ
gid://shopify/TaxonomyAttribute/9962  : การออกแบบเคสสำหรับโอโบ
gid://shopify/TaxonomyAttribute/9963  : ประเภทการจัดวางภายในของเคสโอโบ
gid://shopify/TaxonomyAttribute/2489  : ระบบคีย์ของโอโบ
gid://shopify/TaxonomyAttribute/9964  : การชุบโลหะของกลไกคีย์โอโบ
gid://shopify/TaxonomyAttribute/9965  : สายโอโบ การเว้นขอบบริเวณ
gid://shopify/TaxonomyAttribute/9966  : สไตล์ไม้กวาดโอโบ
gid://shopify/TaxonomyAttribute/6460  : วัสดุหน้าต่างสังเกตการณ์
gid://shopify/TaxonomyAttribute/9967  : อุปกรณ์เสริมที่มาพร้อมโอคาริน่า
gid://shopify/TaxonomyAttribute/9968  : จำนวนห้องโอคาริน่า
gid://shopify/TaxonomyAttribute/9969  : ระบบการวางนิ้วสำหรับโอคาริน่า
gid://shopify/TaxonomyAttribute/9970  : ประเภทการตกแต่งโอคาริน่า
gid://shopify/TaxonomyAttribute/2490  : สไตล์ของโอคารินา
gid://shopify/TaxonomyAttribute/1627  : โอกาส
gid://shopify/TaxonomyAttribute/1203  : สไตล์ตามโอกาส
gid://shopify/TaxonomyAttribute/8550  : การรองรับเซ็นเซอร์จำแนกประเภทผู้โดยสาร
gid://shopify/TaxonomyAttribute/9971  : วัสดุที่ใช้ทำฝาครอบฮาร์โมนิกาประเภทอ็อกเทฟ
gid://shopify/TaxonomyAttribute/9972  : ระบบปรับเสียงฮาร์โมนิกาอ็อกเทฟ
gid://shopify/TaxonomyAttribute/9973  : ระบบการติดตั้งแบบอ็อกโทบัน
gid://shopify/TaxonomyAttribute/8551  : คุณสมบัติควบคุมกลิ่น
gid://shopify/TaxonomyAttribute/5323  : พื้นที่ใช้น้ำยาดับกลิ่น
gid://shopify/TaxonomyAttribute/3158  : คุณลักษณะของรถเข็นสำนักงาน
gid://shopify/TaxonomyAttribute/6943  : รายการเฟอร์นิเจอร์สำนักงานที่รวมอยู่ในชุด
gid://shopify/TaxonomyAttribute/2924  : วัสดุที่ใช้ทำอุปกรณ์สำนักงาน
gid://shopify/TaxonomyAttribute/2922  : วัสดุที่ใช้ทำเครื่องใช้สำนักงาน
gid://shopify/TaxonomyAttribute/8552  : ประเภทแกนระบายความร้อนน้ำมัน
gid://shopify/TaxonomyAttribute/8553  : รูปแบบการติดตั้งตัวระบายความร้อนน้ำมัน
gid://shopify/TaxonomyAttribute/8554  : ส่วนประกอบก้านวัดระดับน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8555  : เครื่องหมายวัดระดับบนก้านวัดน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8556  : ประเภทการติดตั้งท่อวัดระดับน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/6304  : การออกแบบหัวจ่ายน้ำมัน
gid://shopify/TaxonomyAttribute/8557  : หัวขับปลั๊กถ่ายน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8558  : ประเภทแม่เหล็กของปลั๊กถ่ายน้ำมันเครื่อง
