# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/fb-2-6-1-3        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Maslo a margarín > Nesolené maslo
gid://shopify/TaxonomyCategory/fb-2-6-1-4        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Maslo a margarín > Šľahané maslo
gid://shopify/TaxonomyCategory/fb-2-6-2          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Syr
gid://shopify/TaxonomyCategory/fb-2-6-3          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Smotana do kávy
gid://shopify/TaxonomyCategory/fb-2-6-4          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Cottage cheese
gid://shopify/TaxonomyCategory/fb-2-6-5          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Smotana
gid://shopify/TaxonomyCategory/fb-2-6-5-1        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Smotana > Čerstvá smotana
gid://shopify/TaxonomyCategory/fb-2-6-5-2        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Smotana > Smotana na šľahanie
gid://shopify/TaxonomyCategory/fb-2-6-6          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Kyslá smotana
gid://shopify/TaxonomyCategory/fb-2-6-7          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Šľahačka
gid://shopify/TaxonomyCategory/fb-2-6-8          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mliečne výrobky > Jogurt
gid://shopify/TaxonomyCategory/fb-2-7            : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky
gid://shopify/TaxonomyCategory/fb-2-7-1          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Jablkový lekvár
gid://shopify/TaxonomyCategory/fb-2-7-2          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Syrové dipy a nátierky
gid://shopify/TaxonomyCategory/fb-2-7-3          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Smotanový syr
gid://shopify/TaxonomyCategory/fb-2-7-4          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Guacamole
gid://shopify/TaxonomyCategory/fb-2-7-5          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Hummus
gid://shopify/TaxonomyCategory/fb-2-7-6          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Džemy a želé
gid://shopify/TaxonomyCategory/fb-2-7-7          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Orechové maslá
gid://shopify/TaxonomyCategory/fb-2-7-8          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Salsa
gid://shopify/TaxonomyCategory/fb-2-7-9          : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Tapenáda
gid://shopify/TaxonomyCategory/fb-2-7-10         : Potraviny, nápoje a tabakové výrobky > Potraviny > Dipy a nátierky > Zeleninový dip
gid://shopify/TaxonomyCategory/fb-2-8            : Potraviny, nápoje a tabakové výrobky > Potraviny > Potravinové darčekové koše
gid://shopify/TaxonomyCategory/fb-2-9            : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky
gid://shopify/TaxonomyCategory/fb-2-9-1          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt
gid://shopify/TaxonomyCategory/fb-2-9-1-1        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt > Mrazený jogurt
gid://shopify/TaxonomyCategory/fb-2-9-1-2        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt > Gelato
gid://shopify/TaxonomyCategory/fb-2-9-1-3        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt > Zmrzlina
gid://shopify/TaxonomyCategory/fb-2-9-1-4        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt > Sherbet
gid://shopify/TaxonomyCategory/fb-2-9-1-5        : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlina a mrazený jogurt > Sorbet
gid://shopify/TaxonomyCategory/fb-2-9-2          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Zmrzlinové novinky
gid://shopify/TaxonomyCategory/fb-2-9-3          : Potraviny, nápoje a tabakové výrobky > Potraviny > Mrazené dezerty a novinky > Nanuky
gid://shopify/TaxonomyCategory/fb-2-10           : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina
gid://shopify/TaxonomyCategory/fb-2-10-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Konzervované a zavárané ovocie
gid://shopify/TaxonomyCategory/fb-2-10-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Konzervovaná a zaváraná zelenina
gid://shopify/TaxonomyCategory/fb-2-10-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Konzervovaná a uvarená fazuľa
gid://shopify/TaxonomyCategory/fb-2-10-4         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Sušené ovocie
gid://shopify/TaxonomyCategory/fb-2-10-5         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Sušená zelenina
gid://shopify/TaxonomyCategory/fb-2-10-6         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Suchá fazuľa
gid://shopify/TaxonomyCategory/fb-2-10-7         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie
gid://shopify/TaxonomyCategory/fb-2-10-7-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Jablká
gid://shopify/TaxonomyCategory/fb-2-10-7-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Atemoya
gid://shopify/TaxonomyCategory/fb-2-10-7-3       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Avokádo
gid://shopify/TaxonomyCategory/fb-2-10-7-4       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Babaco
gid://shopify/TaxonomyCategory/fb-2-10-7-5       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Banány
gid://shopify/TaxonomyCategory/fb-2-10-7-6       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Bobuľové ovocie
gid://shopify/TaxonomyCategory/fb-2-10-7-7       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Chlebovník
gid://shopify/TaxonomyCategory/fb-2-10-7-8       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Opuncia
gid://shopify/TaxonomyCategory/fb-2-10-7-9       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Cherimoya
gid://shopify/TaxonomyCategory/fb-2-10-7-10      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody
gid://shopify/TaxonomyCategory/fb-2-10-7-10-1    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Grapefruity
gid://shopify/TaxonomyCategory/fb-2-10-7-10-2    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Kumquaty
gid://shopify/TaxonomyCategory/fb-2-10-7-10-3    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Citróny
gid://shopify/TaxonomyCategory/fb-2-10-7-10-4    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Limequaty
gid://shopify/TaxonomyCategory/fb-2-10-7-10-5    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Limetky
gid://shopify/TaxonomyCategory/fb-2-10-7-10-6    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Pomaranče
gid://shopify/TaxonomyCategory/fb-2-10-7-10-7    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Citrusové plody > Tangelo
gid://shopify/TaxonomyCategory/fb-2-10-7-11      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kokosové orechy
gid://shopify/TaxonomyCategory/fb-2-10-7-12      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Datle
gid://shopify/TaxonomyCategory/fb-2-10-7-13      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Feijoa
gid://shopify/TaxonomyCategory/fb-2-10-7-14      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Figy
gid://shopify/TaxonomyCategory/fb-2-10-7-15      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Ovocné zmesi
gid://shopify/TaxonomyCategory/fb-2-10-7-16      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Hrozno
gid://shopify/TaxonomyCategory/fb-2-10-7-17      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Guava
gid://shopify/TaxonomyCategory/fb-2-10-7-18      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Domáce ovocie
gid://shopify/TaxonomyCategory/fb-2-10-7-19      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kiwi
gid://shopify/TaxonomyCategory/fb-2-10-7-20      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Longan
gid://shopify/TaxonomyCategory/fb-2-10-7-21      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Lokvát
gid://shopify/TaxonomyCategory/fb-2-10-7-22      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Liči
gid://shopify/TaxonomyCategory/fb-2-10-7-23      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Jahodovec
gid://shopify/TaxonomyCategory/fb-2-10-7-24      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Mamey
gid://shopify/TaxonomyCategory/fb-2-10-7-25      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Mangostána
gid://shopify/TaxonomyCategory/fb-2-10-7-26      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Melóny
gid://shopify/TaxonomyCategory/fb-2-10-7-27      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Papája
gid://shopify/TaxonomyCategory/fb-2-10-7-28      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Múčenka
gid://shopify/TaxonomyCategory/fb-2-10-7-29      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Hrušky
gid://shopify/TaxonomyCategory/fb-2-10-7-30      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kaki
gid://shopify/TaxonomyCategory/fb-2-10-7-31      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Machovka
gid://shopify/TaxonomyCategory/fb-2-10-7-32      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Ananás
gid://shopify/TaxonomyCategory/fb-2-10-7-33      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Pitahaya
gid://shopify/TaxonomyCategory/fb-2-10-7-34      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Granátové jablká
gid://shopify/TaxonomyCategory/fb-2-10-7-35      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Dula
gid://shopify/TaxonomyCategory/fb-2-10-7-36      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Rambután
gid://shopify/TaxonomyCategory/fb-2-10-7-37      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Sapodilla
gid://shopify/TaxonomyCategory/fb-2-10-7-38      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Sapota
gid://shopify/TaxonomyCategory/fb-2-10-7-39      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Anona mäkkoostnatá
gid://shopify/TaxonomyCategory/fb-2-10-7-40      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Karambola
gid://shopify/TaxonomyCategory/fb-2-10-7-41      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie
gid://shopify/TaxonomyCategory/fb-2-10-7-41-1    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Marhule
gid://shopify/TaxonomyCategory/fb-2-10-7-41-2    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Čerešne
gid://shopify/TaxonomyCategory/fb-2-10-7-41-3    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Mango
gid://shopify/TaxonomyCategory/fb-2-10-7-41-4    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Broskyne a nektárinky
gid://shopify/TaxonomyCategory/fb-2-10-7-41-5    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Pluot
gid://shopify/TaxonomyCategory/fb-2-10-7-41-6    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Kôstkové ovocie > Slivky
gid://shopify/TaxonomyCategory/fb-2-10-7-42      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Anona šupinatá
gid://shopify/TaxonomyCategory/fb-2-10-7-43      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvé a mrazené ovocie > Tamarindo
gid://shopify/TaxonomyCategory/fb-2-10-8         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina
gid://shopify/TaxonomyCategory/fb-2-10-8-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Arracacha
gid://shopify/TaxonomyCategory/fb-2-10-8-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Artičoky
gid://shopify/TaxonomyCategory/fb-2-10-8-3       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Špargľa
gid://shopify/TaxonomyCategory/fb-2-10-8-4       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Fazuľa
gid://shopify/TaxonomyCategory/fb-2-10-8-5       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Cvikla
gid://shopify/TaxonomyCategory/fb-2-10-8-6       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Borák lekársky
gid://shopify/TaxonomyCategory/fb-2-10-8-7       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Brokolica
gid://shopify/TaxonomyCategory/fb-2-10-8-8       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Ružičkový kel
gid://shopify/TaxonomyCategory/fb-2-10-8-9       : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Kapusta
gid://shopify/TaxonomyCategory/fb-2-10-8-10      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Kaktusové listy
gid://shopify/TaxonomyCategory/fb-2-10-8-11      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Artyčok kardový
gid://shopify/TaxonomyCategory/fb-2-10-8-12      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Mrkva
gid://shopify/TaxonomyCategory/fb-2-10-8-13      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Karfiol
gid://shopify/TaxonomyCategory/fb-2-10-8-14      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Zeler
gid://shopify/TaxonomyCategory/fb-2-10-8-15      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Korene zeleru
gid://shopify/TaxonomyCategory/fb-2-10-8-16      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Kukurica
gid://shopify/TaxonomyCategory/fb-2-10-8-17      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Uhorky
gid://shopify/TaxonomyCategory/fb-2-10-8-18      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Baklažány
gid://shopify/TaxonomyCategory/fb-2-10-8-19      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Feniklové cibuľky
gid://shopify/TaxonomyCategory/fb-2-10-8-20      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Výhonky paprade
gid://shopify/TaxonomyCategory/fb-2-10-8-21      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Gai Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-22      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Gai Lan
gid://shopify/TaxonomyCategory/fb-2-10-8-23      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Cesnak
gid://shopify/TaxonomyCategory/fb-2-10-8-24      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň zázvoru
gid://shopify/TaxonomyCategory/fb-2-10-8-25      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň lopúcha (gobo)
gid://shopify/TaxonomyCategory/fb-2-10-8-26      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina
gid://shopify/TaxonomyCategory/fb-2-10-8-26-1    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Rukola
gid://shopify/TaxonomyCategory/fb-2-10-8-26-2    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Cviklové listy
gid://shopify/TaxonomyCategory/fb-2-10-8-26-3    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Bok choy
gid://shopify/TaxonomyCategory/fb-2-10-8-26-4    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Mangold
gid://shopify/TaxonomyCategory/fb-2-10-8-26-5    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Čakanka
gid://shopify/TaxonomyCategory/fb-2-10-8-26-6    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Choy sum
gid://shopify/TaxonomyCategory/fb-2-10-8-26-7    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Kel
gid://shopify/TaxonomyCategory/fb-2-10-8-26-8    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Hlávkový šalát
gid://shopify/TaxonomyCategory/fb-2-10-8-26-9    : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Ong Čchoj
gid://shopify/TaxonomyCategory/fb-2-10-8-26-10   : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Šalátové zmesi
gid://shopify/TaxonomyCategory/fb-2-10-8-26-11   : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Špenát
gid://shopify/TaxonomyCategory/fb-2-10-8-26-12   : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Listová zelenina > Yu choy
gid://shopify/TaxonomyCategory/fb-2-10-8-27      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň chrenu
gid://shopify/TaxonomyCategory/fb-2-10-8-28      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Jicama
gid://shopify/TaxonomyCategory/fb-2-10-8-29      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Kaleráb
gid://shopify/TaxonomyCategory/fb-2-10-8-30      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Pór
gid://shopify/TaxonomyCategory/fb-2-10-8-31      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Lotosový koreň
gid://shopify/TaxonomyCategory/fb-2-10-8-32      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Malanga
gid://shopify/TaxonomyCategory/fb-2-10-8-33      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Huby
gid://shopify/TaxonomyCategory/fb-2-10-8-34      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Okra
gid://shopify/TaxonomyCategory/fb-2-10-8-35      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Cibuľa
gid://shopify/TaxonomyCategory/fb-2-10-8-36      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň petržlenu
gid://shopify/TaxonomyCategory/fb-2-10-8-37      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Paštrnák
gid://shopify/TaxonomyCategory/fb-2-10-8-38      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Hrach
gid://shopify/TaxonomyCategory/fb-2-10-8-39      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Paprika
gid://shopify/TaxonomyCategory/fb-2-10-8-40      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Zemiaky
gid://shopify/TaxonomyCategory/fb-2-10-8-41      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Reďkovky
gid://shopify/TaxonomyCategory/fb-2-10-8-42      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Rebarbora
gid://shopify/TaxonomyCategory/fb-2-10-8-43      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Šalotka
gid://shopify/TaxonomyCategory/fb-2-10-8-44      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Klíčky
gid://shopify/TaxonomyCategory/fb-2-10-8-45      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Tekvice
gid://shopify/TaxonomyCategory/fb-2-10-8-46      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Cukrová trstina
gid://shopify/TaxonomyCategory/fb-2-10-8-47      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Slnečnica hľuznatá
gid://shopify/TaxonomyCategory/fb-2-10-8-48      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Sladké zemiaky
gid://shopify/TaxonomyCategory/fb-2-10-8-49      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Tamarillo
gid://shopify/TaxonomyCategory/fb-2-10-8-50      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň taro
