# Shopify Product Taxonomy - Categories: 2025-04
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Állatok és kisállatkellékek
gid://shopify/TaxonomyCategory/hb-1-15-5         : Egészség és szépség > Egészségügyi ellátás > Orvosi vizsgálatok > Terhességi tesztek
gid://shopify/TaxonomyCategory/hb-1-15-6         : Egészség és szépség > Egészségügyi ellátás > Orvosi vizsgálatok > Húgyúti fertőzési tesztek
gid://shopify/TaxonomyCategory/hb-1-16           : Egészség és szépség > Egészségügyi ellátás > Gyógyszerek
gid://shopify/TaxonomyCategory/hb-1-17           : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség
gid://shopify/TaxonomyCategory/hb-1-17-1         : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő berendezések
gid://shopify/TaxonomyCategory/hb-1-17-1-1       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő berendezések > Mozgássegítő robogók
gid://shopify/TaxonomyCategory/hb-1-17-1-2       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő berendezések > Lépcsőliftek
gid://shopify/TaxonomyCategory/hb-1-17-1-3       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő berendezések > Átviteli táblák és lapok
gid://shopify/TaxonomyCategory/hb-1-17-1-4       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő berendezések > Kerekesszékek
gid://shopify/TaxonomyCategory/hb-1-17-2         : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítőberendezés-kiegészítők
gid://shopify/TaxonomyCategory/hb-1-17-3         : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak
gid://shopify/TaxonomyCategory/hb-1-17-3-1       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések
gid://shopify/TaxonomyCategory/hb-1-17-3-1-1     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések > Párnázott zuhanypadok
gid://shopify/TaxonomyCategory/hb-1-17-3-1-2     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések > Zuhanypadok
gid://shopify/TaxonomyCategory/hb-1-17-3-1-3     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések > Zuhanyülések
gid://shopify/TaxonomyCategory/hb-1-17-3-1-4     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések > Transzferpadok
gid://shopify/TaxonomyCategory/hb-1-17-3-1-5     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Kisegítő bútorok és berendezési tárgyak > Zuhanypadok és -ülések > Falra szerelhető zuhanyülések
gid://shopify/TaxonomyCategory/hb-1-17-4         : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járást segítő kiegészítők
gid://shopify/TaxonomyCategory/hb-1-17-5         : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők
gid://shopify/TaxonomyCategory/hb-1-17-5-1       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Sétabotok és sétapálcák
gid://shopify/TaxonomyCategory/hb-1-17-5-1-1     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Sétabotok és sétapálcák > Összecsukható sétabotok
gid://shopify/TaxonomyCategory/hb-1-17-5-1-2     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Sétabotok és sétapálcák > Elfordított sétabotok
gid://shopify/TaxonomyCategory/hb-1-17-5-1-3     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Sétabotok és sétapálcák > Négy lábú sétabotok
gid://shopify/TaxonomyCategory/hb-1-17-5-1-4     : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Sétabotok és sétapálcák > Sétabotok
gid://shopify/TaxonomyCategory/hb-1-17-5-2       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Mankók
gid://shopify/TaxonomyCategory/hb-1-17-5-3       : Egészség és szépség > Egészségügyi ellátás > Mobilitás és hozzáférhetőség > Járássegítők > Járókeretek
gid://shopify/TaxonomyCategory/hb-1-18           : Egészség és szépség > Egészségügyi ellátás > Foglalkozási és fizikoterápiás berendezések
gid://shopify/TaxonomyCategory/hb-1-18-1         : Egészség és szépség > Egészségügyi ellátás > Foglalkozási és fizikoterápiás berendezések > Elektromos izomstimulátorok
gid://shopify/TaxonomyCategory/hb-1-18-2         : Egészség és szépség > Egészségügyi ellátás > Foglalkozási és fizikoterápiás berendezések > Terápiás hinták
gid://shopify/TaxonomyCategory/hb-1-19           : Egészség és szépség > Egészségügyi ellátás > Tablettás dobozok
gid://shopify/TaxonomyCategory/hb-1-20           : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás
gid://shopify/TaxonomyCategory/hb-1-20-1         : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > Porlasztók
gid://shopify/TaxonomyCategory/hb-1-20-2         : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > Oxigéntartályok
gid://shopify/TaxonomyCategory/hb-1-20-3         : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > PAP-gépek
gid://shopify/TaxonomyCategory/hb-1-20-3-1       : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > PAP-gépek > APAP-gépek
gid://shopify/TaxonomyCategory/hb-1-20-3-2       : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > PAP-gépek > BiPAP-gépek
gid://shopify/TaxonomyCategory/hb-1-20-3-3       : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > PAP-gépek > CPAP-gépek
gid://shopify/TaxonomyCategory/hb-1-20-4         : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > PAP-maszkok
gid://shopify/TaxonomyCategory/hb-1-20-5         : Egészség és szépség > Egészségügyi ellátás > Légzőrendszer-gondozás > Gőzinhalátorok
gid://shopify/TaxonomyCategory/hb-1-21           : Egészség és szépség > Egészségügyi ellátás > Mintavételi poharak
gid://shopify/TaxonomyCategory/hb-1-22           : Egészség és szépség > Egészségügyi ellátás > Spermicidek
gid://shopify/TaxonomyCategory/hb-1-23           : Egészség és szépség > Egészségügyi ellátás > Csonkösszehúzók
gid://shopify/TaxonomyCategory/hb-1-24           : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők
gid://shopify/TaxonomyCategory/hb-1-24-1         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Bokatámaszok
gid://shopify/TaxonomyCategory/hb-1-24-2         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Hátsó merevítők
gid://shopify/TaxonomyCategory/hb-1-24-3         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Könyöktámaszok
gid://shopify/TaxonomyCategory/hb-1-24-4         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Térdmerevítők
gid://shopify/TaxonomyCategory/hb-1-24-5         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Nyakmerevítők
gid://shopify/TaxonomyCategory/hb-1-24-6         : Egészség és szépség > Egészségügyi ellátás > Tartók és merevítők > Csuklómerevítők
gid://shopify/TaxonomyCategory/hb-1-25           : Egészség és szépség > Egészségügyi ellátás > Sebészeti kenőanyagok
gid://shopify/TaxonomyCategory/hb-2              : Egészség és szépség > Ékszertisztítás és -ápolás
gid://shopify/TaxonomyCategory/hb-2-1            : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító oldatok és fényezők
gid://shopify/TaxonomyCategory/hb-2-2            : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító eszközök
gid://shopify/TaxonomyCategory/hb-2-2-1          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító eszközök > Ékszertisztító kefék
gid://shopify/TaxonomyCategory/hb-2-2-2          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító eszközök > Ékszerpolírozó kendők
gid://shopify/TaxonomyCategory/hb-2-2-3          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító eszközök > Ékszergőztisztítók
gid://shopify/TaxonomyCategory/hb-2-2-4          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertisztító eszközök > Ultrahangos ékszertisztítók
gid://shopify/TaxonomyCategory/hb-2-3            : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók
gid://shopify/TaxonomyCategory/hb-2-3-1          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók > Ékszerdobozok
gid://shopify/TaxonomyCategory/hb-2-3-2          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók > Ékszerállványok
gid://shopify/TaxonomyCategory/hb-2-3-3          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók > Ékszertálcák
gid://shopify/TaxonomyCategory/hb-2-3-4          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók > Gyűrűtartók
gid://shopify/TaxonomyCategory/hb-2-3-5          : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszertartók > Falra szerelhető ékszerszervezők
gid://shopify/TaxonomyCategory/hb-2-4            : Egészség és szépség > Ékszertisztítás és -ápolás > Ékszergőztisztítók
gid://shopify/TaxonomyCategory/hb-2-5            : Egészség és szépség > Ékszertisztítás és -ápolás > Órajavító készletek
gid://shopify/TaxonomyCategory/hb-3              : Egészség és szépség > Személyes gondoskodás
gid://shopify/TaxonomyCategory/hb-3-1            : Egészség és szépség > Személyes gondoskodás > Hátápolás
gid://shopify/TaxonomyCategory/hb-3-1-1          : Egészség és szépség > Személyes gondoskodás > Hátápolás > Hát- és deréktámasztó párnák
gid://shopify/TaxonomyCategory/hb-3-2            : Egészség és szépség > Személyes gondoskodás > Kozmetikumok
gid://shopify/TaxonomyCategory/hb-3-2-1          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test
gid://shopify/TaxonomyCategory/hb-3-2-1-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Szappan
gid://shopify/TaxonomyCategory/hb-3-2-1-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Fürdőadalékok
gid://shopify/TaxonomyCategory/hb-3-2-1-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Fürdőkefék
gid://shopify/TaxonomyCategory/hb-3-2-1-4        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Fürdőszivacsok és luffák
gid://shopify/TaxonomyCategory/hb-3-2-1-5        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Testmosó
gid://shopify/TaxonomyCategory/hb-3-2-1-6        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Kézfertőtlenítők és törlőkendők
gid://shopify/TaxonomyCategory/hb-3-2-1-7        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Higiénikus törlőkendők
gid://shopify/TaxonomyCategory/hb-3-2-1-8        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Folyékony kézi szappan
gid://shopify/TaxonomyCategory/hb-3-2-1-9        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Elektromos kézi szappan
gid://shopify/TaxonomyCategory/hb-3-2-1-10       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test > Zuhanysapkák
gid://shopify/TaxonomyCategory/hb-3-2-2          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Fürdés és test ajándékkészletek
gid://shopify/TaxonomyCategory/hb-3-2-3          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai készletek
gid://shopify/TaxonomyCategory/hb-3-2-4          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszköztisztítók
gid://shopify/TaxonomyCategory/hb-3-2-5          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök
gid://shopify/TaxonomyCategory/hb-3-2-5-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök
gid://shopify/TaxonomyCategory/hb-3-2-5-1-12     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Duplaszemhéj-ragasztó és szalag
gid://shopify/TaxonomyCategory/hb-3-2-5-1-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Szemöldökstencil
gid://shopify/TaxonomyCategory/hb-3-2-5-1-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Szempillagöndörítő utántöltők
gid://shopify/TaxonomyCategory/hb-3-2-5-1-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Szempilla-göndörítők
gid://shopify/TaxonomyCategory/hb-3-2-5-1-6      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Arctükrök
gid://shopify/TaxonomyCategory/hb-3-2-5-1-7      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Arcápoló papír
gid://shopify/TaxonomyCategory/hb-3-2-5-1-8      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Műszempilla-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-2-5-1-8-1    : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Műszempilla-kiegészítők > Műszempilla-ragasztó
gid://shopify/TaxonomyCategory/hb-3-2-5-1-8-2    : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Műszempilla-kiegészítők > Műszempilla-applikátorok
gid://shopify/TaxonomyCategory/hb-3-2-5-1-8-3    : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Műszempilla-kiegészítők > Műszempilla-eltávolító
gid://shopify/TaxonomyCategory/hb-3-2-5-1-9      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Sminkecsetek
gid://shopify/TaxonomyCategory/hb-3-2-5-1-10     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Sminkszivacsok
gid://shopify/TaxonomyCategory/hb-3-2-5-1-11     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Sminkeszközök > Újratölthető sminkpaletták és -tokok
gid://shopify/TaxonomyCategory/hb-3-2-5-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök
gid://shopify/TaxonomyCategory/hb-3-2-5-2-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömágy-visszatoló
gid://shopify/TaxonomyCategory/hb-3-2-5-2-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömágyollók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Manikűr és pedikűr távtartók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Manikűr eszközkészletek
gid://shopify/TaxonomyCategory/hb-3-2-5-2-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömsimítók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-6      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömvágók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-7      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömfúró-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-2-5-2-8      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömfúrók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-9      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömszárítók
gid://shopify/TaxonomyCategory/hb-3-2-5-2-10     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Körömeszközök > Körömreszelők és csiszolólapok
gid://shopify/TaxonomyCategory/hb-3-2-5-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök
gid://shopify/TaxonomyCategory/hb-3-2-5-3-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Arcszaunák
gid://shopify/TaxonomyCategory/hb-3-2-5-3-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Lábreszelők
gid://shopify/TaxonomyCategory/hb-3-2-5-3-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Testápoló- és napvédőkrém-alkalmazók
gid://shopify/TaxonomyCategory/hb-3-2-5-3-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Habkövek
gid://shopify/TaxonomyCategory/hb-3-2-5-3-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Bőrápoló kivonók
gid://shopify/TaxonomyCategory/hb-3-2-5-3-6      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Bőrápoló hengerek
gid://shopify/TaxonomyCategory/hb-3-2-5-3-7      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Bőrtisztító kefefejek
gid://shopify/TaxonomyCategory/hb-3-2-5-3-8      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Kozmetikai eszközök > Bőrápoló eszközök > Bőrtisztító kefék és rendszerek
gid://shopify/TaxonomyCategory/hb-3-2-6          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink
gid://shopify/TaxonomyCategory/hb-3-2-6-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Testsmink
gid://shopify/TaxonomyCategory/hb-3-2-6-1-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Testsmink > Test- és hajcsillám
gid://shopify/TaxonomyCategory/hb-3-2-6-1-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Testsmink > Testfesték és -alapozó
gid://shopify/TaxonomyCategory/hb-3-2-6-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Jelmez és színpadi smink
gid://shopify/TaxonomyCategory/hb-3-2-6-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink
gid://shopify/TaxonomyCategory/hb-3-2-6-3-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szemprimerek
gid://shopify/TaxonomyCategory/hb-3-2-6-3-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szemhéjfestékek
gid://shopify/TaxonomyCategory/hb-3-2-6-3-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szemöldöknövelők
gid://shopify/TaxonomyCategory/hb-3-2-6-3-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szemceruza
gid://shopify/TaxonomyCategory/hb-3-2-6-3-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Műszempillák
gid://shopify/TaxonomyCategory/hb-3-2-6-3-6      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szempilla- és szemöldöknövelő kezelések
gid://shopify/TaxonomyCategory/hb-3-2-6-3-7      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szempillaspirál-alapozók
gid://shopify/TaxonomyCategory/hb-3-2-6-3-8      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Szemsmink > Szempillaspirálok
gid://shopify/TaxonomyCategory/hb-3-2-6-4        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink
gid://shopify/TaxonomyCategory/hb-3-2-6-4-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink > Pirosítók és bronzosítók
gid://shopify/TaxonomyCategory/hb-3-2-6-4-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink > Arcpúder
gid://shopify/TaxonomyCategory/hb-3-2-6-4-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink > Arcprimerek
gid://shopify/TaxonomyCategory/hb-3-2-6-4-4      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink > Alapozók és korrektorok
gid://shopify/TaxonomyCategory/hb-3-2-6-4-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Arcsmink > Kiemelők és fényfokozók
gid://shopify/TaxonomyCategory/hb-3-2-6-5        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink
gid://shopify/TaxonomyCategory/hb-3-2-6-5-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink > Ajak- és pírfoltok
gid://shopify/TaxonomyCategory/hb-3-2-6-5-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink > Szájfény
gid://shopify/TaxonomyCategory/hb-3-2-6-5-3      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink > Ajakkontúrok
gid://shopify/TaxonomyCategory/hb-3-2-6-5-5      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink > Ajakprimerek
gid://shopify/TaxonomyCategory/hb-3-2-6-5-6      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ajaksmink > Rúzsok
gid://shopify/TaxonomyCategory/hb-3-2-6-6        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Sminkbefejező spray-k
gid://shopify/TaxonomyCategory/hb-3-2-6-7        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Smink > Ideiglenes tetoválások
gid://shopify/TaxonomyCategory/hb-3-2-7          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás
gid://shopify/TaxonomyCategory/hb-3-2-7-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömágykrémek és -olajok
gid://shopify/TaxonomyCategory/hb-3-2-7-1-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömágykrémek és -olajok > Körömágykrém
gid://shopify/TaxonomyCategory/hb-3-2-7-1-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömágykrémek és -olajok > Körömágyolaj
gid://shopify/TaxonomyCategory/hb-3-2-7-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Műkörmök
gid://shopify/TaxonomyCategory/hb-3-2-7-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Manikűr ragasztó
gid://shopify/TaxonomyCategory/hb-3-2-7-4        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömművészeti készletek és kiegészítők
gid://shopify/TaxonomyCategory/hb-3-2-7-8        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömlakkszárító cseppek és spray-k
gid://shopify/TaxonomyCategory/hb-3-2-7-9        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömlakklemosók
gid://shopify/TaxonomyCategory/hb-3-2-7-10       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömlakkhígítók
gid://shopify/TaxonomyCategory/hb-3-2-7-11       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Körömápolás > Körömlakkok
gid://shopify/TaxonomyCategory/hb-3-2-8          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Parfümök és kölnik
gid://shopify/TaxonomyCategory/hb-3-2-8-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Parfümök és kölnik > Testpermetek
gid://shopify/TaxonomyCategory/hb-3-2-8-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Parfümök és kölnik > Kölnik
gid://shopify/TaxonomyCategory/hb-3-2-8-4        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Parfümök és kölnik > Eaux De Toilette
gid://shopify/TaxonomyCategory/hb-3-2-8-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Parfümök és kölnik > Eaux de Parfum
gid://shopify/TaxonomyCategory/hb-3-2-9          : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás
gid://shopify/TaxonomyCategory/hb-3-2-9-1        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Aknekezelések és -készletek
gid://shopify/TaxonomyCategory/hb-3-2-9-2        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Öregedésgátló bőrápolás
gid://shopify/TaxonomyCategory/hb-3-2-9-3        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Testolaj
gid://shopify/TaxonomyCategory/hb-3-2-9-4        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Testpor
gid://shopify/TaxonomyCategory/hb-3-2-9-5        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Tömörített bőrápoló maszklapok
gid://shopify/TaxonomyCategory/hb-3-2-9-19       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Szemkrémek
gid://shopify/TaxonomyCategory/hb-3-2-9-20       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Archidratálók
gid://shopify/TaxonomyCategory/hb-3-2-9-21       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Arcszérumok
gid://shopify/TaxonomyCategory/hb-3-2-9-6        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Arctisztítók
gid://shopify/TaxonomyCategory/hb-3-2-9-7        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Arctisztító készletek
gid://shopify/TaxonomyCategory/hb-3-2-9-8        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Arc póruscsíkok
